id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,gene_name,signChange,pick_data,growthPhase,test_for,vs
ECB_00001,24.6192960539631,0.130514679364104,0.622706369634282,0.209592651895877,0.833985615202963,0.93780125195022,thrL,1,mrna,Sta,carbonSource,glucoselactate
ECB_00002,22.26635352712,1.97042401598573,0.721476914516907,2.73109780276907,NA,NA,thrA,1,mrna,Sta,carbonSource,glucoselactate
ECB_00003,10.1660568325987,2.37355969069431,0.687098453271686,3.45446810335896,0.00055137943408621,0.020260857849134,thrB,1,mrna,Sta,carbonSource,glucoselactate
ECB_00004,9.11476963284671,3.12292327489567,0.919616164828986,3.39589863068188,NA,NA,thrC,1,mrna,Sta,carbonSource,glucoselactate
ECB_00005,1.40659202249539,1.78693753608341,1.10682225296331,1.6144756136762,NA,NA,yaaX,1,mrna,Sta,carbonSource,glucoselactate
ECB_00006,1.04727729164826,0.263515204849551,1.06081272339077,0.248408789826024,0.803818133386063,NA,yaaA,1,mrna,Sta,carbonSource,glucoselactate
ECB_00007,0.37203686152254,1.93367376589738,1.28725937432939,1.50216328151018,0.133054945123345,NA,yaaJ,1,mrna,Sta,carbonSource,glucoselactate
ECB_00008,68.0214075265854,0.254563966660158,0.686518721595479,0.370804114516423,0.710783436560534,0.882071259566822,talB,1,mrna,Sta,carbonSource,glucoselactate
ECB_00009,10.4241022638727,-0.636354423404362,0.645019897119139,-0.98656557145992,0.323855655173256,0.633110063494696,mogA,-1,mrna,Sta,carbonSource,glucoselactate
ECB_00010,3.7190166405423,-0.11585796600291,0.848792405172128,-0.136497411259724,0.891428070913437,0.95881269716375,yaaH,-1,mrna,Sta,carbonSource,glucoselactate
ECB_00011,0.717087481393825,-1.23721218015329,1.28368922771747,-0.963794159395717,0.335149135481314,NA,yaaW,-1,mrna,Sta,carbonSource,glucoselactate
ECB_00012,0,NA,NA,NA,NA,NA,htgA,NA,mrna,Sta,carbonSource,glucoselactate
ECB_00013,0.198000791581901,-0.98564622555265,1.29334191564689,-0.762092539975913,0.446004774942856,NA,yaaI,-1,mrna,Sta,carbonSource,glucoselactate
ECB_00014,91.0254560857447,1.02267729133685,0.709488430881344,1.44142912952993,0.149463485737576,0.466240053351172,dnaK,1,mrna,Sta,carbonSource,glucoselactate
ECB_00015,4.29354260438919,1.79536950187697,0.747498826018385,2.40183588172326,NA,NA,dnaJ,1,mrna,Sta,carbonSource,glucoselactate
ECB_00016,1.72479623285378,-0.148179215348506,1.02383560718885,-0.144729499841641,0.884924446869425,0.958514296760707,insL-1,-1,mrna,Sta,carbonSource,glucoselactate
ECB_00017,1.63486436051165,0.230327556996317,0.86443187233852,0.266449635149638,0.789892943014913,0.92217980638467,mokC,1,mrna,Sta,carbonSource,glucoselactate
ECB_00018,40.1684836463938,-0.517442920406973,0.635304671564092,-0.814479955157659,0.415370050811856,0.704853725493019,nhaA,-1,mrna,Sta,carbonSource,glucoselactate
ECB_00019,1.72530936824481,0.13640880373752,1.030059691815,0.132428057151876,0.894645723706207,0.95881269716375,nhaR,1,mrna,Sta,carbonSource,glucoselactate
ECB_00020,0.234492894521509,-0.568884436870954,1.34313114303753,-0.423550924137166,0.671893352459591,NA,ECB_00020,-1,mrna,Sta,carbonSource,glucoselactate
ECB_00021,0,NA,NA,NA,NA,NA,ECB_00021,NA,mrna,Sta,carbonSource,glucoselactate
ECB_00022,0.156944368607161,-0.819736454932626,1.26644567954332,-0.647273284731976,0.517455088516995,NA,ECB_00022,-1,mrna,Sta,carbonSource,glucoselactate
