,id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,gene_name,mRNA_ID,b.,signChange,pick_data,growthPhase,test_for,vs
1,YP_003043230.1,0.0911160653948583,0.796761397308933,0.909270662811228,0.876264274100249,0.380886382064774,0.428796618802482,thrL,ECB_00001,b0001,1,protein,Exp,Na_mM_Levels,baseNahighNa
2,YP_003043231.1,284.015215920895,-2.07645381086745,0.277981035814037,-7.46976787386516,8.03364098275034e-14,3.48152630799823e-12,thrA,ECB_00002,b0002,-1,protein,Exp,Na_mM_Levels,baseNahighNa
3,YP_003043232.1,67.9729287705238,-2.59433512942209,0.348509539676027,-7.44408641391503,9.76175887096255e-14,3.86434242997623e-12,thrB,ECB_00003,b0003,-1,protein,Exp,Na_mM_Levels,baseNahighNa
4,YP_003043233.1,336.077012040189,-2.97832290856476,0.351462260563576,-8.47409023031084,2.36923747528698e-17,1.3081950673732e-14,thrC,ECB_00004,b0004,-1,protein,Exp,Na_mM_Levels,baseNahighNa
5,YP_003043234.1,0.159952144389404,1.5142295212727,0.981234669617372,1.54318795305425,0.122785179400546,0.156503586251408,yaaX,ECB_00005,b0005,1,protein,Exp,Na_mM_Levels,baseNahighNa
6,YP_003043235.1,37.8901312297446,-1.4371468867014,0.275474604572152,-5.2169850245669,1.81858956513994e-07,1.24164730342971e-06,yaaA,ECB_00006,b0006,-1,protein,Exp,Na_mM_Levels,baseNahighNa
7,YP_003043236.1,0.426605244781606,1.28111001582754,0.852513742922563,1.50274412167911,0.132905040278542,0.167483945768827,yaaJ,ECB_00007,b0007,1,protein,Exp,Na_mM_Levels,baseNahighNa
8,YP_003043237.1,206.892117561629,-2.3628073091181,0.317066404492721,-7.45208976932891,9.18731746501577e-14,3.67225106829805e-12,talB,ECB_00008,b0008,-1,protein,Exp,Na_mM_Levels,baseNahighNa
9,YP_003043238.1,11.7357582920627,-1.54013086498906,0.382492598213578,-4.02656383988135,5.65978779853392e-05,0.000259191839450102,mogA,ECB_00009,b0009,-1,protein,Exp,Na_mM_Levels,baseNahighNa
10,YP_003043239.1,0.0304298974517332,-0.0239829467058613,0.803052949665838,-0.0298647140463664,0.976174947400861,0.980222502060816,yaaH,ECB_00010,b0010,-1,protein,Exp,Na_mM_Levels,baseNahighNa
11,YP_003043242.1,0.898915080592542,1.42035439648206,0.830604207842603,1.71002552487816,0.0872611531348411,0.116640963459786,yaaI,ECB_00013,b0013,1,protein,Exp,Na_mM_Levels,baseNahighNa
12,YP_003043243.1,720.411964235616,-2.07312245601847,0.317002680094116,-6.53976318245315,6.1616322296322e-11,9.1249783774805e-10,dnaK,ECB_00014,b0014,-1,protein,Exp,Na_mM_Levels,baseNahighNa
13,YP_003043244.1,73.4027121038554,-2.09877803776347,0.348935273631752,-6.01480617284457,1.80102063529093e-09,1.90611875462539e-08,dnaJ,ECB_00015,b0015,-1,protein,Exp,Na_mM_Levels,baseNahighNa
14,YP_003043245.1,3.08153736118657,2.19892091216167,0.819769905409828,2.68236354817436,0.0073103967804842,0.0167207777882558,insL-1,ECB_00016,b0016,1,protein,Exp,Na_mM_Levels,baseNahighNa
15,YP_003043246.1,0.16701241425654,1.55031116606418,0.979330263258287,1.58303202119601,0.113414166122944,0.145823273556577,mokC,ECB_00017,b0018,1,protein,Exp,Na_mM_Levels,baseNahighNa
16,YP_003043247.1,0.0332820977500557,0.413333955012388,0.810615471431352,0.509901389227792,0.610120548637445,0.650574021947775,hokC,ECB_04280,b4412,1,protein,Exp,Na_mM_Levels,baseNahighNa
17,YP_003043248.1,0.206977026376671,1.84396256302155,0.953611487696733,1.93366227946277,0.0531546644898203,0.0771098497902009,nhaA,ECB_00018,b0019,1,protein,Exp,Na_mM_Levels,baseNahighNa
