,id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,gene_name,mRNA_ID,b.,signChange,pick_data,growthPhase,test_for,vs
1,YP_003043230.1,0.0565895244192553,-0.240482511822675,0.645408124197481,-0.372605337315358,0.709442199863986,NA,thrL,ECB_00001,b0001,-1,protein,Sta,Mg_mM_Levels,baseMghighMg
2,YP_003043231.1,201.045781074697,-0.315758244757718,0.347354414952008,-0.909037660573121,0.36333024679142,0.656300364423883,thrA,ECB_00002,b0002,-1,protein,Sta,Mg_mM_Levels,baseMghighMg
3,YP_003043232.1,47.6789901668639,-0.926684054757055,0.415993173794706,-2.22764245457157,0.0259043672235291,0.214760622626676,thrB,ECB_00003,b0003,-1,protein,Sta,Mg_mM_Levels,baseMghighMg
4,YP_003043233.1,212.057891868405,-0.812794444048219,0.419756357656268,-1.93634814392449,0.05282507602419,0.303568957457436,thrC,ECB_00004,b0004,-1,protein,Sta,Mg_mM_Levels,baseMghighMg
5,YP_003043234.1,0.0508371943176524,-0.244762554167562,0.645451672376799,-0.379211278926977,0.70453097660904,NA,yaaX,ECB_00005,b0005,-1,protein,Sta,Mg_mM_Levels,baseMghighMg
6,YP_003043235.1,27.282222356169,-0.280416982350149,0.410357597680761,-0.683347850594205,0.494387064437986,0.749173572049371,yaaA,ECB_00006,b0006,-1,protein,Sta,Mg_mM_Levels,baseMghighMg
7,YP_003043236.1,0.0792875859600758,-0.295209954426498,0.645985726078766,-0.456991451217457,0.647677190111249,NA,yaaJ,ECB_00007,b0007,-1,protein,Sta,Mg_mM_Levels,baseMghighMg
8,YP_003043237.1,154.832496272719,-0.44379310310836,0.375189231081749,-1.18285138896128,0.236868049970227,0.561802426211436,talB,ECB_00008,b0008,-1,protein,Sta,Mg_mM_Levels,baseMghighMg
9,YP_003043238.1,8.41018610444855,-0.811053431078766,0.530582759292168,-1.52860871725414,0.126361473676529,0.432804497893295,mogA,ECB_00009,b0009,-1,protein,Sta,Mg_mM_Levels,baseMghighMg
10,YP_003043239.1,0,NA,NA,NA,NA,NA,yaaH,ECB_00010,b0010,NA,protein,Sta,Mg_mM_Levels,baseMghighMg
11,YP_003043242.1,0.197907706034598,-0.502330925382444,0.674006882457774,-0.745290498445191,0.456096123840648,NA,yaaI,ECB_00013,b0013,-1,protein,Sta,Mg_mM_Levels,baseMghighMg
12,YP_003043243.1,616.014206574302,-0.538001343767986,0.404046575088673,-1.33153298886376,0.183013697756153,0.502511602788796,dnaK,ECB_00014,b0014,-1,protein,Sta,Mg_mM_Levels,baseMghighMg
13,YP_003043244.1,49.8183678707612,-0.47602155244379,0.398172756852976,-1.19551512314932,0.231885831143816,0.557141891113461,dnaJ,ECB_00015,b0015,-1,protein,Sta,Mg_mM_Levels,baseMghighMg
14,YP_003043245.1,0.317150343840303,-0.560541389970843,0.694881369054093,-0.806672066534003,0.419855441609644,NA,insL-1,ECB_00016,b0016,-1,protein,Sta,Mg_mM_Levels,baseMghighMg
15,YP_003043246.1,0,NA,NA,NA,NA,NA,mokC,ECB_00017,b0018,NA,protein,Sta,Mg_mM_Levels,baseMghighMg
16,YP_003043247.1,0,NA,NA,NA,NA,NA,hokC,ECB_04280,b4412,NA,protein,Sta,Mg_mM_Levels,baseMghighMg
17,YP_003043248.1,0.0792875859600758,-0.295209954426498,0.645985726078766,-0.456991451217457,0.647677190111249,NA,nhaA,ECB_00018,b0019,-1,protein,Sta,Mg_mM_Levels,baseMghighMg
