"","Category","Term","Count","X.","PValue","Genes","List.Total","Pop.Hits","Pop.Total","Fold.Enrichment","Bonferroni","Benjamini","FDR"
"1","KEGG_PATHWAY","eco00020:Citrate cycle (TCA cycle)",10,3.34448160535117,0.000238816344968403,"946147, 945312, 948642, 945314, 945402, 945300, 948666, 945307, 948667, 946826",142,26,1575,4.26598049837486,0.0182229712338156,0.0182229712338156,0.251678188249782
"2","KEGG_PATHWAY","eco01053:Biosynthesis of siderophore group nonribosomal peptides",5,1.67224080267559,0.000801929861904282,"945284, 947426, 945184, 945511, 946178",142,6,1575,9.24295774647887,0.0599040849479716,0.0304145653672244,0.842850692679531
"3","KEGG_PATHWAY","eco00620:Pyruvate metabolism",13,4.34782608695652,0.00123202693951962,"948104, 946147, 948642, 948454, 946947, 947324, 948121, 946653, 948666, 946209, 948667, 946796, 946826",142,51,1575,2.82725766362883,0.0905584609100386,0.0311461658199376,1.29224046340468
"4","KEGG_PATHWAY","eco01200:Carbon metabolism",18,6.02006688963211,0.0125392675137857,"945312, 948642, 949045, 945314, 946947, 945300, 948666, 948667, 946147, 946331, 945402, 947324, 945307, 946209, 948753, 946796, 946362, 946826",142,108,1575,1.84859154929577,0.621533668599487,0.215655577502492,12.46514457336
"5","KEGG_PATHWAY","eco01130:Biosynthesis of antibiotics",27,9.03010033444816,0.019066498945835,"948269, 948642, 945312, 949020, 945314, 948666, 948320, 948667, 945271, 945060, 945402, 948182, 946331, 948183, 945064, 945307, 946178, 945300, 946147, 947393, 945284, 947324, 945511, 948753, 945097, 946796, 946826",142,195,1575,1.53575297941495,0.772884564214787,0.25655416908855,18.3807693784255
"6","KEGG_PATHWAY","eco01110:Biosynthesis of secondary metabolites",37,12.3745819397993,0.0214364608314237,"948269, 948690, 945312, 948642, 949020, 945314, 945620, 948326, 948666, 948320, 949129, 948667, 945271, 948104, 945060, 945402, 946331, 948182, 948183, 945064, 945937, 945307, 946178, 945300, 946713, 946733, 946147, 947393, 945284, 947324, 945511, 946165, 948753, 947934, 945097, 946796, 946826",142,294,1575,1.39587525150905,0.811480917018633,0.242773356611403,20.4374464334295
"7","KEGG_PATHWAY","eco00900:Terpenoid backbone biosynthesis",5,1.67224080267559,0.0232074219656735,"948269, 945060, 949020, 945064, 947324",142,13,1575,4.26598049837486,0.836023719608758,0.227629173480833,21.9435519286447
"8","KEGG_PATHWAY","eco00640:Propanoate metabolism",8,2.67558528428094,0.0315129669420296,"945312, 945314, 945931, 947493, 948454, 947324, 947528, 946796",142,35,1575,2.53521126760563,0.915038259713181,0.265227447295385,28.6684777415411
"9","KEGG_PATHWAY","eco00650:Butanoate metabolism",8,2.67558528428094,0.0315129669420296,"948182, 945402, 948183, 948454, 945300, 947324, 948666, 948667",142,35,1575,2.53521126760563,0.915038259713181,0.265227447295385,28.6684777415411
"10","KEGG_PATHWAY","eco00660:C5-Branched dibasic acid metabolism",4,1.33779264214047,0.0527553098270271,"945312, 948182, 945314, 948183",142,10,1575,4.43661971830986,0.984597620454046,0.371043124508321,43.5502397392881
"11","KEGG_PATHWAY","eco00190:Oxidative phosphorylation",8,2.67558528428094,0.0671602451588968,"946757, 946746, 945341, 945402, 945300, 948666, 948667, 946738",142,41,1575,2.16420474063896,0.995266934082887,0.414517046091368,51.9773062770451
"12","KEGG_PATHWAY","eco02010:ABC transporters",22,7.35785953177258,0.0707019530653666,"948056, 948604, 948065, 948538, 947165, 945951, 946938, 949036, 948261, 947969, 948237, 949039, 948264, 948175, 945802, 946409, 947964, 948411, 948090, 949030, 945335, 949041",142,170,1575,1.43537696768848,0.996468681579846,0.401471037003521,53.8664672258633
