"","X","Category","MF","Count","X.","PValue","List.Total","Pop.Hits","Pop.Total","Fold.Enrichment","Bonferroni","Benjamini","FDR_MF","MF_Short","gene_number","gene_name_ez","gene_name","padj_gene","log2","signChange","score_gene","abs_score","rank","numSigP","numSigN","MF_Long","pick_data","growthPhase","test_for","base","contrast","df_category"
"1",9,"GOTERM_MF_ALL","GO:0046914~transition metal ion binding",20,15.2671755725191,0.00125741356036074,96,2075,21998,2.20863453815261,0.255973123524284,0.0323193222653437,0.0160557948567707,"transition metal ion binding","gene_17","945931","prpD",9.78143004605152e-14,4.65822810511271,1,13.0095976466738,13.0095976466738,14,14,4,"transition metal ion binding
 padj:0.01606 N( -4/ +14/ 2075)","mrna","Exp","Na_mM_Levels","baseNa","highNa","kegg"
"2",4,"GOTERM_MF_ALL","GO:0043169~cation binding",26,19.8473282442748,0.0003970089864971,96,2876,21998,2.07155482151136,0.0890940603610999,0.0230588939509775,0.00509528270374193,"cation binding","gene_19","945931","prpD",9.78143004605152e-14,4.65822810511271,1,13.0095976466738,13.0095976466738,19,19,5,"cation binding
 padj:0.00510 N( -5/ +19/ 2876)","mrna","Exp","Na_mM_Levels","baseNa","highNa","kegg"
"3",5,"GOTERM_MF_ALL","GO:0043167~ion binding",26,19.8473282442748,0.000429764385937789,96,2891,21998,2.06080652600023,0.0960817362313947,0.0200005492458096,0.00551460014744376,"ion binding","gene_19","945931","prpD",9.78143004605152e-14,4.65822810511271,1,13.0095976466738,13.0095976466738,19,19,5,"ion binding
 padj:0.00551 N( -5/ +19/ 2891)","mrna","Exp","Na_mM_Levels","baseNa","highNa","kegg"
"4",6,"GOTERM_MF_ALL","GO:0046872~metal ion binding",25,19.0839694656489,0.00063501578506263,96,2793,21998,2.05107262203127,0.138668740843691,0.0245724114960308,0.00813841253469505,"metal ion binding","gene_19","945931","prpD",9.78143004605152e-14,4.65822810511271,1,13.0095976466738,13.0095976466738,19,19,4,"metal ion binding
 padj:0.00814 N( -4/ +19/ 2793)","mrna","Exp","Na_mM_Levels","baseNa","highNa","kegg"
"5",3,"GOTERM_MF_ALL","GO:0005515~protein binding",22,16.793893129771,3.9910232145391e-07,96,1395,21998,3.61376941457587,9.37846661910324e-05,3.12625327327787e-05,5.13421123349289e-06,"protein binding","gene_03","947165","proX",2.8089041281112e-12,4.18019775743283,1,11.5514630836332,11.5514630836332,14,14,7,"protein binding
 padj:0.00001 N( -7/ +14/ 1395)","mrna","Exp","Na_mM_Levels","baseNa","highNa","kegg"
"6",7,"GOTERM_MF_ALL","GO:0017111~nucleoside-triphosphatase activity",16,12.2137404580153,0.000651145436214962,96,1350,21998,2.7158024691358,0.141929502556397,0.0216296528632615,0.00834433363168974,"nucleoside-triphosphatase activity","gene_23","947148","proV",1.82015314936904e-10,4.03847927288384,1,9.73989206853821,9.73989206853821,6,6,10,"nucleoside-triphosphatase activity
 padj:0.00834 N( -10/ +6/ 1350)","mrna","Exp","Na_mM_Levels","baseNa","highNa","kegg"
"7",8,"GOTERM_MF_ALL","GO:0016462~pyrophosphatase activity",16,12.2137404580153,0.00101478545720751,96,1410,21998,2.60023640661939,0.212266673568495,0.029384097625644,0.0129763354065765,"pyrophosphatase activity","gene_23","947148","proV",1.82015314936904e-10,4.03847927288384,1,9.73989206853821,9.73989206853821,6,6,10,"pyrophosphatase activity
 padj:0.01298 N( -10/ +6/ 1410)","mrna","Exp","Na_mM_Levels","baseNa","highNa","kegg"
"8",10,"GOTERM_MF_ALL","GO:0016817~hydrolase activity, acting on acid anhydrides",16,12.2137404580153,0.00140889257417165,96,1457,21998,2.51635781285747,0.282026923953366,0.0325894575314466,0.0179738856800402,"hydrolase activity, acting on acid anhydrides","gene_23","947148","proV",1.82015314936904e-10,4.03847927288384,1,9.73989206853821,9.73989206853821,6,6,10,"hydrolase activity, acting on acid anhydrides
 padj:0.01797 N( -10/ +6/ 1457)","mrna","Exp","Na_mM_Levels","baseNa","highNa","kegg"
"9",11,"GOTERM_MF_ALL","GO:0016818~hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides",16,12.2137404580153,0.00140889257417165,96,1457,21998,2.51635781285747,0.282026923953366,0.0325894575314466,0.0179738856800402,"hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides","gene_23","947148","proV",1.82015314936904e-10,4.03847927288384,1,9.73989206853821,9.73989206853821,6,6,10,"hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides
 padj:0.01797 N( -10/ +6/ 1457)","mrna","Exp","Na_mM_Levels","baseNa","highNa","kegg"
"10",3,"GOTERM_MF_ALL","GO:0005515~protein binding",22,16.793893129771,3.9910232145391e-07,96,1395,21998,3.61376941457587,9.37846661910324e-05,3.12625327327787e-05,5.13421123349289e-06,"protein binding","gene_32","947148","proV",1.82015314936904e-10,4.03847927288384,1,9.73989206853821,9.73989206853821,13,14,7,"protein binding
 padj:0.00001 N( -7/ +14/ 1395)","mrna","Exp","Na_mM_Levels","baseNa","highNa","kegg"
"11",6,"GOTERM_MF_ALL","GO:0046872~metal ion binding",25,19.0839694656489,0.00063501578506263,96,2793,21998,2.05107262203127,0.138668740843691,0.0245724114960308,0.00813841253469505,"metal ion binding","gene_22","946405","otsA",9.43565322424242e-08,2.30453646543506,1,7.02522802852885,7.02522802852885,18,19,4,"metal ion binding
 padj:0.00814 N( -4/ +19/ 2793)","mrna","Exp","Na_mM_Levels","baseNa","highNa","kegg"
"12",4,"GOTERM_MF_ALL","GO:0043169~cation binding",26,19.8473282442748,0.0003970089864971,96,2876,21998,2.07155482151136,0.0890940603610999,0.0230588939509775,0.00509528270374193,"cation binding","gene_23","946405","otsA",9.43565322424242e-08,2.30453646543506,1,7.02522802852885,7.02522802852885,18,19,5,"cation binding
 padj:0.00510 N( -5/ +19/ 2876)","mrna","Exp","Na_mM_Levels","baseNa","highNa","kegg"
"13",5,"GOTERM_MF_ALL","GO:0043167~ion binding",26,19.8473282442748,0.000429764385937789,96,2891,21998,2.06080652600023,0.0960817362313947,0.0200005492458096,0.00551460014744376,"ion binding","gene_23","946405","otsA",9.43565322424242e-08,2.30453646543506,1,7.02522802852885,7.02522802852885,18,19,5,"ion binding
 padj:0.00551 N( -5/ +19/ 2891)","mrna","Exp","Na_mM_Levels","baseNa","highNa","kegg"
"14",12,"GOTERM_MF_ALL","GO:0016491~oxidoreductase activity",22,16.793893129771,0.00212277200220804,96,2513,21998,2.00605186364239,0.393094172997375,0.0443832461084002,0.0269669934469386,"oxidoreductase activity","gene_47","946234","katE",1.15079960666579e-07,2.21790740576679,1,6.93900029522011,6.93900029522011,15,15,3,"oxidoreductase activity
 padj:0.02697 N( -3/ +15/ 2513)","mrna","Exp","Na_mM_Levels","baseNa","highNa","kegg"
"15",9,"GOTERM_MF_ALL","GO:0046914~transition metal ion binding",20,15.2671755725191,0.00125741356036074,96,2075,21998,2.20863453815261,0.255973123524284,0.0323193222653437,0.0160557948567707,"transition metal ion binding","gene_50","946234","katE",1.15079960666579e-07,2.21790740576679,1,6.93900029522011,6.93900029522011,13,14,4,"transition metal ion binding
 padj:0.01606 N( -4/ +14/ 2075)","mrna","Exp","Na_mM_Levels","baseNa","highNa","kegg"
"16",6,"GOTERM_MF_ALL","GO:0046872~metal ion binding",25,19.0839694656489,0.00063501578506263,96,2793,21998,2.05107262203127,0.138668740843691,0.0245724114960308,0.00813841253469505,"metal ion binding","gene_61","946234","katE",1.15079960666579e-07,2.21790740576679,1,6.93900029522011,6.93900029522011,17,19,4,"metal ion binding
 padj:0.00814 N( -4/ +19/ 2793)","mrna","Exp","Na_mM_Levels","baseNa","highNa","kegg"
"17",4,"GOTERM_MF_ALL","GO:0043169~cation binding",26,19.8473282442748,0.0003970089864971,96,2876,21998,2.07155482151136,0.0890940603610999,0.0230588939509775,0.00509528270374193,"cation binding","gene_62","946234","katE",1.15079960666579e-07,2.21790740576679,1,6.93900029522011,6.93900029522011,17,19,5,"cation binding
 padj:0.00510 N( -5/ +19/ 2876)","mrna","Exp","Na_mM_Levels","baseNa","highNa","kegg"
"18",5,"GOTERM_MF_ALL","GO:0043167~ion binding",26,19.8473282442748,0.000429764385937789,96,2891,21998,2.06080652600023,0.0960817362313947,0.0200005492458096,0.00551460014744376,"ion binding","gene_62","946234","katE",1.15079960666579e-07,2.21790740576679,1,6.93900029522011,6.93900029522011,17,19,5,"ion binding
 padj:0.00551 N( -5/ +19/ 2891)","mrna","Exp","Na_mM_Levels","baseNa","highNa","kegg"
"19",12,"GOTERM_MF_ALL","GO:0016491~oxidoreductase activity",22,16.793893129771,0.00212277200220804,96,2513,21998,2.00605186364239,0.393094172997375,0.0443832461084002,0.0269669934469386,"oxidoreductase activity","gene_48","946132","poxB",2.84564889068803e-06,2.1452853666514,1,5.54581868620658,5.54581868620658,14,15,3,"oxidoreductase activity
 padj:0.02697 N( -3/ +15/ 2513)","mrna","Exp","Na_mM_Levels","baseNa","highNa","kegg"
"20",3,"GOTERM_MF_ALL","GO:0005515~protein binding",22,16.793893129771,3.9910232145391e-07,96,1395,21998,3.61376941457587,9.37846661910324e-05,3.12625327327787e-05,5.13421123349289e-06,"protein binding","gene_57","946132","poxB",2.84564889068803e-06,2.1452853666514,1,5.54581868620658,5.54581868620658,12,14,7,"protein binding
 padj:0.00001 N( -7/ +14/ 1395)","mrna","Exp","Na_mM_Levels","baseNa","highNa","kegg"
"21",6,"GOTERM_MF_ALL","GO:0046872~metal ion binding",25,19.0839694656489,0.00063501578506263,96,2793,21998,2.05107262203127,0.138668740843691,0.0245724114960308,0.00813841253469505,"metal ion binding","gene_62","946132","poxB",2.84564889068803e-06,2.1452853666514,1,5.54581868620658,5.54581868620658,16,19,4,"metal ion binding
 padj:0.00814 N( -4/ +19/ 2793)","mrna","Exp","Na_mM_Levels","baseNa","highNa","kegg"
"22",4,"GOTERM_MF_ALL","GO:0043169~cation binding",26,19.8473282442748,0.0003970089864971,96,2876,21998,2.07155482151136,0.0890940603610999,0.0230588939509775,0.00509528270374193,"cation binding","gene_63","946132","poxB",2.84564889068803e-06,2.1452853666514,1,5.54581868620658,5.54581868620658,16,19,5,"cation binding
 padj:0.00510 N( -5/ +19/ 2876)","mrna","Exp","Na_mM_Levels","baseNa","highNa","kegg"
"23",5,"GOTERM_MF_ALL","GO:0043167~ion binding",26,19.8473282442748,0.000429764385937789,96,2891,21998,2.06080652600023,0.0960817362313947,0.0200005492458096,0.00551460014744376,"ion binding","gene_63","946132","poxB",2.84564889068803e-06,2.1452853666514,1,5.54581868620658,5.54581868620658,16,19,5,"ion binding
 padj:0.00551 N( -5/ +19/ 2891)","mrna","Exp","Na_mM_Levels","baseNa","highNa","kegg"
"24",3,"GOTERM_MF_ALL","GO:0005515~protein binding",22,16.793893129771,3.9910232145391e-07,96,1395,21998,3.61376941457587,9.37846661910324e-05,3.12625327327787e-05,5.13421123349289e-06,"protein binding","gene_54","948553","yjbJ",7.2044424262615e-06,2.1283664836894,1,5.14239962492189,5.14239962492189,11,14,7,"protein binding
 padj:0.00001 N( -7/ +14/ 1395)","mrna","Exp","Na_mM_Levels","baseNa","highNa","kegg"
"25",12,"GOTERM_MF_ALL","GO:0016491~oxidoreductase activity",22,16.793893129771,0.00212277200220804,96,2513,21998,2.00605186364239,0.393094172997375,0.0443832461084002,0.0269669934469386,"oxidoreductase activity","gene_56","948755","nrdD",0.000662740066001578,1.78093415060426,1,3.17865677330899,3.17865677330899,13,15,3,"oxidoreductase activity
 padj:0.02697 N( -3/ +15/ 2513)","mrna","Exp","Na_mM_Levels","baseNa","highNa","kegg"
"26",9,"GOTERM_MF_ALL","GO:0046914~transition metal ion binding",20,15.2671755725191,0.00125741356036074,96,2075,21998,2.20863453815261,0.255973123524284,0.0323193222653437,0.0160557948567707,"transition metal ion binding","gene_59","948755","nrdD",0.000662740066001578,1.78093415060426,1,3.17865677330899,3.17865677330899,12,14,4,"transition metal ion binding
 padj:0.01606 N( -4/ +14/ 2075)","mrna","Exp","Na_mM_Levels","baseNa","highNa","kegg"
"27",3,"GOTERM_MF_ALL","GO:0005515~protein binding",22,16.793893129771,3.9910232145391e-07,96,1395,21998,3.61376941457587,9.37846661910324e-05,3.12625327327787e-05,5.13421123349289e-06,"protein binding","gene_64","948755","nrdD",0.000662740066001578,1.78093415060426,1,3.17865677330899,3.17865677330899,10,14,7,"protein binding
 padj:0.00001 N( -7/ +14/ 1395)","mrna","Exp","Na_mM_Levels","baseNa","highNa","kegg"
"28",6,"GOTERM_MF_ALL","GO:0046872~metal ion binding",25,19.0839694656489,0.00063501578506263,96,2793,21998,2.05107262203127,0.138668740843691,0.0245724114960308,0.00813841253469505,"metal ion binding","gene_73","948755","nrdD",0.000662740066001578,1.78093415060426,1,3.17865677330899,3.17865677330899,15,19,4,"metal ion binding
 padj:0.00814 N( -4/ +19/ 2793)","mrna","Exp","Na_mM_Levels","baseNa","highNa","kegg"
"29",4,"GOTERM_MF_ALL","GO:0043169~cation binding",26,19.8473282442748,0.0003970089864971,96,2876,21998,2.07155482151136,0.0890940603610999,0.0230588939509775,0.00509528270374193,"cation binding","gene_74","948755","nrdD",0.000662740066001578,1.78093415060426,1,3.17865677330899,3.17865677330899,15,19,5,"cation binding
 padj:0.00510 N( -5/ +19/ 2876)","mrna","Exp","Na_mM_Levels","baseNa","highNa","kegg"
"30",5,"GOTERM_MF_ALL","GO:0043167~ion binding",26,19.8473282442748,0.000429764385937789,96,2891,21998,2.06080652600023,0.0960817362313947,0.0200005492458096,0.00551460014744376,"ion binding","gene_74","948755","nrdD",0.000662740066001578,1.78093415060426,1,3.17865677330899,3.17865677330899,15,19,5,"ion binding
 padj:0.00551 N( -5/ +19/ 2891)","mrna","Exp","Na_mM_Levels","baseNa","highNa","kegg"
"31",12,"GOTERM_MF_ALL","GO:0016491~oxidoreductase activity",22,16.793893129771,0.00212277200220804,96,2513,21998,2.00605186364239,0.393094172997375,0.0443832461084002,0.0269669934469386,"oxidoreductase activity","gene_16","944975","yahK",0.0016841810014228,1.16673275470766,1,2.77361123605791,2.77361123605791,12,15,3,"oxidoreductase activity
 padj:0.02697 N( -3/ +15/ 2513)","mrna","Exp","Na_mM_Levels","baseNa","highNa","kegg"
