"","X","Category","MF","Count","X.","PValue","List.Total","Pop.Hits","Pop.Total","Fold.Enrichment","Bonferroni","Benjamini","FDR_MF","MF_Short","gene_number","gene_name_ez","gene_name","padj_gene","log2","signChange","score_gene","abs_score","rank","numSigP","numSigN","MF_Long","pick_data","growthPhase","test_for","base","contrast","df_category"
"1",1,"GOTERM_MF_ALL","GO:0015343~siderophore transmembrane transporter activity",4,3.50877192982456,0.00198703147462242,87,10,3186,14.648275862069,0.470849631489169,0.470849631489169,0.0264836074645673,"siderophore transmembrane transporter activity","gene_03","945843","tonB",0.0313636725600872,-2.98695125509764,-1,-1.50357308887044,1.50357308887044,-1,0,5,"siderophore transmembrane transporter activity padj:0.02648 N( -5/ +0/ 10)","protein","Sta","carbonSource","glucose","gluconate","mf"
"2",3,"GOTERM_MF_ALL","GO:0042927~siderophore transporter activity",4,3.50877192982456,0.00267914749315721,87,11,3186,13.3166144200627,0.576193250104558,0.248857002131619,0.0355547345618693,"siderophore transporter activity","gene_03","945843","tonB",0.0313636725600872,-2.98695125509764,-1,-1.50357308887044,1.50357308887044,-1,0,5,"siderophore transporter activity padj:0.03555 N( -5/ +0/ 11)","protein","Sta","carbonSource","glucose","gluconate","mf"
"3",4,"GOTERM_MF_ALL","GO:0015603~iron chelate transmembrane transporter activity",4,3.50877192982456,0.00350295326821107,87,12,3186,12.2068965517241,0.674669259773035,0.244766448603471,0.046249804134373,"iron chelate transmembrane transporter activity","gene_03","945843","tonB",0.0313636725600872,-2.98695125509764,-1,-1.50357308887044,1.50357308887044,-1,0,5,"iron chelate transmembrane transporter activity padj:0.04625 N( -5/ +0/ 12)","protein","Sta","carbonSource","glucose","gluconate","mf"
"4",1,"GOTERM_MF_ALL","GO:0015343~siderophore transmembrane transporter activity",4,3.50877192982456,0.00198703147462242,87,10,3186,14.648275862069,0.470849631489169,0.470849631489169,0.0264836074645673,"siderophore transmembrane transporter activity","gene_04","945193","fepA",0.0108740775880546,-2.97744247173593,-1,-1.96360757257178,1.96360757257178,-2,0,5,"siderophore transmembrane transporter activity padj:0.02648 N( -5/ +0/ 10)","protein","Sta","carbonSource","glucose","gluconate","mf"
"5",3,"GOTERM_MF_ALL","GO:0042927~siderophore transporter activity",4,3.50877192982456,0.00267914749315721,87,11,3186,13.3166144200627,0.576193250104558,0.248857002131619,0.0355547345618693,"siderophore transporter activity","gene_04","945193","fepA",0.0108740775880546,-2.97744247173593,-1,-1.96360757257178,1.96360757257178,-2,0,5,"siderophore transporter activity padj:0.03555 N( -5/ +0/ 11)","protein","Sta","carbonSource","glucose","gluconate","mf"
"6",4,"GOTERM_MF_ALL","GO:0015603~iron chelate transmembrane transporter activity",4,3.50877192982456,0.00350295326821107,87,12,3186,12.2068965517241,0.674669259773035,0.244766448603471,0.046249804134373,"iron chelate transmembrane transporter activity","gene_04","945193","fepA",0.0108740775880546,-2.97744247173593,-1,-1.96360757257178,1.96360757257178,-2,0,5,"iron chelate transmembrane transporter activity padj:0.04625 N( -5/ +0/ 12)","protein","Sta","carbonSource","glucose","gluconate","mf"
"7",1,"GOTERM_MF_ALL","GO:0015343~siderophore transmembrane transporter activity",4,3.50877192982456,0.00198703147462242,87,10,3186,14.648275862069,0.470849631489169,0.470849631489169,0.0264836074645673,"siderophore transmembrane transporter activity","gene_02","945649","fhuE",0.00134744056689293,-3.9323760757918,-1,-2.87049038164377,2.87049038164377,-3,0,5,"siderophore transmembrane transporter activity padj:0.02648 N( -5/ +0/ 10)","protein","Sta","carbonSource","glucose","gluconate","mf"
"8",3,"GOTERM_MF_ALL","GO:0042927~siderophore transporter activity",4,3.50877192982456,0.00267914749315721,87,11,3186,13.3166144200627,0.576193250104558,0.248857002131619,0.0355547345618693,"siderophore transporter activity","gene_02","945649","fhuE",0.00134744056689293,-3.9323760757918,-1,-2.87049038164377,2.87049038164377,-3,0,5,"siderophore transporter activity padj:0.03555 N( -5/ +0/ 11)","protein","Sta","carbonSource","glucose","gluconate","mf"
"9",4,"GOTERM_MF_ALL","GO:0015603~iron chelate transmembrane transporter activity",4,3.50877192982456,0.00350295326821107,87,12,3186,12.2068965517241,0.674669259773035,0.244766448603471,0.046249804134373,"iron chelate transmembrane transporter activity","gene_02","945649","fhuE",0.00134744056689293,-3.9323760757918,-1,-2.87049038164377,2.87049038164377,-3,0,5,"iron chelate transmembrane transporter activity padj:0.04625 N( -5/ +0/ 12)","protein","Sta","carbonSource","glucose","gluconate","mf"
"10",2,"GOTERM_MF_ALL","GO:0047527~2,3-dihydroxybenzoate-serine ligase activity",3,2.63157894736842,0.00212313255131438,87,3,3186,36.6206896551724,0.493446163428907,0.288274043910795,0.0282736138213259,"2,3-dihydroxybenzoate-serine ligase activity","gene_01","947426","entE",0.000522396006380801,-4.35062595731185,-1,-3.28200015181991,3.28200015181991,-1,0,3,"2,3-dihydroxybenzoate-serine ligase activity padj:0.02827 N( -3/ +0/ 3)","protein","Sta","carbonSource","glucose","gluconate","mf"
