"","ID","KEGG_Path","padj_gene","signChange","score_gene","FDR_KEGG_Path","numGenesInCat","abs_score","rank","numSigP","numSigN","KEGG_Path_long","KEGG_Path_short","pick_data","growthPhase","test_for","vs","df_category"
"1","acs","eco00010:Glycolysis / Gluconeogenesis",5.19970641118178e-10,1,9.28402117705813,5.00401306202658e-06,32,9.28402117705813,5,5,9,"Glycolysis / Gluconeogenesis
 padj:0.00001 N( -9/ +5/ 32)","Glycolysis / Gluconeogenesis","protein_wo_NA","Exp","carbonSource","glucoseglycerol","kegg"
"2","glpX","eco00010:Glycolysis / Gluconeogenesis",5.16848445320531e-06,1,5.28663678574573,5.00401306202658e-06,32,5.28663678574573,4,5,9,"Glycolysis / Gluconeogenesis
 padj:0.00001 N( -9/ +5/ 32)","Glycolysis / Gluconeogenesis","protein_wo_NA","Exp","carbonSource","glucoseglycerol","kegg"
"3","adhP","eco00010:Glycolysis / Gluconeogenesis",0.0036817241980595,1,2.43394874808272,5.00401306202658e-06,32,2.43394874808272,3,5,9,"Glycolysis / Gluconeogenesis
 padj:0.00001 N( -9/ +5/ 32)","Glycolysis / Gluconeogenesis","protein_wo_NA","Exp","carbonSource","glucoseglycerol","kegg"
"4","glk","eco00010:Glycolysis / Gluconeogenesis",0.0358551383611515,1,1.44544859726298,5.00401306202658e-06,32,1.44544859726298,2,5,9,"Glycolysis / Gluconeogenesis
 padj:0.00001 N( -9/ +5/ 32)","Glycolysis / Gluconeogenesis","protein_wo_NA","Exp","carbonSource","glucoseglycerol","kegg"
"5","bglB","eco00010:Glycolysis / Gluconeogenesis",0.0480318213677926,1,1.31847094459185,5.00401306202658e-06,32,1.31847094459185,1,5,9,"Glycolysis / Gluconeogenesis
 padj:0.00001 N( -9/ +5/ 32)","Glycolysis / Gluconeogenesis","protein_wo_NA","Exp","carbonSource","glucoseglycerol","kegg"
"6","gapA","eco00010:Glycolysis / Gluconeogenesis",0.0358197773301195,-1,-1.44587711822459,5.00401306202658e-06,32,1.44587711822459,-1,5,9,"Glycolysis / Gluconeogenesis
 padj:0.00001 N( -9/ +5/ 32)","Glycolysis / Gluconeogenesis","protein_wo_NA","Exp","carbonSource","glucoseglycerol","kegg"
"7","pfkB","eco00010:Glycolysis / Gluconeogenesis",0.0341101680986764,-1,-1.46711614033615,5.00401306202658e-06,32,1.46711614033615,-2,5,9,"Glycolysis / Gluconeogenesis
 padj:0.00001 N( -9/ +5/ 32)","Glycolysis / Gluconeogenesis","protein_wo_NA","Exp","carbonSource","glucoseglycerol","kegg"
"8","aceF","eco00010:Glycolysis / Gluconeogenesis",0.0253088027706437,-1,-1.59672839859524,5.00401306202658e-06,32,1.59672839859524,-3,5,9,"Glycolysis / Gluconeogenesis
 padj:0.00001 N( -9/ +5/ 32)","Glycolysis / Gluconeogenesis","protein_wo_NA","Exp","carbonSource","glucoseglycerol","kegg"
"9","aceE","eco00010:Glycolysis / Gluconeogenesis",0.0192394053558344,-1,-1.71580835509814,5.00401306202658e-06,32,1.71580835509814,-4,5,9,"Glycolysis / Gluconeogenesis
 padj:0.00001 N( -9/ +5/ 32)","Glycolysis / Gluconeogenesis","protein_wo_NA","Exp","carbonSource","glucoseglycerol","kegg"
"10","bglA","eco00010:Glycolysis / Gluconeogenesis",0.00808279131400672,-1,-2.09243863391273,5.00401306202658e-06,32,2.09243863391273,-5,5,9,"Glycolysis / Gluconeogenesis
 padj:0.00001 N( -9/ +5/ 32)","Glycolysis / Gluconeogenesis","protein_wo_NA","Exp","carbonSource","glucoseglycerol","kegg"
