"","ID","MF_Name","padj_gene","log2","signChange","score_gene","FDR_GoMF","numGenesInCat","abs_score","rank","numSigP","numSigN","MF_Name_long","MF_Name_short","pick_data","growthPhase","test_for","vs","df_category"
"1","rplC","GO:0003723~RNA binding",1.64900026304022e-05,1.94540354698165,1,4.78277927507901,0.00110846950438925,114,4.78277927507901,7,7,1,"RNA binding
 padj:0.00111 N( -1/ +7/ 114)","RNA binding","protein","Exp","carbonSource","glucosegluconate","MF"
"2","rplW","GO:0003723~RNA binding",4.76380029018923e-05,2.1012654814557,1,4.32204645346273,0.00110846950438925,114,4.32204645346273,6,7,1,"RNA binding
 padj:0.00111 N( -1/ +7/ 114)","RNA binding","protein","Exp","carbonSource","glucosegluconate","MF"
"3","rplV","GO:0003723~RNA binding",0.00610751288722262,1.33528705634363,1,2.21413560796586,0.00110846950438925,114,2.21413560796586,5,7,1,"RNA binding
 padj:0.00111 N( -1/ +7/ 114)","RNA binding","protein","Exp","carbonSource","glucosegluconate","MF"
"4","rpsR","GO:0003723~RNA binding",0.00707378776427065,1.14215237542527,1,2.15034797451686,0.00110846950438925,114,2.15034797451686,4,7,1,"RNA binding
 padj:0.00111 N( -1/ +7/ 114)","RNA binding","protein","Exp","carbonSource","glucosegluconate","MF"
"5","rplU","GO:0003723~RNA binding",0.0133942357961992,2.13909347705828,1,1.87308205988044,0.00110846950438925,114,1.87308205988044,3,7,1,"RNA binding
 padj:0.00111 N( -1/ +7/ 114)","RNA binding","protein","Exp","carbonSource","glucosegluconate","MF"
"6","rplX","GO:0003723~RNA binding",0.0183053857279625,1.53070256127711,1,1.73742111530686,0.00110846950438925,114,1.73742111530686,2,7,1,"RNA binding
 padj:0.00111 N( -1/ +7/ 114)","RNA binding","protein","Exp","carbonSource","glucosegluconate","MF"
"7","rplT","GO:0003723~RNA binding",0.0469480215985788,2.07384466120649,1,1.32838270429081,0.00110846950438925,114,1.32838270429081,1,7,1,"RNA binding
 padj:0.00111 N( -1/ +7/ 114)","RNA binding","protein","Exp","carbonSource","glucosegluconate","MF"
"8","rplC","GO:0003735~structural constituent of ribosome",1.64900026304022e-05,1.94540354698165,1,4.78277927507901,1.20211618437338e-11,57,4.78277927507901,9,9,1,"structural constituent of ribosome
 padj:0.00000 N( -1/ +9/ 57)","structural constituent of ribosome","protein","Exp","carbonSource","glucosegluconate","MF"
"9","rplW","GO:0003735~structural constituent of ribosome",4.76380029018923e-05,2.1012654814557,1,4.32204645346273,1.20211618437338e-11,57,4.32204645346273,8,9,1,"structural constituent of ribosome
 padj:0.00000 N( -1/ +9/ 57)","structural constituent of ribosome","protein","Exp","carbonSource","glucosegluconate","MF"
"10","rplV","GO:0003735~structural constituent of ribosome",0.00610751288722262,1.33528705634363,1,2.21413560796586,1.20211618437338e-11,57,2.21413560796586,7,9,1,"structural constituent of ribosome
 padj:0.00000 N( -1/ +9/ 57)","structural constituent of ribosome","protein","Exp","carbonSource","glucosegluconate","MF"
