"","X","Category","MF","Count","X.","PValue","List.Total","Pop.Hits","Pop.Total","Fold.Enrichment","Bonferroni","Benjamini","FDR_MF","MF_Short","gene_number","gene_name_ez","gene_name","padj_gene","log2","signChange","score_gene","abs_score","rank","numSigP","numSigN","MF_long","MF_short","pick_data","growthPhase","test_for","base","contrast","df_category"
"1",5,"GOTERM_MF_ALL","GO:0046872~metal ion binding",44,24.0437158469945,2.59467448079326e-08,143,2793,21998,2.42342119033848,8.79590790103801e-06,1.75918776967876e-06,3.53183069012886e-07,"metal ion binding","gene_80","946725","glpQ",5.3050162431964e-09,2.78371434700164,1,8.27531328201339,8.27531328201339,5,5,36,"metal ion binding
 padj:0.00000 N( -36/ +5/ 2793)","metal ion binding","protein","Sta","carbonSource","glucose","glycerol","kegg"
"2",3,"GOTERM_MF_ALL","GO:0043169~cation binding",45,24.5901639344262,2.01244096453671e-08,143,2876,21998,2.40697063715144,6.82215168401612e-06,2.27405573260953e-06,2.73930356509133e-07,"cation binding","gene_82","946725","glpQ",5.3050162431964e-09,2.78371434700164,1,8.27531328201339,8.27531328201339,5,5,37,"cation binding
 padj:0.00000 N( -37/ +5/ 2876)","cation binding","protein","Sta","carbonSource","glucose","glycerol","kegg"
"3",4,"GOTERM_MF_ALL","GO:0043167~ion binding",45,24.5901639344262,2.35293938606055e-08,143,2891,21998,2.39448203128591,7.97643280647797e-06,1.9941141663482e-06,3.20278468413093e-07,"ion binding","gene_82","946725","glpQ",5.3050162431964e-09,2.78371434700164,1,8.27531328201339,8.27531328201339,5,5,37,"ion binding
 padj:0.00000 N( -37/ +5/ 2891)","ion binding","protein","Sta","carbonSource","glucose","glycerol","kegg"
"4",1,"GOTERM_MF_ALL","GO:0005515~protein binding",44,24.0437158469945,1.47395751920749e-18,143,1395,21998,4.85205403915081,4.9967159901134e-16,4.9967159901134e-16,2.00632846382727e-17,"protein binding","gene_87","946725","glpQ",5.3050162431964e-09,2.78371434700164,1,8.27531328201339,8.27531328201339,6,6,36,"protein binding
 padj:0.00000 N( -36/ +6/ 1395)","protein binding","protein","Sta","carbonSource","glucose","glycerol","kegg"
"5",11,"GOTERM_MF_ALL","GO:0005488~binding",104,56.8306010928962,0.00356683320762377,143,13515,21998,1.18376214979989,0.7021954942107,0.104273197818943,0.0474741014891211,"binding","gene_279","946725","glpQ",5.3050162431964e-09,2.78371434700164,1,8.27531328201339,8.27531328201339,16,16,80,"binding
 padj:0.04747 N( -80/ +16/ 13515)","binding","protein","Sta","carbonSource","glucose","glycerol","kegg"
"6",1,"GOTERM_MF_ALL","GO:0005515~protein binding",44,24.0437158469945,1.47395751920749e-18,143,1395,21998,4.85205403915081,4.9967159901134e-16,4.9967159901134e-16,2.00632846382727e-17,"protein binding","gene_108","945887","pspA",4.03677345953337e-07,2.43292053597523,1,6.39396562216144,6.39396562216144,5,6,36,"protein binding
 padj:0.00000 N( -36/ +6/ 1395)","protein binding","protein","Sta","carbonSource","glucose","glycerol","kegg"
"7",11,"GOTERM_MF_ALL","GO:0005488~binding",104,56.8306010928962,0.00356683320762377,143,13515,21998,1.18376214979989,0.7021954942107,0.104273197818943,0.0474741014891211,"binding","gene_305","945887","pspA",4.03677345953337e-07,2.43292053597523,1,6.39396562216144,6.39396562216144,15,16,80,"binding
 padj:0.04747 N( -80/ +16/ 13515)","binding","protein","Sta","carbonSource","glucose","glycerol","kegg"
"8",6,"GOTERM_MF_ALL","GO:0046914~transition metal ion binding",36,19.672131147541,8.72186614122678e-08,143,2075,21998,2.66889544190749,2.95666904022163e-05,4.92784244243705e-06,1.1872064453744e-06,"transition metal ion binding","gene_57","948423","glpK",7.82558443316261e-07,2.63131773053835,1,6.10648321843077,6.10648321843077,3,3,31,"transition metal ion binding
 padj:0.00000 N( -31/ +3/ 2075)","transition metal ion binding","protein","Sta","carbonSource","glucose","glycerol","kegg"
"9",5,"GOTERM_MF_ALL","GO:0046872~metal ion binding",44,24.0437158469945,2.59467448079326e-08,143,2793,21998,2.42342119033848,8.79590790103801e-06,1.75918776967876e-06,3.53183069012886e-07,"metal ion binding","gene_70","948423","glpK",7.82558443316261e-07,2.63131773053835,1,6.10648321843077,6.10648321843077,4,5,36,"metal ion binding
 padj:0.00000 N( -36/ +5/ 2793)","metal ion binding","protein","Sta","carbonSource","glucose","glycerol","kegg"
"10",3,"GOTERM_MF_ALL","GO:0043169~cation binding",45,24.5901639344262,2.01244096453671e-08,143,2876,21998,2.40697063715144,6.82215168401612e-06,2.27405573260953e-06,2.73930356509133e-07,"cation binding","gene_71","948423","glpK",7.82558443316261e-07,2.63131773053835,1,6.10648321843077,6.10648321843077,4,5,37,"cation binding
 padj:0.00000 N( -37/ +5/ 2876)","cation binding","protein","Sta","carbonSource","glucose","glycerol","kegg"
"11",4,"GOTERM_MF_ALL","GO:0043167~ion binding",45,24.5901639344262,2.35293938606055e-08,143,2891,21998,2.39448203128591,7.97643280647797e-06,1.9941141663482e-06,3.20278468413093e-07,"ion binding","gene_71","948423","glpK",7.82558443316261e-07,2.63131773053835,1,6.10648321843077,6.10648321843077,4,5,37,"ion binding
 padj:0.00000 N( -37/ +5/ 2891)","ion binding","protein","Sta","carbonSource","glucose","glycerol","kegg"
"12",11,"GOTERM_MF_ALL","GO:0005488~binding",104,56.8306010928962,0.00356683320762377,143,13515,21998,1.18376214979989,0.7021954942107,0.104273197818943,0.0474741014891211,"binding","gene_267","948423","glpK",7.82558443316261e-07,2.63131773053835,1,6.10648321843077,6.10648321843077,14,16,80,"binding
 padj:0.04747 N( -80/ +16/ 13515)","binding","protein","Sta","carbonSource","glucose","glycerol","kegg"
"13",11,"GOTERM_MF_ALL","GO:0005488~binding",104,56.8306010928962,0.00356683320762377,143,13515,21998,1.18376214979989,0.7021954942107,0.104273197818943,0.0474741014891211,"binding","gene_07","948520","pepE",7.43845310169978e-05,2.63229499352064,1,4.12851737080434,4.12851737080434,13,16,80,"binding
 padj:0.04747 N( -80/ +16/ 13515)","binding","protein","Sta","carbonSource","glucose","glycerol","kegg"
"14",1,"GOTERM_MF_ALL","GO:0005515~protein binding",44,24.0437158469945,1.47395751920749e-18,143,1395,21998,4.85205403915081,4.9967159901134e-16,4.9967159901134e-16,2.00632846382727e-17,"protein binding","gene_11","948520","pepE",7.43845310169978e-05,2.63229499352064,1,4.12851737080434,4.12851737080434,4,6,36,"protein binding
 padj:0.00000 N( -36/ +6/ 1395)","protein binding","protein","Sta","carbonSource","glucose","glycerol","kegg"
"15",5,"GOTERM_MF_ALL","GO:0046872~metal ion binding",44,24.0437158469945,2.59467448079326e-08,143,2793,21998,2.42342119033848,8.79590790103801e-06,1.75918776967876e-06,3.53183069012886e-07,"metal ion binding","gene_62","948422","glpF",0.00130468818192148,2.98488277851741,1,2.88449327150749,2.88449327150749,3,5,36,"metal ion binding
 padj:0.00000 N( -36/ +5/ 2793)","metal ion binding","protein","Sta","carbonSource","glucose","glycerol","kegg"
"16",3,"GOTERM_MF_ALL","GO:0043169~cation binding",45,24.5901639344262,2.01244096453671e-08,143,2876,21998,2.40697063715144,6.82215168401612e-06,2.27405573260953e-06,2.73930356509133e-07,"cation binding","gene_63","948422","glpF",0.00130468818192148,2.98488277851741,1,2.88449327150749,2.88449327150749,3,5,37,"cation binding
 padj:0.00000 N( -37/ +5/ 2876)","cation binding","protein","Sta","carbonSource","glucose","glycerol","kegg"
"17",4,"GOTERM_MF_ALL","GO:0043167~ion binding",45,24.5901639344262,2.35293938606055e-08,143,2891,21998,2.39448203128591,7.97643280647797e-06,1.9941141663482e-06,3.20278468413093e-07,"ion binding","gene_63","948422","glpF",0.00130468818192148,2.98488277851741,1,2.88449327150749,2.88449327150749,3,5,37,"ion binding
 padj:0.00000 N( -37/ +5/ 2891)","ion binding","protein","Sta","carbonSource","glucose","glycerol","kegg"
"18",11,"GOTERM_MF_ALL","GO:0005488~binding",104,56.8306010928962,0.00356683320762377,143,13515,21998,1.18376214979989,0.7021954942107,0.104273197818943,0.0474741014891211,"binding","gene_259","948422","glpF",0.00130468818192148,2.98488277851741,1,2.88449327150749,2.88449327150749,12,16,80,"binding
 padj:0.04747 N( -80/ +16/ 13515)","binding","protein","Sta","carbonSource","glucose","glycerol","kegg"
"19",8,"GOTERM_MF_ALL","GO:0004368~glycerol-3-phosphate dehydrogenase activity",3,1.63934426229508,0.00112941199023444,143,8,21998,57.6870629370629,0.318246441067354,0.0467574347281382,0.0152643717031384,"glycerol-3-phosphate dehydrogenase activity","gene_11","946733","glpB",0.00153461719084251,3.21034520177325,1,2.81399994112406,2.81399994112406,3,3,1,"glycerol-3-phosphate dehydrogenase activity
 padj:0.01526 N( -1/ +3/ 8)","glycerol-3-phosphate dehydrogenase activity","protein","Sta","carbonSource","glucose","glycerol","kegg"
"20",7,"GOTERM_MF_ALL","GO:0016491~oxidoreductase activity",34,18.5792349726776,4.95406659890088e-05,143,2513,21998,2.08129474981843,0.0166544570007705,0.00239636722869718,0.000674129356055486,"oxidoreductase activity","gene_70","946733","glpB",0.00153461719084251,3.21034520177325,1,2.81399994112406,2.81399994112406,6,6,25,"oxidoreductase activity
 padj:0.00067 N( -25/ +6/ 2513)","oxidoreductase activity","protein","Sta","carbonSource","glucose","glycerol","kegg"
"21",8,"GOTERM_MF_ALL","GO:0004368~glycerol-3-phosphate dehydrogenase activity",3,1.63934426229508,0.00112941199023444,143,8,21998,57.6870629370629,0.318246441067354,0.0467574347281382,0.0152643717031384,"glycerol-3-phosphate dehydrogenase activity","gene_08","946713","glpA",0.00210781628011046,2.24486779127146,1,2.6761672454573,2.6761672454573,2,3,1,"glycerol-3-phosphate dehydrogenase activity
 padj:0.01526 N( -1/ +3/ 8)","glycerol-3-phosphate dehydrogenase activity","protein","Sta","carbonSource","glucose","glycerol","kegg"
"22",7,"GOTERM_MF_ALL","GO:0016491~oxidoreductase activity",34,18.5792349726776,4.95406659890088e-05,143,2513,21998,2.08129474981843,0.0166544570007705,0.00239636722869718,0.000674129356055486,"oxidoreductase activity","gene_95","946713","glpA",0.00210781628011046,2.24486779127146,1,2.6761672454573,2.6761672454573,5,6,25,"oxidoreductase activity
 padj:0.00067 N( -25/ +6/ 2513)","oxidoreductase activity","protein","Sta","carbonSource","glucose","glycerol","kegg"
"23",11,"GOTERM_MF_ALL","GO:0005488~binding",104,56.8306010928962,0.00356683320762377,143,13515,21998,1.18376214979989,0.7021954942107,0.104273197818943,0.0474741014891211,"binding","gene_330","946713","glpA",0.00210781628011046,2.24486779127146,1,2.6761672454573,2.6761672454573,11,16,80,"binding
 padj:0.04747 N( -80/ +16/ 13515)","binding","protein","Sta","carbonSource","glucose","glycerol","kegg"
"24",1,"GOTERM_MF_ALL","GO:0005515~protein binding",44,24.0437158469945,1.47395751920749e-18,143,1395,21998,4.85205403915081,4.9967159901134e-16,4.9967159901134e-16,2.00632846382727e-17,"protein binding","gene_78","948221","tnaA",0.0120196724450313,2.5462155038565,1,1.92010736737935,1.92010736737935,3,6,36,"protein binding
 padj:0.00000 N( -36/ +6/ 1395)","protein binding","protein","Sta","carbonSource","glucose","glycerol","kegg"
"25",11,"GOTERM_MF_ALL","GO:0005488~binding",104,56.8306010928962,0.00356683320762377,143,13515,21998,1.18376214979989,0.7021954942107,0.104273197818943,0.0474741014891211,"binding","gene_87","948221","tnaA",0.0120196724450313,2.5462155038565,1,1.92010736737935,1.92010736737935,10,16,80,"binding
 padj:0.04747 N( -80/ +16/ 13515)","binding","protein","Sta","carbonSource","glucose","glycerol","kegg"
