"","ID","MF_Name","padj_gene","log2","signChange","score_gene","FDR_GoMF","numGenesInCat","abs_score","rank","numSigP","numSigN","MF_Name_long","MF_Name_short","pick_data","growthPhase","test_for","vs","df_category"
"1","rph","GO:0000049~tRNA binding",0.000191741940498121,-1.2979334655508,-1,-3.7172828817245,8.27873667064161e-07,18,3.7172828817245,-1,0,15,"tRNA binding
 padj:0.00000 N( -15/ +0/ 18)","tRNA binding","protein","Exp","Na_mM_Levels","baseNahighNa","MF"
"2","rpmG","GO:0000049~tRNA binding",3.07931754034852e-08,-2.87023827488371,-1,-7.51154552418208,8.27873667064161e-07,18,7.51154552418208,-2,0,15,"tRNA binding
 padj:0.00000 N( -15/ +0/ 18)","tRNA binding","protein","Exp","Na_mM_Levels","baseNahighNa","MF"
"3","rpsL","GO:0000049~tRNA binding",7.5882669244252e-09,-2.22741839180362,-1,-8.11985740079786,8.27873667064161e-07,18,8.11985740079786,-3,0,15,"tRNA binding
 padj:0.00000 N( -15/ +0/ 18)","tRNA binding","protein","Exp","Na_mM_Levels","baseNahighNa","MF"
"4","mnmA","GO:0000049~tRNA binding",6.97561489689357e-10,-1.75034688109605,-1,-9.15641750353,8.27873667064161e-07,18,9.15641750353,-4,0,15,"tRNA binding
 padj:0.00000 N( -15/ +0/ 18)","tRNA binding","protein","Exp","Na_mM_Levels","baseNahighNa","MF"
"5","rpsM","GO:0000049~tRNA binding",1.13220895640708e-10,-2.23646842489314,-1,-9.9460734139252,8.27873667064161e-07,18,9.9460734139252,-5,0,15,"tRNA binding
 padj:0.00000 N( -15/ +0/ 18)","tRNA binding","protein","Exp","Na_mM_Levels","baseNahighNa","MF"
"6","rplP","GO:0000049~tRNA binding",7.13033471723145e-11,-2.50749735542173,-1,-10.1468900827099,8.27873667064161e-07,18,10.1468900827099,-6,0,15,"tRNA binding
 padj:0.00000 N( -15/ +0/ 18)","tRNA binding","protein","Exp","Na_mM_Levels","baseNahighNa","MF"
"7","pheT","GO:0000049~tRNA binding",2.48667675006488e-11,-1.93678959270789,-1,-10.6043806661926,8.27873667064161e-07,18,10.6043806661926,-7,0,15,"tRNA binding
 padj:0.00000 N( -15/ +0/ 18)","tRNA binding","protein","Exp","Na_mM_Levels","baseNahighNa","MF"
"8","rplA","GO:0000049~tRNA binding",1.32831152355255e-11,-2.16986642815774,-1,-10.8767000596866,8.27873667064161e-07,18,10.8767000596866,-8,0,15,"tRNA binding
 padj:0.00000 N( -15/ +0/ 18)","tRNA binding","protein","Exp","Na_mM_Levels","baseNahighNa","MF"
"9","metG","GO:0000049~tRNA binding",1.22723764123488e-11,-1.84926216585812,-1,-10.9110713327221,8.27873667064161e-07,18,10.9110713327221,-9,0,15,"tRNA binding
 padj:0.00000 N( -15/ +0/ 18)","tRNA binding","protein","Exp","Na_mM_Levels","baseNahighNa","MF"
"10","rpsI","GO:0000049~tRNA binding",6.98394413364797e-12,-2.02636602536209,-1,-11.155899243321,8.27873667064161e-07,18,11.155899243321,-10,0,15,"tRNA binding
 padj:0.00000 N( -15/ +0/ 18)","tRNA binding","protein","Exp","Na_mM_Levels","baseNahighNa","MF"
"11","rpmA","GO:0000049~tRNA binding",1.24992293794016e-12,-1.90071731337458,-1,-11.9031167619192,8.27873667064161e-07,18,11.9031167619192,-11,0,15,"tRNA binding
 padj:0.00000 N( -15/ +0/ 18)","tRNA binding","protein","Exp","Na_mM_Levels","baseNahighNa","MF"
"12","rplE","GO:0000049~tRNA binding",7.11457471924462e-13,-2.12644880646625,-1,-12.1478510551869,8.27873667064161e-07,18,12.1478510551869,-12,0,15,"tRNA binding
 padj:0.00000 N( -15/ +0/ 18)","tRNA binding","protein","Exp","Na_mM_Levels","baseNahighNa","MF"
"13","rpsJ","GO:0000049~tRNA binding",6.51626682284584e-13,-2.16568912968495,-1,-12.1860011408588,8.27873667064161e-07,18,12.1860011408588,-13,0,15,"tRNA binding
 padj:0.00000 N( -15/ +0/ 18)","tRNA binding","protein","Exp","Na_mM_Levels","baseNahighNa","MF"
"14","rpsG","GO:0000049~tRNA binding",3.28188553209377e-14,-2.18901583506775,-1,-13.4838765706464,8.27873667064161e-07,18,13.4838765706464,-14,0,15,"tRNA binding
 padj:0.00000 N( -15/ +0/ 18)","tRNA binding","protein","Exp","Na_mM_Levels","baseNahighNa","MF"
"15","rpsS","GO:0000049~tRNA binding",1.3081950673732e-14,-2.55777854403749,-1,-13.883327492734,8.27873667064161e-07,18,13.883327492734,-15,0,15,"tRNA binding
 padj:0.00000 N( -15/ +0/ 18)","tRNA binding","protein","Exp","Na_mM_Levels","baseNahighNa","MF"
"16","proV","GO:0000166~nucleotide binding",1.70769488969168e-05,3.88510900097165,1,4.76758972121142,5.61262147869002e-12,586,4.76758972121142,156,156,241,"nucleotide binding
 padj:0.00000 N( -241/ +156/ 586)","nucleotide binding","protein","Exp","Na_mM_Levels","baseNahighNa","MF"
"17","mdlB","GO:0000166~nucleotide binding",8.90606461094637e-05,2.33853982611926,1,4.05031415851137,5.61262147869002e-12,586,4.05031415851137,155,156,241,"nucleotide binding
 padj:0.00000 N( -241/ +156/ 586)","nucleotide binding","protein","Exp","Na_mM_Levels","baseNahighNa","MF"
"18","hscC","GO:0000166~nucleotide binding",0.000119400040699964,3.21550827047319,1,3.9229955251684,5.61262147869002e-12,586,3.9229955251684,154,156,241,"nucleotide binding
 padj:0.00000 N( -241/ +156/ 586)","nucleotide binding","protein","Exp","Na_mM_Levels","baseNahighNa","MF"
"19","polB","GO:0000166~nucleotide binding",0.000258787479716963,2.97377620372517,1,3.58705673890506,5.61262147869002e-12,586,3.58705673890506,153,156,241,"nucleotide binding
 padj:0.00000 N( -241/ +156/ 586)","nucleotide binding","protein","Exp","Na_mM_Levels","baseNahighNa","MF"
"20","norV","GO:0000166~nucleotide binding",0.000314933645178275,2.73992573161199,1,3.50178094007884,5.61262147869002e-12,586,3.50178094007884,152,156,241,"nucleotide binding
 padj:0.00000 N( -241/ +156/ 586)","nucleotide binding","protein","Exp","Na_mM_Levels","baseNahighNa","MF"
"21","hycE","GO:0000166~nucleotide binding",0.00038241036227203,2.79602490434689,1,3.41747034804712,5.61262147869002e-12,586,3.41747034804712,151,156,241,"nucleotide binding
 padj:0.00000 N( -241/ +156/ 586)","nucleotide binding","protein","Exp","Na_mM_Levels","baseNahighNa","MF"
"22","yegI","GO:0000166~nucleotide binding",0.000684602872854876,2.55851249190558,1,3.16456128272896,5.61262147869002e-12,586,3.16456128272896,150,156,241,"nucleotide binding
 padj:0.00000 N( -241/ +156/ 586)","nucleotide binding","protein","Exp","Na_mM_Levels","baseNahighNa","MF"
