"","ID","MF_Name","padj_gene","log2","signChange","score_gene","FDR_GoMF","numGenesInCat","abs_score","rank","numSigP","numSigN","MF_Name_long","MF_Name_short","pick_data","growthPhase","test_for","vs","df_category"
"1","metK","GO:0031420~alkali metal ion binding",0.0451361446449929,-1.96193474511946,-1,-1.34547553942999,0.0376210025106775,26,1.34547553942999,-1,0,5,"alkali metal ion binding
 padj:0.03762 N( -5/ +0/ 26)","alkali metal ion binding","mrna","Sta","carbonSource","glucoseglycerol","MF"
"2","otsA","GO:0031420~alkali metal ion binding",0.0218683442651735,-1.66941389282465,-1,-1.66018409779089,0.0376210025106775,26,1.66018409779089,-2,0,5,"alkali metal ion binding
 padj:0.03762 N( -5/ +0/ 26)","alkali metal ion binding","mrna","Sta","carbonSource","glucoseglycerol","MF"
"3","gltS","GO:0031420~alkali metal ion binding",0.00758203366067211,-1.37768517972205,-1,-2.12021429184157,0.0376210025106775,26,2.12021429184157,-3,0,5,"alkali metal ion binding
 padj:0.03762 N( -5/ +0/ 26)","alkali metal ion binding","mrna","Sta","carbonSource","glucoseglycerol","MF"
"4","trkH","GO:0031420~alkali metal ion binding",0.00688877496654502,-2.57394527047785,-1,-2.161858001978,0.0376210025106775,26,2.161858001978,-4,0,5,"alkali metal ion binding
 padj:0.03762 N( -5/ +0/ 26)","alkali metal ion binding","mrna","Sta","carbonSource","glucoseglycerol","MF"
"5","pykF","GO:0031420~alkali metal ion binding",0.00406434106164463,-1.83417117411941,-1,-2.39100985511015,0.0376210025106775,26,2.39100985511015,-5,0,5,"alkali metal ion binding
 padj:0.03762 N( -5/ +0/ 26)","alkali metal ion binding","mrna","Sta","carbonSource","glucoseglycerol","MF"
"6","yqcA","GO:0043167~ion binding",0.000246218561907059,2.70329507269056,1,3.60867920960967,0.0168374207935513,641,3.60867920960967,3,3,28,"ion binding
 padj:0.01684 N( -28/ +3/ 641)","ion binding","mrna","Sta","carbonSource","glucoseglycerol","MF"
"7","zraP","GO:0043167~ion binding",0.00104739822674001,2.59582307789487,1,2.9798881657006,0.0168374207935513,641,2.9798881657006,2,3,28,"ion binding
 padj:0.01684 N( -28/ +3/ 641)","ion binding","mrna","Sta","carbonSource","glucoseglycerol","MF"
"8","cysJ","GO:0043167~ion binding",0.0301508824735682,2.1839257678876,1,1.52069997215426,0.0168374207935513,641,1.52069997215426,1,3,28,"ion binding
 padj:0.01684 N( -28/ +3/ 641)","ion binding","mrna","Sta","carbonSource","glucoseglycerol","MF"
"9","ispG","GO:0043167~ion binding",0.049943441603738,-1.57790664908092,-1,-1.3015215337105,0.0168374207935513,641,1.3015215337105,-1,3,28,"ion binding
 padj:0.01684 N( -28/ +3/ 641)","ion binding","mrna","Sta","carbonSource","glucoseglycerol","MF"
"10","slyD","GO:0043167~ion binding",0.0491763147458719,-1.43709329739545,-1,-1.30824402023945,0.0168374207935513,641,1.30824402023945,-2,3,28,"ion binding
 padj:0.01684 N( -28/ +3/ 641)","ion binding","mrna","Sta","carbonSource","glucoseglycerol","MF"
