"","X","Category","MF","Count","X.","PValue","List.Total","Pop.Hits","Pop.Total","Fold.Enrichment","Bonferroni","Benjamini","FDR_MF","MF_Short","gene_number","gene_name_ez","gene_name","padj_gene","log2","signChange","score_gene","abs_score","rank","numSigP","numSigN","MF_Long","pick_data","growthPhase","test_for","base","contrast","df_category"
"1",9,"GOTERM_MF_ALL","GO:0046914~transition metal ion binding",67,15.5452436194896,5.09964276568343e-07,376,2075,21998,1.88908741348372,0.000303892601629885,3.79916265927926e-05,7.52486542054953e-06,"transition metal ion binding","gene_156","948423","glpK",9.30726443932211e-51,3.31056920530524,1,50.0311779466752,50.0311779466752,14,14,48,"transition metal ion binding
 padj:0.00001 N( -48/ +14/ 2075)","protein","Exp","carbonSource","glucose","glycerol","kegg"
"2",12,"GOTERM_MF_ALL","GO:0005524~ATP binding",70,16.2412993039443,6.64176055725308e-07,376,2225,21998,1.84061678221372,0.000395770722756983,3.59856307434736e-05,9.80035340369945e-06,"ATP binding","gene_175","948423","glpK",9.30726443932211e-51,3.31056920530524,1,50.0311779466752,50.0311779466752,6,6,61,"ATP binding
 padj:0.00001 N( -61/ +6/ 2225)","protein","Exp","carbonSource","glucose","glycerol","kegg"
"3",13,"GOTERM_MF_ALL","GO:0032559~adenyl ribonucleotide binding",70,16.2412993039443,7.53110567728593e-07,376,2231,21998,1.8356666698456,0.000448753347442543,3.74038060735327e-05,1.11126336719281e-05,"adenyl ribonucleotide binding","gene_175","948423","glpK",9.30726443932211e-51,3.31056920530524,1,50.0311779466752,50.0311779466752,6,6,61,"adenyl ribonucleotide binding
 padj:0.00001 N( -61/ +6/ 2231)","protein","Exp","carbonSource","glucose","glycerol","kegg"
"4",16,"GOTERM_MF_ALL","GO:0032553~ribonucleotide binding",72,16.7053364269142,1.9889072453699e-06,376,2385,21998,1.76619831393015,0.00118468759996193,7.90228706644136e-05,2.93473637410502e-05,"ribonucleotide binding","gene_179","948423","glpK",9.30726443932211e-51,3.31056920530524,1,50.0311779466752,50.0311779466752,6,6,62,"ribonucleotide binding
 padj:0.00003 N( -62/ +6/ 2385)","protein","Exp","carbonSource","glucose","glycerol","kegg"
"5",17,"GOTERM_MF_ALL","GO:0032555~purine ribonucleotide binding",72,16.7053364269142,1.9889072453699e-06,376,2385,21998,1.76619831393015,0.00118468759996193,7.90228706644136e-05,2.93473637410502e-05,"purine ribonucleotide binding","gene_179","948423","glpK",9.30726443932211e-51,3.31056920530524,1,50.0311779466752,50.0311779466752,6,6,62,"purine ribonucleotide binding
 padj:0.00003 N( -62/ +6/ 2385)","protein","Exp","carbonSource","glucose","glycerol","kegg"
"6",6,"GOTERM_MF_ALL","GO:0030554~adenyl nucleotide binding",78,18.0974477958237,2.41073034538325e-07,376,2523,21998,1.80872568117995,0.000143669224489718,2.39463042662758e-05,3.55720112088509e-06,"adenyl nucleotide binding","gene_195","948423","glpK",9.30726443932211e-51,3.31056920530524,1,50.0311779466752,50.0311779466752,9,9,66,"adenyl nucleotide binding
 padj:0.00000 N( -66/ +9/ 2523)","protein","Exp","carbonSource","glucose","glycerol","kegg"
"7",7,"GOTERM_MF_ALL","GO:0001883~purine nucleoside binding",78,18.0974477958237,2.41073034538325e-07,376,2523,21998,1.80872568117995,0.000143669224489718,2.39463042662758e-05,3.55720112088509e-06,"purine nucleoside binding","gene_195","948423","glpK",9.30726443932211e-51,3.31056920530524,1,50.0311779466752,50.0311779466752,9,9,66,"purine nucleoside binding
 padj:0.00000 N( -66/ +9/ 2523)","protein","Exp","carbonSource","glucose","glycerol","kegg"
"8",8,"GOTERM_MF_ALL","GO:0001882~nucleoside binding",78,18.0974477958237,4.72522327530881e-07,376,2565,21998,1.77910912031853,0.000281583721579715,4.02311012389633e-05,6.97238610902762e-06,"nucleoside binding","gene_195","948423","glpK",9.30726443932211e-51,3.31056920530524,1,50.0311779466752,50.0311779466752,9,9,66,"nucleoside binding
 padj:0.00001 N( -66/ +9/ 2565)","protein","Exp","carbonSource","glucose","glycerol","kegg"
"9",11,"GOTERM_MF_ALL","GO:0017076~purine nucleotide binding",80,18.5614849187935,6.37146668636745e-07,376,2677,21998,1.74838458420429,0.000379667443556886,3.79732325473947e-05,9.40151881401174e-06,"purine nucleotide binding","gene_199","948423","glpK",9.30726443932211e-51,3.31056920530524,1,50.0311779466752,50.0311779466752,9,9,67,"purine nucleotide binding
 padj:0.00001 N( -67/ +9/ 2677)","protein","Exp","carbonSource","glucose","glycerol","kegg"
"10",4,"GOTERM_MF_ALL","GO:0046872~metal ion binding",87,20.1856148491879,2.56169784041858e-08,376,2793,21998,1.82239984459629,1.526760278725e-05,3.81692255013721e-06,3.77996981604234e-07,"metal ion binding","gene_201","948423","glpK",9.30726443932211e-51,3.31056920530524,1,50.0311779466752,50.0311779466752,19,19,62,"metal ion binding
 padj:0.00000 N( -62/ +19/ 2793)","protein","Exp","carbonSource","glucose","glycerol","kegg"
