"","ID","KEGG_Path","padj_gene","log2","signChange","score_gene","FDR_KEGG_Path","numGenesInCat","abs_score","rank","numSigP","numSigN","KEGG_Path_long","KEGG_Path_short","pick_data","growthPhase","test_for","vs","df_category"
"1","crr","eco00010:Glycolysis / Gluconeogenesis",0.0341734568442896,-1.29362984545896,-1,-1.46631108756164,0.0163898894939397,32,1.46631108756164,-1,0,6,"Glycolysis / Gluconeogenesis
 padj:0.01639 N( -6/ +0/ 32)","Glycolysis / Gluconeogenesis","mrna","Sta","Mg_mM_Levels","baseMglowMg","kegg"
"2","adhE","eco00010:Glycolysis / Gluconeogenesis",0.025144761389593,-1.19979044790315,-1,-1.59955248124706,0.0163898894939397,32,1.59955248124706,-2,0,6,"Glycolysis / Gluconeogenesis
 padj:0.01639 N( -6/ +0/ 32)","Glycolysis / Gluconeogenesis","mrna","Sta","Mg_mM_Levels","baseMglowMg","kegg"
"3","eno","eco00010:Glycolysis / Gluconeogenesis",0.023953639603451,-1.25879430799344,-1,-1.62062848894656,0.0163898894939397,32,1.62062848894656,-3,0,6,"Glycolysis / Gluconeogenesis
 padj:0.01639 N( -6/ +0/ 32)","Glycolysis / Gluconeogenesis","mrna","Sta","Mg_mM_Levels","baseMglowMg","kegg"
"4","fbp","eco00010:Glycolysis / Gluconeogenesis",0.00843169182149872,-1.38134058073119,-1,-2.07408527531327,0.0163898894939397,32,2.07408527531327,-4,0,6,"Glycolysis / Gluconeogenesis
 padj:0.01639 N( -6/ +0/ 32)","Glycolysis / Gluconeogenesis","mrna","Sta","Mg_mM_Levels","baseMglowMg","kegg"
"5","agp","eco00010:Glycolysis / Gluconeogenesis",0.00838578375238763,-1.53778030504773,-1,-2.07645634111629,0.0163898894939397,32,2.07645634111629,-5,0,6,"Glycolysis / Gluconeogenesis
 padj:0.01639 N( -6/ +0/ 32)","Glycolysis / Gluconeogenesis","mrna","Sta","Mg_mM_Levels","baseMglowMg","kegg"
"6","aceE","eco00010:Glycolysis / Gluconeogenesis",0.00605018663779851,-1.4618742312503,-1,-2.21823122790691,0.0163898894939397,32,2.21823122790691,-6,0,6,"Glycolysis / Gluconeogenesis
 padj:0.01639 N( -6/ +0/ 32)","Glycolysis / Gluconeogenesis","mrna","Sta","Mg_mM_Levels","baseMglowMg","kegg"
"7","sdhA","eco00020:Citrate cycle (TCA cycle)",0.0365425064083917,-1.11505640948627,-1,-1.43720166820398,2.37734044786775e-05,26,1.43720166820398,-1,0,8,"Citrate cycle (TCA cycle)
 padj:0.00002 N( -8/ +0/ 26)","Citrate cycle (TCA cycle)","mrna","Sta","Mg_mM_Levels","baseMglowMg","kegg"
"8","sucB","eco00020:Citrate cycle (TCA cycle)",0.0343945831377348,-1.14075845473032,-1,-1.46350994983056,2.37734044786775e-05,26,1.46350994983056,-2,0,8,"Citrate cycle (TCA cycle)
 padj:0.00002 N( -8/ +0/ 26)","Citrate cycle (TCA cycle)","mrna","Sta","Mg_mM_Levels","baseMglowMg","kegg"
"9","fumA","eco00020:Citrate cycle (TCA cycle)",0.0267473167770416,-1.11500687350902,-1,-1.57271977877819,2.37734044786775e-05,26,1.57271977877819,-3,0,8,"Citrate cycle (TCA cycle)
 padj:0.00002 N( -8/ +0/ 26)","Citrate cycle (TCA cycle)","mrna","Sta","Mg_mM_Levels","baseMglowMg","kegg"
"10","sdhB","eco00020:Citrate cycle (TCA cycle)",0.0130719160547605,-1.16915714412768,-1,-1.88366074975531,2.37734044786775e-05,26,1.88366074975531,-4,0,8,"Citrate cycle (TCA cycle)
 padj:0.00002 N( -8/ +0/ 26)","Citrate cycle (TCA cycle)","mrna","Sta","Mg_mM_Levels","baseMglowMg","kegg"
"11","ybiC","eco00020:Citrate cycle (TCA cycle)",0.0066438132563493,-1.51815620155609,-1,-2.17758258315575,2.37734044786775e-05,26,2.17758258315575,-5,0,8,"Citrate cycle (TCA cycle)
 padj:0.00002 N( -8/ +0/ 26)","Citrate cycle (TCA cycle)","mrna","Sta","Mg_mM_Levels","baseMglowMg","kegg"
"12","aceE","eco00020:Citrate cycle (TCA cycle)",0.00605018663779851,-1.4618742312503,-1,-2.21823122790691,2.37734044786775e-05,26,2.21823122790691,-6,0,8,"Citrate cycle (TCA cycle)
 padj:0.00002 N( -8/ +0/ 26)","Citrate cycle (TCA cycle)","mrna","Sta","Mg_mM_Levels","baseMglowMg","kegg"
"13","sucA","eco00020:Citrate cycle (TCA cycle)",0.00108412568103611,-1.85705134004371,-1,-2.96492036778241,2.37734044786775e-05,26,2.96492036778241,-7,0,8,"Citrate cycle (TCA cycle)
 padj:0.00002 N( -8/ +0/ 26)","Citrate cycle (TCA cycle)","mrna","Sta","Mg_mM_Levels","baseMglowMg","kegg"
"14","fumC","eco00020:Citrate cycle (TCA cycle)",0.000182355327265353,-2.25454137957124,-1,-3.73908154483634,2.37734044786775e-05,26,3.73908154483634,-8,0,8,"Citrate cycle (TCA cycle)
 padj:0.00002 N( -8/ +0/ 26)","Citrate cycle (TCA cycle)","mrna","Sta","Mg_mM_Levels","baseMglowMg","kegg"
"15","atpA","eco00190:Oxidative phosphorylation",0.0346038050041593,1.35675128926989,1,1.46087614393979,1.06343046479829e-07,41,1.46087614393979,1,1,10,"Oxidative phosphorylation
 padj:0.00000 N( -10/ +1/ 41)","Oxidative phosphorylation","mrna","Sta","Mg_mM_Levels","baseMglowMg","kegg"
"16","cydA","eco00190:Oxidative phosphorylation",0.0381437682436409,-1.25628308458676,-1,-1.41857640498219,1.06343046479829e-07,41,1.41857640498219,-1,1,10,"Oxidative phosphorylation
 padj:0.00000 N( -10/ +1/ 41)","Oxidative phosphorylation","mrna","Sta","Mg_mM_Levels","baseMglowMg","kegg"
"17","sdhA","eco00190:Oxidative phosphorylation",0.0365425064083917,-1.11505640948627,-1,-1.43720166820398,1.06343046479829e-07,41,1.43720166820398,-2,1,10,"Oxidative phosphorylation
 padj:0.00000 N( -10/ +1/ 41)","Oxidative phosphorylation","mrna","Sta","Mg_mM_Levels","baseMglowMg","kegg"
"18","cyoD","eco00190:Oxidative phosphorylation",0.0275340242251364,-1.58196544369169,-1,-1.56013030981817,1.06343046479829e-07,41,1.56013030981817,-3,1,10,"Oxidative phosphorylation
 padj:0.00000 N( -10/ +1/ 41)","Oxidative phosphorylation","mrna","Sta","Mg_mM_Levels","baseMglowMg","kegg"
"19","nuoN","eco00190:Oxidative phosphorylation",0.0269094493714984,-1.48472091948771,-1,-1.57009518879761,1.06343046479829e-07,41,1.57009518879761,-4,1,10,"Oxidative phosphorylation
 padj:0.00000 N( -10/ +1/ 41)","Oxidative phosphorylation","mrna","Sta","Mg_mM_Levels","baseMglowMg","kegg"
"20","cyoB","eco00190:Oxidative phosphorylation",0.025144761389593,-1.28662944001052,-1,-1.59955248124706,1.06343046479829e-07,41,1.59955248124706,-5,1,10,"Oxidative phosphorylation
 padj:0.00000 N( -10/ +1/ 41)","Oxidative phosphorylation","mrna","Sta","Mg_mM_Levels","baseMglowMg","kegg"
"21","cyoE","eco00190:Oxidative phosphorylation",0.0140858380811785,-1.63653115342354,-1,-1.8512173081952,1.06343046479829e-07,41,1.8512173081952,-6,1,10,"Oxidative phosphorylation
 padj:0.00000 N( -10/ +1/ 41)","Oxidative phosphorylation","mrna","Sta","Mg_mM_Levels","baseMglowMg","kegg"
"22","cyoC","eco00190:Oxidative phosphorylation",0.0139531439444828,-1.69621043990674,-1,-1.85532792544401,1.06343046479829e-07,41,1.85532792544401,-7,1,10,"Oxidative phosphorylation
 padj:0.00000 N( -10/ +1/ 41)","Oxidative phosphorylation","mrna","Sta","Mg_mM_Levels","baseMglowMg","kegg"
"23","sdhB","eco00190:Oxidative phosphorylation",0.0130719160547605,-1.16915714412768,-1,-1.88366074975531,1.06343046479829e-07,41,1.88366074975531,-8,1,10,"Oxidative phosphorylation
 padj:0.00000 N( -10/ +1/ 41)","Oxidative phosphorylation","mrna","Sta","Mg_mM_Levels","baseMglowMg","kegg"
"24","nuoC","eco00190:Oxidative phosphorylation",0.00459519555859671,-1.83645821487666,-1,-2.3376960015331,1.06343046479829e-07,41,2.3376960015331,-9,1,10,"Oxidative phosphorylation
 padj:0.00000 N( -10/ +1/ 41)","Oxidative phosphorylation","mrna","Sta","Mg_mM_Levels","baseMglowMg","kegg"
"25","ppa","eco00190:Oxidative phosphorylation",0.00108412568103611,-1.683801687537,-1,-2.96492036778241,1.06343046479829e-07,41,2.96492036778241,-10,1,10,"Oxidative phosphorylation
 padj:0.00000 N( -10/ +1/ 41)","Oxidative phosphorylation","mrna","Sta","Mg_mM_Levels","baseMglowMg","kegg"
"26","metE","eco00270:Cysteine and methionine metabolism",0.00339217474463152,1.6629879720683,1,2.46952178357498,0.00380762657590594,23,2.46952178357498,2,2,4,"Cysteine and methionine metabolism
 padj:0.00381 N( -4/ +2/ 23)","Cysteine and methionine metabolism","mrna","Sta","Mg_mM_Levels","baseMglowMg","kegg"
"27","metB","eco00270:Cysteine and methionine metabolism",0.00611657950006739,2.53806759261608,1,2.21349137516308,0.00380762657590594,23,2.21349137516308,1,2,4,"Cysteine and methionine metabolism
 padj:0.00381 N( -4/ +2/ 23)","Cysteine and methionine metabolism","mrna","Sta","Mg_mM_Levels","baseMglowMg","kegg"
"28","aspC","eco00270:Cysteine and methionine metabolism",0.0358223088299403,-1.19493194284253,-1,-1.44584642630975,0.00380762657590594,23,1.44584642630975,-1,2,4,"Cysteine and methionine metabolism
 padj:0.00381 N( -4/ +2/ 23)","Cysteine and methionine metabolism","mrna","Sta","Mg_mM_Levels","baseMglowMg","kegg"
"29","metK","eco00270:Cysteine and methionine metabolism",0.00474218208402463,-1.84269650720803,-1,-2.32402177457357,0.00380762657590594,23,2.32402177457357,-2,2,4,"Cysteine and methionine metabolism
 padj:0.00381 N( -4/ +2/ 23)","Cysteine and methionine metabolism","mrna","Sta","Mg_mM_Levels","baseMglowMg","kegg"
"30","metH","eco00270:Cysteine and methionine metabolism",0.00365973842302477,-1.30584519070458,-1,-2.43654995435877,0.00380762657590594,23,2.43654995435877,-3,2,4,"Cysteine and methionine metabolism
 padj:0.00381 N( -4/ +2/ 23)","Cysteine and methionine metabolism","mrna","Sta","Mg_mM_Levels","baseMglowMg","kegg"
"31","asd","eco00270:Cysteine and methionine metabolism",0.00190208770713153,-1.92987830697972,-1,-2.72076946119196,0.00380762657590594,23,2.72076946119196,-4,2,4,"Cysteine and methionine metabolism
 padj:0.00381 N( -4/ +2/ 23)","Cysteine and methionine metabolism","mrna","Sta","Mg_mM_Levels","baseMglowMg","kegg"
"32","proC","eco00330:Arginine and proline metabolism",0.0448641763755893,-1.24558785509098,-1,-1.34810030069401,3.4373422687195e-05,35,1.34810030069401,-1,0,9,"Arginine and proline metabolism
 padj:0.00003 N( -9/ +0/ 35)","Arginine and proline metabolism","mrna","Sta","Mg_mM_Levels","baseMglowMg","kegg"
"33","aspC","eco00330:Arginine and proline metabolism",0.0358223088299403,-1.19493194284253,-1,-1.44584642630975,3.4373422687195e-05,35,1.44584642630975,-2,0,9,"Arginine and proline metabolism
 padj:0.00003 N( -9/ +0/ 35)","Arginine and proline metabolism","mrna","Sta","Mg_mM_Levels","baseMglowMg","kegg"
"34","putA","eco00330:Arginine and proline metabolism",0.0323565516042493,-1.06452153636256,-1,-1.49003776947779,3.4373422687195e-05,35,1.49003776947779,-3,0,9,"Arginine and proline metabolism
 padj:0.00003 N( -9/ +0/ 35)","Arginine and proline metabolism","mrna","Sta","Mg_mM_Levels","baseMglowMg","kegg"
"35","astC","eco00330:Arginine and proline metabolism",0.0216053071052008,-1.35697612699954,-1,-1.66543955609905,3.4373422687195e-05,35,1.66543955609905,-4,0,9,"Arginine and proline metabolism
 padj:0.00003 N( -9/ +0/ 35)","Arginine and proline metabolism","mrna","Sta","Mg_mM_Levels","baseMglowMg","kegg"
"36","argE","eco00330:Arginine and proline metabolism",0.00880603967984582,-1.56942229263953,-1,-2.05521936194948,3.4373422687195e-05,35,2.05521936194948,-5,0,9,"Arginine and proline metabolism
 padj:0.00003 N( -9/ +0/ 35)","Arginine and proline metabolism","mrna","Sta","Mg_mM_Levels","baseMglowMg","kegg"
"37","speA","eco00330:Arginine and proline metabolism",0.00747289535569096,-1.47930025012823,-1,-2.12651109920565,3.4373422687195e-05,35,2.12651109920565,-6,0,9,"Arginine and proline metabolism
 padj:0.00003 N( -9/ +0/ 35)","Arginine and proline metabolism","mrna","Sta","Mg_mM_Levels","baseMglowMg","kegg"
"38","astA","eco00330:Arginine and proline metabolism",0.00672143927537687,-1.62228084032546,-1,-2.17253772063283,3.4373422687195e-05,35,2.17253772063283,-7,0,9,"Arginine and proline metabolism
 padj:0.00003 N( -9/ +0/ 35)","Arginine and proline metabolism","mrna","Sta","Mg_mM_Levels","baseMglowMg","kegg"
"39","astE","eco00330:Arginine and proline metabolism",0.00611657950006739,-1.87933054419921,-1,-2.21349137516308,3.4373422687195e-05,35,2.21349137516308,-8,0,9,"Arginine and proline metabolism
 padj:0.00003 N( -9/ +0/ 35)","Arginine and proline metabolism","mrna","Sta","Mg_mM_Levels","baseMglowMg","kegg"
"40","astD","eco00330:Arginine and proline metabolism",0.000216910471268485,-2.13412354802601,-1,-3.66371948208284,3.4373422687195e-05,35,3.66371948208284,-9,0,9,"Arginine and proline metabolism
 padj:0.00003 N( -9/ +0/ 35)","Arginine and proline metabolism","mrna","Sta","Mg_mM_Levels","baseMglowMg","kegg"
"41","aroF","eco00400:Phenylalanine, tyrosine and tryptophan biosynthesis",0.0318525980546978,1.46184215835098,1,1.49685513868807,0.0128828618252776,21,1.49685513868807,2,2,3,"Phenylalanine, tyrosine and tryptophan biosynthesis
 padj:0.01288 N( -3/ +2/ 21)","Phenylalanine, tyrosine and tryptophan biosynthesis","mrna","Sta","Mg_mM_Levels","baseMglowMg","kegg"
"42","tyrA","eco00400:Phenylalanine, tyrosine and tryptophan biosynthesis",0.0454562495534753,1.29022383524035,1,1.34240639935064,0.0128828618252776,21,1.34240639935064,1,2,3,"Phenylalanine, tyrosine and tryptophan biosynthesis
 padj:0.01288 N( -3/ +2/ 21)","Phenylalanine, tyrosine and tryptophan biosynthesis","mrna","Sta","Mg_mM_Levels","baseMglowMg","kegg"
"43","aspC","eco00400:Phenylalanine, tyrosine and tryptophan biosynthesis",0.0358223088299403,-1.19493194284253,-1,-1.44584642630975,0.0128828618252776,21,1.44584642630975,-1,2,3,"Phenylalanine, tyrosine and tryptophan biosynthesis
 padj:0.01288 N( -3/ +2/ 21)","Phenylalanine, tyrosine and tryptophan biosynthesis","mrna","Sta","Mg_mM_Levels","baseMglowMg","kegg"
"44","aroG","eco00400:Phenylalanine, tyrosine and tryptophan biosynthesis",0.0329531129464653,-1.15019985039293,-1,-1.48210355309988,0.0128828618252776,21,1.48210355309988,-2,2,3,"Phenylalanine, tyrosine and tryptophan biosynthesis
 padj:0.01288 N( -3/ +2/ 21)","Phenylalanine, tyrosine and tryptophan biosynthesis","mrna","Sta","Mg_mM_Levels","baseMglowMg","kegg"
"45","pheA","eco00400:Phenylalanine, tyrosine and tryptophan biosynthesis",5.2111719212428e-05,-2.38843153072807,-1,-4.28306459883181,0.0128828618252776,21,4.28306459883181,-3,2,3,"Phenylalanine, tyrosine and tryptophan biosynthesis
 padj:0.01288 N( -3/ +2/ 21)","Phenylalanine, tyrosine and tryptophan biosynthesis","mrna","Sta","Mg_mM_Levels","baseMglowMg","kegg"
"46","aldB","eco00620:Pyruvate metabolism",0.036313424780523,-1.28148723802426,-1,-1.43993279010824,2.23284336353657e-07,40,1.43993279010824,-1,0,11,"Pyruvate metabolism
 padj:0.00000 N( -11/ +0/ 40)","Pyruvate metabolism","mrna","Sta","Mg_mM_Levels","baseMglowMg","kegg"
"47","ppsA","eco00620:Pyruvate metabolism",0.0296302870274323,-1.01340712309031,-1,-1.5282641415059,2.23284336353657e-07,40,1.5282641415059,-2,0,11,"Pyruvate metabolism
 padj:0.00000 N( -11/ +0/ 40)","Pyruvate metabolism","mrna","Sta","Mg_mM_Levels","baseMglowMg","kegg"
"48","adhE","eco00620:Pyruvate metabolism",0.025144761389593,-1.19979044790315,-1,-1.59955248124706,2.23284336353657e-07,40,1.59955248124706,-3,0,11,"Pyruvate metabolism
 padj:0.00000 N( -11/ +0/ 40)","Pyruvate metabolism","mrna","Sta","Mg_mM_Levels","baseMglowMg","kegg"
