"","X","Category","MF","Count","X.","PValue","List.Total","Pop.Hits","Pop.Total","Fold.Enrichment","Bonferroni","Benjamini","FDR_MF","MF_Short","gene_number","gene_name_ez","gene_name","padj_gene","log2","signChange","score_gene","abs_score","rank","numSigP","numSigN","MF_long","MF_short","pick_data","growthPhase","test_for","base","contrast","df_category"
"1",1,"GOTERM_MF_ALL","GO:0005515~protein binding",19,31.1475409836066,6.35072003056192e-10,51,1395,21998,5.87479091995221,1.1494802454326e-07,1.1494802454326e-07,7.8297255345916e-09,"protein binding","gene_27","945887","pspA",7.39627305571885e-05,2.90222901498195,1,4.13098706392675,4.13098706392675,9,9,9,"protein binding
 padj:0.00000 N( -9/ +9/ 1395)","protein binding","mrna","Sta","carbonSource","glucose","glycerol","kegg"
"2",1,"GOTERM_MF_ALL","GO:0005515~protein binding",19,31.1475409836066,6.35072003056192e-10,51,1395,21998,5.87479091995221,1.1494802454326e-07,1.1494802454326e-07,7.8297255345916e-09,"protein binding","gene_45","948981","artJ",0.00145490881661239,2.896481158181,1,2.83716422432961,2.83716422432961,8,9,9,"protein binding
 padj:0.00000 N( -9/ +9/ 1395)","protein binding","mrna","Sta","carbonSource","glucose","glycerol","kegg"
"3",1,"GOTERM_MF_ALL","GO:0005515~protein binding",19,31.1475409836066,6.35072003056192e-10,51,1395,21998,5.87479091995221,1.1494802454326e-07,1.1494802454326e-07,7.8297255345916e-09,"protein binding","gene_08","946493","yeeN",0.00695411567056139,2.51697322581892,1,2.15775808980048,2.15775808980048,6,9,9,"protein binding
 padj:0.00000 N( -9/ +9/ 1395)","protein binding","mrna","Sta","carbonSource","glucose","glycerol","kegg"
"4",1,"GOTERM_MF_ALL","GO:0005515~protein binding",19,31.1475409836066,6.35072003056192e-10,51,1395,21998,5.87479091995221,1.1494802454326e-07,1.1494802454326e-07,7.8297255345916e-09,"protein binding","gene_28","947082","uxuA",0.00695411567056139,2.51601422627207,1,2.15775808980048,2.15775808980048,7,9,9,"protein binding
 padj:0.00000 N( -9/ +9/ 1395)","protein binding","mrna","Sta","carbonSource","glucose","glycerol","kegg"
"5",1,"GOTERM_MF_ALL","GO:0005515~protein binding",19,31.1475409836066,6.35072003056192e-10,51,1395,21998,5.87479091995221,1.1494802454326e-07,1.1494802454326e-07,7.8297255345916e-09,"protein binding","gene_16","946272","ydjF",0.0162653698884618,1.94456923882893,1,1.78873605604082,1.78873605604082,5,9,9,"protein binding
 padj:0.00000 N( -9/ +9/ 1395)","protein binding","mrna","Sta","carbonSource","glucose","glycerol","kegg"
"6",1,"GOTERM_MF_ALL","GO:0005515~protein binding",19,31.1475409836066,6.35072003056192e-10,51,1395,21998,5.87479091995221,1.1494802454326e-07,1.1494802454326e-07,7.8297255345916e-09,"protein binding","gene_18","946253","spy",0.0191079037272776,2.50527101687126,1,1.71878695552022,1.71878695552022,4,9,9,"protein binding
 padj:0.00000 N( -9/ +9/ 1395)","protein binding","mrna","Sta","carbonSource","glucose","glycerol","kegg"
"7",1,"GOTERM_MF_ALL","GO:0005515~protein binding",19,31.1475409836066,6.35072003056192e-10,51,1395,21998,5.87479091995221,1.1494802454326e-07,1.1494802454326e-07,7.8297255345916e-09,"protein binding","gene_53","946149","uidA",0.0281410893180277,2.14317663841612,1,1.55065909539978,1.55065909539978,3,9,9,"protein binding
 padj:0.00000 N( -9/ +9/ 1395)","protein binding","mrna","Sta","carbonSource","glucose","glycerol","kegg"
"8",1,"GOTERM_MF_ALL","GO:0005515~protein binding",19,31.1475409836066,6.35072003056192e-10,51,1395,21998,5.87479091995221,1.1494802454326e-07,1.1494802454326e-07,7.8297255345916e-09,"protein binding","gene_40","946195","fucI",0.0325313601255684,2.18705229980688,1,1.48769777862775,1.48769777862775,2,9,9,"protein binding
 padj:0.00000 N( -9/ +9/ 1395)","protein binding","mrna","Sta","carbonSource","glucose","glycerol","kegg"
"9",1,"GOTERM_MF_ALL","GO:0005515~protein binding",19,31.1475409836066,6.35072003056192e-10,51,1395,21998,5.87479091995221,1.1494802454326e-07,1.1494802454326e-07,7.8297255345916e-09,"protein binding","gene_05","946725","glpQ",0.0468649409854666,1.60415680171233,1,1.32915192552137,1.32915192552137,1,9,9,"protein binding
 padj:0.00000 N( -9/ +9/ 1395)","protein binding","mrna","Sta","carbonSource","glucose","glycerol","kegg"
"10",1,"GOTERM_MF_ALL","GO:0005515~protein binding",19,31.1475409836066,6.35072003056192e-10,51,1395,21998,5.87479091995221,1.1494802454326e-07,1.1494802454326e-07,7.8297255345916e-09,"protein binding","gene_51","946132","poxB",0.0455547668934487,-2.05760095368711,-1,-1.34146617133201,1.34146617133201,-1,9,9,"protein binding
 padj:0.00000 N( -9/ +9/ 1395)","protein binding","mrna","Sta","carbonSource","glucose","glycerol","kegg"
"11",1,"GOTERM_MF_ALL","GO:0005515~protein binding",19,31.1475409836066,6.35072003056192e-10,51,1395,21998,5.87479091995221,1.1494802454326e-07,1.1494802454326e-07,7.8297255345916e-09,"protein binding","gene_60","947708","prmA",0.0416262413805929,-2.16485455305889,-1,-1.38063280173301,1.38063280173301,-2,9,9,"protein binding
 padj:0.00000 N( -9/ +9/ 1395)","protein binding","mrna","Sta","carbonSource","glucose","glycerol","kegg"
"12",1,"GOTERM_MF_ALL","GO:0005515~protein binding",19,31.1475409836066,6.35072003056192e-10,51,1395,21998,5.87479091995221,1.1494802454326e-07,1.1494802454326e-07,7.8297255345916e-09,"protein binding","gene_63","948562","aphA",0.038129521157546,-2.33708880124944,-1,-1.41873864869804,1.41873864869804,-3,9,9,"protein binding
 padj:0.00000 N( -9/ +9/ 1395)","protein binding","mrna","Sta","carbonSource","glucose","glycerol","kegg"
"13",1,"GOTERM_MF_ALL","GO:0005515~protein binding",19,31.1475409836066,6.35072003056192e-10,51,1395,21998,5.87479091995221,1.1494802454326e-07,1.1494802454326e-07,7.8297255345916e-09,"protein binding","gene_21","949116","proS",0.0370331108959751,-1.78542980483121,-1,-1.43140980433705,1.43140980433705,-4,9,9,"protein binding
 padj:0.00000 N( -9/ +9/ 1395)","protein binding","mrna","Sta","carbonSource","glucose","glycerol","kegg"
"14",1,"GOTERM_MF_ALL","GO:0005515~protein binding",19,31.1475409836066,6.35072003056192e-10,51,1395,21998,5.87479091995221,1.1494802454326e-07,1.1494802454326e-07,7.8297255345916e-09,"protein binding","gene_26","948489","rplL",0.0295219910236853,-1.77075413635907,-1,-1.52985435614978,1.52985435614978,-5,9,9,"protein binding
 padj:0.00000 N( -9/ +9/ 1395)","protein binding","mrna","Sta","carbonSource","glucose","glycerol","kegg"
"15",1,"GOTERM_MF_ALL","GO:0005515~protein binding",19,31.1475409836066,6.35072003056192e-10,51,1395,21998,5.87479091995221,1.1494802454326e-07,1.1494802454326e-07,7.8297255345916e-09,"protein binding","gene_14","945571","ompA",0.0281410893180277,-2.15264407693581,-1,-1.55065909539978,1.55065909539978,-6,9,9,"protein binding
 padj:0.00000 N( -9/ +9/ 1395)","protein binding","mrna","Sta","carbonSource","glucose","glycerol","kegg"
"16",1,"GOTERM_MF_ALL","GO:0005515~protein binding",19,31.1475409836066,6.35072003056192e-10,51,1395,21998,5.87479091995221,1.1494802454326e-07,1.1494802454326e-07,7.8297255345916e-09,"protein binding","gene_52","945651","ptsG",0.0281410893180277,-1.966554911369,-1,-1.55065909539978,1.55065909539978,-7,9,9,"protein binding
 padj:0.00000 N( -9/ +9/ 1395)","protein binding","mrna","Sta","carbonSource","glucose","glycerol","kegg"
"17",1,"GOTERM_MF_ALL","GO:0005515~protein binding",19,31.1475409836066,6.35072003056192e-10,51,1395,21998,5.87479091995221,1.1494802454326e-07,1.1494802454326e-07,7.8297255345916e-09,"protein binding","gene_62","948897","prfC",0.00609247421576239,-2.93034611900264,-1,-2.21520630013681,2.21520630013681,-8,9,9,"protein binding
 padj:0.00000 N( -9/ +9/ 1395)","protein binding","mrna","Sta","carbonSource","glucose","glycerol","kegg"
"18",1,"GOTERM_MF_ALL","GO:0005515~protein binding",19,31.1475409836066,6.35072003056192e-10,51,1395,21998,5.87479091995221,1.1494802454326e-07,1.1494802454326e-07,7.8297255345916e-09,"protein binding","gene_44","947567","rpoD",0.00486296644054048,-2.37409050468368,-1,-2.31309872749914,2.31309872749914,-9,9,9,"protein binding
 padj:0.00000 N( -9/ +9/ 1395)","protein binding","mrna","Sta","carbonSource","glucose","glycerol","kegg"
