"","ID","KEGG_Path","padj_gene","log2","signChange","score_gene","FDR_KEGG_Path","numGenesInCat","abs_score","rank","numSigP","numSigN","KEGG_Path_long","KEGG_Path_short","pick_data","growthPhase","test_for","vs","df_category"
"1","frdA","eco00020:Citrate cycle (TCA cycle)",0.0102278881531665,-2.26328440636323,-1,-1.99021402983696,0.00887965175047301,26,1.99021402983696,-1,0,5,"Citrate cycle (TCA cycle)
 padj:0.00888 N( -5/ +0/ 26)","Citrate cycle (TCA cycle)","protein","Exp","Mg_mM_Levels","baseMghighMg","kegg"
"2","acnA","eco00020:Citrate cycle (TCA cycle)",0.00565307142005671,-1.37558746408997,-1,-2.24771552769385,0.00887965175047301,26,2.24771552769385,-2,0,5,"Citrate cycle (TCA cycle)
 padj:0.00888 N( -5/ +0/ 26)","Citrate cycle (TCA cycle)","protein","Exp","Mg_mM_Levels","baseMghighMg","kegg"
"3","sdhA","eco00020:Citrate cycle (TCA cycle)",0.00450870740345867,-1.15660481260594,-1,-2.34594794770219,0.00887965175047301,26,2.34594794770219,-3,0,5,"Citrate cycle (TCA cycle)
 padj:0.00888 N( -5/ +0/ 26)","Citrate cycle (TCA cycle)","protein","Exp","Mg_mM_Levels","baseMghighMg","kegg"
"4","fumB","eco00020:Citrate cycle (TCA cycle)",0.00205684650204503,-1.54209059855718,-1,-2.68679811754311,0.00887965175047301,26,2.68679811754311,-4,0,5,"Citrate cycle (TCA cycle)
 padj:0.00888 N( -5/ +0/ 26)","Citrate cycle (TCA cycle)","protein","Exp","Mg_mM_Levels","baseMghighMg","kegg"
"5","fumC","eco00020:Citrate cycle (TCA cycle)",0.00181004769865146,-1.71890405647664,-1,-2.74230998038597,0.00887965175047301,26,2.74230998038597,-5,0,5,"Citrate cycle (TCA cycle)
 padj:0.00888 N( -5/ +0/ 26)","Citrate cycle (TCA cycle)","protein","Exp","Mg_mM_Levels","baseMghighMg","kegg"
"6","yqeF","eco00071:Fatty acid metabolism",0.0277187919254204,-2.05777201989852,-1,-1.55722570160557,0.0150616639507222,13,1.55722570160557,-1,0,4,"Fatty acid metabolism
 padj:0.01506 N( -4/ +0/ 13)","Fatty acid metabolism","protein","Exp","Mg_mM_Levels","baseMghighMg","kegg"
"7","fadD","eco00071:Fatty acid metabolism",0.00461192940490564,-2.32180490974788,-1,-2.33611734909949,0.0150616639507222,13,2.33611734909949,-2,0,4,"Fatty acid metabolism
 padj:0.01506 N( -4/ +0/ 13)","Fatty acid metabolism","protein","Exp","Mg_mM_Levels","baseMghighMg","kegg"
"8","fadB","eco00071:Fatty acid metabolism",0.00450870740345867,-2.55962224725657,-1,-2.34594794770219,0.0150616639507222,13,2.34594794770219,-3,0,4,"Fatty acid metabolism
 padj:0.01506 N( -4/ +0/ 13)","Fatty acid metabolism","protein","Exp","Mg_mM_Levels","baseMghighMg","kegg"
"9","fadA","eco00071:Fatty acid metabolism",0.00157598699914267,-3.47973660354914,-1,-2.80244736947583,0.0150616639507222,13,2.80244736947583,-4,0,4,"Fatty acid metabolism
 padj:0.01506 N( -4/ +0/ 13)","Fatty acid metabolism","protein","Exp","Mg_mM_Levels","baseMghighMg","kegg"
"10","gabT","eco00280:Valine, leucine and isoleucine degradation",0.0342334184902337,-1.31423008615196,-1,-1.46554973079738,0.000221183861430885,8,1.46554973079738,-1,0,5,"Valine, leucine and isoleucine degradation
 padj:0.00022 N( -5/ +0/ 8)","Valine, leucine and isoleucine degradation","protein","Exp","Mg_mM_Levels","baseMghighMg","kegg"
"11","ilvE","eco00280:Valine, leucine and isoleucine degradation",0.0332049075924116,-1.20127406691161,-1,-1.47879772404316,0.000221183861430885,8,1.47879772404316,-2,0,5,"Valine, leucine and isoleucine degradation
 padj:0.00022 N( -5/ +0/ 8)","Valine, leucine and isoleucine degradation","protein","Exp","Mg_mM_Levels","baseMghighMg","kegg"
"12","yqeF","eco00280:Valine, leucine and isoleucine degradation",0.0277187919254204,-2.05777201989852,-1,-1.55722570160557,0.000221183861430885,8,1.55722570160557,-3,0,5,"Valine, leucine and isoleucine degradation
 padj:0.00022 N( -5/ +0/ 8)","Valine, leucine and isoleucine degradation","protein","Exp","Mg_mM_Levels","baseMghighMg","kegg"
"13","fadB","eco00280:Valine, leucine and isoleucine degradation",0.00450870740345867,-2.55962224725657,-1,-2.34594794770219,0.000221183861430885,8,2.34594794770219,-4,0,5,"Valine, leucine and isoleucine degradation
 padj:0.00022 N( -5/ +0/ 8)","Valine, leucine and isoleucine degradation","protein","Exp","Mg_mM_Levels","baseMghighMg","kegg"
