"","ID","KEGG_Path","padj_gene","signChange","score_gene","FDR_KEGG_Path","numGenesInCat","abs_score","rank","numSigP","numSigN","KEGG_Path_long","KEGG_Path_short","pick_data","growthPhase","test_for","vs","df_category"
"1","atpA","eco00190:Oxidative phosphorylation",3.21381214845958e-05,1,4.49297951191359,0.00158912207275652,41,4.49297951191359,7,7,2,"Oxidative phosphorylation
 padj:0.00159 N( -2/ +7/ 41)","Oxidative phosphorylation","mrna","Sta","Mg_mM_Levels","baseMghighMg","kegg"
"2","atpB","eco00190:Oxidative phosphorylation",0.000417030869248175,1,3.37983179670981,0.00158912207275652,41,3.37983179670981,6,7,2,"Oxidative phosphorylation
 padj:0.00159 N( -2/ +7/ 41)","Oxidative phosphorylation","mrna","Sta","Mg_mM_Levels","baseMghighMg","kegg"
"3","atpE","eco00190:Oxidative phosphorylation",0.000616822473752384,1,3.20983981127221,0.00158912207275652,41,3.20983981127221,5,7,2,"Oxidative phosphorylation
 padj:0.00159 N( -2/ +7/ 41)","Oxidative phosphorylation","mrna","Sta","Mg_mM_Levels","baseMghighMg","kegg"
"4","atpG","eco00190:Oxidative phosphorylation",0.00104564748793856,1,2.98061470155476,0.00158912207275652,41,2.98061470155476,4,7,2,"Oxidative phosphorylation
 padj:0.00159 N( -2/ +7/ 41)","Oxidative phosphorylation","mrna","Sta","Mg_mM_Levels","baseMghighMg","kegg"
"5","atpH","eco00190:Oxidative phosphorylation",0.0020071287540251,1,2.69742476733858,0.00158912207275652,41,2.69742476733858,3,7,2,"Oxidative phosphorylation
 padj:0.00159 N( -2/ +7/ 41)","Oxidative phosphorylation","mrna","Sta","Mg_mM_Levels","baseMghighMg","kegg"
"6","atpF","eco00190:Oxidative phosphorylation",0.00457006052372214,1,2.34007804830116,0.00158912207275652,41,2.34007804830116,2,7,2,"Oxidative phosphorylation
 padj:0.00159 N( -2/ +7/ 41)","Oxidative phosphorylation","mrna","Sta","Mg_mM_Levels","baseMghighMg","kegg"
"7","atpD","eco00190:Oxidative phosphorylation",0.0119492677853221,1,1.92265870614153,0.00158912207275652,41,1.92265870614153,1,7,2,"Oxidative phosphorylation
 padj:0.00159 N( -2/ +7/ 41)","Oxidative phosphorylation","mrna","Sta","Mg_mM_Levels","baseMghighMg","kegg"
"8","frdD","eco00190:Oxidative phosphorylation",0.0371918020114913,-1,-1.42955277876156,0.00158912207275652,41,1.42955277876156,-1,7,2,"Oxidative phosphorylation
 padj:0.00159 N( -2/ +7/ 41)","Oxidative phosphorylation","mrna","Sta","Mg_mM_Levels","baseMghighMg","kegg"
"9","frdC","eco00190:Oxidative phosphorylation",0.00284012991955919,-1,-2.54666179303145,0.00158912207275652,41,2.54666179303145,-2,7,2,"Oxidative phosphorylation
 padj:0.00159 N( -2/ +7/ 41)","Oxidative phosphorylation","mrna","Sta","Mg_mM_Levels","baseMghighMg","kegg"
"10","cysN","eco00230:Purine metabolism",9.69002864073924e-05,1,4.01367493930665,1.28785870856518e-14,76,4.01367493930665,23,23,2,"Purine metabolism
 padj:0.00000 N( -2/ +23/ 76)","Purine metabolism","mrna","Sta","Mg_mM_Levels","baseMghighMg","kegg"
"11","guaB","eco00230:Purine metabolism",0.000368694037748227,1,3.43333388543153,1.28785870856518e-14,76,3.43333388543153,22,23,2,"Purine metabolism
 padj:0.00000 N( -2/ +23/ 76)","Purine metabolism","mrna","Sta","Mg_mM_Levels","baseMghighMg","kegg"
"12","rpoB","eco00230:Purine metabolism",0.000423205703307142,1,3.37344848818901,1.28785870856518e-14,76,3.37344848818901,21,23,2,"Purine metabolism
 padj:0.00000 N( -2/ +23/ 76)","Purine metabolism","mrna","Sta","Mg_mM_Levels","baseMghighMg","kegg"
"13","purC","eco00230:Purine metabolism",0.00046786797067637,1,3.32987668473864,1.28785870856518e-14,76,3.32987668473864,20,23,2,"Purine metabolism
 padj:0.00000 N( -2/ +23/ 76)","Purine metabolism","mrna","Sta","Mg_mM_Levels","baseMghighMg","kegg"
"14","cysD","eco00230:Purine metabolism",0.000582432531310417,1,3.23475437584125,1.28785870856518e-14,76,3.23475437584125,19,23,2,"Purine metabolism
 padj:0.00000 N( -2/ +23/ 76)","Purine metabolism","mrna","Sta","Mg_mM_Levels","baseMghighMg","kegg"
"15","nrdF","eco00230:Purine metabolism",0.000616822473752384,1,3.20983981127221,1.28785870856518e-14,76,3.20983981127221,18,23,2,"Purine metabolism
 padj:0.00000 N( -2/ +23/ 76)","Purine metabolism","mrna","Sta","Mg_mM_Levels","baseMghighMg","kegg"
"16","cysC","eco00230:Purine metabolism",0.00104768337968249,1,2.97976994562764,1.28785870856518e-14,76,2.97976994562764,16,23,2,"Purine metabolism
 padj:0.00000 N( -2/ +23/ 76)","Purine metabolism","mrna","Sta","Mg_mM_Levels","baseMghighMg","kegg"
"17","rpoC","eco00230:Purine metabolism",0.00104768337968249,1,2.97976994562764,1.28785870856518e-14,76,2.97976994562764,17,23,2,"Purine metabolism
 padj:0.00000 N( -2/ +23/ 76)","Purine metabolism","mrna","Sta","Mg_mM_Levels","baseMghighMg","kegg"
"18","purK","eco00230:Purine metabolism",0.00371197315062866,1,2.43039517377214,1.28785870856518e-14,76,2.43039517377214,15,23,2,"Purine metabolism
 padj:0.00000 N( -2/ +23/ 76)","Purine metabolism","mrna","Sta","Mg_mM_Levels","baseMghighMg","kegg"
"19","adk","eco00230:Purine metabolism",0.004080539938997,1,2.38928236705419,1.28785870856518e-14,76,2.38928236705419,14,23,2,"Purine metabolism
 padj:0.00000 N( -2/ +23/ 76)","Purine metabolism","mrna","Sta","Mg_mM_Levels","baseMghighMg","kegg"
