"","ID","MF_Name","padj_gene","log2","signChange","score_gene","FDR_GoMF","numGenesInCat","abs_score","rank","numSigP","numSigN","MF_Name_long","MF_Name_short","pick_data","growthPhase","test_for","vs","df_category"
"1","flgK","GO:0003774~motor activity",0.000215831831615131,-2.31916113562909,-1,-3.66588450369702,7.99470759593746e-08,9,3.66588450369702,-1,0,8,"motor activity
 padj:0.00000 N( -8/ +0/ 9)","motor activity","mrna","Exp","Na_mM_Levels","baseNahighNa","MF"
"2","flgJ","GO:0003774~motor activity",5.96351011497208e-05,-2.55765226764343,-1,-4.22449803978355,7.99470759593746e-08,9,4.22449803978355,-2,0,8,"motor activity
 padj:0.00000 N( -8/ +0/ 9)","motor activity","mrna","Exp","Na_mM_Levels","baseNahighNa","MF"
"3","flgH","GO:0003774~motor activity",6.71551954554245e-06,-2.55771547538183,-1,-5.17292038254347,7.99470759593746e-08,9,5.17292038254347,-3,0,8,"motor activity
 padj:0.00000 N( -8/ +0/ 9)","motor activity","mrna","Exp","Na_mM_Levels","baseNahighNa","MF"
"4","flgB","GO:0003774~motor activity",1.63358940292476e-06,-2.32110314495053,-1,-5.78685709251122,7.99470759593746e-08,9,5.78685709251122,-4,0,8,"motor activity
 padj:0.00000 N( -8/ +0/ 9)","motor activity","mrna","Exp","Na_mM_Levels","baseNahighNa","MF"
"5","flgF","GO:0003774~motor activity",1.20807921561092e-07,-2.63185826044143,-1,-6.91790458742453,7.99470759593746e-08,9,6.91790458742453,-5,0,8,"motor activity
 padj:0.00000 N( -8/ +0/ 9)","motor activity","mrna","Exp","Na_mM_Levels","baseNahighNa","MF"
"6","flgG","GO:0003774~motor activity",1.11281534217922e-07,-2.63903227916709,-1,-6.95357689543707,7.99470759593746e-08,9,6.95357689543707,-6,0,8,"motor activity
 padj:0.00000 N( -8/ +0/ 9)","motor activity","mrna","Exp","Na_mM_Levels","baseNahighNa","MF"
"7","flgE","GO:0003774~motor activity",1.94952976710934e-08,-2.63083794180657,-1,-7.710070129241,7.99470759593746e-08,9,7.710070129241,-7,0,8,"motor activity
 padj:0.00000 N( -8/ +0/ 9)","motor activity","mrna","Exp","Na_mM_Levels","baseNahighNa","MF"
"8","flgC","GO:0003774~motor activity",1.18350725914074e-10,-2.59015599339145,-1,-9.92682907394521,7.99470759593746e-08,9,9.92682907394521,-8,0,8,"motor activity
 padj:0.00000 N( -8/ +0/ 9)","motor activity","mrna","Exp","Na_mM_Levels","baseNahighNa","MF"
"9","rpsV","GO:0005198~structural molecule activity",0.0439158578263361,1.66533051830147,1,1.35737862957801,8.85253537904473e-05,70,1.35737862957801,1,1,8,"structural molecule activity
 padj:0.00009 N( -8/ +1/ 70)","structural molecule activity","mrna","Exp","Na_mM_Levels","baseNahighNa","MF"
"10","flgI","GO:0005198~structural molecule activity",0.00417909707707473,-2.07954945572684,-1,-2.37891754042656,8.85253537904473e-05,70,2.37891754042656,-1,1,8,"structural molecule activity
 padj:0.00009 N( -8/ +1/ 70)","structural molecule activity","mrna","Exp","Na_mM_Levels","baseNahighNa","MF"
"11","flgL","GO:0005198~structural molecule activity",0.00148339632298115,-2.28478313216155,-1,-2.82874280184504,8.85253537904473e-05,70,2.82874280184504,-2,1,8,"structural molecule activity
 padj:0.00009 N( -8/ +1/ 70)","structural molecule activity","mrna","Exp","Na_mM_Levels","baseNahighNa","MF"
