"","X","Category","MF","Count","X.","PValue","List.Total","Pop.Hits","Pop.Total","Fold.Enrichment","Bonferroni","Benjamini","FDR_MF","MF_Short","gene_number","gene_name_ez","gene_name","padj_gene","log2","signChange","score_gene","abs_score","rank","numSigP","numSigN","MF_Long","pick_data","growthPhase","test_for","base","contrast","df_category"
"1",1,"GOTERM_MF_ALL","GO:0005515~protein binding",41,24.2603550295858,9.16915186989363e-16,146,1395,21998,4.4283301418962,2.8599345114344e-13,2.8599345114344e-13,1.19904086659517e-14,"protein binding","gene_25","947934","glpD",2.85728693891254e-07,3.25697369032485,1,6.54404614403134,6.54404614403134,34,35,4,"protein binding
 padj:0.00000 N( -4/ +35/ 1395)","protein","Exp","carbonSource","glucose","gluconate","kegg"
"2",2,"GOTERM_MF_ALL","GO:0046872~metal ion binding",35,20.7100591715976,0.000254698426052587,146,2793,21998,1.8881106876781,0.0787495428401958,0.0401820708281158,0.00343477702044681,"metal ion binding","gene_50","944769","idnD",2.85728693891254e-07,4.9575878635549,1,6.54404614403134,6.54404614403134,23,23,10,"metal ion binding
 padj:0.00343 N( -10/ +23/ 2793)","protein","Exp","carbonSource","glucose","gluconate","kegg"
"3",3,"GOTERM_MF_ALL","GO:0043169~cation binding",35,20.7100591715976,0.000439796950217456,146,2876,21998,1.8336207060796,0.132071349809705,0.046117953325742,0.00592409535772642,"cation binding","gene_50","944769","idnD",2.85728693891254e-07,4.9575878635549,1,6.54404614403134,6.54404614403134,23,23,10,"cation binding
 padj:0.00592 N( -10/ +23/ 2876)","protein","Exp","carbonSource","glucose","gluconate","kegg"
"4",4,"GOTERM_MF_ALL","GO:0043167~ion binding",35,20.7100591715976,0.000483856668236475,146,2891,21998,1.82410693555342,0.144303526040131,0.0382107123875267,0.00651578843750245,"ion binding","gene_50","944769","idnD",2.85728693891254e-07,4.9575878635549,1,6.54404614403134,6.54404614403134,23,23,10,"ion binding
 padj:0.00652 N( -10/ +23/ 2891)","protein","Exp","carbonSource","glucose","gluconate","kegg"
"5",1,"GOTERM_MF_ALL","GO:0005515~protein binding",41,24.2603550295858,9.16915186989363e-16,146,1395,21998,4.4283301418962,2.8599345114344e-13,2.8599345114344e-13,1.19904086659517e-14,"protein binding","gene_64","944769","idnD",2.85728693891254e-07,4.9575878635549,1,6.54404614403134,6.54404614403134,35,35,4,"protein binding
 padj:0.00000 N( -4/ +35/ 1395)","protein","Exp","carbonSource","glucose","gluconate","kegg"
"6",6,"GOTERM_MF_ALL","GO:0046914~transition metal ion binding",26,15.3846153846154,0.00222899333740311,146,2075,21998,1.88792870110579,0.512535084589348,0.112863270163574,0.0296912545961984,"transition metal ion binding","gene_81","944769","idnD",2.85728693891254e-07,4.9575878635549,1,6.54404614403134,6.54404614403134,15,15,10,"transition metal ion binding
 padj:0.02969 N( -10/ +15/ 2075)","protein","Exp","carbonSource","glucose","gluconate","kegg"
"7",2,"GOTERM_MF_ALL","GO:0046872~metal ion binding",35,20.7100591715976,0.000254698426052587,146,2793,21998,1.8881106876781,0.0787495428401958,0.0401820708281158,0.00343477702044681,"metal ion binding","gene_36","949041","mglB",1.55748190351081e-05,2.19442863591346,1,4.80757699073689,4.80757699073689,22,23,10,"metal ion binding
 padj:0.00343 N( -10/ +23/ 2793)","protein","Exp","carbonSource","glucose","gluconate","kegg"
"8",3,"GOTERM_MF_ALL","GO:0043169~cation binding",35,20.7100591715976,0.000439796950217456,146,2876,21998,1.8336207060796,0.132071349809705,0.046117953325742,0.00592409535772642,"cation binding","gene_36","949041","mglB",1.55748190351081e-05,2.19442863591346,1,4.80757699073689,4.80757699073689,22,23,10,"cation binding
 padj:0.00592 N( -10/ +23/ 2876)","protein","Exp","carbonSource","glucose","gluconate","kegg"
"9",4,"GOTERM_MF_ALL","GO:0043167~ion binding",35,20.7100591715976,0.000483856668236475,146,2891,21998,1.82410693555342,0.144303526040131,0.0382107123875267,0.00651578843750245,"ion binding","gene_36","949041","mglB",1.55748190351081e-05,2.19442863591346,1,4.80757699073689,4.80757699073689,22,23,10,"ion binding
 padj:0.00652 N( -10/ +23/ 2891)","protein","Exp","carbonSource","glucose","gluconate","kegg"
"10",2,"GOTERM_MF_ALL","GO:0046872~metal ion binding",35,20.7100591715976,0.000254698426052587,146,2793,21998,1.8881106876781,0.0787495428401958,0.0401820708281158,0.00343477702044681,"metal ion binding","gene_51","948423","glpK",0.000142771244950612,1.92419349184518,1,3.84535925346173,3.84535925346173,20,23,10,"metal ion binding
 padj:0.00343 N( -10/ +23/ 2793)","protein","Exp","carbonSource","glucose","gluconate","kegg"
"11",3,"GOTERM_MF_ALL","GO:0043169~cation binding",35,20.7100591715976,0.000439796950217456,146,2876,21998,1.8336207060796,0.132071349809705,0.046117953325742,0.00592409535772642,"cation binding","gene_51","948423","glpK",0.000142771244950612,1.92419349184518,1,3.84535925346173,3.84535925346173,20,23,10,"cation binding
 padj:0.00592 N( -10/ +23/ 2876)","protein","Exp","carbonSource","glucose","gluconate","kegg"
"12",4,"GOTERM_MF_ALL","GO:0043167~ion binding",35,20.7100591715976,0.000483856668236475,146,2891,21998,1.82410693555342,0.144303526040131,0.0382107123875267,0.00651578843750245,"ion binding","gene_51","948423","glpK",0.000142771244950612,1.92419349184518,1,3.84535925346173,3.84535925346173,20,23,10,"ion binding
 padj:0.00652 N( -10/ +23/ 2891)","protein","Exp","carbonSource","glucose","gluconate","kegg"
"13",2,"GOTERM_MF_ALL","GO:0046872~metal ion binding",35,20.7100591715976,0.000254698426052587,146,2793,21998,1.8881106876781,0.0787495428401958,0.0401820708281158,0.00343477702044681,"metal ion binding","gene_58","946725","glpQ",0.000142771244950612,2.99741886243403,1,3.84535925346173,3.84535925346173,21,23,10,"metal ion binding
 padj:0.00343 N( -10/ +23/ 2793)","protein","Exp","carbonSource","glucose","gluconate","kegg"
