"","ID","KEGG_Path","padj_gene","log2","signChange","score_gene","FDR_KEGG_Path","numGenesInCat","abs_score","rank","numSigP","numSigN","KEGG_Path_long","KEGG_Path_short","pick_data","growthPhase","test_for","vs","df_category"
"1","fumB","eco00020:Citrate cycle (TCA cycle)",0.000251601226034428,1.51410204196016,1,3.59928724693627,1.22008539699126e-05,26,3.59928724693627,8,8,1,"Citrate cycle (TCA cycle)
 padj:0.00001 N( -1/ +8/ 26)","Citrate cycle (TCA cycle)","protein","Exp","carbonSource","glucoselactate","kegg"
"2","sdhB","eco00020:Citrate cycle (TCA cycle)",0.000486752852542609,1.29294454036742,1,3.31269149468233,1.22008539699126e-05,26,3.31269149468233,7,8,1,"Citrate cycle (TCA cycle)
 padj:0.00001 N( -1/ +8/ 26)","Citrate cycle (TCA cycle)","protein","Exp","carbonSource","glucoselactate","kegg"
"3","acnA","eco00020:Citrate cycle (TCA cycle)",0.000739333721497928,1.32381516479824,1,3.1311594848934,1.22008539699126e-05,26,3.1311594848934,6,8,1,"Citrate cycle (TCA cycle)
 padj:0.00001 N( -1/ +8/ 26)","Citrate cycle (TCA cycle)","protein","Exp","carbonSource","glucoselactate","kegg"
"4","frdA","eco00020:Citrate cycle (TCA cycle)",0.00179907339653407,2.06619497737848,1,2.7449511184446,1.22008539699126e-05,26,2.7449511184446,5,8,1,"Citrate cycle (TCA cycle)
 padj:0.00001 N( -1/ +8/ 26)","Citrate cycle (TCA cycle)","protein","Exp","carbonSource","glucoselactate","kegg"
"5","sdhA","eco00020:Citrate cycle (TCA cycle)",0.00255224145311125,1.19762500059475,1,2.59307824186564,1.22008539699126e-05,26,2.59307824186564,4,8,1,"Citrate cycle (TCA cycle)
 padj:0.00001 N( -1/ +8/ 26)","Citrate cycle (TCA cycle)","protein","Exp","carbonSource","glucoselactate","kegg"
"6","sucB","eco00020:Citrate cycle (TCA cycle)",0.00319443616702821,1.20755662853071,1,2.49560578575516,1.22008539699126e-05,26,2.49560578575516,3,8,1,"Citrate cycle (TCA cycle)
 padj:0.00001 N( -1/ +8/ 26)","Citrate cycle (TCA cycle)","protein","Exp","carbonSource","glucoselactate","kegg"
"7","sucC","eco00020:Citrate cycle (TCA cycle)",0.00319812745531106,1.19292074097617,1,2.49510423226106,1.22008539699126e-05,26,2.49510423226106,2,8,1,"Citrate cycle (TCA cycle)
 padj:0.00001 N( -1/ +8/ 26)","Citrate cycle (TCA cycle)","protein","Exp","carbonSource","glucoselactate","kegg"
"8","frdB","eco00020:Citrate cycle (TCA cycle)",0.044610366769901,1.99619244736467,1,1.35056420613544,1.22008539699126e-05,26,1.35056420613544,1,8,1,"Citrate cycle (TCA cycle)
 padj:0.00001 N( -1/ +8/ 26)","Citrate cycle (TCA cycle)","protein","Exp","carbonSource","glucoselactate","kegg"
"9","sdhB","eco00190:Oxidative phosphorylation",0.000486752852542609,1.29294454036742,1,3.31269149468233,0.0148090407356158,41,3.31269149468233,5,5,1,"Oxidative phosphorylation
 padj:0.01481 N( -1/ +5/ 41)","Oxidative phosphorylation","protein","Exp","carbonSource","glucoselactate","kegg"
"10","frdA","eco00190:Oxidative phosphorylation",0.00179907339653407,2.06619497737848,1,2.7449511184446,0.0148090407356158,41,2.7449511184446,4,5,1,"Oxidative phosphorylation
 padj:0.01481 N( -1/ +5/ 41)","Oxidative phosphorylation","protein","Exp","carbonSource","glucoselactate","kegg"
"11","sdhA","eco00190:Oxidative phosphorylation",0.00255224145311125,1.19762500059475,1,2.59307824186564,0.0148090407356158,41,2.59307824186564,3,5,1,"Oxidative phosphorylation
 padj:0.01481 N( -1/ +5/ 41)","Oxidative phosphorylation","protein","Exp","carbonSource","glucoselactate","kegg"
"12","nuoI","eco00190:Oxidative phosphorylation",0.0230168361076314,1.20488738172167,1,1.63795437468676,0.0148090407356158,41,1.63795437468676,2,5,1,"Oxidative phosphorylation
 padj:0.01481 N( -1/ +5/ 41)","Oxidative phosphorylation","protein","Exp","carbonSource","glucoselactate","kegg"
"13","frdB","eco00190:Oxidative phosphorylation",0.044610366769901,1.99619244736467,1,1.35056420613544,0.0148090407356158,41,1.35056420613544,1,5,1,"Oxidative phosphorylation
 padj:0.01481 N( -1/ +5/ 41)","Oxidative phosphorylation","protein","Exp","carbonSource","glucoselactate","kegg"
"14","ndh","eco00190:Oxidative phosphorylation",6.97867533402829e-05,-1.93914254925559,-1,-4.15622700570329,0.0148090407356158,41,4.15622700570329,-1,5,1,"Oxidative phosphorylation
 padj:0.01481 N( -1/ +5/ 41)","Oxidative phosphorylation","protein","Exp","carbonSource","glucoselactate","kegg"
"15","nanA","eco00520:Amino sugar and nucleotide sugar metabolism",2.05440778002949e-05,3.93175218773255,1,4.68731334893762,0.00242221346731741,35,4.68731334893762,7,7,1,"Amino sugar and nucleotide sugar metabolism
 padj:0.00242 N( -1/ +7/ 35)","Amino sugar and nucleotide sugar metabolism","protein","Exp","carbonSource","glucoselactate","kegg"
"16","glgC","eco00520:Amino sugar and nucleotide sugar metabolism",6.01721709169117e-05,1.3646372268499,1,4.22060431956655,0.00242221346731741,35,4.22060431956655,6,7,1,"Amino sugar and nucleotide sugar metabolism
 padj:0.00242 N( -1/ +7/ 35)","Amino sugar and nucleotide sugar metabolism","protein","Exp","carbonSource","glucoselactate","kegg"
"17","nagB","eco00520:Amino sugar and nucleotide sugar metabolism",0.0116601978844366,1.11757200237606,1,1.93329407913193,0.00242221346731741,35,1.93329407913193,5,7,1,"Amino sugar and nucleotide sugar metabolism
 padj:0.00242 N( -1/ +7/ 35)","Amino sugar and nucleotide sugar metabolism","protein","Exp","carbonSource","glucoselactate","kegg"
"18","nanE","eco00520:Amino sugar and nucleotide sugar metabolism",0.0171127603504831,2.9008967683025,1,1.76667993152892,0.00242221346731741,35,1.76667993152892,4,7,1,"Amino sugar and nucleotide sugar metabolism
 padj:0.00242 N( -1/ +7/ 35)","Amino sugar and nucleotide sugar metabolism","protein","Exp","carbonSource","glucoselactate","kegg"
"19","murQ","eco00520:Amino sugar and nucleotide sugar metabolism",0.0190362947756837,1.42221146061148,1,1.72041757880175,0.00242221346731741,35,1.72041757880175,3,7,1,"Amino sugar and nucleotide sugar metabolism
 padj:0.00242 N( -1/ +7/ 35)","Amino sugar and nucleotide sugar metabolism","protein","Exp","carbonSource","glucoselactate","kegg"
"20","galK","eco00520:Amino sugar and nucleotide sugar metabolism",0.0212928877904009,1.42169326736607,1,1.67176543455103,0.00242221346731741,35,1.67176543455103,2,7,1,"Amino sugar and nucleotide sugar metabolism
 padj:0.00242 N( -1/ +7/ 35)","Amino sugar and nucleotide sugar metabolism","protein","Exp","carbonSource","glucoselactate","kegg"
"21","murP","eco00520:Amino sugar and nucleotide sugar metabolism",0.0215242065747371,2.86345244482427,1,1.66707284854164,0.00242221346731741,35,1.66707284854164,1,7,1,"Amino sugar and nucleotide sugar metabolism
 padj:0.00242 N( -1/ +7/ 35)","Amino sugar and nucleotide sugar metabolism","protein","Exp","carbonSource","glucoselactate","kegg"
"22","lldD","eco00620:Pyruvate metabolism",7.55002256289021e-12,4.80681166343588,1,11.1220517505001,1.96664307151595e-05,40,11.1220517505001,9,9,1,"Pyruvate metabolism
 padj:0.00002 N( -1/ +9/ 40)","Pyruvate metabolism","protein","Exp","carbonSource","glucoselactate","kegg"
"23","ppsA","eco00620:Pyruvate metabolism",3.02640159053307e-07,1.98753101687157,1,6.51907344347068,1.96664307151595e-05,40,6.51907344347068,8,9,1,"Pyruvate metabolism
 padj:0.00002 N( -1/ +9/ 40)","Pyruvate metabolism","protein","Exp","carbonSource","glucoselactate","kegg"
"24","aldA","eco00620:Pyruvate metabolism",7.16493818264009e-07,1.97715730678904,1,6.1447875522386,1.96664307151595e-05,40,6.1447875522386,7,9,1,"Pyruvate metabolism
 padj:0.00002 N( -1/ +9/ 40)","Pyruvate metabolism","protein","Exp","carbonSource","glucoselactate","kegg"
"25","acs","eco00620:Pyruvate metabolism",9.79649357998779e-07,2.32470363360111,1,6.00892934179304,1.96664307151595e-05,40,6.00892934179304,6,9,1,"Pyruvate metabolism
 padj:0.00002 N( -1/ +9/ 40)","Pyruvate metabolism","protein","Exp","carbonSource","glucoselactate","kegg"
"26","maeB","eco00620:Pyruvate metabolism",4.13869108884666e-06,1.6902181033279,1,5.38313698805103,1.96664307151595e-05,40,5.38313698805103,5,9,1,"Pyruvate metabolism
 padj:0.00002 N( -1/ +9/ 40)","Pyruvate metabolism","protein","Exp","carbonSource","glucoselactate","kegg"
"27","pflD","eco00620:Pyruvate metabolism",4.44446458829036e-06,4.21414040471034,1,5.35218054973457,1.96664307151595e-05,40,5.35218054973457,4,9,1,"Pyruvate metabolism
 padj:0.00002 N( -1/ +9/ 40)","Pyruvate metabolism","protein","Exp","carbonSource","glucoselactate","kegg"
"28","mqo","eco00620:Pyruvate metabolism",0.0062047247003552,1.50155263037852,1,2.20727748310465,1.96664307151595e-05,40,2.20727748310465,3,9,1,"Pyruvate metabolism
 padj:0.00002 N( -1/ +9/ 40)","Pyruvate metabolism","protein","Exp","carbonSource","glucoselactate","kegg"
"29","glcB","eco00620:Pyruvate metabolism",0.0327833773140384,1.07506173710842,1,1.48434630783396,1.96664307151595e-05,40,1.48434630783396,2,9,1,"Pyruvate metabolism
 padj:0.00002 N( -1/ +9/ 40)","Pyruvate metabolism","protein","Exp","carbonSource","glucoselactate","kegg"
"30","yqeF","eco00620:Pyruvate metabolism",0.0403522815759319,1.73511961415367,1,1.39413190461418,1.96664307151595e-05,40,1.39413190461418,1,9,1,"Pyruvate metabolism
 padj:0.00002 N( -1/ +9/ 40)","Pyruvate metabolism","protein","Exp","carbonSource","glucoselactate","kegg"
"31","sdhB","eco00632:Benzoate degradation via CoA ligation",0.000486752852542609,1.29294454036742,1,3.31269149468233,0.00584922199114801,16,3.31269149468233,5,5,1,"Benzoate degradation via CoA ligation
 padj:0.00585 N( -1/ +5/ 16)","Benzoate degradation via CoA ligation","protein","Exp","carbonSource","glucoselactate","kegg"
"32","frdA","eco00632:Benzoate degradation via CoA ligation",0.00179907339653407,2.06619497737848,1,2.7449511184446,0.00584922199114801,16,2.7449511184446,4,5,1,"Benzoate degradation via CoA ligation
 padj:0.00585 N( -1/ +5/ 16)","Benzoate degradation via CoA ligation","protein","Exp","carbonSource","glucoselactate","kegg"
"33","sdhA","eco00632:Benzoate degradation via CoA ligation",0.00255224145311125,1.19762500059475,1,2.59307824186564,0.00584922199114801,16,2.59307824186564,3,5,1,"Benzoate degradation via CoA ligation
 padj:0.00585 N( -1/ +5/ 16)","Benzoate degradation via CoA ligation","protein","Exp","carbonSource","glucoselactate","kegg"
"34","yqeF","eco00632:Benzoate degradation via CoA ligation",0.0403522815759319,1.73511961415367,1,1.39413190461418,0.00584922199114801,16,1.39413190461418,2,5,1,"Benzoate degradation via CoA ligation
 padj:0.00585 N( -1/ +5/ 16)","Benzoate degradation via CoA ligation","protein","Exp","carbonSource","glucoselactate","kegg"
"35","frdB","eco00632:Benzoate degradation via CoA ligation",0.044610366769901,1.99619244736467,1,1.35056420613544,0.00584922199114801,16,1.35056420613544,1,5,1,"Benzoate degradation via CoA ligation
 padj:0.00585 N( -1/ +5/ 16)","Benzoate degradation via CoA ligation","protein","Exp","carbonSource","glucoselactate","kegg"
"36","acs","eco00640:Propanoate metabolism",9.79649357998779e-07,2.32470363360111,1,6.00892934179304,0.0347829373630218,25,6.00892934179304,5,5,1,"Propanoate metabolism
 padj:0.03478 N( -1/ +5/ 25)","Propanoate metabolism","protein","Exp","carbonSource","glucoselactate","kegg"
"37","pflD","eco00640:Propanoate metabolism",4.44446458829036e-06,4.21414040471034,1,5.35218054973457,0.0347829373630218,25,5.35218054973457,4,5,1,"Propanoate metabolism
 padj:0.03478 N( -1/ +5/ 25)","Propanoate metabolism","protein","Exp","carbonSource","glucoselactate","kegg"
