"","X","Category","MF","Count","X.","PValue","List.Total","Pop.Hits","Pop.Total","Fold.Enrichment","Bonferroni","Benjamini","FDR_MF","MF_Short","gene_number","gene_name_ez","gene_name","padj_gene","log2","signChange","score_gene","abs_score","rank","numSigP","numSigN","MF_long","MF_short","pick_data","growthPhase","test_for","base","contrast","df_category"
"1",3,"GOTERM_MF_ALL","GO:0046872~metal ion binding",84,17.1079429735234,6.61338828851725e-08,366,2793,21998,1.8076338386951,3.61745808405978e-05,1.20583390165185e-05,9.64379655798986e-07,"metal ion binding","gene_259","948562","aphA",1.57570594565519e-07,3.36216878048976,1,6.80252482624665,6.80252482624665,9,9,63,"metal ion binding
 padj:0.00000 N( -63/ +9/ 2793)","metal ion binding","mrna","Sta","Na_mM_Levels","baseNa","highNa","kegg"
"2",2,"GOTERM_MF_ALL","GO:0043169~cation binding",86,17.5152749490835,5.55057878060331e-08,366,2876,21998,1.79726319949535,3.03612058885072e-05,1.51807181713037e-05,8.09398361112379e-07,"cation binding","gene_265","948562","aphA",1.57570594565519e-07,3.36216878048976,1,6.80252482624665,6.80252482624665,9,9,65,"cation binding
 padj:0.00000 N( -65/ +9/ 2876)","cation binding","mrna","Sta","Na_mM_Levels","baseNa","highNa","kegg"
"3",4,"GOTERM_MF_ALL","GO:0043167~ion binding",86,17.5152749490835,7.00895983131986e-08,366,2891,21998,1.78793807047687,3.83382767090712e-05,9.58470697631775e-06,1.02206279029016e-06,"ion binding","gene_265","948562","aphA",1.57570594565519e-07,3.36216878048976,1,6.80252482624665,6.80252482624665,9,9,65,"ion binding
 padj:0.00000 N( -65/ +9/ 2891)","ion binding","mrna","Sta","Na_mM_Levels","baseNa","highNa","kegg"
"4",1,"GOTERM_MF_ALL","GO:0005515~protein binding",109,22.1995926680244,1.08188336323149e-43,366,1395,21998,4.69628454472452,5.91790199687624e-41,5.91790199687624e-41,1.57762818080049e-42,"protein binding","gene_346","948562","aphA",1.57570594565519e-07,3.36216878048976,1,6.80252482624665,6.80252482624665,14,14,87,"protein binding
 padj:0.00000 N( -87/ +14/ 1395)","protein binding","mrna","Sta","Na_mM_Levels","baseNa","highNa","kegg"
"5",6,"GOTERM_MF_ALL","GO:0005488~binding",263,53.5641547861507,1.90038678502098e-05,366,13515,21998,1.16961198749012,0.0103413709800234,0.00173103577449218,0.000277083182097626,"binding","gene_386","948562","aphA",1.57570594565519e-07,3.36216878048976,1,6.80252482624665,6.80252482624665,29,29,205,"binding
 padj:0.00028 N( -205/ +29/ 13515)","binding","mrna","Sta","Na_mM_Levels","baseNa","highNa","kegg"
"6",6,"GOTERM_MF_ALL","GO:0005488~binding",263,53.5641547861507,1.90038678502098e-05,366,13515,21998,1.16961198749012,0.0103413709800234,0.00173103577449218,0.000277083182097626,"binding","gene_90","948897","prfC",2.8572803224019e-06,3.00856695271411,1,5.54404714971171,5.54404714971171,28,29,205,"binding
 padj:0.00028 N( -205/ +29/ 13515)","binding","mrna","Sta","Na_mM_Levels","baseNa","highNa","kegg"
"7",1,"GOTERM_MF_ALL","GO:0005515~protein binding",109,22.1995926680244,1.08188336323149e-43,366,1395,21998,4.69628454472452,5.91790199687624e-41,5.91790199687624e-41,1.57762818080049e-42,"protein binding","gene_175","948897","prfC",2.8572803224019e-06,3.00856695271411,1,5.54404714971171,5.54404714971171,13,14,87,"protein binding
 padj:0.00000 N( -87/ +14/ 1395)","protein binding","mrna","Sta","Na_mM_Levels","baseNa","highNa","kegg"
"8",3,"GOTERM_MF_ALL","GO:0046872~metal ion binding",84,17.1079429735234,6.61338828851725e-08,366,2793,21998,1.8076338386951,3.61745808405978e-05,1.20583390165185e-05,9.64379655798986e-07,"metal ion binding","gene_115","2847766","dgoA",2.8961570602422e-05,2.85011599377975,1,4.53817788979984,4.53817788979984,8,9,63,"metal ion binding
 padj:0.00000 N( -63/ +9/ 2793)","metal ion binding","mrna","Sta","Na_mM_Levels","baseNa","highNa","kegg"
"9",2,"GOTERM_MF_ALL","GO:0043169~cation binding",86,17.5152749490835,5.55057878060331e-08,366,2876,21998,1.79726319949535,3.03612058885072e-05,1.51807181713037e-05,8.09398361112379e-07,"cation binding","gene_117","2847766","dgoA",2.8961570602422e-05,2.85011599377975,1,4.53817788979984,4.53817788979984,8,9,65,"cation binding
 padj:0.00000 N( -65/ +9/ 2876)","cation binding","mrna","Sta","Na_mM_Levels","baseNa","highNa","kegg"
"10",4,"GOTERM_MF_ALL","GO:0043167~ion binding",86,17.5152749490835,7.00895983131986e-08,366,2891,21998,1.78793807047687,3.83382767090712e-05,9.58470697631775e-06,1.02206279029016e-06,"ion binding","gene_117","2847766","dgoA",2.8961570602422e-05,2.85011599377975,1,4.53817788979984,4.53817788979984,8,9,65,"ion binding
 padj:0.00000 N( -65/ +9/ 2891)","ion binding","mrna","Sta","Na_mM_Levels","baseNa","highNa","kegg"
"11",6,"GOTERM_MF_ALL","GO:0005488~binding",263,53.5641547861507,1.90038678502098e-05,366,13515,21998,1.16961198749012,0.0103413709800234,0.00173103577449218,0.000277083182097626,"binding","gene_687","2847766","dgoA",2.8961570602422e-05,2.85011599377975,1,4.53817788979984,4.53817788979984,27,29,205,"binding
 padj:0.00028 N( -205/ +29/ 13515)","binding","mrna","Sta","Na_mM_Levels","baseNa","highNa","kegg"
"12",7,"GOTERM_MF_ALL","GO:0008270~zinc ion binding",28,5.70264765784114,0.000153177418494312,366,751,21998,2.24088828738367,0.0803797499064991,0.0118992749208975,0.00223134765661059,"zinc ion binding","gene_39","948401","rhaD",0.00022631914398912,2.53893103451929,1,3.64527870818762,3.64527870818762,2,2,20,"zinc ion binding
 padj:0.00223 N( -20/ +2/ 751)","zinc ion binding","mrna","Sta","Na_mM_Levels","baseNa","highNa","kegg"
