"","ID","MF_Name","padj_gene","log2","signChange","score_gene","FDR_GoMF","numGenesInCat","abs_score","rank","numSigP","numSigN","MF_Name_long","MF_Name_short","pick_data","growthPhase","test_for","vs","df_category"
"1","sdhB","GO:0000104~succinate dehydrogenase activity",0.000486752852542609,1.29294454036742,1,3.31269149468233,0.00524192449731242,7,3.31269149468233,4,4,1,"succinate dehydrogenase activity
 padj:0.00524 N( -1/ +4/ 7)","succinate dehydrogenase activity","protein","Exp","carbonSource","glucoselactate","MF"
"2","frdA","GO:0000104~succinate dehydrogenase activity",0.00179907339653407,2.06619497737848,1,2.7449511184446,0.00524192449731242,7,2.7449511184446,3,4,1,"succinate dehydrogenase activity
 padj:0.00524 N( -1/ +4/ 7)","succinate dehydrogenase activity","protein","Exp","carbonSource","glucoselactate","MF"
"3","sdhA","GO:0000104~succinate dehydrogenase activity",0.00255224145311125,1.19762500059475,1,2.59307824186564,0.00524192449731242,7,2.59307824186564,2,4,1,"succinate dehydrogenase activity
 padj:0.00524 N( -1/ +4/ 7)","succinate dehydrogenase activity","protein","Exp","carbonSource","glucoselactate","MF"
"4","frdB","GO:0000104~succinate dehydrogenase activity",0.044610366769901,1.99619244736467,1,1.35056420613544,0.00524192449731242,7,1.35056420613544,1,4,1,"succinate dehydrogenase activity
 padj:0.00524 N( -1/ +4/ 7)","succinate dehydrogenase activity","protein","Exp","carbonSource","glucoselactate","MF"
"5","glpK","GO:0000166~nucleotide binding",4.24074679099172e-17,3.10460939785218,1,16.372557657877,0.0237081800899743,586,16.372557657877,43,43,9,"nucleotide binding
 padj:0.02371 N( -9/ +43/ 586)","nucleotide binding","protein","Exp","carbonSource","glucoselactate","MF"
"6","mglA","GO:0000166~nucleotide binding",1.33127009040043e-12,4.9906273241014,1,11.8757338251633,0.0237081800899743,586,11.8757338251633,42,43,9,"nucleotide binding
 padj:0.02371 N( -9/ +43/ 586)","nucleotide binding","protein","Exp","carbonSource","glucoselactate","MF"
"7","lldD","GO:0000166~nucleotide binding",7.55002256289021e-12,4.80681166343588,1,11.1220517505001,0.0237081800899743,586,11.1220517505001,41,43,9,"nucleotide binding
 padj:0.02371 N( -9/ +43/ 586)","nucleotide binding","protein","Exp","carbonSource","glucoselactate","MF"
"8","rbsA","GO:0000166~nucleotide binding",3.15946517665152e-08,2.07282969923809,1,7.50038642702936,0.0237081800899743,586,7.50038642702936,40,43,9,"nucleotide binding
 padj:0.02371 N( -9/ +43/ 586)","nucleotide binding","protein","Exp","carbonSource","glucoselactate","MF"
"9","ppsA","GO:0000166~nucleotide binding",3.02640159053307e-07,1.98753101687157,1,6.51907344347068,0.0237081800899743,586,6.51907344347068,39,43,9,"nucleotide binding
 padj:0.02371 N( -9/ +43/ 586)","nucleotide binding","protein","Exp","carbonSource","glucoselactate","MF"
"10","acs","GO:0000166~nucleotide binding",9.79649357998779e-07,2.32470363360111,1,6.00892934179304,0.0237081800899743,586,6.00892934179304,37,43,9,"nucleotide binding
 padj:0.02371 N( -9/ +43/ 586)","nucleotide binding","protein","Exp","carbonSource","glucoselactate","MF"
"11","ydiA","GO:0000166~nucleotide binding",9.79649357998779e-07,2.23460558682501,1,6.00892934179304,0.0237081800899743,586,6.00892934179304,38,43,9,"nucleotide binding
 padj:0.02371 N( -9/ +43/ 586)","nucleotide binding","protein","Exp","carbonSource","glucoselactate","MF"
"12","oppD","GO:0000166~nucleotide binding",1.39866515257207e-06,1.4711207359572,1,5.85428624533395,0.0237081800899743,586,5.85428624533395,36,43,9,"nucleotide binding
 padj:0.02371 N( -9/ +43/ 586)","nucleotide binding","protein","Exp","carbonSource","glucoselactate","MF"
"13","crp","GO:0000166~nucleotide binding",1.85655054121169e-06,1.82369520442964,1,5.73129322339954,0.0237081800899743,586,5.73129322339954,35,43,9,"nucleotide binding
 padj:0.02371 N( -9/ +43/ 586)","nucleotide binding","protein","Exp","carbonSource","glucoselactate","MF"
