"","ID","KEGG_Path","padj_gene","log2","signChange","score_gene","FDR_KEGG_Path","numGenesInCat","abs_score","rank","numSigP","numSigN","KEGG_Path_long","KEGG_Path_short","pick_data","growthPhase","test_for","vs","df_category"
"1","allB","eco00230:Purine metabolism",0.00428677297994656,1.23798380270384,1,2.36786951536203,8.59534665664796e-13,76,2.36786951536203,1,1,23,"Purine metabolism
 padj:0.00000 N( -23/ +1/ 76)","Purine metabolism","mrna","Exp","carbonSource","glucoseglycerol","kegg"
"2","cysC","eco00230:Purine metabolism",0.0331541736868901,-1.14051630213691,-1,-1.47946179169092,8.59534665664796e-13,76,1.47946179169092,-1,1,23,"Purine metabolism
 padj:0.00000 N( -23/ +1/ 76)","Purine metabolism","mrna","Exp","carbonSource","glucoseglycerol","kegg"
"3","rpoB","eco00230:Purine metabolism",0.0306858076542402,-1.074691063922,-1,-1.51306244154532,8.59534665664796e-13,76,1.51306244154532,-2,1,23,"Purine metabolism
 padj:0.00000 N( -23/ +1/ 76)","Purine metabolism","mrna","Exp","carbonSource","glucoseglycerol","kegg"
"4","purE","eco00230:Purine metabolism",0.0282468114134364,-1.54180483789731,-1,-1.54903056956865,8.59534665664796e-13,76,1.54903056956865,-3,1,23,"Purine metabolism
 padj:0.00000 N( -23/ +1/ 76)","Purine metabolism","mrna","Exp","carbonSource","glucoseglycerol","kegg"
"5","cysN","eco00230:Purine metabolism",0.0222419725079196,-1.33591084915088,-1,-1.65282670039401,8.59534665664796e-13,76,1.65282670039401,-4,1,23,"Purine metabolism
 padj:0.00000 N( -23/ +1/ 76)","Purine metabolism","mrna","Exp","carbonSource","glucoseglycerol","kegg"
"6","spoT","eco00230:Purine metabolism",0.016836362514998,-1.03468456145247,-1,-1.77375173173797,8.59534665664796e-13,76,1.77375173173797,-5,1,23,"Purine metabolism
 padj:0.00000 N( -23/ +1/ 76)","Purine metabolism","mrna","Exp","carbonSource","glucoseglycerol","kegg"
"7","purH","eco00230:Purine metabolism",0.0166245077971639,-1.49769644206268,-1,-1.77925120401825,8.59534665664796e-13,76,1.77925120401825,-6,1,23,"Purine metabolism
 padj:0.00000 N( -23/ +1/ 76)","Purine metabolism","mrna","Exp","carbonSource","glucoseglycerol","kegg"
"8","adk","eco00230:Purine metabolism",0.0160283670069285,-1.12776323530796,-1,-1.79511072193817,8.59534665664796e-13,76,1.79511072193817,-7,1,23,"Purine metabolism
 padj:0.00000 N( -23/ +1/ 76)","Purine metabolism","mrna","Exp","carbonSource","glucoseglycerol","kegg"
"9","yjjG","eco00230:Purine metabolism",0.014551603761656,-1.09826731359645,-1,-1.8370891395678,8.59534665664796e-13,76,1.8370891395678,-8,1,23,"Purine metabolism
 padj:0.00000 N( -23/ +1/ 76)","Purine metabolism","mrna","Exp","carbonSource","glucoseglycerol","kegg"
"10","cysD","eco00230:Purine metabolism",0.0141185630090997,-1.54479710334583,-1,-1.85020950363668,8.59534665664796e-13,76,1.85020950363668,-9,1,23,"Purine metabolism
 padj:0.00000 N( -23/ +1/ 76)","Purine metabolism","mrna","Exp","carbonSource","glucoseglycerol","kegg"
"11","purB","eco00230:Purine metabolism",0.0102891751887672,-1.35369358549319,-1,-1.98761943819425,8.59534665664796e-13,76,1.98761943819425,-10,1,23,"Purine metabolism
 padj:0.00000 N( -23/ +1/ 76)","Purine metabolism","mrna","Exp","carbonSource","glucoseglycerol","kegg"
"12","apt","eco00230:Purine metabolism",0.00846345689684298,-1.53479444258707,-1,-2.07245221325216,8.59534665664796e-13,76,2.07245221325216,-11,1,23,"Purine metabolism
 padj:0.00000 N( -23/ +1/ 76)","Purine metabolism","mrna","Exp","carbonSource","glucoseglycerol","kegg"
"13","guaA","eco00230:Purine metabolism",0.00814173961295737,-1.1810962735175,-1,-2.08928279123003,8.59534665664796e-13,76,2.08928279123003,-12,1,23,"Purine metabolism
 padj:0.00000 N( -23/ +1/ 76)","Purine metabolism","mrna","Exp","carbonSource","glucoseglycerol","kegg"
"14","purK","eco00230:Purine metabolism",0.00433236183122817,-1.62255660625186,-1,-2.3632752790219,8.59534665664796e-13,76,2.3632752790219,-13,1,23,"Purine metabolism
 padj:0.00000 N( -23/ +1/ 76)","Purine metabolism","mrna","Exp","carbonSource","glucoseglycerol","kegg"
"15","purT","eco00230:Purine metabolism",0.00381482356311387,-1.46408347161121,-1,-2.41852554351198,8.59534665664796e-13,76,2.41852554351198,-14,1,23,"Purine metabolism
 padj:0.00000 N( -23/ +1/ 76)","Purine metabolism","mrna","Exp","carbonSource","glucoseglycerol","kegg"
"16","purC","eco00230:Purine metabolism",0.00349882884315284,-1.46850216036839,-1,-2.45607730195617,8.59534665664796e-13,76,2.45607730195617,-15,1,23,"Purine metabolism
 padj:0.00000 N( -23/ +1/ 76)","Purine metabolism","mrna","Exp","carbonSource","glucoseglycerol","kegg"
"17","purF","eco00230:Purine metabolism",0.0026102421450924,-1.23012301212509,-1,-2.58331920247034,8.59534665664796e-13,76,2.58331920247034,-16,1,23,"Purine metabolism
 padj:0.00000 N( -23/ +1/ 76)","Purine metabolism","mrna","Exp","carbonSource","glucoseglycerol","kegg"
"18","nrdA","eco00230:Purine metabolism",0.00249562149267881,-1.13288707174843,-1,-2.60282128281423,8.59534665664796e-13,76,2.60282128281423,-17,1,23,"Purine metabolism
 padj:0.00000 N( -23/ +1/ 76)","Purine metabolism","mrna","Exp","carbonSource","glucoseglycerol","kegg"
"19","purD","eco00230:Purine metabolism",0.00209936285601875,-1.76689738017806,-1,-2.67791249102828,8.59534665664796e-13,76,2.67791249102828,-18,1,23,"Purine metabolism
 padj:0.00000 N( -23/ +1/ 76)","Purine metabolism","mrna","Exp","carbonSource","glucoseglycerol","kegg"
"20","gsk","eco00230:Purine metabolism",0.00194034253241055,-1.36542097507642,-1,-2.71212159645917,8.59534665664796e-13,76,2.71212159645917,-19,1,23,"Purine metabolism
 padj:0.00000 N( -23/ +1/ 76)","Purine metabolism","mrna","Exp","carbonSource","glucoseglycerol","kegg"
"21","purL","eco00230:Purine metabolism",0.0016207642000331,-1.7888858435816,-1,-2.79028016471565,8.59534665664796e-13,76,2.79028016471565,-20,1,23,"Purine metabolism
 padj:0.00000 N( -23/ +1/ 76)","Purine metabolism","mrna","Exp","carbonSource","glucoseglycerol","kegg"
"22","rpoA","eco00230:Purine metabolism",0.000801599975734569,-1.92654302342295,-1,-3.09604230462346,8.59534665664796e-13,76,3.09604230462346,-21,1,23,"Purine metabolism
 padj:0.00000 N( -23/ +1/ 76)","Purine metabolism","mrna","Exp","carbonSource","glucoseglycerol","kegg"
"23","purM","eco00230:Purine metabolism",0.000758457411253618,-1.86702885447565,-1,-3.12006880060807,8.59534665664796e-13,76,3.12006880060807,-22,1,23,"Purine metabolism
 padj:0.00000 N( -23/ +1/ 76)","Purine metabolism","mrna","Exp","carbonSource","glucoseglycerol","kegg"
"24","guaB","eco00230:Purine metabolism",0.000208823198383977,-1.80828757922205,-1,-3.68022125676885,8.59534665664796e-13,76,3.68022125676885,-23,1,23,"Purine metabolism
 padj:0.00000 N( -23/ +1/ 76)","Purine metabolism","mrna","Exp","carbonSource","glucoseglycerol","kegg"
"25","rpoB","eco00240:Pyrimidine metabolism",0.0306858076542402,-1.074691063922,-1,-1.51306244154532,9.04198079991758e-05,52,1.51306244154532,-1,0,12,"Pyrimidine metabolism
 padj:0.00009 N( -12/ +0/ 52)","Pyrimidine metabolism","mrna","Exp","carbonSource","glucoseglycerol","kegg"
"26","pyrD","eco00240:Pyrimidine metabolism",0.0302748843853949,-1.29870963592115,-1,-1.51891750667809,9.04198079991758e-05,52,1.51891750667809,-2,0,12,"Pyrimidine metabolism
 padj:0.00009 N( -12/ +0/ 52)","Pyrimidine metabolism","mrna","Exp","carbonSource","glucoseglycerol","kegg"
"27","yjjG","eco00240:Pyrimidine metabolism",0.014551603761656,-1.09826731359645,-1,-1.8370891395678,9.04198079991758e-05,52,1.8370891395678,-3,0,12,"Pyrimidine metabolism
 padj:0.00009 N( -12/ +0/ 52)","Pyrimidine metabolism","mrna","Exp","carbonSource","glucoseglycerol","kegg"
"28","pyrG","eco00240:Pyrimidine metabolism",0.00533107151486301,-1.0446341448929,-1,-2.27318549149453,9.04198079991758e-05,52,2.27318549149453,-4,0,12,"Pyrimidine metabolism
 padj:0.00009 N( -12/ +0/ 52)","Pyrimidine metabolism","mrna","Exp","carbonSource","glucoseglycerol","kegg"
"29","cmk","eco00240:Pyrimidine metabolism",0.00288978046482346,-1.40853917029442,-1,-2.53913514912485,9.04198079991758e-05,52,2.53913514912485,-5,0,12,"Pyrimidine metabolism
 padj:0.00009 N( -12/ +0/ 52)","Pyrimidine metabolism","mrna","Exp","carbonSource","glucoseglycerol","kegg"
"30","nrdA","eco00240:Pyrimidine metabolism",0.00249562149267881,-1.13288707174843,-1,-2.60282128281423,9.04198079991758e-05,52,2.60282128281423,-6,0,12,"Pyrimidine metabolism
 padj:0.00009 N( -12/ +0/ 52)","Pyrimidine metabolism","mrna","Exp","carbonSource","glucoseglycerol","kegg"
