"","X","Category","MF","Count","X.","PValue","List.Total","Pop.Hits","Pop.Total","Fold.Enrichment","Bonferroni","Benjamini","FDR_MF","MF_Short","gene_number","gene_name_ez","gene_name","padj_gene","log2","signChange","score_gene","abs_score","rank","numSigP","numSigN","MF_long","MF_short","pick_data","growthPhase","test_for","base","contrast","df_category"
"1",11,"GOTERM_MF_ALL","GO:0000166~nucleotide binding",18,26.865671641791,0.00111730029044249,55,3175,21998,2.2675103793844,0.194971370445637,0.0238094666829241,0.0138453819592051,"nucleotide binding","gene_32","946571","ugd",0.028276570950828,1.93437530884248,1,1.54857325779689,1.54857325779689,1,1,15,"nucleotide binding
 padj:0.01385 N( -15/ +1/ 3175)","nucleotide binding","mrna","Sta","Mg_mM_Levels","baseMg","lowMg","kegg"
"2",13,"GOTERM_MF_ALL","GO:0000287~magnesium ion binding",7,10.4477611940298,0.00236450373173662,55,557,21998,5.02647298841195,0.368247070435031,0.040891073246122,0.0290920965977985,"magnesium ion binding","gene_26","947372","lysS",0.0497994706604406,-1.82472009767905,-1,-1.30277527351481,1.30277527351481,-1,0,5,"magnesium ion binding
 padj:0.02909 N( -5/ +0/ 557)","magnesium ion binding","mrna","Sta","Mg_mM_Levels","baseMg","lowMg","kegg"
"3",1,"GOTERM_MF_ALL","GO:0005515~protein binding",13,19.4029850746269,0.000114714837429506,55,1395,21998,3.72725969371131,0.0220101184163894,0.0220101184163894,0.00142971717736451,"protein binding","gene_44","947372","lysS",0.0497994706604406,-1.82472009767905,-1,-1.30277527351481,1.30277527351481,-1,0,13,"protein binding
 padj:0.00143 N( -13/ +0/ 1395)","protein binding","mrna","Sta","Mg_mM_Levels","baseMg","lowMg","kegg"
"4",2,"GOTERM_MF_ALL","GO:0005524~ATP binding",16,23.8805970149254,0.000214117552276578,55,2225,21998,2.87614300306435,0.0406921583734465,0.0205573821675139,0.00266707513604303,"ATP binding","gene_54","947372","lysS",0.0497994706604406,-1.82472009767905,-1,-1.30277527351481,1.30277527351481,-1,0,14,"ATP binding
 padj:0.00267 N( -14/ +0/ 2225)","ATP binding","mrna","Sta","Mg_mM_Levels","baseMg","lowMg","kegg"
"5",3,"GOTERM_MF_ALL","GO:0032559~adenyl ribonucleotide binding",16,23.8805970149254,0.000220578263074555,55,2231,21998,2.86840797033536,0.0418940414789915,0.0141643623936294,0.00274744877558841,"adenyl ribonucleotide binding","gene_54","947372","lysS",0.0497994706604406,-1.82472009767905,-1,-1.30277527351481,1.30277527351481,-1,0,14,"adenyl ribonucleotide binding
 padj:0.00275 N( -14/ +0/ 2231)","adenyl ribonucleotide binding","mrna","Sta","Mg_mM_Levels","baseMg","lowMg","kegg"
"6",7,"GOTERM_MF_ALL","GO:0032555~purine ribonucleotide binding",16,23.8805970149254,0.00045611360715059,55,2385,21998,2.68319420621307,0.0847025877119134,0.0146427740596504,0.00567353125109482,"purine ribonucleotide binding","gene_54","947372","lysS",0.0497994706604406,-1.82472009767905,-1,-1.30277527351481,1.30277527351481,-1,0,14,"purine ribonucleotide binding
 padj:0.00567 N( -14/ +0/ 2385)","purine ribonucleotide binding","mrna","Sta","Mg_mM_Levels","baseMg","lowMg","kegg"
"7",8,"GOTERM_MF_ALL","GO:0032553~ribonucleotide binding",16,23.8805970149254,0.00045611360715059,55,2385,21998,2.68319420621307,0.0847025877119134,0.0146427740596504,0.00567353125109482,"ribonucleotide binding","gene_54","947372","lysS",0.0497994706604406,-1.82472009767905,-1,-1.30277527351481,1.30277527351481,-1,0,14,"ribonucleotide binding
 padj:0.00567 N( -14/ +0/ 2385)","ribonucleotide binding","mrna","Sta","Mg_mM_Levels","baseMg","lowMg","kegg"
"8",4,"GOTERM_MF_ALL","GO:0030554~adenyl nucleotide binding",17,25.3731343283582,0.000251640411746635,55,2523,21998,2.69495910352034,0.0476516366434033,0.0121319035927464,0.00313379025594263,"adenyl nucleotide binding","gene_57","947372","lysS",0.0497994706604406,-1.82472009767905,-1,-1.30277527351481,1.30277527351481,-1,0,15,"adenyl nucleotide binding
 padj:0.00313 N( -15/ +0/ 2523)","adenyl nucleotide binding","mrna","Sta","Mg_mM_Levels","baseMg","lowMg","kegg"
"9",5,"GOTERM_MF_ALL","GO:0001883~purine nucleoside binding",17,25.3731343283582,0.000251640411746635,55,2523,21998,2.69495910352034,0.0476516366434033,0.0121319035927464,0.00313379025594263,"purine nucleoside binding","gene_57","947372","lysS",0.0497994706604406,-1.82472009767905,-1,-1.30277527351481,1.30277527351481,-1,0,15,"purine nucleoside binding
 padj:0.00313 N( -15/ +0/ 2523)","purine nucleoside binding","mrna","Sta","Mg_mM_Levels","baseMg","lowMg","kegg"
"10",6,"GOTERM_MF_ALL","GO:0001882~nucleoside binding",17,25.3731343283582,0.000304275421264889,55,2565,21998,2.65083111819954,0.0573294434267098,0.0117382457089898,0.00378813408784384,"nucleoside binding","gene_57","947372","lysS",0.0497994706604406,-1.82472009767905,-1,-1.30277527351481,1.30277527351481,-1,0,15,"nucleoside binding
 padj:0.00379 N( -15/ +0/ 2565)","nucleoside binding","mrna","Sta","Mg_mM_Levels","baseMg","lowMg","kegg"
