"","X","Category","MF","Count","X.","PValue","List.Total","Pop.Hits","Pop.Total","Fold.Enrichment","Bonferroni","Benjamini","FDR_MF","MF_Short","gene_number","gene_name_ez","gene_name","padj_gene","log2","signChange","score_gene","abs_score","rank","numSigP","numSigN","MF_Long","pick_data","growthPhase","test_for","base","contrast","df_category"
"1",3,"GOTERM_MF_ALL","GO:0015166~polyol transmembrane transporter activity",6,1.3953488372093,0.000813088310708228,315,9,3186,6.74285714285714,0.440083593224894,0.251724377802467,0.0122217737292819,"polyol transmembrane transporter activity","gene_06","945256","cmtA",0.0255271151532721,1.88510279857552,1,1.59299826250898,1.59299826250898,1,1,5,"polyol transmembrane transporter activity padj:0.01222 N( -5/ +1/ 9)","mrna","Sta","Na_mM_Levels","baseNa","highNa","mf"
"2",4,"GOTERM_MF_ALL","GO:0015665~alcohol transmembrane transporter activity",7,1.62790697674419,0.000823570464129283,315,13,3186,5.44615384615385,0.444256085585746,0.177836412476073,0.0123784194390295,"alcohol transmembrane transporter activity","gene_07","945256","cmtA",0.0255271151532721,1.88510279857552,1,1.59299826250898,1.59299826250898,1,1,6,"alcohol transmembrane transporter activity padj:0.01238 N( -6/ +1/ 13)","mrna","Sta","Na_mM_Levels","baseNa","highNa","mf"
"3",5,"GOTERM_MF_ALL","GO:1901618~organic hydroxy compound transmembrane transporter activity",7,1.62790697674419,0.00132303733872657,315,14,3186,5.05714285714286,0.610912179411934,0.210209493429528,0.019815641080924,"organic hydroxy compound transmembrane transporter activity","gene_07","945256","cmtA",0.0255271151532721,1.88510279857552,1,1.59299826250898,1.59299826250898,1,1,6,"organic hydroxy compound transmembrane transporter activity padj:0.01982 N( -6/ +1/ 14)","mrna","Sta","Na_mM_Levels","baseNa","highNa","mf"
"4",1,"GOTERM_MF_ALL","GO:1901476~carbohydrate transporter activity",22,5.11627906976744,0.00015768774502742,315,92,3186,2.41863354037267,0.106349238891199,0.106349238891199,0.00238123378311816,"carbohydrate transporter activity","gene_22","945256","cmtA",0.0255271151532721,1.88510279857552,1,1.59299826250898,1.59299826250898,3,3,19,"carbohydrate transporter activity padj:0.00238 N( -19/ +3/ 92)","mrna","Sta","Na_mM_Levels","baseNa","highNa","mf"
"5",2,"GOTERM_MF_ALL","GO:0015144~carbohydrate transmembrane transporter activity",22,5.11627906976744,0.00015768774502742,315,92,3186,2.41863354037267,0.106349238891199,0.106349238891199,0.00238123378311816,"carbohydrate transmembrane transporter activity","gene_22","945256","cmtA",0.0255271151532721,1.88510279857552,1,1.59299826250898,1.59299826250898,3,3,19,"carbohydrate transmembrane transporter activity padj:0.00238 N( -19/ +3/ 92)","mrna","Sta","Na_mM_Levels","baseNa","highNa","mf"
"6",1,"GOTERM_MF_ALL","GO:1901476~carbohydrate transporter activity",22,5.11627906976744,0.00015768774502742,315,92,3186,2.41863354037267,0.106349238891199,0.106349238891199,0.00238123378311816,"carbohydrate transporter activity","gene_07","944793","setA",0.0317377571398623,1.14894065299906,1,1.49842376744249,1.49842376744249,2,3,19,"carbohydrate transporter activity padj:0.00238 N( -19/ +3/ 92)","mrna","Sta","Na_mM_Levels","baseNa","highNa","mf"
"7",2,"GOTERM_MF_ALL","GO:0015144~carbohydrate transmembrane transporter activity",22,5.11627906976744,0.00015768774502742,315,92,3186,2.41863354037267,0.106349238891199,0.106349238891199,0.00238123378311816,"carbohydrate transmembrane transporter activity","gene_07","944793","setA",0.0317377571398623,1.14894065299906,1,1.49842376744249,1.49842376744249,2,3,19,"carbohydrate transmembrane transporter activity padj:0.00238 N( -19/ +3/ 92)","mrna","Sta","Na_mM_Levels","baseNa","highNa","mf"
"8",1,"GOTERM_MF_ALL","GO:1901476~carbohydrate transporter activity",22,5.11627906976744,0.00015768774502742,315,92,3186,2.41863354037267,0.106349238891199,0.106349238891199,0.00238123378311816,"carbohydrate transporter activity","gene_05","947721","ptsN",0.0423274791026884,1.73278647434058,1,1.37337759602854,1.37337759602854,1,3,19,"carbohydrate transporter activity padj:0.00238 N( -19/ +3/ 92)","mrna","Sta","Na_mM_Levels","baseNa","highNa","mf"
"9",2,"GOTERM_MF_ALL","GO:0015144~carbohydrate transmembrane transporter activity",22,5.11627906976744,0.00015768774502742,315,92,3186,2.41863354037267,0.106349238891199,0.106349238891199,0.00238123378311816,"carbohydrate transmembrane transporter activity","gene_05","947721","ptsN",0.0423274791026884,1.73278647434058,1,1.37337759602854,1.37337759602854,1,3,19,"carbohydrate transmembrane transporter activity padj:0.00238 N( -19/ +3/ 92)","mrna","Sta","Na_mM_Levels","baseNa","highNa","mf"
"10",3,"GOTERM_MF_ALL","GO:0015166~polyol transmembrane transporter activity",6,1.3953488372093,0.000813088310708228,315,9,3186,6.74285714285714,0.440083593224894,0.251724377802467,0.0122217737292819,"polyol transmembrane transporter activity","gene_05","947959","ugpE",0.0468277274935635,-1.72297182425613,-1,-1.32949691761729,1.32949691761729,-1,1,5,"polyol transmembrane transporter activity padj:0.01222 N( -5/ +1/ 9)","mrna","Sta","Na_mM_Levels","baseNa","highNa","mf"
