"","ID","MF_Name","padj_gene","log2","signChange","score_gene","FDR_GoMF","numGenesInCat","abs_score","rank","numSigP","numSigN","MF_Name_long","MF_Name_short","pick_data","growthPhase","test_for","vs","df_category"
"1","yrbF","GO:0000166~nucleotide binding",0.0483666919014905,-1.00476420240917,-1,-1.31545361569319,0.0202241063346037,586,1.31545361569319,-1,0,49,"nucleotide binding
 padj:0.02022 N( -49/ +0/ 586)","nucleotide binding","protein","Exp","Mg_mM_Levels","baseMghighMg","MF"
"2","era","GO:0000166~nucleotide binding",0.0429314889506973,-1.40646285901956,-1,-1.36722404905007,0.0202241063346037,586,1.36722404905007,-2,0,49,"nucleotide binding
 padj:0.02022 N( -49/ +0/ 586)","nucleotide binding","protein","Exp","Mg_mM_Levels","baseMghighMg","MF"
"3","gutQ","GO:0000166~nucleotide binding",0.0405444463573292,-1.52162683061219,-1,-1.39206862558469,0.0202241063346037,586,1.39206862558469,-3,0,49,"nucleotide binding
 padj:0.02022 N( -49/ +0/ 586)","nucleotide binding","protein","Exp","Mg_mM_Levels","baseMghighMg","MF"
"4","narX","GO:0000166~nucleotide binding",0.0343324926995196,-2.33917227322381,-1,-1.46429466361923,0.0202241063346037,586,1.46429466361923,-4,0,49,"nucleotide binding
 padj:0.02022 N( -49/ +0/ 586)","nucleotide binding","protein","Exp","Mg_mM_Levels","baseMghighMg","MF"
"5","yfhK","GO:0000166~nucleotide binding",0.0339521476803016,-2.14806862332589,-1,-1.46913274874127,0.0202241063346037,586,1.46913274874127,-5,0,49,"nucleotide binding
 padj:0.02022 N( -49/ +0/ 586)","nucleotide binding","protein","Exp","Mg_mM_Levels","baseMghighMg","MF"
"6","oppF","GO:0000166~nucleotide binding",0.0318710504944451,-1.33875978905584,-1,-1.49660362160873,0.0202241063346037,586,1.49660362160873,-6,0,49,"nucleotide binding
 padj:0.02022 N( -49/ +0/ 586)","nucleotide binding","protein","Exp","Mg_mM_Levels","baseMghighMg","MF"
"7","pdxY","GO:0000166~nucleotide binding",0.0301334394373322,-1.37531313440519,-1,-1.5209512950308,0.0202241063346037,586,1.5209512950308,-7,0,49,"nucleotide binding
 padj:0.02022 N( -49/ +0/ 586)","nucleotide binding","protein","Exp","Mg_mM_Levels","baseMghighMg","MF"
"8","engB","GO:0000166~nucleotide binding",0.0299575034230487,-1.25657728181218,-1,-1.52349438238684,0.0202241063346037,586,1.52349438238684,-8,0,49,"nucleotide binding
 padj:0.02022 N( -49/ +0/ 586)","nucleotide binding","protein","Exp","Mg_mM_Levels","baseMghighMg","MF"
"9","yjeA","GO:0000166~nucleotide binding",0.029444258907551,-1.61903086427215,-1,-1.53099937211054,0.0202241063346037,586,1.53099937211054,-9,0,49,"nucleotide binding
 padj:0.02022 N( -49/ +0/ 586)","nucleotide binding","protein","Exp","Mg_mM_Levels","baseMghighMg","MF"
"10","ydaO","GO:0000166~nucleotide binding",0.0276412509080724,-1.32341326163295,-1,-1.55844230680506,0.0202241063346037,586,1.55844230680506,-10,0,49,"nucleotide binding
 padj:0.02022 N( -49/ +0/ 586)","nucleotide binding","protein","Exp","Mg_mM_Levels","baseMghighMg","MF"
"11","ydiJ","GO:0000166~nucleotide binding",0.0274115821213396,-1.03143290332289,-1,-1.56206589745072,0.0202241063346037,586,1.56206589745072,-11,0,49,"nucleotide binding
 padj:0.02022 N( -49/ +0/ 586)","nucleotide binding","protein","Exp","Mg_mM_Levels","baseMghighMg","MF"
"12","gpsA","GO:0000166~nucleotide binding",0.0272204096396811,-1.21341422028848,-1,-1.56510534339005,0.0202241063346037,586,1.56510534339005,-12,0,49,"nucleotide binding
 padj:0.02022 N( -49/ +0/ 586)","nucleotide binding","protein","Exp","Mg_mM_Levels","baseMghighMg","MF"
"13","leuB","GO:0000166~nucleotide binding",0.0267924539570195,-1.18102260681052,-1,-1.57198750695228,0.0202241063346037,586,1.57198750695228,-13,0,49,"nucleotide binding
 padj:0.02022 N( -49/ +0/ 586)","nucleotide binding","protein","Exp","Mg_mM_Levels","baseMghighMg","MF"
"14","kdgK","GO:0000166~nucleotide binding",0.0266171718850581,-2.00329441414568,-1,-1.57483809085842,0.0202241063346037,586,1.57483809085842,-14,0,49,"nucleotide binding
 padj:0.02022 N( -49/ +0/ 586)","nucleotide binding","protein","Exp","Mg_mM_Levels","baseMghighMg","MF"
"15","narP","GO:0000166~nucleotide binding",0.0266171718850581,-2.11288183801533,-1,-1.57483809085842,0.0202241063346037,586,1.57483809085842,-15,0,49,"nucleotide binding
 padj:0.02022 N( -49/ +0/ 586)","nucleotide binding","protein","Exp","Mg_mM_Levels","baseMghighMg","MF"
"16","tufA","GO:0000166~nucleotide binding",0.0257065299038409,-1.09002307254437,-1,-1.58995654433443,0.0202241063346037,586,1.58995654433443,-16,0,49,"nucleotide binding
 padj:0.02022 N( -49/ +0/ 586)","nucleotide binding","protein","Exp","Mg_mM_Levels","baseMghighMg","MF"
"17","glgC","GO:0000166~nucleotide binding",0.0251781966958484,-1.16219622657795,-1,-1.59897537800446,0.0202241063346037,586,1.59897537800446,-17,0,49,"nucleotide binding
 padj:0.02022 N( -49/ +0/ 586)","nucleotide binding","protein","Exp","Mg_mM_Levels","baseMghighMg","MF"
"18","rep","GO:0000166~nucleotide binding",0.0251781966958484,-1.82737671105524,-1,-1.59897537800446,0.0202241063346037,586,1.59897537800446,-18,0,49,"nucleotide binding
 padj:0.02022 N( -49/ +0/ 586)","nucleotide binding","protein","Exp","Mg_mM_Levels","baseMghighMg","MF"
"19","yfbR","GO:0000166~nucleotide binding",0.0251781966958484,-1.46537440894231,-1,-1.59897537800446,0.0202241063346037,586,1.59897537800446,-19,0,49,"nucleotide binding
 padj:0.02022 N( -49/ +0/ 586)","nucleotide binding","protein","Exp","Mg_mM_Levels","baseMghighMg","MF"
"20","phoQ","GO:0000166~nucleotide binding",0.0246824315528943,-1.87007124053946,-1,-1.60761205865877,0.0202241063346037,586,1.60761205865877,-20,0,49,"nucleotide binding
 padj:0.02022 N( -49/ +0/ 586)","nucleotide binding","protein","Exp","Mg_mM_Levels","baseMghighMg","MF"
"21","hscA","GO:0000166~nucleotide binding",0.0225768719240678,-1.07913223159098,-1,-1.64633623071149,0.0202241063346037,586,1.64633623071149,-21,0,49,"nucleotide binding
 padj:0.02022 N( -49/ +0/ 586)","nucleotide binding","protein","Exp","Mg_mM_Levels","baseMghighMg","MF"
"22","apbA","GO:0000166~nucleotide binding",0.022481484141874,-2.31542948151976,-1,-1.6481750216906,0.0202241063346037,586,1.6481750216906,-22,0,49,"nucleotide binding
 padj:0.02022 N( -49/ +0/ 586)","nucleotide binding","protein","Exp","Mg_mM_Levels","baseMghighMg","MF"
"23","uup","GO:0000166~nucleotide binding",0.0204156644199269,-1.34115263356906,-1,-1.69003648156452,0.0202241063346037,586,1.69003648156452,-23,0,49,"nucleotide binding
 padj:0.02022 N( -49/ +0/ 586)","nucleotide binding","protein","Exp","Mg_mM_Levels","baseMghighMg","MF"
"24","ycjX","GO:0000166~nucleotide binding",0.020216199926985,-1.28299397009297,-1,-1.69430047613578,0.0202241063346037,586,1.69430047613578,-24,0,49,"nucleotide binding
 padj:0.02022 N( -49/ +0/ 586)","nucleotide binding","protein","Exp","Mg_mM_Levels","baseMghighMg","MF"
"25","yjbN","GO:0000166~nucleotide binding",0.0183638893200059,-1.3566796765181,-1,-1.73603533341068,0.0202241063346037,586,1.73603533341068,-25,0,49,"nucleotide binding
 padj:0.02022 N( -49/ +0/ 586)","nucleotide binding","protein","Exp","Mg_mM_Levels","baseMghighMg","MF"
"26","pckA","GO:0000166~nucleotide binding",0.0180456342237326,-1.23473736371517,-1,-1.74362784981799,0.0202241063346037,586,1.74362784981799,-26,0,49,"nucleotide binding
 padj:0.02022 N( -49/ +0/ 586)","nucleotide binding","protein","Exp","Mg_mM_Levels","baseMghighMg","MF"
"27","hypB","GO:0000166~nucleotide binding",0.0179710107090654,-2.73170967580188,-1,-1.7454274970131,0.0202241063346037,586,1.7454274970131,-27,0,49,"nucleotide binding
 padj:0.02022 N( -49/ +0/ 586)","nucleotide binding","protein","Exp","Mg_mM_Levels","baseMghighMg","MF"
"28","sapD","GO:0000166~nucleotide binding",0.0179551931971955,-2.54014727729593,-1,-1.74580991752067,0.0202241063346037,586,1.74580991752067,-28,0,49,"nucleotide binding
 padj:0.02022 N( -49/ +0/ 586)","nucleotide binding","protein","Exp","Mg_mM_Levels","baseMghighMg","MF"
"29","nadD","GO:0000166~nucleotide binding",0.0147259295405729,-2.81206561563032,-1,-1.83191728183118,0.0202241063346037,586,1.83191728183118,-29,0,49,"nucleotide binding
 padj:0.02022 N( -49/ +0/ 586)","nucleotide binding","protein","Exp","Mg_mM_Levels","baseMghighMg","MF"
"30","rbsK","GO:0000166~nucleotide binding",0.0121272090027073,-1.58356802453081,-1,-1.9162391376489,0.0202241063346037,586,1.9162391376489,-30,0,49,"nucleotide binding
 padj:0.02022 N( -49/ +0/ 586)","nucleotide binding","protein","Exp","Mg_mM_Levels","baseMghighMg","MF"
"31","wecC","GO:0000166~nucleotide binding",0.0121272090027073,-1.54627204689927,-1,-1.9162391376489,0.0202241063346037,586,1.9162391376489,-31,0,49,"nucleotide binding
 padj:0.02022 N( -49/ +0/ 586)","nucleotide binding","protein","Exp","Mg_mM_Levels","baseMghighMg","MF"
"32","fldB","GO:0000166~nucleotide binding",0.0109473255304223,-2.08352695304666,-1,-1.9606919675132,0.0202241063346037,586,1.9606919675132,-32,0,49,"nucleotide binding
 padj:0.02022 N( -49/ +0/ 586)","nucleotide binding","protein","Exp","Mg_mM_Levels","baseMghighMg","MF"
"33","frdA","GO:0000166~nucleotide binding",0.0102278881531665,-2.26328440636323,-1,-1.99021402983696,0.0202241063346037,586,1.99021402983696,-33,0,49,"nucleotide binding
 padj:0.02022 N( -49/ +0/ 586)","nucleotide binding","protein","Exp","Mg_mM_Levels","baseMghighMg","MF"
"34","hsdR","GO:0000166~nucleotide binding",0.00918710561506544,-2.43953197519105,-1,-2.03682129094199,0.0202241063346037,586,2.03682129094199,-34,0,49,"nucleotide binding
 padj:0.02022 N( -49/ +0/ 586)","nucleotide binding","protein","Exp","Mg_mM_Levels","baseMghighMg","MF"
"35","ybaX","GO:0000166~nucleotide binding",0.00713295495972872,-1.85361253355162,-1,-2.14673051827611,0.0202241063346037,586,2.14673051827611,-35,0,49,"nucleotide binding
 padj:0.02022 N( -49/ +0/ 586)","nucleotide binding","protein","Exp","Mg_mM_Levels","baseMghighMg","MF"
"36","acs","GO:0000166~nucleotide binding",0.00600677540918267,-1.70309070671258,-1,-2.22135860583791,0.0202241063346037,586,2.22135860583791,-36,0,49,"nucleotide binding
 padj:0.02022 N( -49/ +0/ 586)","nucleotide binding","protein","Exp","Mg_mM_Levels","baseMghighMg","MF"
"37","fadD","GO:0000166~nucleotide binding",0.00461192940490564,-2.32180490974788,-1,-2.33611734909949,0.0202241063346037,586,2.33611734909949,-37,0,49,"nucleotide binding
 padj:0.02022 N( -49/ +0/ 586)","nucleotide binding","protein","Exp","Mg_mM_Levels","baseMghighMg","MF"
"38","mutL","GO:0000166~nucleotide binding",0.00450870740345867,-2.40461937600681,-1,-2.34594794770219,0.0202241063346037,586,2.34594794770219,-38,0,49,"nucleotide binding
 padj:0.02022 N( -49/ +0/ 586)","nucleotide binding","protein","Exp","Mg_mM_Levels","baseMghighMg","MF"
"39","sdhA","GO:0000166~nucleotide binding",0.00450870740345867,-1.15660481260594,-1,-2.34594794770219,0.0202241063346037,586,2.34594794770219,-39,0,49,"nucleotide binding
 padj:0.02022 N( -49/ +0/ 586)","nucleotide binding","protein","Exp","Mg_mM_Levels","baseMghighMg","MF"
"40","zntA","GO:0000166~nucleotide binding",0.00441283016888247,-2.08251881981594,-1,-2.35528278638387,0.0202241063346037,586,2.35528278638387,-40,0,49,"nucleotide binding
 padj:0.02022 N( -49/ +0/ 586)","nucleotide binding","protein","Exp","Mg_mM_Levels","baseMghighMg","MF"
"41","barA","GO:0000166~nucleotide binding",0.00253193276004851,-2.52987176218268,-1,-2.59654783195944,0.0202241063346037,586,2.59654783195944,-41,0,49,"nucleotide binding
 padj:0.02022 N( -49/ +0/ 586)","nucleotide binding","protein","Exp","Mg_mM_Levels","baseMghighMg","MF"
"42","tilS","GO:0000166~nucleotide binding",0.00253193276004851,-2.72074390905465,-1,-2.59654783195944,0.0202241063346037,586,2.59654783195944,-42,0,49,"nucleotide binding
 padj:0.02022 N( -49/ +0/ 586)","nucleotide binding","protein","Exp","Mg_mM_Levels","baseMghighMg","MF"
"43","ribD","GO:0000166~nucleotide binding",0.00205684650204503,-1.75655353259873,-1,-2.68679811754311,0.0202241063346037,586,2.68679811754311,-43,0,49,"nucleotide binding
 padj:0.02022 N( -49/ +0/ 586)","nucleotide binding","protein","Exp","Mg_mM_Levels","baseMghighMg","MF"
"44","udhA","GO:0000166~nucleotide binding",0.00183676909005582,-1.77425218133859,-1,-2.73594543771589,0.0202241063346037,586,2.73594543771589,-44,0,49,"nucleotide binding
 padj:0.02022 N( -49/ +0/ 586)","nucleotide binding","protein","Exp","Mg_mM_Levels","baseMghighMg","MF"
"45","sfcA","GO:0000166~nucleotide binding",0.00049406205766222,-1.76522032811598,-1,-3.30621849721491,0.0202241063346037,586,3.30621849721491,-45,0,49,"nucleotide binding
 padj:0.02022 N( -49/ +0/ 586)","nucleotide binding","protein","Exp","Mg_mM_Levels","baseMghighMg","MF"
