"","X","Category","KEGG_Path","Count","X.","PValue","List.Total","Pop.Hits","Pop.Total","Fold.Enrichment","Bonferroni","Benjamini","FDR_KEGG_Path","KEGG_Path_Short","gene_number","gene_name_ez","gene_name","padj_gene","log2","signChange","score_gene","abs_score","rank","numSigP","numSigN","KEGG_Path_long","KEGG_Path_short","pick_data","growthPhase","test_for","base","contrast","df_category"
"1",2,"KEGG_PATHWAY","eco00040:Pentose and glucuronate interconversions",10,2.32558139534884,0.000410584362241467,146,27,1575,3.99543378995434,0.0327169942359193,0.0164945319094151,0.00436706661535724,"Pentose and glucuronate interconversions","gene_07","948401","rhaD",0.000217178877417477,2.54771113876239,1,3.66318241604045,3.66318241604045,1,1,9,"Pentose and glucuronate interconversions padj:0.00437 N( -9/ +1/ 27)","Pentose and glucuronate interconversions","mrna","Sta","Na_mM_Levels","baseNa","highNa","kegg"
"2",3,"KEGG_PATHWAY","eco00051:Fructose and mannose metabolism",12,2.7906976744186,0.000611575048427074,146,40,1575,3.23630136986301,0.0483450268799244,0.0163819104968221,0.00649854130946659,"Fructose and mannose metabolism","gene_07","948401","rhaD",0.000217178877417477,2.54771113876239,1,3.66318241604045,3.66318241604045,3,3,9,"Fructose and mannose metabolism padj:0.00650 N( -9/ +3/ 40)","Fructose and mannose metabolism","mrna","Sta","Na_mM_Levels","baseNa","highNa","kegg"
"3",3,"KEGG_PATHWAY","eco00051:Fructose and mannose metabolism",12,2.7906976744186,0.000611575048427074,146,40,1575,3.23630136986301,0.0483450268799244,0.0163819104968221,0.00649854130946659,"Fructose and mannose metabolism","gene_10","945256","cmtA",0.0255271151532721,1.88510279857552,1,1.59299826250898,1.59299826250898,2,3,9,"Fructose and mannose metabolism padj:0.00650 N( -9/ +3/ 40)","Fructose and mannose metabolism","mrna","Sta","Na_mM_Levels","baseNa","highNa","kegg"
"4",4,"KEGG_PATHWAY","eco00010:Glycolysis / Gluconeogenesis",11,2.55813953488372,0.0024179492629902,146,40,1575,2.9666095890411,0.178062610292348,0.0478405452836397,0.0254701005698617,"Glycolysis / Gluconeogenesis","gene_10","946632","fbaB",0.0487758425067117,1.1633955401752,1,1.31179522028597,1.31179522028597,1,1,10,"Glycolysis / Gluconeogenesis padj:0.02547 N( -10/ +1/ 40)","Glycolysis / Gluconeogenesis","mrna","Sta","Na_mM_Levels","baseNa","highNa","kegg"
"5",3,"KEGG_PATHWAY","eco00051:Fructose and mannose metabolism",12,2.7906976744186,0.000611575048427074,146,40,1575,3.23630136986301,0.0483450268799244,0.0163819104968221,0.00649854130946659,"Fructose and mannose metabolism","gene_11","946632","fbaB",0.0487758425067117,1.1633955401752,1,1.31179522028597,1.31179522028597,1,3,9,"Fructose and mannose metabolism padj:0.00650 N( -9/ +3/ 40)","Fructose and mannose metabolism","mrna","Sta","Na_mM_Levels","baseNa","highNa","kegg"
"6",4,"KEGG_PATHWAY","eco00010:Glycolysis / Gluconeogenesis",11,2.55813953488372,0.0024179492629902,146,40,1575,2.9666095890411,0.178062610292348,0.0478405452836397,0.0254701005698617,"Glycolysis / Gluconeogenesis","gene_01","948104","aldB",0.0476688527924562,-1.27997788927837,-1,-1.32176529975957,1.32176529975957,-1,1,10,"Glycolysis / Gluconeogenesis padj:0.02547 N( -10/ +1/ 40)","Glycolysis / Gluconeogenesis","mrna","Sta","Na_mM_Levels","baseNa","highNa","kegg"
"7",1,"KEGG_PATHWAY","eco00620:Pyruvate metabolism",15,3.48837209302326,0.000109102974069333,146,51,1575,3.17284448025786,0.00879888426258957,0.00879888426258957,0.00116213363675932,"Pyruvate metabolism","gene_05","948104","aldB",0.0476688527924562,-1.27997788927837,-1,-1.32176529975957,1.32176529975957,-1,0,15,"Pyruvate metabolism padj:0.00116 N( -15/ +0/ 51)","Pyruvate metabolism","mrna","Sta","Na_mM_Levels","baseNa","highNa","kegg"
"8",3,"KEGG_PATHWAY","eco00051:Fructose and mannose metabolism",12,2.7906976744186,0.000611575048427074,146,40,1575,3.23630136986301,0.0483450268799244,0.0163819104968221,0.00649854130946659,"Fructose and mannose metabolism","gene_08","946334","manX",0.041926900963538,-1.30198541813334,-1,-1.37750723738595,1.37750723738595,-1,3,9,"Fructose and mannose metabolism padj:0.00650 N( -9/ +3/ 40)","Fructose and mannose metabolism","mrna","Sta","Na_mM_Levels","baseNa","highNa","kegg"
"9",2,"KEGG_PATHWAY","eco00040:Pentose and glucuronate interconversions",10,2.32558139534884,0.000410584362241467,146,27,1575,3.99543378995434,0.0327169942359193,0.0164945319094151,0.00436706661535724,"Pentose and glucuronate interconversions","gene_05","947603","uxaA",0.0412689853750856,-1.64636924694098,-1,-1.38437620840434,1.38437620840434,-1,1,9,"Pentose and glucuronate interconversions padj:0.00437 N( -9/ +1/ 27)","Pentose and glucuronate interconversions","mrna","Sta","Na_mM_Levels","baseNa","highNa","kegg"
"10",4,"KEGG_PATHWAY","eco00010:Glycolysis / Gluconeogenesis",11,2.55813953488372,0.0024179492629902,146,40,1575,2.9666095890411,0.178062610292348,0.0478405452836397,0.0254701005698617,"Glycolysis / Gluconeogenesis","gene_08","945068","gpmA",0.0394540395910493,-1.06911273887718,-1,-1.40390852395555,1.40390852395555,-2,1,10,"Glycolysis / Gluconeogenesis padj:0.02547 N( -10/ +1/ 40)","Glycolysis / Gluconeogenesis","mrna","Sta","Na_mM_Levels","baseNa","highNa","kegg"
"11",2,"KEGG_PATHWAY","eco00040:Pentose and glucuronate interconversions",10,2.32558139534884,0.000410584362241467,146,27,1575,3.99543378995434,0.0327169942359193,0.0164945319094151,0.00436706661535724,"Pentose and glucuronate interconversions","gene_09","947511","araA",0.0392096341625386,-1.55235800620181,-1,-1.40660720977661,1.40660720977661,-2,1,9,"Pentose and glucuronate interconversions padj:0.00437 N( -9/ +1/ 27)","Pentose and glucuronate interconversions","mrna","Sta","Na_mM_Levels","baseNa","highNa","kegg"
"12",3,"KEGG_PATHWAY","eco00051:Fructose and mannose metabolism",12,2.7906976744186,0.000611575048427074,146,40,1575,3.23630136986301,0.0483450268799244,0.0163819104968221,0.00649854130946659,"Fructose and mannose metabolism","gene_12","947575","srlA",0.0307922279383839,-1.80433451485756,-1,-1.51155888705194,1.51155888705194,-2,3,9,"Fructose and mannose metabolism padj:0.00650 N( -9/ +3/ 40)","Fructose and mannose metabolism","mrna","Sta","Na_mM_Levels","baseNa","highNa","kegg"
"13",1,"KEGG_PATHWAY","eco00620:Pyruvate metabolism",15,3.48837209302326,0.000109102974069333,146,51,1575,3.17284448025786,0.00879888426258957,0.00879888426258957,0.00116213363675932,"Pyruvate metabolism","gene_07","948857","glcB",0.0294645443562088,-1.57812469312584,-1,-1.53070027050687,1.53070027050687,-2,0,15,"Pyruvate metabolism padj:0.00116 N( -15/ +0/ 51)","Pyruvate metabolism","mrna","Sta","Na_mM_Levels","baseNa","highNa","kegg"
"14",3,"KEGG_PATHWAY","eco00051:Fructose and mannose metabolism",12,2.7906976744186,0.000611575048427074,146,40,1575,3.23630136986301,0.0483450268799244,0.0163819104968221,0.00649854130946659,"Fructose and mannose metabolism","gene_06","948753","fbp",0.0268698818641381,-1.16546271822793,-1,-1.57073424297754,1.57073424297754,-3,3,9,"Fructose and mannose metabolism padj:0.00650 N( -9/ +3/ 40)","Fructose and mannose metabolism","mrna","Sta","Na_mM_Levels","baseNa","highNa","kegg"
"15",4,"KEGG_PATHWAY","eco00010:Glycolysis / Gluconeogenesis",11,2.55813953488372,0.0024179492629902,146,40,1575,2.9666095890411,0.178062610292348,0.0478405452836397,0.0254701005698617,"Glycolysis / Gluconeogenesis","gene_07","948753","fbp",0.0268698818641381,-1.16546271822793,-1,-1.57073424297754,1.57073424297754,-3,1,10,"Glycolysis / Gluconeogenesis padj:0.02547 N( -10/ +1/ 40)","Glycolysis / Gluconeogenesis","mrna","Sta","Na_mM_Levels","baseNa","highNa","kegg"
"16",4,"KEGG_PATHWAY","eco00010:Glycolysis / Gluconeogenesis",11,2.55813953488372,0.0024179492629902,146,40,1575,2.9666095890411,0.178062610292348,0.0478405452836397,0.0254701005698617,"Glycolysis / Gluconeogenesis","gene_06","947154","ascF",0.0197551627744269,-1.60496899944434,-1,-1.70431938755965,1.70431938755965,-4,1,10,"Glycolysis / Gluconeogenesis padj:0.02547 N( -10/ +1/ 40)","Glycolysis / Gluconeogenesis","mrna","Sta","Na_mM_Levels","baseNa","highNa","kegg"
"17",4,"KEGG_PATHWAY","eco00010:Glycolysis / Gluconeogenesis",11,2.55813953488372,0.0024179492629902,146,40,1575,2.9666095890411,0.178062610292348,0.0478405452836397,0.0254701005698617,"Glycolysis / Gluconeogenesis","gene_09","948572","acs",0.0182806242643614,-1.4575519621575,-1,-1.73800897764277,1.73800897764277,-5,1,10,"Glycolysis / Gluconeogenesis padj:0.02547 N( -10/ +1/ 40)","Glycolysis / Gluconeogenesis","mrna","Sta","Na_mM_Levels","baseNa","highNa","kegg"
"18",1,"KEGG_PATHWAY","eco00620:Pyruvate metabolism",15,3.48837209302326,0.000109102974069333,146,51,1575,3.17284448025786,0.00879888426258957,0.00879888426258957,0.00116213363675932,"Pyruvate metabolism","gene_14","948572","acs",0.0182806242643614,-1.4575519621575,-1,-1.73800897764277,1.73800897764277,-3,0,15,"Pyruvate metabolism padj:0.00116 N( -15/ +0/ 51)","Pyruvate metabolism","mrna","Sta","Na_mM_Levels","baseNa","highNa","kegg"
"19",2,"KEGG_PATHWAY","eco00040:Pentose and glucuronate interconversions",10,2.32558139534884,0.000410584362241467,146,27,1575,3.99543378995434,0.0327169942359193,0.0164945319094151,0.00436706661535724,"Pentose and glucuronate interconversions","gene_01","946149","uidA",0.0166436822155128,-1.90991671117972,-1,-1.77875058495832,1.77875058495832,-3,1,9,"Pentose and glucuronate interconversions padj:0.00437 N( -9/ +1/ 27)","Pentose and glucuronate interconversions","mrna","Sta","Na_mM_Levels","baseNa","highNa","kegg"
