"","X","Category","MF","Count","X.","PValue","List.Total","Pop.Hits","Pop.Total","Fold.Enrichment","Bonferroni","Benjamini","FDR_MF","MF_Short","gene_number","gene_name_ez","gene_name","padj_gene","log2","signChange","score_gene","abs_score","rank","numSigP","numSigN","MF_long","MF_short","pick_data","growthPhase","test_for","base","contrast","df_category"
"1",2,"GOTERM_MF_ALL","GO:0046872~metal ion binding",71,20.1133144475921,2.14286938572815e-08,284,2793,21998,1.96902971715002,1.03714341359584e-05,5.18573051389026e-06,3.07170702762427e-07,"metal ion binding","gene_179","946725","glpQ",7.30048495653501e-11,3.62741555873811,1,10.1366482896122,10.1366482896122,49,49,13,"metal ion binding
 padj:0.00000 N( -13/ +49/ 2793)","metal ion binding","protein","Sta","carbonSource","glucose","lactate","kegg"
"2",3,"GOTERM_MF_ALL","GO:0043169~cation binding",72,20.3966005665722,3.03944833604841e-08,284,2876,21998,1.93913690767694,1.47108219716863e-05,4.90363136940175e-06,4.35691243638736e-07,"cation binding","gene_181","946725","glpQ",7.30048495653501e-11,3.62741555873811,1,10.1366482896122,10.1366482896122,49,49,14,"cation binding
 padj:0.00000 N( -14/ +49/ 2876)","cation binding","protein","Sta","carbonSource","glucose","lactate","kegg"
"3",4,"GOTERM_MF_ALL","GO:0043167~ion binding",72,20.3966005665722,3.7540784710597e-08,284,2891,21998,1.9290756646416,1.81695750686162e-05,4.54242471747968e-06,5.38130232152767e-07,"ion binding","gene_181","946725","glpQ",7.30048495653501e-11,3.62741555873811,1,10.1366482896122,10.1366482896122,49,49,14,"ion binding
 padj:0.00000 N( -14/ +49/ 2891)","ion binding","protein","Sta","carbonSource","glucose","lactate","kegg"
"4",1,"GOTERM_MF_ALL","GO:0005515~protein binding",76,21.5297450424929,3.16805455693193e-27,284,1395,21998,4.21992023827553,1.53333840555505e-24,1.53333840555505e-24,4.54126458533027e-26,"protein binding","gene_193","946725","glpQ",7.30048495653501e-11,3.62741555873811,1,10.1366482896122,10.1366482896122,59,59,8,"protein binding
 padj:0.00000 N( -8/ +59/ 1395)","protein binding","protein","Sta","carbonSource","glucose","lactate","kegg"
"5",18,"GOTERM_MF_ALL","GO:0005488~binding",197,55.8073654390935,0.00354301099730885,284,13515,21998,1.12905483213748,0.820550657516462,0.0910241891264562,0.0496050673384955,"binding","gene_243","946725","glpQ",7.30048495653501e-11,3.62741555873811,1,10.1366482896122,10.1366482896122,149,149,24,"binding
 padj:0.04961 N( -24/ +149/ 13515)","binding","protein","Sta","carbonSource","glucose","lactate","kegg"
"6",8,"GOTERM_MF_ALL","GO:0016491~oxidoreductase activity",56,15.8640226628895,5.41204904285074e-05,284,2513,21998,1.72607791596375,0.0258549127501597,0.00326902334693635,0.000775513164739117,"oxidoreductase activity","gene_13","945838","yciK",2.14048253873532e-06,2.16097175418541,1,5.66948831062894,5.66948831062894,35,35,9,"oxidoreductase activity
 padj:0.00078 N( -9/ +35/ 2513)","oxidoreductase activity","protein","Sta","carbonSource","glucose","lactate","kegg"
"7",18,"GOTERM_MF_ALL","GO:0005488~binding",197,55.8073654390935,0.00354301099730885,284,13515,21998,1.12905483213748,0.820550657516462,0.0910241891264562,0.0496050673384955,"binding","gene_15","945838","yciK",2.14048253873532e-06,2.16097175418541,1,5.66948831062894,5.66948831062894,147,149,24,"binding
 padj:0.04961 N( -24/ +149/ 13515)","binding","protein","Sta","carbonSource","glucose","lactate","kegg"
"8",1,"GOTERM_MF_ALL","GO:0005515~protein binding",76,21.5297450424929,3.16805455693193e-27,284,1395,21998,4.21992023827553,1.53333840555505e-24,1.53333840555505e-24,4.54126458533027e-26,"protein binding","gene_215","945988","ycjY",2.14048253873532e-06,2.67760046262634,1,5.66948831062894,5.66948831062894,58,59,8,"protein binding
 padj:0.00000 N( -8/ +59/ 1395)","protein binding","protein","Sta","carbonSource","glucose","lactate","kegg"
"9",18,"GOTERM_MF_ALL","GO:0005488~binding",197,55.8073654390935,0.00354301099730885,284,13515,21998,1.12905483213748,0.820550657516462,0.0910241891264562,0.0496050673384955,"binding","gene_588","945988","ycjY",2.14048253873532e-06,2.67760046262634,1,5.66948831062894,5.66948831062894,148,149,24,"binding
 padj:0.04961 N( -24/ +149/ 13515)","binding","protein","Sta","carbonSource","glucose","lactate","kegg"
"10",2,"GOTERM_MF_ALL","GO:0046872~metal ion binding",71,20.1133144475921,2.14286938572815e-08,284,2793,21998,1.96902971715002,1.03714341359584e-05,5.18573051389026e-06,3.07170702762427e-07,"metal ion binding","gene_159","949041","mglB",2.36182320737704e-06,3.39948304888442,1,5.6267526143153,5.6267526143153,48,49,13,"metal ion binding
 padj:0.00000 N( -13/ +49/ 2793)","metal ion binding","protein","Sta","carbonSource","glucose","lactate","kegg"
"11",3,"GOTERM_MF_ALL","GO:0043169~cation binding",72,20.3966005665722,3.03944833604841e-08,284,2876,21998,1.93913690767694,1.47108219716863e-05,4.90363136940175e-06,4.35691243638736e-07,"cation binding","gene_161","949041","mglB",2.36182320737704e-06,3.39948304888442,1,5.6267526143153,5.6267526143153,48,49,14,"cation binding
 padj:0.00000 N( -14/ +49/ 2876)","cation binding","protein","Sta","carbonSource","glucose","lactate","kegg"
"12",4,"GOTERM_MF_ALL","GO:0043167~ion binding",72,20.3966005665722,3.7540784710597e-08,284,2891,21998,1.9290756646416,1.81695750686162e-05,4.54242471747968e-06,5.38130232152767e-07,"ion binding","gene_161","949041","mglB",2.36182320737704e-06,3.39948304888442,1,5.6267526143153,5.6267526143153,48,49,14,"ion binding
 padj:0.00000 N( -14/ +49/ 2891)","ion binding","protein","Sta","carbonSource","glucose","lactate","kegg"
"13",18,"GOTERM_MF_ALL","GO:0005488~binding",197,55.8073654390935,0.00354301099730885,284,13515,21998,1.12905483213748,0.820550657516462,0.0910241891264562,0.0496050673384955,"binding","gene_207","949041","mglB",2.36182320737704e-06,3.39948304888442,1,5.6267526143153,5.6267526143153,146,149,24,"binding
 padj:0.04961 N( -24/ +149/ 13515)","binding","protein","Sta","carbonSource","glucose","lactate","kegg"
"14",18,"GOTERM_MF_ALL","GO:0005488~binding",197,55.8073654390935,0.00354301099730885,284,13515,21998,1.12905483213748,0.820550657516462,0.0910241891264562,0.0496050673384955,"binding","gene_09","948520","pepE",5.44226675287615e-06,3.42492618501689,1,5.26422017507686,5.26422017507686,145,149,24,"binding
 padj:0.04961 N( -24/ +149/ 13515)","binding","protein","Sta","carbonSource","glucose","lactate","kegg"
"15",1,"GOTERM_MF_ALL","GO:0005515~protein binding",76,21.5297450424929,3.16805455693193e-27,284,1395,21998,4.21992023827553,1.53333840555505e-24,1.53333840555505e-24,4.54126458533027e-26,"protein binding","gene_10","948520","pepE",5.44226675287615e-06,3.42492618501689,1,5.26422017507686,5.26422017507686,57,59,8,"protein binding
 padj:0.00000 N( -8/ +59/ 1395)","protein binding","protein","Sta","carbonSource","glucose","lactate","kegg"
"16",13,"GOTERM_MF_ALL","GO:0015407~monosaccharide-transporting ATPase activity",5,1.41643059490085,0.00186746624080833,284,41,21998,9.44606664376503,0.595336196259733,0.0672258774371988,0.0264385372221007,"monosaccharide-transporting ATPase activity","gene_12","948090","xylF",6.52774773975833e-06,3.16621608213523,1,5.18523663693615,5.18523663693615,5,5,1,"monosaccharide-transporting ATPase activity
 padj:0.02644 N( -1/ +5/ 41)","monosaccharide-transporting ATPase activity","protein","Sta","carbonSource","glucose","lactate","kegg"
"17",15,"GOTERM_MF_ALL","GO:0015608~carbohydrate-importing ATPase activity",5,1.41643059490085,0.00242902973099113,284,44,21998,8.80201664532651,0.691822866045847,0.0754720876143038,0.0342607533442999,"carbohydrate-importing ATPase activity","gene_12","948090","xylF",6.52774773975833e-06,3.16621608213523,1,5.18523663693615,5.18523663693615,5,5,1,"carbohydrate-importing ATPase activity
 padj:0.03426 N( -1/ +5/ 44)","carbohydrate-importing ATPase activity","protein","Sta","carbonSource","glucose","lactate","kegg"
"18",17,"GOTERM_MF_ALL","GO:0043211~carbohydrate-transporting ATPase activity",5,1.41643059490085,0.00334481378694117,284,48,21998,8.06851525821596,0.802418351097829,0.0909802277639756,0.0468917332719038,"carbohydrate-transporting ATPase activity","gene_12","948090","xylF",6.52774773975833e-06,3.16621608213523,1,5.18523663693615,5.18523663693615,5,5,1,"carbohydrate-transporting ATPase activity
 padj:0.04689 N( -1/ +5/ 48)","carbohydrate-transporting ATPase activity","protein","Sta","carbonSource","glucose","lactate","kegg"
"19",16,"GOTERM_MF_ALL","GO:0000287~magnesium ion binding",17,4.81586402266289,0.00245081265900613,284,557,21998,2.36406048499254,0.695062754222524,0.0715400931607996,0.0345629942641188,"magnesium ion binding","gene_38","948422","glpF",3.32701120196038e-05,4.2636011957479,1,4.47794573687047,4.47794573687047,14,14,1,"magnesium ion binding
 padj:0.03456 N( -1/ +14/ 557)","magnesium ion binding","protein","Sta","carbonSource","glucose","lactate","kegg"
"20",2,"GOTERM_MF_ALL","GO:0046872~metal ion binding",71,20.1133144475921,2.14286938572815e-08,284,2793,21998,1.96902971715002,1.03714341359584e-05,5.18573051389026e-06,3.07170702762427e-07,"metal ion binding","gene_167","948422","glpF",3.32701120196038e-05,4.2636011957479,1,4.47794573687047,4.47794573687047,47,49,13,"metal ion binding
 padj:0.00000 N( -13/ +49/ 2793)","metal ion binding","protein","Sta","carbonSource","glucose","lactate","kegg"
