"","ID","KEGG_Path","padj_gene","log2","signChange","score_gene","FDR_KEGG_Path","numGenesInCat","abs_score","rank","numSigP","numSigN","KEGG_Path_long","KEGG_Path_short","pick_data","growthPhase","test_for","vs","df_category"
"1","fabD","eco00061:Fatty acid biosynthesis",5.67845989322982e-05,-1.21374880646834,-1,-4.2457694372762,1.1958268392176e-06,12,4.2457694372762,-1,0,9,"Fatty acid biosynthesis
 padj:0.00000 N( -9/ +0/ 12)","Fatty acid biosynthesis","mrna","Exp","Mg_mM_Levels","baseMglowMg","kegg"
"2","fabI","eco00061:Fatty acid biosynthesis",9.71945778241483e-06,-1.3522403980698,-1,-5.01235796230351,1.1958268392176e-06,12,5.01235796230351,-2,0,9,"Fatty acid biosynthesis
 padj:0.00000 N( -9/ +0/ 12)","Fatty acid biosynthesis","mrna","Exp","Mg_mM_Levels","baseMglowMg","kegg"
"3","fabA","eco00061:Fatty acid biosynthesis",6.09556835302141e-07,-1.72508293172273,-1,-6.21498579438141,1.1958268392176e-06,12,6.21498579438141,-3,0,9,"Fatty acid biosynthesis
 padj:0.00000 N( -9/ +0/ 12)","Fatty acid biosynthesis","mrna","Exp","Mg_mM_Levels","baseMglowMg","kegg"
"4","fabF","eco00061:Fatty acid biosynthesis",5.68410943791364e-07,-1.54973927963123,-1,-6.24533756905835,1.1958268392176e-06,12,6.24533756905835,-4,0,9,"Fatty acid biosynthesis
 padj:0.00000 N( -9/ +0/ 12)","Fatty acid biosynthesis","mrna","Exp","Mg_mM_Levels","baseMglowMg","kegg"
"5","accB","eco00061:Fatty acid biosynthesis",5.60483341800646e-07,-1.68683895558615,-1,-6.2514372906008,1.1958268392176e-06,12,6.2514372906008,-5,0,9,"Fatty acid biosynthesis
 padj:0.00000 N( -9/ +0/ 12)","Fatty acid biosynthesis","mrna","Exp","Mg_mM_Levels","baseMglowMg","kegg"
"6","accA","eco00061:Fatty acid biosynthesis",3.44205494317696e-07,-1.56261159839169,-1,-6.46318220160633,1.1958268392176e-06,12,6.46318220160633,-6,0,9,"Fatty acid biosynthesis
 padj:0.00000 N( -9/ +0/ 12)","Fatty acid biosynthesis","mrna","Exp","Mg_mM_Levels","baseMglowMg","kegg"
"7","fabG","eco00061:Fatty acid biosynthesis",2.57537871647627e-07,-1.41936920309685,-1,-6.58915889773656,1.1958268392176e-06,12,6.58915889773656,-7,0,9,"Fatty acid biosynthesis
 padj:0.00000 N( -9/ +0/ 12)","Fatty acid biosynthesis","mrna","Exp","Mg_mM_Levels","baseMglowMg","kegg"
"8","fabH","eco00061:Fatty acid biosynthesis",1.74603545610357e-07,-1.62895554146826,-1,-6.75794694148166,1.1958268392176e-06,12,6.75794694148166,-8,0,9,"Fatty acid biosynthesis
 padj:0.00000 N( -9/ +0/ 12)","Fatty acid biosynthesis","mrna","Exp","Mg_mM_Levels","baseMglowMg","kegg"
"9","accC","eco00061:Fatty acid biosynthesis",5.49675050895063e-08,-1.67775923114776,-1,-7.25989397470336,1.1958268392176e-06,12,7.25989397470336,-9,0,9,"Fatty acid biosynthesis
 padj:0.00000 N( -9/ +0/ 12)","Fatty acid biosynthesis","mrna","Exp","Mg_mM_Levels","baseMglowMg","kegg"
"10","entC","eco00130:Ubiquinone and other terpenoid-quinone biosynthesis",0.0446360295774805,-1.41505641026776,-1,-1.35031444331061,0.000570911117344863,17,1.35031444331061,-1,0,8,"Ubiquinone and other terpenoid-quinone biosynthesis
 padj:0.00057 N( -8/ +0/ 17)","Ubiquinone and other terpenoid-quinone biosynthesis","mrna","Exp","Mg_mM_Levels","baseMglowMg","kegg"
"11","menF","eco00130:Ubiquinone and other terpenoid-quinone biosynthesis",0.00472254142300116,-1.02026466784988,-1,-2.32582422404627,0.000570911117344863,17,2.32582422404627,-2,0,8,"Ubiquinone and other terpenoid-quinone biosynthesis
 padj:0.00057 N( -8/ +0/ 17)","Ubiquinone and other terpenoid-quinone biosynthesis","mrna","Exp","Mg_mM_Levels","baseMglowMg","kegg"
"12","menA","eco00130:Ubiquinone and other terpenoid-quinone biosynthesis",0.00211060313139871,-1.26067866826414,-1,-2.67559342185448,0.000570911117344863,17,2.67559342185448,-3,0,8,"Ubiquinone and other terpenoid-quinone biosynthesis
 padj:0.00057 N( -8/ +0/ 17)","Ubiquinone and other terpenoid-quinone biosynthesis","mrna","Exp","Mg_mM_Levels","baseMglowMg","kegg"
"13","yfbB","eco00130:Ubiquinone and other terpenoid-quinone biosynthesis",0.000295787375838141,-1.44873763769348,-1,-3.52902036556844,0.000570911117344863,17,3.52902036556844,-4,0,8,"Ubiquinone and other terpenoid-quinone biosynthesis
 padj:0.00057 N( -8/ +0/ 17)","Ubiquinone and other terpenoid-quinone biosynthesis","mrna","Exp","Mg_mM_Levels","baseMglowMg","kegg"
"14","menD","eco00130:Ubiquinone and other terpenoid-quinone biosynthesis",0.000174620030693441,-1.11536185026176,-1,-3.75790593977898,0.000570911117344863,17,3.75790593977898,-5,0,8,"Ubiquinone and other terpenoid-quinone biosynthesis
 padj:0.00057 N( -8/ +0/ 17)","Ubiquinone and other terpenoid-quinone biosynthesis","mrna","Exp","Mg_mM_Levels","baseMglowMg","kegg"
"15","menB","eco00130:Ubiquinone and other terpenoid-quinone biosynthesis",0.000120998553650107,-1.08682922591218,-1,-3.91721982096894,0.000570911117344863,17,3.91721982096894,-6,0,8,"Ubiquinone and other terpenoid-quinone biosynthesis
 padj:0.00057 N( -8/ +0/ 17)","Ubiquinone and other terpenoid-quinone biosynthesis","mrna","Exp","Mg_mM_Levels","baseMglowMg","kegg"
"16","menC","eco00130:Ubiquinone and other terpenoid-quinone biosynthesis",7.0613755074628e-06,-1.47020030838218,-1,-5.15111069312457,0.000570911117344863,17,5.15111069312457,-7,0,8,"Ubiquinone and other terpenoid-quinone biosynthesis
 padj:0.00057 N( -8/ +0/ 17)","Ubiquinone and other terpenoid-quinone biosynthesis","mrna","Exp","Mg_mM_Levels","baseMglowMg","kegg"
"17","menE","eco00130:Ubiquinone and other terpenoid-quinone biosynthesis",9.20764179823521e-08,-2.40259470060348,-1,-7.03585158426052,0.000570911117344863,17,7.03585158426052,-8,0,8,"Ubiquinone and other terpenoid-quinone biosynthesis
 padj:0.00057 N( -8/ +0/ 17)","Ubiquinone and other terpenoid-quinone biosynthesis","mrna","Exp","Mg_mM_Levels","baseMglowMg","kegg"
"18","nuoJ","eco00190:Oxidative phosphorylation",0.00101878912577321,-1.30061841309239,-1,-2.99191569920302,5.87327955249295e-05,41,2.99191569920302,-1,0,13,"Oxidative phosphorylation
 padj:0.00006 N( -13/ +0/ 41)","Oxidative phosphorylation","mrna","Exp","Mg_mM_Levels","baseMglowMg","kegg"
"19","nuoM","eco00190:Oxidative phosphorylation",0.000950504476001798,-1.12963104867118,-1,-3.02204583366618,5.87327955249295e-05,41,3.02204583366618,-2,0,13,"Oxidative phosphorylation
 padj:0.00006 N( -13/ +0/ 41)","Oxidative phosphorylation","mrna","Exp","Mg_mM_Levels","baseMglowMg","kegg"
"20","cyoA","eco00190:Oxidative phosphorylation",0.000426030540432905,-1.42407488757845,-1,-3.37055926693937,5.87327955249295e-05,41,3.37055926693937,-3,0,13,"Oxidative phosphorylation
 padj:0.00006 N( -13/ +0/ 41)","Oxidative phosphorylation","mrna","Exp","Mg_mM_Levels","baseMglowMg","kegg"
"21","atpH","eco00190:Oxidative phosphorylation",0.000214445598689187,-1.38578855370308,-1,-3.66868286285281,5.87327955249295e-05,41,3.66868286285281,-4,0,13,"Oxidative phosphorylation
 padj:0.00006 N( -13/ +0/ 41)","Oxidative phosphorylation","mrna","Exp","Mg_mM_Levels","baseMglowMg","kegg"
"22","atpD","eco00190:Oxidative phosphorylation",9.93674206962129e-05,-1.50901541293977,-1,-4.00275598311881,5.87327955249295e-05,41,4.00275598311881,-5,0,13,"Oxidative phosphorylation
 padj:0.00006 N( -13/ +0/ 41)","Oxidative phosphorylation","mrna","Exp","Mg_mM_Levels","baseMglowMg","kegg"
"23","atpF","eco00190:Oxidative phosphorylation",9.21325238404822e-05,-1.33426999348501,-1,-4.03558703178982,5.87327955249295e-05,41,4.03558703178982,-6,0,13,"Oxidative phosphorylation
 padj:0.00006 N( -13/ +0/ 41)","Oxidative phosphorylation","mrna","Exp","Mg_mM_Levels","baseMglowMg","kegg"
"24","ndh","eco00190:Oxidative phosphorylation",7.57501496516837e-05,-1.65851300806587,-1,-4.12061650483442,5.87327955249295e-05,41,4.12061650483442,-7,0,13,"Oxidative phosphorylation
 padj:0.00006 N( -13/ +0/ 41)","Oxidative phosphorylation","mrna","Exp","Mg_mM_Levels","baseMglowMg","kegg"
