"","ID","KEGG_Path","padj_gene","signChange","score_gene","FDR_KEGG_Path","numGenesInCat","abs_score","rank","numSigP","numSigN","KEGG_Path_long","KEGG_Path_short","pick_data","growthPhase","test_for","vs","df_category"
"1","glpX","eco00010:Glycolysis / Gluconeogenesis",4.73093683122236e-07,1,6.32505285073281,0.000834272731348951,32,6.32505285073281,1,1,5,"Glycolysis / Gluconeogenesis
 padj:0.00083 N( -5/ +1/ 32)","Glycolysis / Gluconeogenesis","mrna","Exp","carbonSource","glucoselactate","kegg"
"2","pykF","eco00010:Glycolysis / Gluconeogenesis",0.0449746104161563,-1,-1.34703258995787,0.000834272731348951,32,1.34703258995787,-1,1,5,"Glycolysis / Gluconeogenesis
 padj:0.00083 N( -5/ +1/ 32)","Glycolysis / Gluconeogenesis","mrna","Exp","carbonSource","glucoselactate","kegg"
"3","ptsG","eco00010:Glycolysis / Gluconeogenesis",0.0402615467541624,-1,-1.39510954455184,0.000834272731348951,32,1.39510954455184,-2,1,5,"Glycolysis / Gluconeogenesis
 padj:0.00083 N( -5/ +1/ 32)","Glycolysis / Gluconeogenesis","mrna","Exp","carbonSource","glucoselactate","kegg"
"4","glk","eco00010:Glycolysis / Gluconeogenesis",0.0221025367076315,-1,-1.65555787948664,0.000834272731348951,32,1.65555787948664,-3,1,5,"Glycolysis / Gluconeogenesis
 padj:0.00083 N( -5/ +1/ 32)","Glycolysis / Gluconeogenesis","mrna","Exp","carbonSource","glucoselactate","kegg"
"5","gpmA","eco00010:Glycolysis / Gluconeogenesis",0.000550715867879953,-1,-3.25907240992979,0.000834272731348951,32,3.25907240992979,-4,1,5,"Glycolysis / Gluconeogenesis
 padj:0.00083 N( -5/ +1/ 32)","Glycolysis / Gluconeogenesis","mrna","Exp","carbonSource","glucoselactate","kegg"
"6","adhE","eco00010:Glycolysis / Gluconeogenesis",2.25648280876005e-05,-1,-4.64656797084718,0.000834272731348951,32,4.64656797084718,-5,1,5,"Glycolysis / Gluconeogenesis
 padj:0.00083 N( -5/ +1/ 32)","Glycolysis / Gluconeogenesis","mrna","Exp","carbonSource","glucoselactate","kegg"
"7","glpX","eco00051:Fructose and mannose metabolism",4.73093683122236e-07,1,6.32505285073281,0.0117145240312498,35,6.32505285073281,1,1,4,"Fructose and mannose metabolism
 padj:0.01171 N( -4/ +1/ 35)","Fructose and mannose metabolism","mrna","Exp","carbonSource","glucoselactate","kegg"
"8","fruA","eco00051:Fructose and mannose metabolism",0.00469165728366673,-1,-2.32867371975525,0.0117145240312498,35,2.32867371975525,-1,1,4,"Fructose and mannose metabolism
 padj:0.01171 N( -4/ +1/ 35)","Fructose and mannose metabolism","mrna","Exp","carbonSource","glucoselactate","kegg"
"9","manY","eco00051:Fructose and mannose metabolism",0.00034471564168407,-1,-3.46253900976595,0.0117145240312498,35,3.46253900976595,-2,1,4,"Fructose and mannose metabolism
 padj:0.01171 N( -4/ +1/ 35)","Fructose and mannose metabolism","mrna","Exp","carbonSource","glucoselactate","kegg"
"10","manZ","eco00051:Fructose and mannose metabolism",0.000120274760742071,-1,-3.91982549834975,0.0117145240312498,35,3.91982549834975,-3,1,4,"Fructose and mannose metabolism
 padj:0.01171 N( -4/ +1/ 35)","Fructose and mannose metabolism","mrna","Exp","carbonSource","glucoselactate","kegg"
"11","manX","eco00051:Fructose and mannose metabolism",1.41991785296679e-05,-1,-4.84773678028962,0.0117145240312498,35,4.84773678028962,-4,1,4,"Fructose and mannose metabolism
 padj:0.01171 N( -4/ +1/ 35)","Fructose and mannose metabolism","mrna","Exp","carbonSource","glucoselactate","kegg"
"12","allB","eco00230:Purine metabolism",0.00107807966985703,1,2.96734914369401,0.0323792143630915,76,2.96734914369401,3,3,3,"Purine metabolism
 padj:0.03238 N( -3/ +3/ 76)","Purine metabolism","mrna","Exp","carbonSource","glucoselactate","kegg"
"13","purN","eco00230:Purine metabolism",0.0072648562276389,1,2.13877297601991,0.0323792143630915,76,2.13877297601991,2,3,3,"Purine metabolism
 padj:0.03238 N( -3/ +3/ 76)","Purine metabolism","mrna","Exp","carbonSource","glucoselactate","kegg"
"14","purF","eco00230:Purine metabolism",0.0203956150772235,1,1.6904631929889,0.0323792143630915,76,1.6904631929889,1,3,3,"Purine metabolism
 padj:0.03238 N( -3/ +3/ 76)","Purine metabolism","mrna","Exp","carbonSource","glucoselactate","kegg"
"15","pykF","eco00230:Purine metabolism",0.0449746104161563,-1,-1.34703258995787,0.0323792143630915,76,1.34703258995787,-1,3,3,"Purine metabolism
 padj:0.03238 N( -3/ +3/ 76)","Purine metabolism","mrna","Exp","carbonSource","glucoselactate","kegg"
"16","deoB","eco00230:Purine metabolism",0.044629094309418,-1,-1.35038192652297,0.0323792143630915,76,1.35038192652297,-2,3,3,"Purine metabolism
 padj:0.03238 N( -3/ +3/ 76)","Purine metabolism","mrna","Exp","carbonSource","glucoselactate","kegg"
"17","polA","eco00230:Purine metabolism",0.037138448572847,-1,-1.43017624250051,0.0323792143630915,76,1.43017624250051,-3,3,3,"Purine metabolism
 padj:0.03238 N( -3/ +3/ 76)","Purine metabolism","mrna","Exp","carbonSource","glucoselactate","kegg"
"18","pyrI","eco00240:Pyrimidine metabolism",2.49988015496171e-05,1,4.60208081104252,0.0404806735883213,52,4.60208081104252,2,2,3,"Pyrimidine metabolism
 padj:0.04048 N( -3/ +2/ 52)","Pyrimidine metabolism","mrna","Exp","carbonSource","glucoselactate","kegg"
"19","pyrD","eco00240:Pyrimidine metabolism",0.0487506841832895,1,1.31201928488971,0.0404806735883213,52,1.31201928488971,1,2,3,"Pyrimidine metabolism
 padj:0.04048 N( -3/ +2/ 52)","Pyrimidine metabolism","mrna","Exp","carbonSource","glucoselactate","kegg"
"20","polA","eco00240:Pyrimidine metabolism",0.037138448572847,-1,-1.43017624250051,0.0404806735883213,52,1.43017624250051,-1,2,3,"Pyrimidine metabolism
 padj:0.04048 N( -3/ +2/ 52)","Pyrimidine metabolism","mrna","Exp","carbonSource","glucoselactate","kegg"
"21","cdd","eco00240:Pyrimidine metabolism",0.00155501808678936,-1,-2.8082645552242,0.0404806735883213,52,2.8082645552242,-2,2,3,"Pyrimidine metabolism
 padj:0.04048 N( -3/ +2/ 52)","Pyrimidine metabolism","mrna","Exp","carbonSource","glucoselactate","kegg"
"22","udp","eco00240:Pyrimidine metabolism",3.17516449071444e-06,-1,-5.4982337709833,0.0404806735883213,52,5.4982337709833,-3,2,3,"Pyrimidine metabolism
 padj:0.04048 N( -3/ +2/ 52)","Pyrimidine metabolism","mrna","Exp","carbonSource","glucoselactate","kegg"
"23","putA","eco00330:Arginine and proline metabolism",0.0208719047107058,-1,-1.68043791664591,0.0187272794023461,35,1.68043791664591,-1,0,5,"Arginine and proline metabolism
 padj:0.01873 N( -5/ +0/ 35)","Arginine and proline metabolism","mrna","Exp","carbonSource","glucoselactate","kegg"
"24","astB","eco00330:Arginine and proline metabolism",0.012656470613327,-1,-1.89768738490747,0.0187272794023461,35,1.89768738490747,-2,0,5,"Arginine and proline metabolism
 padj:0.01873 N( -5/ +0/ 35)","Arginine and proline metabolism","mrna","Exp","carbonSource","glucoselactate","kegg"
"25","astC","eco00330:Arginine and proline metabolism",0.012601723049538,-1,-1.89957006918836,0.0187272794023461,35,1.89957006918836,-3,0,5,"Arginine and proline metabolism
 padj:0.01873 N( -5/ +0/ 35)","Arginine and proline metabolism","mrna","Exp","carbonSource","glucoselactate","kegg"
"26","astA","eco00330:Arginine and proline metabolism",0.0117760876581706,-1,-1.92899897021802,0.0187272794023461,35,1.92899897021802,-4,0,5,"Arginine and proline metabolism
 padj:0.01873 N( -5/ +0/ 35)","Arginine and proline metabolism","mrna","Exp","carbonSource","glucoselactate","kegg"
"27","astD","eco00330:Arginine and proline metabolism",0.00919829782408604,-1,-2.0362925328721,0.0187272794023461,35,2.0362925328721,-5,0,5,"Arginine and proline metabolism
 padj:0.01873 N( -5/ +0/ 35)","Arginine and proline metabolism","mrna","Exp","carbonSource","glucoselactate","kegg"
"28","ptsG","eco00520:Amino sugar and nucleotide sugar metabolism",0.0402615467541624,-1,-1.39510954455184,0.00171396116542988,33,1.39510954455184,-1,0,6,"Amino sugar and nucleotide sugar metabolism
 padj:0.00171 N( -6/ +0/ 33)","Amino sugar and nucleotide sugar metabolism","mrna","Exp","carbonSource","glucoselactate","kegg"
"29","glk","eco00520:Amino sugar and nucleotide sugar metabolism",0.0221025367076315,-1,-1.65555787948664,0.00171396116542988,33,1.65555787948664,-2,0,6,"Amino sugar and nucleotide sugar metabolism
 padj:0.00171 N( -6/ +0/ 33)","Amino sugar and nucleotide sugar metabolism","mrna","Exp","carbonSource","glucoselactate","kegg"
"30","nagA","eco00520:Amino sugar and nucleotide sugar metabolism",0.0154835375711276,-1,-1.81012980772937,0.00171396116542988,33,1.81012980772937,-3,0,6,"Amino sugar and nucleotide sugar metabolism
 padj:0.00171 N( -6/ +0/ 33)","Amino sugar and nucleotide sugar metabolism","mrna","Exp","carbonSource","glucoselactate","kegg"
"31","manY","eco00520:Amino sugar and nucleotide sugar metabolism",0.00034471564168407,-1,-3.46253900976595,0.00171396116542988,33,3.46253900976595,-4,0,6,"Amino sugar and nucleotide sugar metabolism
 padj:0.00171 N( -6/ +0/ 33)","Amino sugar and nucleotide sugar metabolism","mrna","Exp","carbonSource","glucoselactate","kegg"
"32","manZ","eco00520:Amino sugar and nucleotide sugar metabolism",0.000120274760742071,-1,-3.91982549834975,0.00171396116542988,33,3.91982549834975,-5,0,6,"Amino sugar and nucleotide sugar metabolism
 padj:0.00171 N( -6/ +0/ 33)","Amino sugar and nucleotide sugar metabolism","mrna","Exp","carbonSource","glucoselactate","kegg"
"33","manX","eco00520:Amino sugar and nucleotide sugar metabolism",1.41991785296679e-05,-1,-4.84773678028962,0.00171396116542988,33,4.84773678028962,-6,0,6,"Amino sugar and nucleotide sugar metabolism
 padj:0.00171 N( -6/ +0/ 33)","Amino sugar and nucleotide sugar metabolism","mrna","Exp","carbonSource","glucoselactate","kegg"
"34","pflD","eco00620:Pyruvate metabolism",7.6762662431306e-07,1,6.11484997063312,1.18210219390846e-08,40,6.11484997063312,3,3,7,"Pyruvate metabolism
 padj:0.00000 N( -7/ +3/ 40)","Pyruvate metabolism","mrna","Exp","carbonSource","glucoselactate","kegg"
"35","ppsA","eco00620:Pyruvate metabolism",1.97475597563141e-06,1,5.70448656332078,1.18210219390846e-08,40,5.70448656332078,2,3,7,"Pyruvate metabolism
 padj:0.00000 N( -7/ +3/ 40)","Pyruvate metabolism","mrna","Exp","carbonSource","glucoselactate","kegg"
"36","lldD","eco00620:Pyruvate metabolism",0.000207099967606522,1,3.68381996903658,1.18210219390846e-08,40,3.68381996903658,1,3,7,"Pyruvate metabolism
 padj:0.00000 N( -7/ +3/ 40)","Pyruvate metabolism","mrna","Exp","carbonSource","glucoselactate","kegg"
"37","yccX","eco00620:Pyruvate metabolism",0.0455857362766906,-1,-1.34117102631306,1.18210219390846e-08,40,1.34117102631306,-1,3,7,"Pyruvate metabolism
 padj:0.00000 N( -7/ +3/ 40)","Pyruvate metabolism","mrna","Exp","carbonSource","glucoselactate","kegg"
"38","pykF","eco00620:Pyruvate metabolism",0.0449746104161563,-1,-1.34703258995787,1.18210219390846e-08,40,1.34703258995787,-2,3,7,"Pyruvate metabolism
 padj:0.00000 N( -7/ +3/ 40)","Pyruvate metabolism","mrna","Exp","carbonSource","glucoselactate","kegg"
"39","poxB","eco00620:Pyruvate metabolism",0.0435147029508388,-1,-1.36136397680331,1.18210219390846e-08,40,1.36136397680331,-3,3,7,"Pyruvate metabolism
 padj:0.00000 N( -7/ +3/ 40)","Pyruvate metabolism","mrna","Exp","carbonSource","glucoselactate","kegg"
"40","yqeF","eco00620:Pyruvate metabolism",0.0347816933986578,-1,-1.4586492775435,1.18210219390846e-08,40,1.4586492775435,-4,3,7,"Pyruvate metabolism
 padj:0.00000 N( -7/ +3/ 40)","Pyruvate metabolism","mrna","Exp","carbonSource","glucoselactate","kegg"
"41","aldA","eco00620:Pyruvate metabolism",0.0113769479881839,-1,-1.94397422736643,1.18210219390846e-08,40,1.94397422736643,-5,3,7,"Pyruvate metabolism
 padj:0.00000 N( -7/ +3/ 40)","Pyruvate metabolism","mrna","Exp","carbonSource","glucoselactate","kegg"
"42","mgsA","eco00620:Pyruvate metabolism",0.00367876919422366,-1,-2.43429745892599,1.18210219390846e-08,40,2.43429745892599,-6,3,7,"Pyruvate metabolism
 padj:0.00000 N( -7/ +3/ 40)","Pyruvate metabolism","mrna","Exp","carbonSource","glucoselactate","kegg"
"43","adhE","eco00620:Pyruvate metabolism",2.25648280876005e-05,-1,-4.64656797084718,1.18210219390846e-08,40,4.64656797084718,-7,3,7,"Pyruvate metabolism
 padj:0.00000 N( -7/ +3/ 40)","Pyruvate metabolism","mrna","Exp","carbonSource","glucoselactate","kegg"
"44","ptsG","eco02060:Phosphotransferase system (PTS)",0.0402615467541624,-1,-1.39510954455184,0.00191160107883281,35,1.39510954455184,-1,0,6,"Phosphotransferase system (PTS)
 padj:0.00191 N( -6/ +0/ 35)","Phosphotransferase system (PTS)","mrna","Exp","carbonSource","glucoselactate","kegg"
"45","fruA","eco02060:Phosphotransferase system (PTS)",0.00469165728366673,-1,-2.32867371975525,0.00191160107883281,35,2.32867371975525,-2,0,6,"Phosphotransferase system (PTS)
 padj:0.00191 N( -6/ +0/ 35)","Phosphotransferase system (PTS)","mrna","Exp","carbonSource","glucoselactate","kegg"
"46","manY","eco02060:Phosphotransferase system (PTS)",0.00034471564168407,-1,-3.46253900976595,0.00191160107883281,35,3.46253900976595,-3,0,6,"Phosphotransferase system (PTS)
 padj:0.00191 N( -6/ +0/ 35)","Phosphotransferase system (PTS)","mrna","Exp","carbonSource","glucoselactate","kegg"
"47","manZ","eco02060:Phosphotransferase system (PTS)",0.000120274760742071,-1,-3.91982549834975,0.00191160107883281,35,3.91982549834975,-4,0,6,"Phosphotransferase system (PTS)
 padj:0.00191 N( -6/ +0/ 35)","Phosphotransferase system (PTS)","mrna","Exp","carbonSource","glucoselactate","kegg"
"48","yadI","eco02060:Phosphotransferase system (PTS)",3.55533171639479e-05,-1,-4.44911987288667,0.00191160107883281,35,4.44911987288667,-5,0,6,"Phosphotransferase system (PTS)
 padj:0.00191 N( -6/ +0/ 35)","Phosphotransferase system (PTS)","mrna","Exp","carbonSource","glucoselactate","kegg"
"49","manX","eco02060:Phosphotransferase system (PTS)",1.41991785296679e-05,-1,-4.84773678028962,0.00191160107883281,35,4.84773678028962,-6,0,6,"Phosphotransferase system (PTS)
 padj:0.00191 N( -6/ +0/ 35)","Phosphotransferase system (PTS)","mrna","Exp","carbonSource","glucoselactate","kegg"
