"","ID","KEGG_Path","padj_gene","signChange","score_gene","FDR_KEGG_Path","numGenesInCat","abs_score","rank","numSigP","numSigN","KEGG_Path_long","KEGG_Path_short","pick_data","growthPhase","test_for","vs","df_category"
"1","fbaB","eco00010:Glycolysis / Gluconeogenesis",0.0438467943030405,-1,-1.35806215297964,0.000452199643650841,32,1.35806215297964,-1,0,14,"Glycolysis / Gluconeogenesis
 padj:0.00045 N( -14/ +0/ 32)","Glycolysis / Gluconeogenesis","mrna","Exp","Mg_mM_Levels","baseMglowMg","kegg"
"2","gapA","eco00010:Glycolysis / Gluconeogenesis",0.0420351697140723,-1,-1.37638719480953,0.000452199643650841,32,1.37638719480953,-2,0,14,"Glycolysis / Gluconeogenesis
 padj:0.00045 N( -14/ +0/ 32)","Glycolysis / Gluconeogenesis","mrna","Exp","Mg_mM_Levels","baseMglowMg","kegg"
"3","glpX","eco00010:Glycolysis / Gluconeogenesis",0.0128063826150594,-1,-1.89257352694363,0.000452199643650841,32,1.89257352694363,-3,0,14,"Glycolysis / Gluconeogenesis
 padj:0.00045 N( -14/ +0/ 32)","Glycolysis / Gluconeogenesis","mrna","Exp","Mg_mM_Levels","baseMglowMg","kegg"
"4","adhE","eco00010:Glycolysis / Gluconeogenesis",0.0121138030585423,-1,-1.91671949120463,0.000452199643650841,32,1.91671949120463,-4,0,14,"Glycolysis / Gluconeogenesis
 padj:0.00045 N( -14/ +0/ 32)","Glycolysis / Gluconeogenesis","mrna","Exp","Mg_mM_Levels","baseMglowMg","kegg"
"5","frmA","eco00010:Glycolysis / Gluconeogenesis",0.0102580184900767,-1,-1.98893652245383,0.000452199643650841,32,1.98893652245383,-5,0,14,"Glycolysis / Gluconeogenesis
 padj:0.00045 N( -14/ +0/ 32)","Glycolysis / Gluconeogenesis","mrna","Exp","Mg_mM_Levels","baseMglowMg","kegg"
"6","pgm","eco00010:Glycolysis / Gluconeogenesis",0.00176989268398815,-1,-2.75205306593464,0.000452199643650841,32,2.75205306593464,-6,0,14,"Glycolysis / Gluconeogenesis
 padj:0.00045 N( -14/ +0/ 32)","Glycolysis / Gluconeogenesis","mrna","Exp","Mg_mM_Levels","baseMglowMg","kegg"
"7","ptsG","eco00010:Glycolysis / Gluconeogenesis",0.000394792343807856,-1,-3.40363127817626,0.000452199643650841,32,3.40363127817626,-7,0,14,"Glycolysis / Gluconeogenesis
 padj:0.00045 N( -14/ +0/ 32)","Glycolysis / Gluconeogenesis","mrna","Exp","Mg_mM_Levels","baseMglowMg","kegg"
"8","eno","eco00010:Glycolysis / Gluconeogenesis",8.40452992233343e-05,-1,-4.0754865722716,0.000452199643650841,32,4.0754865722716,-8,0,14,"Glycolysis / Gluconeogenesis
 padj:0.00045 N( -14/ +0/ 32)","Glycolysis / Gluconeogenesis","mrna","Exp","Mg_mM_Levels","baseMglowMg","kegg"
"9","crr","eco00010:Glycolysis / Gluconeogenesis",8.00299173273543e-05,-1,-4.09674763174146,0.000452199643650841,32,4.09674763174146,-9,0,14,"Glycolysis / Gluconeogenesis
 padj:0.00045 N( -14/ +0/ 32)","Glycolysis / Gluconeogenesis","mrna","Exp","Mg_mM_Levels","baseMglowMg","kegg"
"10","pgi","eco00010:Glycolysis / Gluconeogenesis",9.06394537875402e-06,-1,-5.04268272028689,0.000452199643650841,32,5.04268272028689,-10,0,14,"Glycolysis / Gluconeogenesis
 padj:0.00045 N( -14/ +0/ 32)","Glycolysis / Gluconeogenesis","mrna","Exp","Mg_mM_Levels","baseMglowMg","kegg"
"11","pgk","eco00010:Glycolysis / Gluconeogenesis",1.81813795111352e-06,-1,-5.74037316779478,0.000452199643650841,32,5.74037316779478,-11,0,14,"Glycolysis / Gluconeogenesis
 padj:0.00045 N( -14/ +0/ 32)","Glycolysis / Gluconeogenesis","mrna","Exp","Mg_mM_Levels","baseMglowMg","kegg"
"12","tpiA","eco00010:Glycolysis / Gluconeogenesis",8.8420865941585e-07,-1,-6.05344523618642,0.000452199643650841,32,6.05344523618642,-12,0,14,"Glycolysis / Gluconeogenesis
 padj:0.00045 N( -14/ +0/ 32)","Glycolysis / Gluconeogenesis","mrna","Exp","Mg_mM_Levels","baseMglowMg","kegg"
"13","galM","eco00010:Glycolysis / Gluconeogenesis",2.09318198199971e-07,-1,-6.67919301230032,0.000452199643650841,32,6.67919301230032,-13,0,14,"Glycolysis / Gluconeogenesis
 padj:0.00045 N( -14/ +0/ 32)","Glycolysis / Gluconeogenesis","mrna","Exp","Mg_mM_Levels","baseMglowMg","kegg"
"14","pykF","eco00010:Glycolysis / Gluconeogenesis",5.26239232965974e-11,-1,-10.2788167768785,0.000452199643650841,32,10.2788167768785,-14,0,14,"Glycolysis / Gluconeogenesis
 padj:0.00045 N( -14/ +0/ 32)","Glycolysis / Gluconeogenesis","mrna","Exp","Mg_mM_Levels","baseMglowMg","kegg"
"15","fbaB","eco00030:Pentose phosphate pathway",0.0438467943030405,-1,-1.35806215297964,2.05225748309834e-05,27,1.35806215297964,-1,0,14,"Pentose phosphate pathway
 padj:0.00002 N( -14/ +0/ 27)","Pentose phosphate pathway","mrna","Exp","Mg_mM_Levels","baseMglowMg","kegg"
"16","rpiA","eco00030:Pentose phosphate pathway",0.0152688665407536,-1,-1.81619320088507,2.05225748309834e-05,27,1.81619320088507,-2,0,14,"Pentose phosphate pathway
 padj:0.00002 N( -14/ +0/ 27)","Pentose phosphate pathway","mrna","Exp","Mg_mM_Levels","baseMglowMg","kegg"
