"","X","Category","MF","Count","X.","PValue","List.Total","Pop.Hits","Pop.Total","Fold.Enrichment","Bonferroni","Benjamini","FDR_MF","MF_Short","gene_number","gene_name_ez","gene_name","padj_gene","log2","signChange","score_gene","abs_score","rank","numSigP","numSigN","MF_Long","pick_data","growthPhase","test_for","base","contrast","df_category"
"1",5,"GOTERM_MF_ALL","GO:0004457~lactate dehydrogenase activity",5,1.07066381156317,0.00204071276788285,363,6,3186,7.31404958677686,0.792144375623646,0.26961414118973,0.0307126675432439,"lactate dehydrogenase activity","gene_01","945906","ykgG",9.57475970356118e-06,2.303969806128,1,5.01887211665197,5.01887211665197,4,4,1,"lactate dehydrogenase activity padj:0.03071 N( -1/ +4/ 6)","mrna","Exp","carbonSource","glucose","lactate","mf"
"2",5,"GOTERM_MF_ALL","GO:0004457~lactate dehydrogenase activity",5,1.07066381156317,0.00204071276788285,363,6,3186,7.31404958677686,0.792144375623646,0.26961414118973,0.0307126675432439,"lactate dehydrogenase activity","gene_05","944980","ykgF",0.000639247173048174,2.00845607642847,1,3.19433118388402,3.19433118388402,3,4,1,"lactate dehydrogenase activity padj:0.03071 N( -1/ +4/ 6)","mrna","Exp","carbonSource","glucose","lactate","mf"
"3",5,"GOTERM_MF_ALL","GO:0004457~lactate dehydrogenase activity",5,1.07066381156317,0.00204071276788285,363,6,3186,7.31404958677686,0.792144375623646,0.26961414118973,0.0307126675432439,"lactate dehydrogenase activity","gene_03","948438","ykgE",0.000681822258696375,2.0133676451588,1,3.16632882494459,3.16632882494459,2,4,1,"lactate dehydrogenase activity padj:0.03071 N( -1/ +4/ 6)","mrna","Exp","carbonSource","glucose","lactate","mf"
"4",3,"GOTERM_MF_ALL","GO:0019843~rRNA binding",17,3.64025695931478,9.3483867887488e-05,363,51,3186,2.92561983471074,0.0693690247227504,0.0236792913504572,0.00142657720333006,"rRNA binding","gene_02","947143","trmA",0.00108639681592416,1.26330014847957,1,2.96401151591758,2.96401151591758,16,16,1,"rRNA binding padj:0.00143 N( -1/ +16/ 51)","mrna","Exp","carbonSource","glucose","lactate","mf"
"5",4,"GOTERM_MF_ALL","GO:0003723~RNA binding",38,8.13704496788009,0.0001006793258091,363,176,3186,1.895003756574,0.0745047684023646,0.0191704392296339,0.00153630205719624,"RNA binding","gene_04","947143","trmA",0.00108639681592416,1.26330014847957,1,2.96401151591758,2.96401151591758,36,36,2,"RNA binding padj:0.00154 N( -2/ +36/ 176)","mrna","Exp","carbonSource","glucose","lactate","mf"
"6",4,"GOTERM_MF_ALL","GO:0003723~RNA binding",38,8.13704496788009,0.0001006793258091,363,176,3186,1.895003756574,0.0745047684023646,0.0191704392296339,0.00153630205719624,"RNA binding","gene_28","947296","smpB",0.00137330402555912,1.3471805249264,1,2.86223330689558,2.86223330689558,35,36,2,"RNA binding padj:0.00154 N( -2/ +36/ 176)","mrna","Exp","carbonSource","glucose","lactate","mf"
"7",4,"GOTERM_MF_ALL","GO:0003723~RNA binding",38,8.13704496788009,0.0001006793258091,363,176,3186,1.895003756574,0.0745047684023646,0.0191704392296339,0.00153630205719624,"RNA binding","gene_14","946318","rpmG",0.00154786616790586,1.71965449556404,1,2.81026659213673,2.81026659213673,34,36,2,"RNA binding padj:0.00154 N( -2/ +36/ 176)","mrna","Exp","carbonSource","glucose","lactate","mf"
"8",1,"GOTERM_MF_ALL","GO:0003735~structural constituent of ribosome",19,4.06852248394004,3.07955494277589e-05,363,57,3186,2.92561983471074,0.023403920855113,0.023403920855113,0.000470154718453575,"structural constituent of ribosome","gene_15","946318","rpmG",0.00154786616790586,1.71965449556404,1,2.81026659213673,2.81026659213673,18,18,1,"structural constituent of ribosome padj:0.00047 N( -1/ +18/ 57)","mrna","Exp","carbonSource","glucose","lactate","mf"
"9",2,"GOTERM_MF_ALL","GO:0005198~structural molecule activity",22,4.71092077087794,3.31177959031416e-05,363,73,3186,2.64508094645081,0.0251464328226086,0.0126532690197474,0.000505600007707496,"structural molecule activity","gene_18","946318","rpmG",0.00154786616790586,1.71965449556404,1,2.81026659213673,2.81026659213673,20,20,2,"structural molecule activity padj:0.00051 N( -2/ +20/ 73)","mrna","Exp","carbonSource","glucose","lactate","mf"
"10",4,"GOTERM_MF_ALL","GO:0003723~RNA binding",38,8.13704496788009,0.0001006793258091,363,176,3186,1.895003756574,0.0745047684023646,0.0191704392296339,0.00153630205719624,"RNA binding","gene_37","948070","cspA",0.0021965844691343,2.67515870876403,1,2.65825209138634,2.65825209138634,33,36,2,"RNA binding padj:0.00154 N( -2/ +36/ 176)","mrna","Exp","carbonSource","glucose","lactate","mf"
"11",5,"GOTERM_MF_ALL","GO:0004457~lactate dehydrogenase activity",5,1.07066381156317,0.00204071276788285,363,6,3186,7.31404958677686,0.792144375623646,0.26961414118973,0.0307126675432439,"lactate dehydrogenase activity","gene_02","948121","lldD",0.00315338520817965,2.13931544587942,1,2.50122297388631,2.50122297388631,1,4,1,"lactate dehydrogenase activity padj:0.03071 N( -1/ +4/ 6)","mrna","Exp","carbonSource","glucose","lactate","mf"
"12",4,"GOTERM_MF_ALL","GO:0003723~RNA binding",38,8.13704496788009,0.0001006793258091,363,176,3186,1.895003756574,0.0745047684023646,0.0191704392296339,0.00153630205719624,"RNA binding","gene_21","947055","srmB",0.00364167135356654,1.31108723492183,1,2.43869925013164,2.43869925013164,32,36,2,"RNA binding padj:0.00154 N( -2/ +36/ 176)","mrna","Exp","carbonSource","glucose","lactate","mf"
"13",3,"GOTERM_MF_ALL","GO:0019843~rRNA binding",17,3.64025695931478,9.3483867887488e-05,363,51,3186,2.92561983471074,0.0693690247227504,0.0236792913504572,0.00142657720333006,"rRNA binding","gene_05","947801","rpsN",0.00481469371713378,2.28198309899389,1,2.31743133495471,2.31743133495471,15,16,1,"rRNA binding padj:0.00143 N( -1/ +16/ 51)","mrna","Exp","carbonSource","glucose","lactate","mf"
"14",1,"GOTERM_MF_ALL","GO:0003735~structural constituent of ribosome",19,4.06852248394004,3.07955494277589e-05,363,57,3186,2.92561983471074,0.023403920855113,0.023403920855113,0.000470154718453575,"structural constituent of ribosome","gene_07","947801","rpsN",0.00481469371713378,2.28198309899389,1,2.31743133495471,2.31743133495471,17,18,1,"structural constituent of ribosome padj:0.00047 N( -1/ +18/ 57)","mrna","Exp","carbonSource","glucose","lactate","mf"
