"","X","Category","KEGG_Path","Count","X.","PValue","List.Total","Pop.Hits","Pop.Total","Fold.Enrichment","Bonferroni","Benjamini","FDR_KEGG_Path","KEGG_Path_Short","gene_number","gene_name_ez","gene_name","padj_gene","log2","signChange","score_gene","abs_score","rank","numSigP","numSigN","KEGG_Path_long","KEGG_Path_short","pick_data","growthPhase","test_for","base","contrast","df_category"
"1",2,"KEGG_PATHWAY","eco00230:Purine metabolism",18,7.31707317073171,0.000764880576302139,138,86,1571,2.38270980788675,0.0441413395278025,0.022319755506844,0.00761176774079442,"Purine metabolism","gene_05","947155","nrdE",0.045961140272794,-1.3851406929644,-1,-1.33760920522224,1.33760920522224,-1,0,18,"Purine metabolism
 padj:0.00761 N( -18/ +0/ 86)","Purine metabolism","mrna","Exp","Mg_mM_Levels","baseMg","lowMg","kegg"
"2",1,"KEGG_PATHWAY","eco03010:Ribosome",23,9.34959349593496,2.08321314217442e-07,138,78,1571,3.35683760683761,1.22908832844715e-05,1.22908832844715e-05,2.08025795689348e-06,"Ribosome","gene_19","947846","rpsG",0.0424969077463609,-1.27530756238543,-1,-1.37164266989205,1.37164266989205,-1,0,23,"Ribosome
 padj:0.00000 N( -23/ +0/ 78)","Ribosome","mrna","Exp","Mg_mM_Levels","baseMg","lowMg","kegg"
"3",1,"KEGG_PATHWAY","eco03010:Ribosome",23,9.34959349593496,2.08321314217442e-07,138,78,1571,3.35683760683761,1.22908832844715e-05,1.22908832844715e-05,2.08025795689348e-06,"Ribosome","gene_06","947809","rplN",0.0390596918358535,-1.23835790958146,-1,-1.40827118743107,1.40827118743107,-2,0,23,"Ribosome
 padj:0.00000 N( -23/ +0/ 78)","Ribosome","mrna","Exp","Mg_mM_Levels","baseMg","lowMg","kegg"
"4",1,"KEGG_PATHWAY","eco03010:Ribosome",23,9.34959349593496,2.08321314217442e-07,138,78,1571,3.35683760683761,1.22908832844715e-05,1.22908832844715e-05,2.08025795689348e-06,"Ribosome","gene_23","948723","rpsF",0.0329618144069523,-1.34512526281502,-1,-1.48198889026257,1.48198889026257,-3,0,23,"Ribosome
 padj:0.00000 N( -23/ +0/ 78)","Ribosome","mrna","Exp","Mg_mM_Levels","baseMg","lowMg","kegg"
"5",1,"KEGG_PATHWAY","eco03010:Ribosome",23,9.34959349593496,2.08321314217442e-07,138,78,1571,3.35683760683761,1.22908832844715e-05,1.22908832844715e-05,2.08025795689348e-06,"Ribosome","gene_09","947810","rplX",0.0295741771482518,-1.31723638538466,-1,-1.5290873300456,1.5290873300456,-4,0,23,"Ribosome
 padj:0.00000 N( -23/ +0/ 78)","Ribosome","mrna","Exp","Mg_mM_Levels","baseMg","lowMg","kegg"
"6",1,"KEGG_PATHWAY","eco03010:Ribosome",23,9.34959349593496,2.08321314217442e-07,138,78,1571,3.35683760683761,1.22908832844715e-05,1.22908832844715e-05,2.08025795689348e-06,"Ribosome","gene_11","947784","rplQ",0.0273679328286705,-1.3433628687232,-1,-1.56275800474573,1.56275800474573,-5,0,23,"Ribosome
 padj:0.00000 N( -23/ +0/ 78)","Ribosome","mrna","Exp","Mg_mM_Levels","baseMg","lowMg","kegg"
"7",2,"KEGG_PATHWAY","eco00230:Purine metabolism",18,7.31707317073171,0.000764880576302139,138,86,1571,2.38270980788675,0.0441413395278025,0.022319755506844,0.00761176774079442,"Purine metabolism","gene_04","945134","allB",0.0252482729364575,-1.54218184386962,-1,-1.59776832367676,1.59776832367676,-2,0,18,"Purine metabolism
 padj:0.00761 N( -18/ +0/ 86)","Purine metabolism","mrna","Exp","Mg_mM_Levels","baseMg","lowMg","kegg"
"8",1,"KEGG_PATHWAY","eco03010:Ribosome",23,9.34959349593496,2.08321314217442e-07,138,78,1571,3.35683760683761,1.22908832844715e-05,1.22908832844715e-05,2.08025795689348e-06,"Ribosome","gene_04","947816","rpsJ",0.0234286640362759,-1.45981146543766,-1,-1.63025247530468,1.63025247530468,-6,0,23,"Ribosome
 padj:0.00000 N( -23/ +0/ 78)","Ribosome","mrna","Exp","Mg_mM_Levels","baseMg","lowMg","kegg"
"9",1,"KEGG_PATHWAY","eco03010:Ribosome",23,9.34959349593496,2.08321314217442e-07,138,78,1571,3.35683760683761,1.22908832844715e-05,1.22908832844715e-05,2.08025795689348e-06,"Ribosome","gene_21","948721","rpsR",0.0230583418459074,-1.42636829749418,-1,-1.63717192657578,1.63717192657578,-7,0,23,"Ribosome
 padj:0.00000 N( -23/ +0/ 78)","Ribosome","mrna","Exp","Mg_mM_Levels","baseMg","lowMg","kegg"
"10",2,"KEGG_PATHWAY","eco00230:Purine metabolism",18,7.31707317073171,0.000764880576302139,138,86,1571,2.38270980788675,0.0441413395278025,0.022319755506844,0.00761176774079442,"Purine metabolism","gene_15","947794","rpoA",0.0228971588922699,-1.3996956463735,-1,-1.64021840211238,1.64021840211238,-3,0,18,"Purine metabolism
 padj:0.00761 N( -18/ +0/ 86)","Purine metabolism","mrna","Exp","Mg_mM_Levels","baseMg","lowMg","kegg"
