"","X","Category","MF","Count","X.","PValue","List.Total","Pop.Hits","Pop.Total","Fold.Enrichment","Bonferroni","Benjamini","FDR_MF","MF_Short","gene_number","gene_name_ez","gene_name","padj_gene","log2","signChange","score_gene","abs_score","rank","numSigP","numSigN","MF_long","MF_short","pick_data","growthPhase","test_for","base","contrast","df_category"
"1",3,"GOTERM_MF_ALL","GO:0046872~metal ion binding",78,19.5488721804511,5.48296629828099e-07,348,2793,21998,1.76533698778967,0.000290006936577436,9.66783252565051e-05,7.95824342669782e-06,"metal ion binding","gene_162","949041","mglB",5.52245252755813e-26,4.44140937175356,1,25.2578680087491,25.2578680087491,57,57,11,"metal ion binding
 padj:0.00001 N( -11/ +57/ 2793)","metal ion binding","protein","Exp","carbonSource","glucose","lactate","kegg"
"2",4,"GOTERM_MF_ALL","GO:0043169~cation binding",79,19.7994987468672,8.67738004393211e-07,348,2876,21998,1.7363695586143,0.00045892826365046,0.000114751816370662,1.25947434046481e-05,"cation binding","gene_165","949041","mglB",5.52245252755813e-26,4.44140937175356,1,25.2578680087491,25.2578680087491,58,58,11,"cation binding
 padj:0.00001 N( -11/ +58/ 2876)","cation binding","protein","Exp","carbonSource","glucose","lactate","kegg"
"3",5,"GOTERM_MF_ALL","GO:0043167~ion binding",79,19.7994987468672,1.06477086190802e-06,348,2891,21998,1.72736037723096,0.000563105482396686,0.000112646472076094,1.54545471892087e-05,"ion binding","gene_165","949041","mglB",5.52245252755813e-26,4.44140937175356,1,25.2578680087491,25.2578680087491,58,58,11,"ion binding
 padj:0.00002 N( -11/ +58/ 2891)","ion binding","protein","Exp","carbonSource","glucose","lactate","kegg"
"4",15,"GOTERM_MF_ALL","GO:0005488~binding",241,60.4010025062657,0.00152402792470254,348,13515,21998,1.12721029422396,0.553727595475742,0.0523673792857741,0.0218942014632434,"binding","gene_250","949041","mglB",5.52245252755813e-26,4.44140937175356,1,25.2578680087491,25.2578680087491,184,184,30,"binding
 padj:0.02189 N( -30/ +184/ 13515)","binding","protein","Exp","carbonSource","glucose","lactate","kegg"
"5",16,"GOTERM_MF_ALL","GO:0016614~oxidoreductase activity, acting on CH-OH group of donors",16,4.01002506265664,0.00160149914882152,348,395,21998,2.5605121489888,0.571674631041539,0.0516124101898671,0.0229951428595773,"oxidoreductase activity, acting on CH-OH group of donors","gene_26","947934","glpD",1.07353675988182e-15,4.55037150000949,1,14.9691830799278,14.9691830799278,11,11,3,"oxidoreductase activity, acting on CH-OH group of donors
 padj:0.02300 N( -3/ +11/ 395)","oxidoreductase activity, acting on CH-OH group of donors","protein","Exp","carbonSource","glucose","lactate","kegg"
"6",19,"GOTERM_MF_ALL","GO:0016491~oxidoreductase activity",58,14.5363408521303,0.00306730914609276,348,2513,21998,1.45894680992174,0.803108045823619,0.0819758552092592,0.0436095204245563,"oxidoreductase activity","gene_41","947934","glpD",1.07353675988182e-15,4.55037150000949,1,14.9691830799278,14.9691830799278,40,40,9,"oxidoreductase activity
 padj:0.04361 N( -9/ +40/ 2513)","oxidoreductase activity","protein","Exp","carbonSource","glucose","lactate","kegg"
"7",1,"GOTERM_MF_ALL","GO:0005515~protein binding",88,22.0551378446115,1.73204457106172e-29,348,1395,21998,3.98760762987682,9.1625157809165e-27,9.1625157809165e-27,2.51398287734955e-28,"protein binding","gene_162","947934","glpD",1.07353675988182e-15,4.55037150000949,1,14.9691830799278,14.9691830799278,70,70,9,"protein binding
 padj:0.00000 N( -9/ +70/ 1395)","protein binding","protein","Exp","carbonSource","glucose","lactate","kegg"
"8",2,"GOTERM_MF_ALL","GO:0003824~catalytic activity",264,66.1654135338346,1.38217638915228e-07,348,13817,21998,1.20779749084711,7.31144630330416e-05,3.65578997565397e-05,2.00616346013316e-06,"catalytic activity","gene_306","947934","glpD",1.07353675988182e-15,4.55037150000949,1,14.9691830799278,14.9691830799278,200,200,32,"catalytic activity
 padj:0.00000 N( -32/ +200/ 13817)","catalytic activity","protein","Exp","carbonSource","glucose","lactate","kegg"
"9",15,"GOTERM_MF_ALL","GO:0005488~binding",241,60.4010025062657,0.00152402792470254,348,13515,21998,1.12721029422396,0.553727595475742,0.0523673792857741,0.0218942014632434,"binding","gene_592","947934","glpD",1.07353675988182e-15,4.55037150000949,1,14.9691830799278,14.9691830799278,183,184,30,"binding
 padj:0.02189 N( -30/ +184/ 13515)","binding","protein","Exp","carbonSource","glucose","lactate","kegg"
"10",21,"GOTERM_MF_ALL","GO:0001883~purine nucleoside binding",58,14.5363408521303,0.00330563367151709,348,2523,21998,1.45316422248646,0.826499855295115,0.0800246669652266,0.0469226618819427,"purine nucleoside binding","gene_97","948423","glpK",1.24096381525784e-15,3.32623551311218,1,14.9062408817269,14.9062408817269,37,37,14,"purine nucleoside binding
 padj:0.04692 N( -14/ +37/ 2523)","purine nucleoside binding","protein","Exp","carbonSource","glucose","lactate","kegg"
"11",22,"GOTERM_MF_ALL","GO:0030554~adenyl nucleotide binding",58,14.5363408521303,0.00330563367151709,348,2523,21998,1.45316422248646,0.826499855295115,0.0800246669652266,0.0469226618819427,"adenyl nucleotide binding","gene_97","948423","glpK",1.24096381525784e-15,3.32623551311218,1,14.9062408817269,14.9062408817269,37,37,14,"adenyl nucleotide binding
 padj:0.04692 N( -14/ +37/ 2523)","adenyl nucleotide binding","protein","Exp","carbonSource","glucose","lactate","kegg"
"12",6,"GOTERM_MF_ALL","GO:0046914~transition metal ion binding",59,14.7869674185464,1.2516890929895e-05,348,2075,21998,1.79737155518626,0.0065996030703015,0.00110297073715637,0.00018166153827559,"transition metal ion binding","gene_98","948423","glpK",1.24096381525784e-15,3.32623551311218,1,14.9062408817269,14.9062408817269,42,42,10,"transition metal ion binding
 padj:0.00018 N( -10/ +42/ 2075)","transition metal ion binding","protein","Exp","carbonSource","glucose","lactate","kegg"
"13",20,"GOTERM_MF_ALL","GO:0017076~purine nucleotide binding",61,15.2882205513784,0.00309561520240213,348,2677,21998,1.44040764451543,0.80604330075278,0.0787335847916967,0.0440035861863297,"purine nucleotide binding","gene_99","948423","glpK",1.24096381525784e-15,3.32623551311218,1,14.9062408817269,14.9062408817269,39,39,14,"purine nucleotide binding
 padj:0.04400 N( -14/ +39/ 2677)","purine nucleotide binding","protein","Exp","carbonSource","glucose","lactate","kegg"
"14",11,"GOTERM_MF_ALL","GO:0000166~nucleotide binding",73,18.2957393483709,0.000811772005779939,348,3175,21998,1.4533930672459,0.349231810568791,0.0383019045233338,0.0117180836653049,"nucleotide binding","gene_172","948423","glpK",1.24096381525784e-15,3.32623551311218,1,14.9062408817269,14.9062408817269,50,50,14,"nucleotide binding
 padj:0.01172 N( -14/ +50/ 3175)","nucleotide binding","protein","Exp","carbonSource","glucose","lactate","kegg"
"15",3,"GOTERM_MF_ALL","GO:0046872~metal ion binding",78,19.5488721804511,5.48296629828099e-07,348,2793,21998,1.76533698778967,0.000290006936577436,9.66783252565051e-05,7.95824342669782e-06,"metal ion binding","gene_180","948423","glpK",1.24096381525784e-15,3.32623551311218,1,14.9062408817269,14.9062408817269,56,57,11,"metal ion binding
 padj:0.00001 N( -11/ +57/ 2793)","metal ion binding","protein","Exp","carbonSource","glucose","lactate","kegg"
"16",4,"GOTERM_MF_ALL","GO:0043169~cation binding",79,19.7994987468672,8.67738004393211e-07,348,2876,21998,1.7363695586143,0.00045892826365046,0.000114751816370662,1.25947434046481e-05,"cation binding","gene_183","948423","glpK",1.24096381525784e-15,3.32623551311218,1,14.9062408817269,14.9062408817269,57,58,11,"cation binding
 padj:0.00001 N( -11/ +58/ 2876)","cation binding","protein","Exp","carbonSource","glucose","lactate","kegg"
"17",5,"GOTERM_MF_ALL","GO:0043167~ion binding",79,19.7994987468672,1.06477086190802e-06,348,2891,21998,1.72736037723096,0.000563105482396686,0.000112646472076094,1.54545471892087e-05,"ion binding","gene_183","948423","glpK",1.24096381525784e-15,3.32623551311218,1,14.9062408817269,14.9062408817269,57,58,11,"ion binding
 padj:0.00002 N( -11/ +58/ 2891)","ion binding","protein","Exp","carbonSource","glucose","lactate","kegg"
"18",15,"GOTERM_MF_ALL","GO:0005488~binding",241,60.4010025062657,0.00152402792470254,348,13515,21998,1.12721029422396,0.553727595475742,0.0523673792857741,0.0218942014632434,"binding","gene_656","948423","glpK",1.24096381525784e-15,3.32623551311218,1,14.9062408817269,14.9062408817269,182,184,30,"binding
 padj:0.02189 N( -30/ +184/ 13515)","binding","protein","Exp","carbonSource","glucose","lactate","kegg"
