"","X","Category","MF","Count","X.","PValue","List.Total","Pop.Hits","Pop.Total","Fold.Enrichment","Bonferroni","Benjamini","FDR_MF","MF_Short","gene_number","gene_name_ez","gene_name","padj_gene","log2","signChange","score_gene","abs_score","rank","numSigP","numSigN","MF_Long","pick_data","growthPhase","test_for","base","contrast","df_category"
"1",1,"GOTERM_MF_ALL","GO:0005198~structural molecule activity",23,9.34959349593496,4.6727743232271e-06,25,56,108,1.77428571428571,7.00893222391752e-05,7.00893222391752e-05,3.24874514928686e-05,"structural molecule activity","gene_19","947846","rpsG",0.0424969077463609,-1.27530756238543,-1,-1.37164266989205,1.37164266989205,-1,0,23,"structural molecule activity
 padj:0.00003 N( -23/ +0/ 56)","mrna","Exp","Mg_mM_Levels","baseMg","lowMg","kegg"
"2",2,"GOTERM_MF_ALL","GO:0003735~structural constituent of ribosome",23,9.34959349593496,4.6727743232271e-06,25,56,108,1.77428571428571,7.00893222391752e-05,7.00893222391752e-05,3.24874514928686e-05,"structural constituent of ribosome","gene_19","947846","rpsG",0.0424969077463609,-1.27530756238543,-1,-1.37164266989205,1.37164266989205,-1,0,23,"structural constituent of ribosome
 padj:0.00003 N( -23/ +0/ 56)","mrna","Exp","Mg_mM_Levels","baseMg","lowMg","kegg"
"3",1,"GOTERM_MF_ALL","GO:0005198~structural molecule activity",23,9.34959349593496,4.6727743232271e-06,25,56,108,1.77428571428571,7.00893222391752e-05,7.00893222391752e-05,3.24874514928686e-05,"structural molecule activity","gene_06","947809","rplN",0.0390596918358535,-1.23835790958146,-1,-1.40827118743107,1.40827118743107,-2,0,23,"structural molecule activity
 padj:0.00003 N( -23/ +0/ 56)","mrna","Exp","Mg_mM_Levels","baseMg","lowMg","kegg"
"4",2,"GOTERM_MF_ALL","GO:0003735~structural constituent of ribosome",23,9.34959349593496,4.6727743232271e-06,25,56,108,1.77428571428571,7.00893222391752e-05,7.00893222391752e-05,3.24874514928686e-05,"structural constituent of ribosome","gene_06","947809","rplN",0.0390596918358535,-1.23835790958146,-1,-1.40827118743107,1.40827118743107,-2,0,23,"structural constituent of ribosome
 padj:0.00003 N( -23/ +0/ 56)","mrna","Exp","Mg_mM_Levels","baseMg","lowMg","kegg"
"5",1,"GOTERM_MF_ALL","GO:0005198~structural molecule activity",23,9.34959349593496,4.6727743232271e-06,25,56,108,1.77428571428571,7.00893222391752e-05,7.00893222391752e-05,3.24874514928686e-05,"structural molecule activity","gene_23","948723","rpsF",0.0329618144069523,-1.34512526281502,-1,-1.48198889026257,1.48198889026257,-3,0,23,"structural molecule activity
 padj:0.00003 N( -23/ +0/ 56)","mrna","Exp","Mg_mM_Levels","baseMg","lowMg","kegg"
"6",2,"GOTERM_MF_ALL","GO:0003735~structural constituent of ribosome",23,9.34959349593496,4.6727743232271e-06,25,56,108,1.77428571428571,7.00893222391752e-05,7.00893222391752e-05,3.24874514928686e-05,"structural constituent of ribosome","gene_23","948723","rpsF",0.0329618144069523,-1.34512526281502,-1,-1.48198889026257,1.48198889026257,-3,0,23,"structural constituent of ribosome
 padj:0.00003 N( -23/ +0/ 56)","mrna","Exp","Mg_mM_Levels","baseMg","lowMg","kegg"
"7",1,"GOTERM_MF_ALL","GO:0005198~structural molecule activity",23,9.34959349593496,4.6727743232271e-06,25,56,108,1.77428571428571,7.00893222391752e-05,7.00893222391752e-05,3.24874514928686e-05,"structural molecule activity","gene_09","947810","rplX",0.0295741771482518,-1.31723638538466,-1,-1.5290873300456,1.5290873300456,-4,0,23,"structural molecule activity
 padj:0.00003 N( -23/ +0/ 56)","mrna","Exp","Mg_mM_Levels","baseMg","lowMg","kegg"
"8",2,"GOTERM_MF_ALL","GO:0003735~structural constituent of ribosome",23,9.34959349593496,4.6727743232271e-06,25,56,108,1.77428571428571,7.00893222391752e-05,7.00893222391752e-05,3.24874514928686e-05,"structural constituent of ribosome","gene_09","947810","rplX",0.0295741771482518,-1.31723638538466,-1,-1.5290873300456,1.5290873300456,-4,0,23,"structural constituent of ribosome
 padj:0.00003 N( -23/ +0/ 56)","mrna","Exp","Mg_mM_Levels","baseMg","lowMg","kegg"
"9",1,"GOTERM_MF_ALL","GO:0005198~structural molecule activity",23,9.34959349593496,4.6727743232271e-06,25,56,108,1.77428571428571,7.00893222391752e-05,7.00893222391752e-05,3.24874514928686e-05,"structural molecule activity","gene_11","947784","rplQ",0.0273679328286705,-1.3433628687232,-1,-1.56275800474573,1.56275800474573,-5,0,23,"structural molecule activity
 padj:0.00003 N( -23/ +0/ 56)","mrna","Exp","Mg_mM_Levels","baseMg","lowMg","kegg"
"10",2,"GOTERM_MF_ALL","GO:0003735~structural constituent of ribosome",23,9.34959349593496,4.6727743232271e-06,25,56,108,1.77428571428571,7.00893222391752e-05,7.00893222391752e-05,3.24874514928686e-05,"structural constituent of ribosome","gene_11","947784","rplQ",0.0273679328286705,-1.3433628687232,-1,-1.56275800474573,1.56275800474573,-5,0,23,"structural constituent of ribosome
 padj:0.00003 N( -23/ +0/ 56)","mrna","Exp","Mg_mM_Levels","baseMg","lowMg","kegg"
