"","ID","MF_Name","padj_gene","log2","signChange","score_gene","FDR_GoMF","numGenesInCat","abs_score","rank","numSigP","numSigN","MF_Name_long","MF_Name_short","pick_data","growthPhase","test_for","vs","df_category"
"1","rpmG","GO:0000049~tRNA binding",0.0170093559926334,-1.11549875948195,-1,-1.76931212931161,0.000387539118945179,18,1.76931212931161,-1,0,8,"tRNA binding
 padj:0.00039 N( -8/ +0/ 18)","tRNA binding","protein","Exp","carbonSource","glucoseglycerol","MF"
"2","rpsL","GO:0000049~tRNA binding",0.000461213270604129,-1.68206486662603,-1,-3.33609820513443,0.000387539118945179,18,3.33609820513443,-2,0,8,"tRNA binding
 padj:0.00039 N( -8/ +0/ 18)","tRNA binding","protein","Exp","carbonSource","glucoseglycerol","MF"
"3","rph","GO:0000049~tRNA binding",0.000285350698936062,-1.2129180171927,-1,-3.54462105935577,0.000387539118945179,18,3.54462105935577,-3,0,8,"tRNA binding
 padj:0.00039 N( -8/ +0/ 18)","tRNA binding","protein","Exp","carbonSource","glucoseglycerol","MF"
"4","mnmA","GO:0000049~tRNA binding",0.000246512438971434,-1.1219506586111,-1,-3.60816116141573,0.000387539118945179,18,3.60816116141573,-4,0,8,"tRNA binding
 padj:0.00039 N( -8/ +0/ 18)","tRNA binding","protein","Exp","carbonSource","glucoseglycerol","MF"
"5","metG","GO:0000049~tRNA binding",1.6367485557184e-05,-1.22255979729461,-1,-4.78601803363114,0.000387539118945179,18,4.78601803363114,-5,0,8,"tRNA binding
 padj:0.00039 N( -8/ +0/ 18)","tRNA binding","protein","Exp","carbonSource","glucoseglycerol","MF"
"6","rplA","GO:0000049~tRNA binding",5.26523458741151e-06,-1.36981983040428,-1,-5.27858227447874,0.000387539118945179,18,5.27858227447874,-6,0,8,"tRNA binding
 padj:0.00039 N( -8/ +0/ 18)","tRNA binding","protein","Exp","carbonSource","glucoseglycerol","MF"
"7","rpmA","GO:0000049~tRNA binding",4.02457362849001e-07,-1.66968026019164,-1,-6.39528012289919,0.000387539118945179,18,6.39528012289919,-7,0,8,"tRNA binding
 padj:0.00039 N( -8/ +0/ 18)","tRNA binding","protein","Exp","carbonSource","glucoseglycerol","MF"
"8","pheT","GO:0000049~tRNA binding",3.4233449091003e-07,-1.25561986614545,-1,-6.46554934258785,0.000387539118945179,18,6.46554934258785,-8,0,8,"tRNA binding
 padj:0.00039 N( -8/ +0/ 18)","tRNA binding","protein","Exp","carbonSource","glucoseglycerol","MF"
"9","glpK","GO:0000166~nucleotide binding",9.26801886242095e-42,3.00885387980493,1,41.0330130909981,2.81165879467693e-09,586,41.0330130909981,11,11,150,"nucleotide binding
 padj:0.00000 N( -150/ +11/ 586)","nucleotide binding","protein","Exp","carbonSource","glucoseglycerol","MF"
"10","mglA","GO:0000166~nucleotide binding",7.22651069133043e-21,3.71391741539032,1,20.1410713504639,2.81165879467693e-09,586,20.1410713504639,10,11,150,"nucleotide binding
 padj:0.00000 N( -150/ +11/ 586)","nucleotide binding","protein","Exp","carbonSource","glucoseglycerol","MF"
"11","glpA","GO:0000166~nucleotide binding",1.18406261689347e-14,3.74592344658629,1,13.9266253301703,2.81165879467693e-09,586,13.9266253301703,9,11,150,"nucleotide binding
 padj:0.00000 N( -150/ +11/ 586)","nucleotide binding","protein","Exp","carbonSource","glucoseglycerol","MF"
"12","acs","GO:0000166~nucleotide binding",2.33013404745694e-10,1.88267552270737,1,9.63261909425453,2.81165879467693e-09,586,9.63261909425453,8,11,150,"nucleotide binding
 padj:0.00000 N( -150/ +11/ 586)","nucleotide binding","protein","Exp","carbonSource","glucoseglycerol","MF"
"13","fadH","GO:0000166~nucleotide binding",1.05014817225819e-05,2.64799363145012,1,4.97874941916427,2.81165879467693e-09,586,4.97874941916427,7,11,150,"nucleotide binding
 padj:0.00000 N( -150/ +11/ 586)","nucleotide binding","protein","Exp","carbonSource","glucoseglycerol","MF"
"14","nrdD","GO:0000166~nucleotide binding",0.000106775674215857,1.99590747761678,1,3.97152767761781,2.81165879467693e-09,586,3.97152767761781,6,11,150,"nucleotide binding
 padj:0.00000 N( -150/ +11/ 586)","nucleotide binding","protein","Exp","carbonSource","glucoseglycerol","MF"
"15","modC","GO:0000166~nucleotide binding",0.00244510571901714,1.94602151146242,1,2.61170235854724,2.81165879467693e-09,586,2.61170235854724,5,11,150,"nucleotide binding
 padj:0.00000 N( -150/ +11/ 586)","nucleotide binding","protein","Exp","carbonSource","glucoseglycerol","MF"
"16","nanK","GO:0000166~nucleotide binding",0.0110876913006339,2.23208378046549,1,1.95515887402895,2.81165879467693e-09,586,1.95515887402895,4,11,150,"nucleotide binding
 padj:0.00000 N( -150/ +11/ 586)","nucleotide binding","protein","Exp","carbonSource","glucoseglycerol","MF"
"17","fadJ","GO:0000166~nucleotide binding",0.0190064369109028,1.43068876847108,1,1.72109929160225,2.81165879467693e-09,586,1.72109929160225,3,11,150,"nucleotide binding
 padj:0.00000 N( -150/ +11/ 586)","nucleotide binding","protein","Exp","carbonSource","glucoseglycerol","MF"
"18","fadE","GO:0000166~nucleotide binding",0.0279643413362496,1.32545624663833,1,1.55339540545789,2.81165879467693e-09,586,1.55339540545789,2,11,150,"nucleotide binding
 padj:0.00000 N( -150/ +11/ 586)","nucleotide binding","protein","Exp","carbonSource","glucoseglycerol","MF"
"19","yoaA","GO:0000166~nucleotide binding",0.0404314449525122,1.4818448487067,1,1.39328073742742,2.81165879467693e-09,586,1.39328073742742,1,11,150,"nucleotide binding
 padj:0.00000 N( -150/ +11/ 586)","nucleotide binding","protein","Exp","carbonSource","glucoseglycerol","MF"
"20","narQ","GO:0000166~nucleotide binding",0.0495404068455476,-1.61531380703137,-1,-1.30504043113632,2.81165879467693e-09,586,1.30504043113632,-1,11,150,"nucleotide binding
 padj:0.00000 N( -150/ +11/ 586)","nucleotide binding","protein","Exp","carbonSource","glucoseglycerol","MF"
"21","pdxK","GO:0000166~nucleotide binding",0.0303237120878692,-1.03467840502813,-1,-1.51821763547407,2.81165879467693e-09,586,1.51821763547407,-2,11,150,"nucleotide binding
 padj:0.00000 N( -150/ +11/ 586)","nucleotide binding","protein","Exp","carbonSource","glucoseglycerol","MF"
"22","mcrB","GO:0000166~nucleotide binding",0.0279643413362496,-1.7395924172262,-1,-1.55339540545789,2.81165879467693e-09,586,1.55339540545789,-3,11,150,"nucleotide binding
 padj:0.00000 N( -150/ +11/ 586)","nucleotide binding","protein","Exp","carbonSource","glucoseglycerol","MF"
