"","X","Category","KEGG_Path","Count","X.","PValue","List.Total","Pop.Hits","Pop.Total","Fold.Enrichment","Bonferroni","Benjamini","FDR_KEGG_Path","KEGG_Path_Short","gene_number","gene_name_ez","gene_name","padj_gene","log2","signChange","score_gene","abs_score","rank","numSigP","numSigN","KEGG_Path_long","KEGG_Path_short","pick_data","growthPhase","test_for","base","contrast","df_category"
"1",9,"KEGG_PATHWAY","eco00260:Glycine, serine and threonine metabolism",26,1.79806362378976,0.0027326093940658,715,36,1575,1.59090909090909,0.259921099770629,0.0328911982972138,0.0304429509677927,"Glycine, serine and threonine metabolism","gene_13","2847724","tdcG",0.000263977333361444,2.660364632601,1,3.57843336259482,3.57843336259482,7,7,19,"Glycine, serine and threonine metabolism padj:0.03044 N( -19/ +7/ 36)","Glycine, serine and threonine metabolism","protein","Exp","Na_mM_Levels","baseNa","highNa","kegg"
"2",1,"KEGG_PATHWAY","eco01230:Biosynthesis of amino acids",98,6.77731673582296,1.04883731201217e-17,715,118,1575,1.82944174469598,1.15372104321338e-15,1.15372104321338e-15,1.18500255034945e-16,"Biosynthesis of amino acids","gene_43","2847724","tdcG",0.000263977333361444,2.660364632601,1,3.57843336259482,3.57843336259482,4,4,94,"Biosynthesis of amino acids padj:0.00000 N( -94/ +4/ 118)","Biosynthesis of amino acids","protein","Exp","Na_mM_Levels","baseNa","highNa","kegg"
"3",3,"KEGG_PATHWAY","eco01130:Biosynthesis of antibiotics",135,9.33609958506224,1.75700610367721e-12,715,195,1575,1.52501344809037,1.93274285464895e-10,6.44247988290658e-11,1.98514538141126e-11,"Biosynthesis of antibiotics","gene_60","2847724","tdcG",0.000263977333361444,2.660364632601,1,3.57843336259482,3.57843336259482,16,16,119,"Biosynthesis of antibiotics padj:0.00000 N( -119/ +16/ 195)","Biosynthesis of antibiotics","protein","Exp","Na_mM_Levels","baseNa","highNa","kegg"
"4",2,"KEGG_PATHWAY","eco01110:Biosynthesis of secondary metabolites",192,13.2780082987552,4.9741052043793e-14,715,294,1575,1.43856143856144,5.47117906535277e-12,2.73558953267639e-12,5.61994895065254e-13,"Biosynthesis of secondary metabolites","gene_85","2847724","tdcG",0.000263977333361444,2.660364632601,1,3.57843336259482,3.57843336259482,23,23,169,"Biosynthesis of secondary metabolites padj:0.00000 N( -169/ +23/ 294)","Biosynthesis of secondary metabolites","protein","Exp","Na_mM_Levels","baseNa","highNa","kegg"
"5",4,"KEGG_PATHWAY","eco01100:Metabolic pathways",376,26.0027662517289,1.17912408717208e-09,715,697,1575,1.18830953838127,1.2970364615672e-07,3.24259130657367e-08,1.33220383613519e-08,"Metabolic pathways","gene_274","2847724","tdcG",0.000263977333361444,2.660364632601,1,3.57843336259482,3.57843336259482,72,72,304,"Metabolic pathways padj:0.00000 N( -304/ +72/ 697)","Metabolic pathways","protein","Exp","Na_mM_Levels","baseNa","highNa","kegg"
"6",2,"KEGG_PATHWAY","eco01110:Biosynthesis of secondary metabolites",192,13.2780082987552,4.9741052043793e-14,715,294,1575,1.43856143856144,5.47117906535277e-12,2.73558953267639e-12,5.61994895065254e-13,"Biosynthesis of secondary metabolites","gene_69","948643","cadA",0.000492162904754235,2.42465907231306,1,3.30789112299335,3.30789112299335,22,23,169,"Biosynthesis of secondary metabolites padj:0.00000 N( -169/ +23/ 294)","Biosynthesis of secondary metabolites","protein","Exp","Na_mM_Levels","baseNa","highNa","kegg"
"7",4,"KEGG_PATHWAY","eco01100:Metabolic pathways",376,26.0027662517289,1.17912408717208e-09,715,697,1575,1.18830953838127,1.2970364615672e-07,3.24259130657367e-08,1.33220383613519e-08,"Metabolic pathways","gene_73","948643","cadA",0.000492162904754235,2.42465907231306,1,3.30789112299335,3.30789112299335,71,72,304,"Metabolic pathways padj:0.00000 N( -304/ +72/ 697)","Metabolic pathways","protein","Exp","Na_mM_Levels","baseNa","highNa","kegg"
"8",4,"KEGG_PATHWAY","eco01100:Metabolic pathways",376,26.0027662517289,1.17912408717208e-09,715,697,1575,1.18830953838127,1.2970364615672e-07,3.24259130657367e-08,1.33220383613519e-08,"Metabolic pathways","gene_343","948088","malS",0.000974818954743696,1.6289280405628,1,3.01107603482117,3.01107603482117,70,72,304,"Metabolic pathways padj:0.00000 N( -304/ +72/ 697)","Metabolic pathways","protein","Exp","Na_mM_Levels","baseNa","highNa","kegg"
"9",4,"KEGG_PATHWAY","eco01100:Metabolic pathways",376,26.0027662517289,1.17912408717208e-09,715,697,1575,1.18830953838127,1.2970364615672e-07,3.24259130657367e-08,1.33220383613519e-08,"Metabolic pathways","gene_31","948376","yihQ",0.00106493165332076,2.8982921219468,1,2.97267826409204,2.97267826409204,69,72,304,"Metabolic pathways padj:0.00000 N( -304/ +72/ 697)","Metabolic pathways","protein","Exp","Na_mM_Levels","baseNa","highNa","kegg"
"10",4,"KEGG_PATHWAY","eco01100:Metabolic pathways",376,26.0027662517289,1.17912408717208e-09,715,697,1575,1.18830953838127,1.2970364615672e-07,3.24259130657367e-08,1.33220383613519e-08,"Metabolic pathways","gene_223","948492","thiC",0.00182042574869983,2.48313155124256,1,2.73982703031838,2.73982703031838,68,72,304,"Metabolic pathways padj:0.00000 N( -304/ +72/ 697)","Metabolic pathways","protein","Exp","Na_mM_Levels","baseNa","highNa","kegg"
"11",2,"KEGG_PATHWAY","eco01110:Biosynthesis of secondary metabolites",192,13.2780082987552,4.9741052043793e-14,715,294,1575,1.43856143856144,5.47117906535277e-12,2.73558953267639e-12,5.61994895065254e-13,"Biosynthesis of secondary metabolites","gene_60","946741","menE",0.00207656332641591,2.67674469713277,1,2.68265482020369,2.68265482020369,21,23,169,"Biosynthesis of secondary metabolites padj:0.00000 N( -169/ +23/ 294)","Biosynthesis of secondary metabolites","protein","Exp","Na_mM_Levels","baseNa","highNa","kegg"
