"","ID","MF_Name","padj_gene","log2","signChange","score_gene","FDR_GoMF","numGenesInCat","abs_score","rank","numSigP","numSigN","MF_Name_long","MF_Name_short","pick_data","growthPhase","test_for","vs","df_category"
"1","fecB","GO:0005381~iron ion transmembrane transporter activity",0.0381106620336745,-2.40427468896987,-1,-1.41895350688057,0.0119833861717104,13,1.41895350688057,-1,0,5,"iron ion transmembrane transporter activity
 padj:0.01198 N( -5/ +0/ 13)","iron ion transmembrane transporter activity","protein","Sta","carbonSource","glucoseglycerol","MF"
"2","ybiL","GO:0005381~iron ion transmembrane transporter activity",0.0333034418854627,-4.15217096811267,-1,-1.47751088016881,0.0119833861717104,13,1.47751088016881,-2,0,5,"iron ion transmembrane transporter activity
 padj:0.01198 N( -5/ +0/ 13)","iron ion transmembrane transporter activity","protein","Sta","carbonSource","glucoseglycerol","MF"
"3","fecA","GO:0005381~iron ion transmembrane transporter activity",0.0236456614332319,-2.30284593571194,-1,-1.62624853308501,0.0119833861717104,13,1.62624853308501,-3,0,5,"iron ion transmembrane transporter activity
 padj:0.01198 N( -5/ +0/ 13)","iron ion transmembrane transporter activity","protein","Sta","carbonSource","glucoseglycerol","MF"
"4","fhuE","GO:0005381~iron ion transmembrane transporter activity",0.0128564187103477,-4.03167690973181,-1,-1.89087999182714,0.0119833861717104,13,1.89087999182714,-4,0,5,"iron ion transmembrane transporter activity
 padj:0.01198 N( -5/ +0/ 13)","iron ion transmembrane transporter activity","protein","Sta","carbonSource","glucoseglycerol","MF"
"5","fepA","GO:0005381~iron ion transmembrane transporter activity",0.00173153774902173,-3.84208369174197,-1,-2.76156803601569,0.0119833861717104,13,2.76156803601569,-5,0,5,"iron ion transmembrane transporter activity
 padj:0.01198 N( -5/ +0/ 13)","iron ion transmembrane transporter activity","protein","Sta","carbonSource","glucoseglycerol","MF"
"6","fecE","GO:0005506~iron ion binding",0.04641711591475,-2.87712910605108,-1,-1.33332184753416,9.32384568996802e-07,236,1.33332184753416,-1,0,17,"iron ion binding
 padj:0.00000 N( -17/ +0/ 236)","iron ion binding","protein","Sta","carbonSource","glucoseglycerol","MF"
"7","nrdF","GO:0005506~iron ion binding",0.0397325801841042,-3.96262740303915,-1,-1.40085323148795,9.32384568996802e-07,236,1.40085323148795,-2,0,17,"iron ion binding
 padj:0.00000 N( -17/ +0/ 236)","iron ion binding","protein","Sta","carbonSource","glucoseglycerol","MF"
"8","fecB","GO:0005506~iron ion binding",0.0381106620336745,-2.40427468896987,-1,-1.41895350688057,9.32384568996802e-07,236,1.41895350688057,-3,0,17,"iron ion binding
 padj:0.00000 N( -17/ +0/ 236)","iron ion binding","protein","Sta","carbonSource","glucoseglycerol","MF"
"9","ybiL","GO:0005506~iron ion binding",0.0333034418854627,-4.15217096811267,-1,-1.47751088016881,9.32384568996802e-07,236,1.47751088016881,-4,0,17,"iron ion binding
 padj:0.00000 N( -17/ +0/ 236)","iron ion binding","protein","Sta","carbonSource","glucoseglycerol","MF"
"10","rumB","GO:0005506~iron ion binding",0.0313872725029328,-4.0675805120167,-1,-1.5032464220633,9.32384568996802e-07,236,1.5032464220633,-5,0,17,"iron ion binding
 padj:0.00000 N( -17/ +0/ 236)","iron ion binding","protein","Sta","carbonSource","glucoseglycerol","MF"
