"","ID","KEGG_Path","padj_gene","log2","signChange","score_gene","FDR_KEGG_Path","numGenesInCat","abs_score","rank","numSigP","numSigN","KEGG_Path_long","KEGG_Path_short","pick_data","growthPhase","test_for","vs","df_category"
"1","ascB","eco00010:Glycolysis / Gluconeogenesis",0.0213808963152221,1.92835857014387,1,1.6699740925512,3.62173624424145e-11,32,1.6699740925512,1,1,21,"Glycolysis / Gluconeogenesis
 padj:0.00000 N( -21/ +1/ 32)","Glycolysis / Gluconeogenesis","protein","Sta","Na_mM_Levels","baseNahighNa","kegg"
"2","acs","eco00010:Glycolysis / Gluconeogenesis",0.0275219832706852,-1.19099344265725,-1,-1.56032027347141,3.62173624424145e-11,32,1.56032027347141,-1,1,21,"Glycolysis / Gluconeogenesis
 padj:0.00000 N( -21/ +1/ 32)","Glycolysis / Gluconeogenesis","protein","Sta","Na_mM_Levels","baseNahighNa","kegg"
"3","galM","eco00010:Glycolysis / Gluconeogenesis",0.0190307166594838,-1.17495539524636,-1,-1.72054485672618,3.62173624424145e-11,32,1.72054485672618,-2,1,21,"Glycolysis / Gluconeogenesis
 padj:0.00000 N( -21/ +1/ 32)","Glycolysis / Gluconeogenesis","protein","Sta","Na_mM_Levels","baseNahighNa","kegg"
"4","agp","eco00010:Glycolysis / Gluconeogenesis",0.00474851120320705,-1.45864824031407,-1,-2.32344253302387,3.62173624424145e-11,32,2.32344253302387,-3,1,21,"Glycolysis / Gluconeogenesis
 padj:0.00000 N( -21/ +1/ 32)","Glycolysis / Gluconeogenesis","protein","Sta","Na_mM_Levels","baseNahighNa","kegg"
"5","pfkB","eco00010:Glycolysis / Gluconeogenesis",0.00409222455344601,-1.66697441390833,-1,-2.38804054317914,3.62173624424145e-11,32,2.38804054317914,-4,1,21,"Glycolysis / Gluconeogenesis
 padj:0.00000 N( -21/ +1/ 32)","Glycolysis / Gluconeogenesis","protein","Sta","Na_mM_Levels","baseNahighNa","kegg"
"6","bglA","eco00010:Glycolysis / Gluconeogenesis",0.00209049546741809,-1.35516244840786,-1,-2.67975076974353,3.62173624424145e-11,32,2.67975076974353,-5,1,21,"Glycolysis / Gluconeogenesis
 padj:0.00000 N( -21/ +1/ 32)","Glycolysis / Gluconeogenesis","protein","Sta","Na_mM_Levels","baseNahighNa","kegg"
"7","pfkA","eco00010:Glycolysis / Gluconeogenesis",0.000542821982668898,-1.12641215368449,-1,-3.26534257302688,3.62173624424145e-11,32,3.26534257302688,-6,1,21,"Glycolysis / Gluconeogenesis
 padj:0.00000 N( -21/ +1/ 32)","Glycolysis / Gluconeogenesis","protein","Sta","Na_mM_Levels","baseNahighNa","kegg"
"8","pgm","eco00010:Glycolysis / Gluconeogenesis",0.000345674057594441,-1.2328454757635,-1,-3.46133321249215,3.62173624424145e-11,32,3.46133321249215,-7,1,21,"Glycolysis / Gluconeogenesis
 padj:0.00000 N( -21/ +1/ 32)","Glycolysis / Gluconeogenesis","protein","Sta","Na_mM_Levels","baseNahighNa","kegg"
"9","pykA","eco00010:Glycolysis / Gluconeogenesis",0.000118363340809521,-1.34637111496019,-1,-3.92678278536115,3.62173624424145e-11,32,3.92678278536115,-8,1,21,"Glycolysis / Gluconeogenesis
 padj:0.00000 N( -21/ +1/ 32)","Glycolysis / Gluconeogenesis","protein","Sta","Na_mM_Levels","baseNahighNa","kegg"
"10","tpiA","eco00010:Glycolysis / Gluconeogenesis",7.79046228951863e-05,-2.14322262097106,-1,-4.10843677033386,3.62173624424145e-11,32,4.10843677033386,-9,1,21,"Glycolysis / Gluconeogenesis
 padj:0.00000 N( -21/ +1/ 32)","Glycolysis / Gluconeogenesis","protein","Sta","Na_mM_Levels","baseNahighNa","kegg"
