"","X","Category","KEGG_Path","Count","X.","PValue","List.Total","Pop.Hits","Pop.Total","Fold.Enrichment","Bonferroni","Benjamini","FDR_KEGG_Path","KEGG_Path_Short","gene_number","gene_name_ez","gene_name","padj_gene","log2","signChange","score_gene","abs_score","rank","numSigP","numSigN","KEGG_Path_long","KEGG_Path_short","pick_data","growthPhase","test_for","base","contrast","df_category"
"1",2,"KEGG_PATHWAY","eco00230:Purine metabolism",19,7.75510204081633,0.000281604340391304,138,87,1575,2.49250374812594,0.0164796951860174,0.00827407777451816,0.00280849607176104,"Purine metabolism","gene_05","947155","nrdE",0.0464354176436551,-1.37927699783486,-1,-1.333150644021,1.333150644021,-1,0,19,"Purine metabolism padj:0.00281 N( -19/ +0/ 87)","Purine metabolism","mrna","Exp","Mg_mM_Levels","baseMg","lowMg","kegg"
"2",1,"KEGG_PATHWAY","eco03010:Ribosome",23,9.38775510204082,1.99150760723267e-07,138,78,1575,3.36538461538461,1.17498270257865e-05,1.17498270257865e-05,1.98868259537743e-06,"Ribosome","gene_19","947846","rpsG",0.0429371415322511,-1.27040832194363,-1,-1.36716687135975,1.36716687135975,-1,0,23,"Ribosome padj:0.00000 N( -23/ +0/ 78)","Ribosome","mrna","Exp","Mg_mM_Levels","baseMg","lowMg","kegg"
"3",1,"KEGG_PATHWAY","eco03010:Ribosome",23,9.38775510204082,1.99150760723267e-07,138,78,1575,3.36538461538461,1.17498270257865e-05,1.17498270257865e-05,1.98868259537743e-06,"Ribosome","gene_06","947809","rplN",0.0395060484671393,-1.23286469749875,-1,-1.40333640779616,1.40333640779616,-2,0,23,"Ribosome padj:0.00000 N( -23/ +0/ 78)","Ribosome","mrna","Exp","Mg_mM_Levels","baseMg","lowMg","kegg"
"4",1,"KEGG_PATHWAY","eco03010:Ribosome",23,9.38775510204082,1.99150760723267e-07,138,78,1575,3.36538461538461,1.17498270257865e-05,1.17498270257865e-05,1.98868259537743e-06,"Ribosome","gene_23","948723","rpsF",0.0332602416841786,-1.33993870977133,-1,-1.47807459932204,1.47807459932204,-3,0,23,"Ribosome padj:0.00000 N( -23/ +0/ 78)","Ribosome","mrna","Exp","Mg_mM_Levels","baseMg","lowMg","kegg"
"5",1,"KEGG_PATHWAY","eco03010:Ribosome",23,9.38775510204082,1.99150760723267e-07,138,78,1575,3.36538461538461,1.17498270257865e-05,1.17498270257865e-05,1.98868259537743e-06,"Ribosome","gene_09","947810","rplX",0.0299673066595925,-1.3119403030211,-1,-1.52335228793321,1.52335228793321,-4,0,23,"Ribosome padj:0.00000 N( -23/ +0/ 78)","Ribosome","mrna","Exp","Mg_mM_Levels","baseMg","lowMg","kegg"
"6",1,"KEGG_PATHWAY","eco03010:Ribosome",23,9.38775510204082,1.99150760723267e-07,138,78,1575,3.36538461538461,1.17498270257865e-05,1.17498270257865e-05,1.98868259537743e-06,"Ribosome","gene_11","947784","rplQ",0.0275923629644065,-1.33739977881498,-1,-1.55921110566582,1.55921110566582,-5,0,23,"Ribosome padj:0.00000 N( -23/ +0/ 78)","Ribosome","mrna","Exp","Mg_mM_Levels","baseMg","lowMg","kegg"
"7",2,"KEGG_PATHWAY","eco00230:Purine metabolism",19,7.75510204081633,0.000281604340391304,138,87,1575,2.49250374812594,0.0164796951860174,0.00827407777451816,0.00280849607176104,"Purine metabolism","gene_04","945134","allB",0.0250860441691945,-1.54171386776263,-1,-1.60056781739957,1.60056781739957,-2,0,19,"Purine metabolism padj:0.00281 N( -19/ +0/ 87)","Purine metabolism","mrna","Exp","Mg_mM_Levels","baseMg","lowMg","kegg"
"8",1,"KEGG_PATHWAY","eco03010:Ribosome",23,9.38775510204082,1.99150760723267e-07,138,78,1575,3.36538461538461,1.17498270257865e-05,1.17498270257865e-05,1.98868259537743e-06,"Ribosome","gene_04","947816","rpsJ",0.0235737231050549,-1.45384977407753,-1,-1.62757182196061,1.62757182196061,-6,0,23,"Ribosome padj:0.00000 N( -23/ +0/ 78)","Ribosome","mrna","Exp","Mg_mM_Levels","baseMg","lowMg","kegg"
"9",2,"KEGG_PATHWAY","eco00230:Purine metabolism",19,7.75510204081633,0.000281604340391304,138,87,1575,2.49250374812594,0.0164796951860174,0.00827407777451816,0.00280849607176104,"Purine metabolism","gene_16","947794","rpoA",0.0230624619323126,-1.3946817716035,-1,-1.63709433335758,1.63709433335758,-3,0,19,"Purine metabolism padj:0.00281 N( -19/ +0/ 87)","Purine metabolism","mrna","Exp","Mg_mM_Levels","baseMg","lowMg","kegg"
"10",1,"KEGG_PATHWAY","eco03010:Ribosome",23,9.38775510204082,1.99150760723267e-07,138,78,1575,3.36538461538461,1.17498270257865e-05,1.17498270257865e-05,1.98868259537743e-06,"Ribosome","gene_21","948721","rpsR",0.0230624619323126,-1.42035206539775,-1,-1.63709433335758,1.63709433335758,-7,0,23,"Ribosome padj:0.00000 N( -23/ +0/ 78)","Ribosome","mrna","Exp","Mg_mM_Levels","baseMg","lowMg","kegg"
