,id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,gene_name,signChange,pick_data,growthPhase,test_for,contrast,base
1,ECB_00001,14.1428298694748,-0.928799253610442,0.419352736574073,-2.21484009189572,0.0267710422943151,0.240143710429439,thrL,-1,mrna,Sta,Mg_mM_Levels,highMg,baseMg
2,ECB_00002,18.8565850789338,1.16847887450097,0.471504434634512,2.47819275635597,0.0132049785088973,0.181946459607325,thrA,1,mrna,Sta,Mg_mM_Levels,highMg,baseMg
3,ECB_00003,7.16033149296168,0.828424353866721,0.477256616632396,1.73580485842653,0.0825983447769666,0.406377264635591,thrB,1,mrna,Sta,Mg_mM_Levels,highMg,baseMg
4,ECB_00004,6.72580820709594,0.9514007822211,0.536739945691796,1.77255445557504,0.0763025642614589,0.393478749694051,thrC,1,mrna,Sta,Mg_mM_Levels,highMg,baseMg
5,ECB_00005,1.24864738700942,0.301923222580081,0.560244093214237,0.538913709643746,0.589946396989227,0.85586011129858,yaaX,1,mrna,Sta,Mg_mM_Levels,highMg,baseMg
6,ECB_00006,1.25204958985479,0.551664406012105,0.547421235953598,1.00775119739576,0.313573919875957,0.702116603264395,yaaA,1,mrna,Sta,Mg_mM_Levels,highMg,baseMg
7,ECB_00007,0.292141894424653,-0.160075135000845,0.672750550048842,-0.237941291893739,0.811926628755499,0.942774412269194,yaaJ,-1,mrna,Sta,Mg_mM_Levels,highMg,baseMg
8,ECB_00008,39.6899009536366,-0.309734401897672,0.433567247756678,-0.71438606928976,0.474988483721069,0.799025361711584,talB,-1,mrna,Sta,Mg_mM_Levels,highMg,baseMg
9,ECB_00009,6.50524862726978,-0.168870685565075,0.375289526556806,-0.449974416057982,0.652728888083836,0.88377392426433,mogA,-1,mrna,Sta,Mg_mM_Levels,highMg,baseMg
10,ECB_00010,2.35366320879242,-0.0729203473353073,0.480400012248281,-0.15179089399694,0.879351864448489,0.961462791939769,yaaH,-1,mrna,Sta,Mg_mM_Levels,highMg,baseMg
11,ECB_00013,0.069215263113572,-0.127583106144937,0.639773498892439,-0.199419179390528,0.841934858792814,NA,yaaI,-1,mrna,Sta,Mg_mM_Levels,highMg,baseMg
12,ECB_00014,88.806503441466,1.2259619176571,0.444474097082174,2.75823028992046,0.00581152404823552,0.127767277205881,dnaK,1,mrna,Sta,Mg_mM_Levels,highMg,baseMg
13,ECB_00015,4.33702690484307,1.09413115193824,0.483053196020115,2.26503242490229,0.0235106898111846,0.230009729589096,dnaJ,1,mrna,Sta,Mg_mM_Levels,highMg,baseMg
