"Category","pathway.Number","pathway.Name","Count","percentage","PValue","Genes","List.Total","Pop.Hits","Pop.Total","Fold.Enrichment","Bonferroni","Benjamini","FDR","FDR_umut"
"KEGG_PATHWAY","eco00240","Pyrimidine metabolism",24,2.68756998880179,4.783631752514e-15,"TMK, UDP, USHA, YFBR, UPP, RPOC, DNAE, RPOA, POLA, SURE, PNP, YJJG, CARA, PYRF, PYRH, TDK, PYRB, HOLB, PYRC, PYRD, TRXB, RPOZ, NRDB, UDK",426,53,7107,7.55461068296572,9.20896692235829e-12,6.13953332617712e-13,8.17124146124115e-12,4.49661384736316e-13
"KEGG_PATHWAY","eco00230","Purine metabolism",29,3.2474804031355,1.1225067063353e-14,"USHA, PURN, PURM, DNAE, AMN, SURE, PNP, NUDE, CYAA, NUDF, YJJG, HOLB, RPOZ, NRDB, PURH, YFBR, PURE, PURL, PURK, RPOC, RELA, RPOA, GSK, POLA, PURD, APAH, GUAB, ADE, ADD",426,83,7107,5.82903444764975,2.16303641664695e-11,1.13842268945064e-12,1.9195756095769e-11,5.27578151977592e-13
"KEGG_PATHWAY","eco03010","Ribosome",25,2.79955207166853,1.2288067583662e-11,"RPLK, RPSD, RPMH, RPLM, RPLI, RPMA, RPLC, RPME, RPMF, RPSU, RPLX, RPLV, RPST, RPSN, RPSP, RPLQ, RPSJ, RPSK, RPLO, RPSE, RPLU, RPSF, RPLT, RPLS, RPLR",426,79,7107,5.27946157960421,2.37036663630619e-08,7.64634355832072e-10,2.10379380582992e-08,3.85026117621409e-10
"KEGG_PATHWAY","eco00030","Pentose phosphate pathway",15,1.67973124300112,3.64834030640679e-10,"TALA, TALB, TKTB, FBAB, KDGK, FBAA, RPE, GCD, RBSK, PGI, DEOC, RPIA, EDD, EDA, PFKB",426,30,7107,8.34154929577465,7.03764638565474e-07,1.6366625166242e-08,6.24619189704134e-07,8.57359972005595e-09
"KEGG_PATHWAY","eco00770","Pantothenate and CoA biosynthesis",12,1.3437849944009,6.30147146224412e-09,"PANC, ILVB, PANB, ILVM, COAE, ILVN, COAA, ILVI, COAD, ILVE, DFP, ILVD",426,21,7107,9.53319919517103,1.21554645982069e-05,1.89930270622085e-07,1.07885210098857e-05,9.87230529084912e-08
"KEGG_PATHWAY","eco00290","Valine, leucine and isoleucine biosynthesis",12,1.3437849944009,6.30147146224412e-09,"ILVB, VALS, LEUC, ILVM, ILVN, LEUB, LEUA, AVTA, ILVI, LEUD, ILVE, ILVD",426,21,7107,9.53319919517103,1.21554645982069e-05,1.89930270622085e-07,1.07885210098857e-05,9.87230529084912e-08
"KEGG_PATHWAY","eco00330","Arginine and proline metabolism",16,1.79171332586786,1.12804460161778e-08,"ARGC, ARGE, PEPD, ARGD, ARGA, PROB, YNEH, PROC, ASTC, SPEB, SPEC, SPED, EDA, ARGG, ARGH, ARGI",426,43,7107,6.20766459220439,2.1759743751959e-05,3.24775775606412e-07,1.93128422365518e-05,1.51480275074388e-07
"KEGG_PATHWAY","eco00620","Pyruvate metabolism",16,1.79171332586786,1.61905028769816e-08,"ACS, ALDA, LDHA, POXB, ACKA, GLOB, MDH, ACEB, PTA, YQEF, GLCB, YBIC, ACCB, LEUA, DLD, MQO",426,44,7107,6.06658130601793,3.12309925091236e-05,4.46163903378149e-07,2.77191711917091e-05,1.90238408804534e-07
"KEGG_PATHWAY","eco02010","ABC transporters",33,3.69540873460246,2.096588050992e-08,"FHUC, MODA, MSBA, FEPB, FEPC, METN, PROX, MGLB, DPPA, RBSD, DPPD, DPPF, POTG, OPPF, ARTI, OPPA, FECE, TAUA, CYSA, ARTQ, RBSB, UGPB, ARTP, LIVJ, ARGT, LIVK, SAPD, MPPA, LOLD, PSTS, MODF, YHDW, NLPA",426,181,7107,3.0416699089565,4.04423660479436e-05,5.69622145674131e-07,3.58949202583503e-05,2.1897697421472e-07
"KEGG_PATHWAY","eco00520","Amino sugar and nucleotide sugar metabolism",15,1.67973124300112,1.32762340715102e-07,"GLGC, MANA, GALU, CPSG, MURQ, MURB, GALK, GLMU, GLMS, NAGA, PGI, GLMM, GALE, GALF, MURA",426,44,7107,5.68741997439181,0.000256065781725212,2.94365741648761e-06,0.000227297362609402,1.24796600272196e-06
