"Category","pathway.Number","pathway.Name","Count","percentage","PValue","Genes","List.Total","Pop.Hits","Pop.Total","Fold.Enrichment","Bonferroni","Benjamini","FDR","FDR_umut"
"KEGG_PATHWAY","eco02010","ABC transporters",104,4.93827160493827,5.63256357947172e-49,"MALF, MALG, MALE, PSTC, PSTA, SAPA, ALSC, ALSB, ALSA, MALK, GLTI, FECB, NIKE, FECC, OPPC, OPPF, OPPA, FECE, OPPB, FECD, RBSA, LIVF, LIVG, LIVH, LIVJ, ARGT, LIVK, LIVM, YOJI, YDDA, GLNQ, GLNP, DPPD, GLNH, BTUD, DPPF, BTUC, TAUC, TAUB, TAUA, SAPF, SBP, CCMB, SAPD, SAPB, SAPC, PSTS, FHUC, FHUD, MODA, MSBA, FEPB, FEPD, METQ, FEPC, METN, FEPG, DPPB, PROW, DPPC, METI, MGLB, DPPA, PROV, YGIS, SSUA, SSUB, SSUC, FHUB, ARTI, ARTM, MDLB, ARTQ, UGPB, ARTP, CYDC, MPPA, CYDD, MODF, NLPA, FTSE, YADG, YADH, FTSX, YBHS, RBSD, MACB, POTG, POTH, POTI, YEJE, YEJF, CYSA, CYSW, CYSU, YHDZ, YHDY, HISP, YHDX, POTB, POTA, YHDW, CYSP, POTC",862,181,7107,4.73733191472997,1.19579324792185e-45,5.97896623960923e-46,9.7516663071138e-46,5.74521485106115e-47
"KEGG_PATHWAY","eco00230","Purine metabolism",60,2.84900284900285,3.44596338085738e-36,"CPDB, AMN, PNP, HOLD, HOLC, HOLB, APT, HOLA, PURH, PURF, PURE, PURL, PURK, RELA, GSK, PURD, PURC, PURB, DNAX, PURA, ADK, SPOT, ADD, PURT, USHA, PPX, XDHA, PURN, PURM, DNAE, NDK, CYAA, YJJG, DNAQ, MAZG, NRDF, NRDE, PYKA, NRDB, RPOZ, NRDA, ALLC, DNAN, YFBR, PYKF, RPOC, RPOB, RPOA, CYSD, HPT, CYSC, HOLE, GUAC, APAH, GUAA, GUAB, DEOD, GPT, DEOB, CYSN",862,83,7107,5.96008162580717,7.31578025756023e-33,2.43859341918674e-34,5.96600189638812e-33,1.75744132423727e-34
"KEGG_PATHWAY","eco00240","Pyrimidine metabolism",44,2.08926875593542,8.50971559216742e-31,"USHA, UDP, UPP, CPDB, DNAE, NDK, PNP, YJJG, DNAQ, HOLD, HOLC, HOLB, HOLA, MAZG, NRDF, CDD, NRDE, CODA, NRDB, RPOZ, NRDA, DNAN, TMK, YFBR, RPOC, RPOB, RPOA, CMK, HOLE, DNAX, PYRE, PYRF, CARA, CARB, PYRG, PYRH, PYRI, PYRC, PYRD, DEOD, TRXB, DEOA, THYA, UDK",862,53,7107,6.84472267215339,1.80661262021714e-27,4.88273681139768e-29,1.47328841747478e-27,2.89330330133692e-29
"KEGG_PATHWAY","eco03010","Ribosome",54,2.56410256410256,1.34706534897519e-30,"YKGM, RPMI, RPMJ, RPMG, RPMH, RPMB, RPME, RPMF, RPMC, RPMD, RPLY, RPLX, RPLW, RPLV, RPLQ, RPLP, RPLO, RPLN, RPLU, RPLT, RPLS, RPLR, RPLJ, RPLK, RPLL, RPLM, RPLF, RPLI, RPLB, RPLC, RPLD, RPLE, RPLA, RPSU, RPSB, RPSA, RPSD, RPSC, RPSQ, RPSR, RPSS, RPST, RPSM, RPSN, RPSO, RPSP, RPSI, RPSJ, RPSK, RPSL, RPSE, RPSF, RPSG, RPSH",862,79,7107,5.63567211959235,2.85981973587432e-27,7.52584141019559e-29,2.33217638678015e-27,3.43501663988673e-29
"KEGG_PATHWAY","eco00970","Aminoacyl-tRNA biosynthesis",25,1.18708452041785,1.89947075400389e-20,"ASPS, HISS, ASNS, SERS, ALAS, THRS, METG, GLNS, FMT, PROS, TRPS, VALS, LEUS, GLTX, TYRS, ILES, PHET, SELA, ARGS, PHES, LYSS, LYSU, CYSS, GLYS, GLYQ",862,26,7107,7.92767267535249,4.03257641075025e-17,8.57994981010692e-19,3.2885567454003e-17,3.87492033816793e-19
"KEGG_PATHWAY","eco00190","Oxidative phosphorylation",30,1.42450142450142,3.01477195718177e-18,"FRDD, FRDC, NDH, NUOG, NUOF, PPK, NUOE, NUOC, PPA, ATPB, ATPA, ATPD, ATPC, NUOL, NUOM, NUON, NUOH, ATPF, ATPE, NUOI, NUOJ, ATPH, ATPG, NUOK, APPC, CYDA, APPB, CYOA, CYOB, CYOC",862,41,7107,6.03276554807311,6.40036086509691e-15,1.14292158305302e-16,5.2194794969786e-15,5.12511232720902e-17
"KEGG_PATHWAY","eco02020","Two-component system",55,2.61158594491928,3.26048631100091e-17,"FRDD, FRDC, DCUB, PHOB, CITF, CHEA, ATOS, CHEY, NARH, PHOQ, CHEW, NARG, PHOR, NARJ, PHOP, NARI, FLHC, NARL, UVRY, FLHD, APPY, CUSS, CUSR, TRPA, TRPC, RSTA, RSTB, TRPB, TRPE, TRPD, EVGS, TRPL, CUSC, CUSA, CUSB, BARA, KDPF, OMPF, ENVZ, KDPA, UHPB, UHPA, UHPC, RCSC, CREB, RCSF, CREC, DCTA, GLND, CPXA, DEGP, ZRAP, BAER, ZRAS, PSTS",862,133,7107,3.40949531601626,6.92201243825494e-14,1.09873213305634e-15,5.64488514957437e-14,4.75099433888704e-16
"KEGG_PATHWAY","eco03440","Homologous recombination",23,1.09211775878443,2.30602293563063e-16,"RECJ, RUVB, RECO, RUVA, DNAE, RECC, RECB, RECG, HOLE, RECF, DNAX, RECD, DNAQ, HOLD, HOLC, DNAT, HOLB, HOLA, RUVC, RECR, PRIA, PRIB, DNAN",862,27,7107,7.02333075534932,4.71400696255841e-13,6.88338275267597e-15,3.88578058618805e-13,2.94017924292906e-15
"KEGG_PATHWAY","eco00400","Phenylalanine, tyrosine and tryptophan biosynthesis",20,0.949667616334283,5.23561750888897e-16,"PHEA, TRPA, TRPC, TRPB, YDIB, AROL, TRPE, AROK, TRPD, ASPC, TYRA, AROH, TYRB, AROG, AROF, AROE, AROD, AROC, AROB, AROA",862,21,7107,7.85217103082532,1.1785017406396e-12,1.66533453693773e-14,9.65894031423886e-13,5.9336998434075e-15
"KEGG_PATHWAY","eco00260","Glycine, serine and threonine metabolism",23,1.09211775878443,1.04055436229727e-13,"THRA, THRB, ASD, THRC, LYSC, TDCG, GLYA, DSDA, TRPA, METL, TRPB, ILVA, GCVP, TDH, USG, BETB, KBL, BETA, GCVT, SDAB, SERA, SERB, SERC",862,32,7107,5.92593532482599,2.20851226195862e-10,2.45392595132898e-12,1.80100379054693e-10,1.06136544954322e-12
