"","Category","Term","Count","X.","PValue","Genes","List.Total","Pop.Hits","Pop.Total","Fold.Enrichment","Bonferroni","Benjamini","FDR"
"1","KEGG_PATHWAY","eco01200:Carbon metabolism",8,13.3333333333333,0.00764835335381558,"948395, 945865, 948857, 945316, 945300, 948512, 948572, 948517",36,107,1571,3.26272066458982,0.264430375204236,0.264430375204236,6.78336630363162
"2","KEGG_PATHWAY","eco03440:Homologous recombination",4,6.66666666666667,0.0205485478212343,"944877, 945105, 947286, 947294",36,27,1571,6.46502057613169,0.564170544064772,0.339826192631647,17.3005947475401
"3","KEGG_PATHWAY","eco02010:ABC transporters",9,15,0.0263010269925422,"948064, 948923, 948063, 945530, 946882, 949036, 948530, 949039, 948062",36,167,1571,2.35179640718563,0.655659205112659,0.299089080540453,21.63948048306
"4","KEGG_PATHWAY","eco00630:Glyoxylate and dicarboxylate metabolism",4,6.66666666666667,0.0605908250877045,"948395, 948857, 948512, 948517",36,41,1571,4.25745257452574,0.917928589120253,0.464760723661614,43.5521189182261
"5","KEGG_PATHWAY","eco00230:Purine metabolism",5,8.33333333333333,0.120449077912282,"947672, 945611, 944877, 945105, 948159",36,86,1571,2.53714470284238,0.994105601011748,0.641831072947155,69.0940613972362
"6","KEGG_PATHWAY","eco00240:Pyrimidine metabolism",4,6.66666666666667,0.162567422716721,"947672, 945611, 944877, 945105",36,63,1571,2.77072310405644,0.999172069157319,0.693569250384989,80.2727911326564
"7","KEGG_PATHWAY","eco00650:Butanoate metabolism",3,5,0.182031047672898,"948182, 945316, 945300",36,35,1571,3.74047619047619,0.999676798938702,0.682785337002846,84.0916083482931
"8","KEGG_PATHWAY","eco01110:Biosynthesis of secondary metabolites",10,16.6666666666667,0.198439668973251,"945865, 945611, 948857, 948182, 945316, 945300, 947931, 948512, 948572, 948517",36,296,1571,1.47428678678679,0.999856302690017,0.669111952400452,86.7837190616116
"9","KEGG_PATHWAY","eco00190:Oxidative phosphorylation",3,5,0.231500543837142,"945316, 945300, 946738",36,41,1571,3.19308943089431,0.999973347215975,0.689723291582293,91.0102174150349
"10","KEGG_PATHWAY","eco01120:Microbial metabolism in diverse environments",8,13.3333333333333,0.272097284218143,"948395, 945865, 948857, 945316, 945300, 948512, 948572, 948517",36,238,1571,1.46685340802988,0.999996959579943,0.71926706968962,94.5285249605501
"11","KEGG_PATHWAY","eco00620:Pyruvate metabolism",3,5,0.315429165613493,"948857, 948512, 948572",36,51,1571,2.56699346405229,0.999999738942787,0.747929845857469,96.8794048611003
"12","KEGG_PATHWAY","eco03030:DNA replication",2,3.33333333333333,0.319555488630876,"944877, 945105",36,17,1571,5.13398692810457,0.999999795021358,0.722896261944245,97.0473292564607
"13","KEGG_PATHWAY","eco03430:Mismatch repair",2,3.33333333333333,0.392897540150415,"944877, 945105",36,22,1571,3.96717171717172,0.999999997859675,0.784665397384899,98.95994381779
"14","KEGG_PATHWAY","eco01130:Biosynthesis of antibiotics",6,10,0.44291106454137,"945865, 945611, 948182, 945316, 945300, 948572",36,195,1571,1.34273504273504,0.999999999931296,0.81203798422665,99.5263526126289
"15","KEGG_PATHWAY","eco00020:Citrate cycle (TCA cycle)",2,3.33333333333333,0.445985828667818,"945316, 945300",36,26,1571,3.35683760683761,0.99999999994494,0.792959330384035,99.5497393538987
"16","KEGG_PATHWAY","eco00680:Methane metabolism",2,3.33333333333333,0.458536311513371,"948395, 948572",36,27,1571,3.23251028806584,0.999999999977982,0.784263641686712,99.6348956108953
"17","KEGG_PATHWAY","eco00030:Pentose phosphate pathway",2,3.33333333333333,0.49455305583397,"945865, 948260",36,30,1571,2.90925925925926,0.999999999998597,0.799198913042781,99.8055007034255
"18","KEGG_PATHWAY","eco00500:Starch and sucrose metabolism",2,3.33333333333333,0.538973861486095,"946571, 947931",36,34,1571,2.56699346405229,0.999999999999965,0.821053403676156,99.9161672093031
"19","KEGG_PATHWAY","eco00640:Propanoate metabolism",2,3.33333333333333,0.54947217954049,"944990, 948572",36,35,1571,2.49365079365079,0.999999999999986,0.813365094165397,99.9320972140914
"20","KEGG_PATHWAY","eco01100:Metabolic pathways",16,26.6666666666667,0.61254361778353,"948395, 945611, 945316, 946571, 945300, 945105, 948512, 948517, 945865, 948857, 948182, 944877, 947931, 948572, 946738, 947004",36,689,1571,1.01338493791324,1,0.849877551879725,99.9829141358411
"21","KEGG_PATHWAY","eco01230:Biosynthesis of amino acids",2,3.33333333333333,0.936967437722192,"945865, 948182",36,118,1571,0.739642184557439,1,0.99483039846434,99.9999999989596
"22","KEGG_PATHWAY","eco02020:Two-component system",2,3.33333333333333,0.968359933978542,"947714, 947887",36,146,1571,0.59779299847793,1,0.998124319451575,99.9999999999981
