Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_MF_FAT	GO:0046872~metal ion binding	75	19.9468085106383	6.612875002549081E-8	COPA, PUTP, ENO, YGID, CRR, FUMA, TRKG, GLPK, HTPX, YJCE, METK, METH, SECA, ACEE, MGTA, METE, PRLC, KATE, YDBK, YQHD, SLYD, YCJI, PRSA, ARGE, ISCA, GLTX, GLTS, YCGM, RPME, GLCB, ASTE, FADH, CLPX, TORZ, UBIA, OTSA, ISCU, CYDA, PEPN, UGPQ, DOS, FDOH, RIBB, YBGR, PEPP, YLEA, PPX, ICDA, ISPG, DADA, ISPH, YHDH, PTSI, SPEA, YADR, PPSA, CDD, PPA, PPNK, SUFI, NRDB, RPOH, POXB, ALDB, LIPA, FBP, GCL, MAP, ARAA, SDHB, MOBA, TDH, GLMM, ADHE, CYOB	258	2793	17785	1.851077028118469	3.108003054830277E-5	3.108003054830277E-5	9.439936324850962E-5
GOTERM_MF_FAT	GO:0043169~cation binding	76	20.212765957446805	1.005365204815795E-7	COPA, PUTP, ENO, YGID, CRR, FUMA, TRKG, GLPK, HTPX, YJCE, METK, METH, SECA, ACEE, MGTA, METE, PRLC, KATE, YDBK, YQHD, SLYD, YCJI, PRSA, ARGE, ISCA, GLTX, GLTS, YCGM, RPME, GLCB, ASTE, FADH, CLPX, TORZ, UBIA, OTSA, ISCU, CYDA, GLGX, PEPN, UGPQ, DOS, FDOH, RIBB, YBGR, PEPP, YLEA, PPX, ICDA, DADA, ISPG, ISPH, YHDH, PTSI, SPEA, YADR, PPSA, CDD, PPA, PPNK, SUFI, NRDB, RPOH, POXB, ALDB, LIPA, FBP, GCL, MAP, ARAA, SDHB, MOBA, TDH, GLMM, ADHE, CYOB	258	2876	17785	1.8216245646947204	4.725105061698098E-5	2.3625804397853223E-5	1.4351672065204824E-4
GOTERM_MF_FAT	GO:0043167~ion binding	76	20.212765957446805	1.2477587921603752E-7	COPA, PUTP, ENO, YGID, CRR, FUMA, TRKG, GLPK, HTPX, YJCE, METK, METH, SECA, ACEE, MGTA, METE, PRLC, KATE, YDBK, YQHD, SLYD, YCJI, PRSA, ARGE, ISCA, GLTX, GLTS, YCGM, RPME, GLCB, ASTE, FADH, CLPX, TORZ, UBIA, OTSA, ISCU, CYDA, GLGX, PEPN, UGPQ, DOS, FDOH, RIBB, YBGR, PEPP, YLEA, PPX, ICDA, DADA, ISPG, ISPH, YHDH, PTSI, SPEA, YADR, PPSA, CDD, PPA, PPNK, SUFI, NRDB, RPOH, POXB, ALDB, LIPA, FBP, GCL, MAP, ARAA, SDHB, MOBA, TDH, GLMM, ADHE, CYOB	258	2891	17785	1.812173036341064	5.8642947310505456E-5	1.9548031226501728E-5	1.781185785754147E-4
GOTERM_MF_FAT	GO:0000287~magnesium ion binding	23	6.117021276595745	2.0805546114264536E-5	PRSA, COPA, ENO, PPX, POXB, ALDB, ICDA, FBP, GCL, GLCB, UBIA, PTSI, METK, ACEE, SPEA, MOBA, MGTA, UGPQ, PPSA, DOS, GLMM, RIBB, PPA	258	557	17785	2.8464712677271655	0.00973105229564708	0.0024416913104680082	0.0296960090904963
GOTERM_MF_FAT	GO:0016765~transferase activity, transferring alkyl or aryl (other than methyl) groups	10	2.6595744680851063	3.0561897201646917E-4	UBIA, METK, METH, SSPA, THIJ, RIBC, AROG, AROF, CYOE, METB	258	148	17785	4.657710035617012	0.13382028687148972	0.028323718972001477	0.4353900181450876
GOTERM_MF_FAT	GO:0046914~transition metal ion binding	50	13.297872340425531	3.4724940456116744E-4	COPA, YLEA, YGID, CRR, ICDA, ISPG, DADA, FUMA, ISPH, YHDH, GLPK, HTPX, METK, METH, SECA, YADR, METE, PRLC, CDD, SUFI, KATE, YQHD, NRDB, YDBK, SLYD, YCJI, RPOH, ARGE, LIPA, ISCA, GLTX, RPME, ASTE, MAP, CLPX, FADH, ARAA, TORZ, SDHB, ISCU, CYDA, TDH, PEPN, DOS, ADHE, FDOH, RIBB, CYOB, YBGR, PEPP	258	2075	17785	1.6610628560754648	0.15060892069806797	0.026839179444303474	0.4945608359900322
GOTERM_MF_FAT	GO:0016620~oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor	9	2.393617021276596	6.722063352185274E-4	ALDA, ALDB, FEAB, ASD, FDHD, FDOH, ADHE, ASTD, THRL	258	132	17785	4.700052854122622	0.27097205369309185	0.04414498020841939	0.9553110805013088
GOTERM_MF_FAT	GO:0050897~cobalt ion binding	6	1.5957446808510638	0.0014874390094126422	METK, METH, ARGE, TDH, SLYD, MAP	258	58	17785	7.1311146752205286	0.5032243593917223	0.08373723837045755	2.1024965001218643
GOTERM_MF_FAT	GO:0008270~zinc ion binding	22	5.851063829787234	0.003045535341749897	RPOH, ARGE, YGID, CRR, GLTX, RPME, ASTE, CLPX, YHDH, GLPK, HTPX, METH, SECA, METE, TDH, PEPN, PRLC, CDD, YQHD, YBGR, SLYD, YCJI	258	751	17785	2.0193746838840205	0.7615476403270511	0.1472486753233737	4.26073099758526
GOTERM_MF_FAT	GO:0031406~carboxylic acid binding	8	2.127659574468085	0.004984750503549108	SUCB, ARCB, ILVN, FADR, FTSI, ILVH, ACPP	258	144	17785	3.8296726959517655	0.9045059591132376	0.20932569207295293	6.88507655329651
