"Category","pathway.Number","pathway.Name","Count","percentage","PValue","Genes","List.Total","Pop.Hits","Pop.Total","Fold.Enrichment","Bonferroni","Benjamini","FDR","FDR_umut"
"KEGG_PATHWAY","eco02020","Two-component system",82,3.36894001643385,2.25121906813389e-36,"ATOC, ATOB, ATOA, NARQ, CITE, DCUB, CITC, FRDA, PHOB, PHOA, NARX, CITG, CITF, YQEF, ATOD, CHEA, ATOS, AER, CHEY, NARH, PHOQ, PHOR, NARG, NARJ, PHOP, FLHC, CHER, UVRY, EVGA, TAP, ARCA, APPY, CUSS, CUSR, TRPA, RSTA, TRPC, TRPB, RSTB, TRPE, TRPD, CITT, EVGS, CITX, BASS, CUSC, CUSA, FDNG, KDPD, FDNH, OMPF, ENVZ, KDPE, KDPB, TRG, EMRK, DPIA, UHPB, UHPA, UHPC, RCSC, CPXR, RCSF, CREC, GLNL, TORA, GLND, GLNA, TORC, GLNB, CPXA, TORR, DEGP, BAES, TSR, TORS, AMPC, BAER, ZRAS, ZRAR, PSTS, OMPR",1009,133,7107,4.34267532061074,4.93016975921323e-33,1.23254243980331e-33,3.91157860568507e-33,2.34126783085925e-34
"KEGG_PATHWAY","eco00230","Purine metabolism",62,2.54724732949877,1.05736888623649e-34,"YQEA, AMN, PNP, APT, PURH, PURF, PURE, PURL, PURK, RELA, POLA, GSK, PURD, PURC, PURB, DNAX, PURA, YAGS, DGT, YAGR, ADK, ADE, SPOT, ADD, PURT, USHA, XDHA, PURN, PURM, XDHB, DNAE, NDK, CYAA, NUDE, YJJG, NUDF, MAZG, NRDF, NRDD, PYKA, ALLB, NRDB, RPOZ, NRDA, ALLC, GMK, YFBR, PYKF, RPOC, RPOB, RPOA, CYSD, HPT, HOLE, GUAD, GUAC, GUAA, GUAB, YAHI, DEOD, GPT, DEOB",1009,83,7107,5.2614899638196,2.31563786085792e-31,2.31563786085792e-32,1.83721858626053e-31,5.49831820842976e-33
"KEGG_PATHWAY","eco02010","ABC transporters",92,3.7797863599014,9.73788156710321e-32,"FHUC, MODA, MSBA, METQ, FEPC, MALE, METN, MGLA, SAPA, FEPG, PSTB, DPPB, GLTK, ALSB, DPPC, PROX, ALSA, METI, MGLB, PROV, DPPA, MALK, SSUA, GLTI, NIKD, FECB, NIKE, FHUB, NIKA, OPPC, OPPF, ARTI, ARTJ, FECE, OPPA, OPPB, ARTM, MDLB, THIP, ARTQ, RBSB, RBSA, LIVF, THIQ, UGPE, UGPB, LIVG, UGPC, ARTP, LIVJ, ARGT, LIVK, XYLH, MPPA, YEHX, LOLD, MODF, NLPA, FTSE, GLNP, YBHS, RBSD, RBSC, MACB, DPPD, POTF, GLNH, POTG, DPPF, BTUD, POTI, YEJB, YEJE, PHNC, YEJF, TAUB, TAUA, PHND, ZNUB, ZNUA, PHNL, SAPD, SAPB, ARAG, ARAF, YHDZ, PSTS, HISP, CYSP, YHDW, HISJ, POTD",1009,181,7107,3.58017620421729,2.1325960631956e-28,7.89850393776149e-30,1.69199389529648e-28,3.37579894326244e-30
"KEGG_PATHWAY","eco00620","Pyruvate metabolism",39,1.60230073952342,9.28421393711012e-27,"TDCE, ACS, ATOB, LDHA, MAEB, GLOB, MDH, GLOA, YQEF, MHPF, ACEF, ACEE, ACCB, ACCA, ACCD, ACCC, PPSA, PPC, LLDD, PFLB, MQO, PYKA, PFLD, ALDA, ACKA, POXB, PYKF, FUCO, ACEB, PTA, GLCB, YBIC, EUTE, LEUA, DLD, MGSA, YCCX, YBIW, ADHE",1009,44,7107,6.24319758536805,2.03324285222712e-23,3.50559112452951e-25,1.61316742208951e-23,2.41389562364863e-25
"KEGG_PATHWAY","eco00240","Pyrimidine metabolism",41,1.68447000821693,7.42549920231479e-24,"DCD, USHA, UDP, UPP, DNAE, NDK, PNP, YJJG, MAZG, NRDF, CDD, NRDD, CODA, NRDB, RPOZ, NRDA, TMK, YFBR, RPOC, RPOB, RPOA, CMK, POLA, HOLE, DNAX, PYRE, CARA, PYRF, CARB, PYRG, PYRH, PYRI, PYRB, PYRC, PYRD, DEOD, TRXB, DEOA, THYA, UDK, DUT",1009,53,7107,5.44882846831348,1.62618432530694e-20,2.29040045817879e-22,1.29020867970804e-20,1.54450383408148e-22
"KEGG_PATHWAY","eco03010","Ribosome",48,1.97206244864421,6.41229730729786e-21,"RPLJ, RPLK, RPLL, RPLM, RPLF, RPLI, RPLB, RPLC, RPLD, RPLE, RPLA, RPMI, RPSB, RPSA, RPSD, RPMG, RPSC, RPMA, RPMB, RPME, RPMF, RPMC, RPMD, RPSQ, RPLY, RPLX, RPSR, RPSS, RPST, RPLV, RPSM, RPSN, RPSO, RPSP, RPSI, RPLP, RPSJ, RPSK, RPLO, RPLN, RPSL, RPSE, RPSF, RPLT, RPLS, RPSG, RPLR, RPSH",1009,79,7107,4.27966027273526,1.40429311029823e-17,1.71255257353443e-19,1.11416100350064e-17,1.1114648665983e-19
"KEGG_PATHWAY","eco00630","Glyoxylate and dicarboxylate metabolism",31,1.27362366474938,8.93051638937071e-20,"GPH, FDHF, YBHJ, FDNG, MDH, FDNH, PURU, ACNB, ACNA, GLXR, GLXK, GLTA, GARK, GLCF, TTDA, TTDB, ALDA, FUCO, ACEA, ACEB, GARR, GCL, GLCB, YBIC, GLCD, HYI, YEAU, YDEP, FDOG, FDOH, EDA",1009,37,7107,5.90140090536523,1.95578308927219e-16,2.12585118399151e-18,1.55171113024282e-16,1.32681957784936e-18
"KEGG_PATHWAY","eco00250","Alanine, aspartate and glutamate metabolism",27,1.10928512736237,1.55963552624235e-19,"GADB, GABD, ANSA, GADA, ANSB, GDHA, ASPA, ASPC, ASNA, GLTD, ASNB, GLTB, NADB, PURF, YBAS, GLNA, PURB, PURA, GABT, CARA, CARB, PYRI, GLMS, PYRB, PUTA, ARGG, ARGH",1009,29,7107,6.55784149550596,3.41560180247074e-16,3.67269011018359e-18,2.70992594344581e-16,2.02752618411505e-18
"KEGG_PATHWAY","eco00330","Arginine and proline metabolism",33,1.35579293344289,5.2638059205213e-19,"YQEA, SPEB, SPEC, GDHA, ASTA, SPEA, ASPC, SPEF, SPED, PUUD, SPEE, CODA, ARGC, ADIA, ARGB, ARGE, PEPD, ARGD, YBAS, GLNA, ARGA, PROB, ASTD, PROA, ASTB, PROC, ASTC, YAHI, PUTA, EDA, ARGG, ARGH, ARGI",1009,43,7107,5.40555926890543,1.15277349659417e-15,1.16441767332744e-17,9.14606264429744e-16,6.08262017482462e-18
"KEGG_PATHWAY","eco00260","Glycine, serine and threonine metabolism",28,1.15036976170912,8.84799491169264e-19,"TYNA, THRA, THRB, ASD, THRC, TDCG, LYSC, METL, LTAE, ILVA, SDAB, BETA, SDAA, TDCB, SERA, GLXK, SERB, SERC, GARK, GLYA, PSSA, DSDA, TRPA, TRPB, GCVP, TDH, USG, GCVT",1009,32,7107,6.16315659068385,1.93771088566069e-15,1.91852562936702e-17,1.53737271017681e-15,9.20191470816034e-18
