"","Category","Term","Count","X.","PValue","Genes","List.Total","Pop.Hits","Pop.Total","Fold.Enrichment","Bonferroni","Benjamini","FDR"
"1","KEGG_PATHWAY","eco02010:ABC transporters",5,10.6382978723404,0.176774486276739,"948604, 947953, 948090, 945951, 946675",22,167,1571,2.13799673380512,0.99568950634661,0.99568950634661,80.3545858263486
"2","KEGG_PATHWAY","eco00040:Pentose and glucuronate interconversions",2,4.25531914893617,0.306783085863182,"946017, 947511",22,27,1571,5.28956228956229,0.999964978380878,0.99408209334971,95.3358856266909
"3","KEGG_PATHWAY","eco01503:Cationic antimicrobial peptide (CAMP) resistance",2,4.25531914893617,0.387364054187191,"945130, 946326",22,36,1571,3.96717171717172,0.999998899299153,0.989675006976997,98.3411263779332
"4","KEGG_PATHWAY","eco02040:Flagellar assembly",2,4.25531914893617,0.387364054187191,"945646, 945639",22,36,1571,3.96717171717172,0.999998899299153,0.989675006976997,98.3411263779332
"5","KEGG_PATHWAY","eco02020:Two-component system",3,6.38297872340426,0.595295785240826,"946199, 948667, 946326",22,146,1571,1.4673100871731,0.999999999990003,0.99822186761675,99.9483039795234
"6","KEGG_PATHWAY","eco01120:Microbial metabolism in diverse environments",3,6.38297872340426,0.851028802718744,"946505, 948667, 947093",22,238,1571,0.900114591291062,1,0.99997659153554,99.9999879086538
"7","KEGG_PATHWAY","eco01110:Biosynthesis of secondary metabolites",3,6.38297872340426,0.928032036817398,"945284, 948667, 946733",22,296,1571,0.723740786240786,1,0.999995358592988,99.9999999725057
"8","KEGG_PATHWAY","eco01130:Biosynthesis of antibiotics",2,4.25531914893617,0.939328779421933,"945284, 948667",22,195,1571,0.732400932400932,1,0.999986450261039,99.9999999934101
"9","KEGG_PATHWAY","eco01100:Metabolic pathways",6,12.7659574468085,0.984205936683513,"946505, 946017, 948667, 946342, 945370, 947511",22,689,1571,0.621849848264943,1,0.999999504859374,99.9999999999999
"10","KEGG_PATHWAY","eco03010:Ribosome",1,2.12765957446809,1,"945152",22,78,1571,0.915501165501165,1,1,100
"11","KEGG_PATHWAY","eco00270:Cysteine and methionine metabolism",1,2.12765957446809,1,"946505",22,29,1571,2.46238244514107,1,1,100
"12","KEGG_PATHWAY","eco02060:Phosphotransferase system (PTS)",1,2.12765957446809,1,"946342",22,43,1571,1.66067653276956,1,1,100
"13","KEGG_PATHWAY","eco00564:Glycerophospholipid metabolism",1,2.12765957446809,1,"946733",22,29,1571,2.46238244514107,1,1,100
"14","KEGG_PATHWAY","eco01501:beta-Lactam resistance",1,2.12765957446809,1,"945951",22,17,1571,4.20053475935829,1,1,100
"15","KEGG_PATHWAY","eco00051:Fructose and mannose metabolism",1,2.12765957446809,1,"946342",22,40,1571,1.78522727272727,1,1,100
"16","KEGG_PATHWAY","eco00780:Biotin metabolism",1,2.12765957446809,1,"945370",22,14,1571,5.10064935064935,1,1,100
"17","KEGG_PATHWAY","eco01200:Carbon metabolism",1,2.12765957446809,1,"948667",22,107,1571,0.667374681393373,1,1,100
"18","KEGG_PATHWAY","eco00910:Nitrogen metabolism",1,2.12765957446809,1,"947093",22,26,1571,2.7465034965035,1,1,100
"19","KEGG_PATHWAY","eco01053:Biosynthesis of siderophore group nonribosomal peptides",1,2.12765957446809,1,"945284",22,6,1571,11.9015151515152,1,1,100
"20","KEGG_PATHWAY","eco00190:Oxidative phosphorylation",1,2.12765957446809,1,"948667",22,41,1571,1.74168514412417,1,1,100
"21","KEGG_PATHWAY","eco00520:Amino sugar and nucleotide sugar metabolism",1,2.12765957446809,1,"946342",22,45,1571,1.58686868686869,1,1,100
"22","KEGG_PATHWAY","eco00020:Citrate cycle (TCA cycle)",1,2.12765957446809,1,"948667",22,26,1571,2.7465034965035,1,1,100
"23","KEGG_PATHWAY","eco04122:Sulfur relay system",1,2.12765957446809,1,"946505",22,18,1571,3.96717171717172,1,1,100
"24","KEGG_PATHWAY","eco00650:Butanoate metabolism",1,2.12765957446809,1,"948667",22,35,1571,2.04025974025974,1,1,100
"25","KEGG_PATHWAY","eco00920:Sulfur metabolism",1,2.12765957446809,1,"946505",22,33,1571,2.16391184573003,1,1,100
"26","KEGG_PATHWAY","eco03430:Mismatch repair",1,2.12765957446809,1,"948691",22,22,1571,3.24586776859504,1,1,100
"27","KEGG_PATHWAY","eco00620:Pyruvate metabolism",1,2.12765957446809,1,"948667",22,51,1571,1.40017825311943,1,1,100
"28","KEGG_PATHWAY","eco00380:Tryptophan metabolism",1,2.12765957446809,1,"948221",22,9,1571,7.93434343434344,1,1,100
