"Category","pathway.Number","pathway.Name","Count","percentage","PValue","Genes","List.Total","Pop.Hits","Pop.Total","Fold.Enrichment","Bonferroni","Benjamini","FDR","FDR_umut"
"KEGG_PATHWAY","eco03010","Ribosome",54,3.5110533159948,4.91905215206714e-37,"RPMI, RPMJ, RPMG, RPMH, RPMA, RPMB, RPME, RPMF, RPMC, RPMD, RPLY, RPLX, RPLW, RPLV, RPLQ, RPLP, RPLO, RPLN, RPLU, RPLT, RPLS, RPLR, RPLJ, RPLK, RPLL, RPLM, RPLF, RPLI, RPLB, RPLC, RPLD, RPLE, RPLA, RPSU, RPSB, RPSA, RPSD, RPSC, RPSQ, RPSR, RPSS, RPST, RPSM, RPSN, RPSO, RPSP, RPSI, RPSJ, RPSK, RPSL, RPSE, RPSF, RPSG, RPSH",648,79,7107,7.49683544303797,9.85778051274255e-34,1.09530894586028e-34,8.45940194806842e-34,4.67309954446379e-35
"KEGG_PATHWAY","eco02010","ABC transporters",69,4.48634590377113,2.24410233695636e-26,"FHUC, FHUD, MODA, MSBA, MALF, FEPB, MALG, FEPC, MALE, MGLA, SAPA, PROX, MGLC, METI, MGLB, DPPA, MALK, GLTI, FECB, FECC, FHUB, FECE, FECD, MDLB, RBSB, LIVF, UGPB, LIVH, ARGT, XYLF, LIVK, LIVM, CYDC, CYDD, MODB, YEHY, MODC, MODF, NLPA, YOJI, FTSE, YADG, YADH, FTSX, RBSC, MACB, POTF, GLNH, BTUD, POTH, BTUC, YEJE, TAUC, TAUB, TAUA, SAPF, ZNUC, CYSW, CYSU, SAPB, SAPC, ARAF, YHDZ, YHDY, POTB, POTA, CYSP, YHDW, HISJ",648,181,7107,4.18101596071209,4.49718108326054e-23,2.99812072217369e-24,3.85923204187537e-23,1.06594861005427e-24
"KEGG_PATHWAY","eco00240","Pyrimidine metabolism",37,2.40572171651495,9.56929186303302e-26,"UDP, UPP, DNAE, NDK, YJJG, HOLD, HOLC, HOLA, MAZG, NRDF, NRDE, CDD, CODA, NRDB, RPOZ, NRDA, DNAN, TMK, RIHB, RPOB, RPOA, CMK, PYRE, CARA, PYRF, CARB, PYRG, PYRH, PYRI, TDK, PYRB, PYRC, PYRD, DEOA, THYA, UDK, DUT",648,53,7107,7.65662124388539,1.91768608935182e-22,1.06538116075101e-23,1.6456521241345e-22,3.03027575662712e-24
"KEGG_PATHWAY","eco00230","Purine metabolism",42,2.73081924577373,1.25703891277005e-21,"PURT, PPX, PURN, PURM, DNAE, NDK, CYAA, YJJG, HOLD, HOLC, APT, HOLA, MAZG, NRDF, NRDE, ALLB, RPOZ, NRDB, NRDA, DNAN, PURH, PURF, RIHB, PURE, PYKF, PURL, PURK, RPOB, RPOA, CYSD, CYSC, GSK, PURD, GUAC, PURC, PURB, GUAA, GUAB, ADK, GPT, CYSN, SPOT",648,83,7107,5.54986613119143,2.51910598119118e-18,6.14416092973459e-20,2.16175740747455e-18,2.98546741782887e-20
"KEGG_PATHWAY","eco00970","Aminoacyl-tRNA biosynthesis",23,1.49544863459038,9.42535737935878e-20,"VALS, LEUS, ASPS, GLTX, HISS, TYRS, ASNS, ILES, ALAS, PHET, SELA, PHES, ARGS, LYSS, METG, LYSU, GLNS, CYSS, GLYS, GLYQ, FMT, TRPS, PROS",648,26,7107,9.70210113960114,1.8888416188235e-16,4.2928218609625e-18,1.62089939507314e-16,1.79081790207817e-18
"KEGG_PATHWAY","eco00270","Cysteine and methionine metabolism",19,1.23537061118336,8.10227423334279e-13,"CYSK, THRA, ASD, LYSC, TDCG, SSEA, METL, METK, ASPC, TYRB, SPED, SPEE, METE, USG, METB, METC, SDAB, SDAA, CYSM",648,28,7107,7.44229497354497,1.62372248979636e-09,2.84863244104372e-11,1.3933854070558e-09,1.28286008694594e-11
"KEGG_PATHWAY","eco00260","Glycine, serine and threonine metabolism",19,1.23537061118336,2.04967318575805e-11,"THRA, THRB, ASD, THRC, LYSC, TDCG, GLYA, METL, GCVP, TDH, USG, BETB, BETA, GCVT, SDAB, SDAA, SERA, SERB, SERC",648,32,7107,6.51200810185185,4.10754168456151e-08,6.41803388212736e-10,3.5248648444508e-08,2.78169932352878e-10
"KEGG_PATHWAY","eco00550","Peptidoglycan biosynthesis",15,0.975292587776333,8.82884394530221e-10,"FTSI, DACA, MRAY, DACC, DACB, MRCB, MURC, MURD, YBJG, MURE, MRDA, MURF, MURG, MRCA, MURA",648,23,7107,7.15277777777778,1.76929883777266e-06,2.32802681576771e-08,1.51831572869909e-06,1.04842521850464e-08
"KEGG_PATHWAY","eco03440","Homologous recombination",15,0.975292587776333,1.53209740428637e-08,"RECJ, RECO, DNAE, RECC, RECB, RECG, RECF, HOLD, HOLC, HOLA, RUVC, RECR, PRIA, PRIB, DNAN",648,27,7107,6.09310699588477,3.07027608820176e-05,3.79052177756911e-07,2.63478120543503e-05,1.61721392674672e-07
"KEGG_PATHWAY","eco03430","Mismatch repair",13,0.845253576072822,8.07256040152898e-08,"XSEA, RECJ, UVRD, DNAE, XSEB, MUTL, HOLD, HOLC, HOLA, LIGA, MUTS, DAM, DNAN",648,22,7107,6.48085016835017,0.000161761032177132,1.70288399115037e-06,0.000138825502149498,7.66893238145253e-07
