,id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,gene_name,mRNA_ID,b.,signChange,pick_data,growthPhase,test_for,vs
1,YP_003043230.1,0.0699527085877698,-0.247831668652432,0.88102248846565,-0.281300048406306,0.778480273185752,0.947641667293963,thrL,ECB_00001,b0001,-1,protein,Sta,Mg_mM_Levels,baseMglowMg
2,YP_003043231.1,216.152854279402,-0.11970488983165,0.479213768423642,-0.249794345904157,0.802746392485404,0.947641667293963,thrA,ECB_00002,b0002,-1,protein,Sta,Mg_mM_Levels,baseMglowMg
3,YP_003043232.1,53.1109687211427,-0.776036945658915,0.578019644993322,-1.34257884205282,0.179408385184928,0.945397933148064,thrB,ECB_00003,b0003,-1,protein,Sta,Mg_mM_Levels,baseMglowMg
4,YP_003043233.1,234.612009353469,-0.660519049769875,0.579669943559247,-1.13947438039344,0.254505348053407,0.945397933148064,thrC,ECB_00004,b0004,-1,protein,Sta,Mg_mM_Levels,baseMglowMg
5,YP_003043234.1,0.0624419870238209,-0.253344697574114,0.881072127346707,-0.2875413824939,0.773697820450197,0.947641667293963,yaaX,ECB_00005,b0005,-1,protein,Sta,Mg_mM_Levels,baseMglowMg
6,YP_003043235.1,26.8878910327856,-0.778173134213199,0.578970285370247,-1.34406402863243,0.178927682880808,0.945397933148064,yaaA,ECB_00006,b0006,-1,protein,Sta,Mg_mM_Levels,baseMglowMg
7,YP_003043236.1,0.0982774258263256,-0.310568783323266,0.882851351221978,-0.351779246747937,0.725003823699696,0.945547841445913,yaaJ,ECB_00007,b0007,-1,protein,Sta,Mg_mM_Levels,baseMglowMg
8,YP_003043237.1,164.90773216892,-0.389728109456974,0.527952316855941,-0.738188084442703,0.460400162651765,0.945397933148064,talB,ECB_00008,b0008,-1,protein,Sta,Mg_mM_Levels,baseMglowMg
9,YP_003043238.1,9.22848348431292,-0.789900441513047,0.692418988127914,-1.14078391126837,0.253959857397613,0.945397933148064,mogA,ECB_00009,b0009,-1,protein,Sta,Mg_mM_Levels,baseMglowMg
10,YP_003043239.1,0.0920794123396524,0.972725698776673,0.886301439633949,1.09751113478775,0.272418015958027,0.945397933148064,yaaH,ECB_00010,b0010,1,protein,Sta,Mg_mM_Levels,baseMglowMg
11,YP_003043242.1,0.243975395548574,-0.507694109171082,0.928732588400663,-0.546652626936849,0.584617406085295,0.945397933148064,yaaI,ECB_00013,b0013,-1,protein,Sta,Mg_mM_Levels,baseMglowMg
12,YP_003043243.1,661.453389607895,-0.477765508981207,0.558620655237407,-0.85525929716681,0.392407615455137,0.945397933148064,dnaK,ECB_00014,b0014,-1,protein,Sta,Mg_mM_Levels,baseMglowMg
13,YP_003043244.1,53.4041557704443,-0.388743296840352,0.551754555723604,-0.704558381634984,0.481085106056557,0.945397933148064,dnaJ,ECB_00015,b0015,-1,protein,Sta,Mg_mM_Levels,baseMglowMg
14,YP_003043245.1,0.809389616797442,-1.03879451606727,1.07938503081575,-0.962394777035396,0.335851336287029,0.945397933148064,insL-1,ECB_00016,b0016,-1,protein,Sta,Mg_mM_Levels,baseMglowMg
15,YP_003043246.1,0,NA,NA,NA,NA,NA,mokC,ECB_00017,b0018,NA,protein,Sta,Mg_mM_Levels,baseMglowMg
16,YP_003043247.1,0,NA,NA,NA,NA,NA,hokC,ECB_04280,b4412,NA,protein,Sta,Mg_mM_Levels,baseMglowMg
17,YP_003043248.1,0.0982774258263256,-0.310568783323266,0.882851351221978,-0.351779246747937,0.725003823699696,0.945547841445913,nhaA,ECB_00018,b0019,-1,protein,Sta,Mg_mM_Levels,baseMglowMg
18,YP_003043249.1,0.403024168781479,-0.780324464298416,1.03111481657199,-0.756777472069168,0.44918319162183,0.945397933148064,nhaR,ECB_00019,b0020,-1,protein,Sta,Mg_mM_Levels,baseMglowMg
19,YP_003043250.1,0.0416279913492139,-0.182519779639839,0.880399152699241,-0.207314806108395,0.835764011725492,0.947641667293963,cirA,ECB_00020,b2155,-1,protein,Sta,Mg_mM_Levels,baseMglowMg
20,YP_003043251.1,0.166511965396856,-0.462914919250436,0.905801934673963,-0.511055343922465,0.609312304056525,0.945397933148064,yehB,ECB_00021,,-1,protein,Sta,Mg_mM_Levels,baseMglowMg
21,YP_003043252.1,0.487259575580757,-0.884948836188192,1.05526665250168,-0.838602105060628,0.401692629005573,0.945397933148064,yjcF,ECB_00022,,-1,protein,Sta,Mg_mM_Levels,baseMglowMg
22,YP_003043253.1,0.302267342319786,-0.643616257959329,0.989555341012992,-0.650409564057801,0.515427701090203,0.945397933148064,insA-1,ECB_00023,b0022,-1,protein,Sta,Mg_mM_Levels,baseMglowMg
23,YP_003043254.1,0.3422528213749,-0.612373546426342,0.975580465376565,-0.627701730569166,0.5301993514696,0.945397933148064,insB-1,ECB_00024,b0021,-1,protein,Sta,Mg_mM_Levels,baseMglowMg
24,YP_003043255.1,0.243975395548574,-0.507694109171082,0.928732588400663,-0.546652626936849,0.584617406085295,0.945397933148064,talA,ECB_00025,,-1,protein,Sta,Mg_mM_Levels,baseMglowMg
25,YP_003043256.1,0.124883974047642,-0.410775305665576,0.891184372797856,-0.460931899395807,0.64484746465602,0.945397933148064,elfG,ECB_00026,,-1,protein,Sta,Mg_mM_Levels,baseMglowMg
26,YP_003043257.1,70.8515609573509,-1.17528524833696,0.579540742378921,-2.02795966252969,0.0425643650606373,0.945397933148064,rpsT,ECB_00027,b0023,-1,protein,Sta,Mg_mM_Levels,baseMglowMg
27,YP_003043258.1,0,NA,NA,NA,NA,NA,yaaY,ECB_00028,b0024,NA,protein,Sta,Mg_mM_Levels,baseMglowMg
28,YP_003043259.1,13.8308194905166,-0.520456439185998,0.606502678365876,-0.858127190119398,0.390822234867958,0.945397933148064,ribF,ECB_00029,b0025,-1,protein,Sta,Mg_mM_Levels,baseMglowMg
29,YP_003043260.1,186.148468251739,-0.332498332597965,0.496954011108014,-0.669072640859912,0.503449141396457,0.945397933148064,ileS,ECB_00030,b0026,-1,protein,Sta,Mg_mM_Levels,baseMglowMg
30,YP_003043261.1,0.0416279913492139,-0.182519779639839,0.880399152699241,-0.207314806108395,0.835764011725492,0.947641667293963,lspA,ECB_00031,b0027,-1,protein,Sta,Mg_mM_Levels,baseMglowMg
31,YP_003043262.1,6.90928736829493,-0.258000152348267,0.711265475271032,-0.362733973907498,0.716803618242865,0.945547841445913,fkpB,ECB_00032,b0028,-1,protein,Sta,Mg_mM_Levels,baseMglowMg
32,YP_003043263.1,9.32820749880901,-0.43121752587056,0.626337130249315,-0.688475111955941,0.491153637791125,0.945397933148064,ispH,ECB_00033,b0029,-1,protein,Sta,Mg_mM_Levels,baseMglowMg
33,YP_003043264.1,3.18984015112566,-1.21953143252498,0.961564806264849,-1.26827794089323,0.204698711780472,0.945397933148064,rihC,ECB_00034,b0030,-1,protein,Sta,Mg_mM_Levels,baseMglowMg
34,YP_003043265.1,42.3704032060214,-0.458472158457086,0.523219527256499,-0.876252002407258,0.380893051863692,0.945397933148064,dapB,ECB_00035,b0031,-1,protein,Sta,Mg_mM_Levels,baseMglowMg
35,YP_003043266.1,109.587628485515,-0.698211338198302,0.567313315180967,-1.23073321128657,0.218422662403828,0.945397933148064,carA,ECB_00036,b0032,-1,protein,Sta,Mg_mM_Levels,baseMglowMg
36,YP_003043267.1,230.373845325363,-0.332427832937823,0.469590422413349,-0.70791016398799,0.479001047464462,0.945397933148064,carB,ECB_00037,b0033,-1,protein,Sta,Mg_mM_Levels,baseMglowMg
37,YP_003043268.1,0.306417382572395,-0.562878160552114,0.954608492273767,-0.589642942743368,0.555430055328817,0.945397933148064,caiF,ECB_00038,b0034,-1,protein,Sta,Mg_mM_Levels,baseMglowMg
38,YP_003043269.1,0.46396850508498,-0.853114895061406,1.0486708373477,-0.81352018639052,0.415919877416744,0.945397933148064,caiE,ECB_00039,b0035,-1,protein,Sta,Mg_mM_Levels,baseMglowMg
