,id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,gene_name,mRNA_ID,b.,signChange,pick_data,growthPhase,test_for,contrast,base
1,YP_003043230.1,0.0345883148751253,0.0287156697032934,0.730372062212002,0.0393164952343949,0.968638055488969,NA,thrL,ECB_00001,b0001,1,protein,Exp,Mg_mM_Levels,lowMg,baseMg
2,YP_003043231.1,216.687687751045,0.0790942093984707,0.487810067948017,0.162141404196888,0.871194501728443,0.964120433053066,thrA,ECB_00002,b0002,1,protein,Exp,Mg_mM_Levels,lowMg,baseMg
3,YP_003043232.1,46.8251677166651,-0.332262718077595,0.600801756817712,-0.55303220123307,0.580241360446155,0.884353347562569,thrB,ECB_00003,b0003,-1,protein,Exp,Mg_mM_Levels,lowMg,baseMg
4,YP_003043233.1,218.159361709715,-0.0505494883475186,0.581134410258366,-0.0869841596973148,0.930684103109307,0.97944086755762,thrC,ECB_00004,b0004,-1,protein,Exp,Mg_mM_Levels,lowMg,baseMg
5,YP_003043234.1,0.0930044374909297,-0.045444594882122,0.911339774259104,-0.0498656990133754,0.960229411503821,NA,yaaX,ECB_00005,b0005,-1,protein,Exp,Mg_mM_Levels,lowMg,baseMg
6,YP_003043235.1,27.712779147481,-0.576534546487555,0.55481243672092,-1.03915216806425,0.298733971962872,0.694772841519069,yaaA,ECB_00006,b0006,-1,protein,Exp,Mg_mM_Levels,lowMg,baseMg
7,YP_003043236.1,0.22597316753564,-0.408719301416385,1.01626546029529,-0.402177696069319,0.687553255557372,NA,yaaJ,ECB_00007,b0007,-1,protein,Exp,Mg_mM_Levels,lowMg,baseMg
8,YP_003043237.1,166.249611712895,-0.169856675012241,0.549725606231864,-0.308984469864041,0.757333340439098,0.933797662778938,talB,ECB_00008,b0008,-1,protein,Exp,Mg_mM_Levels,lowMg,baseMg
9,YP_003043238.1,9.28522516766716,-0.389695217887362,0.616771368703478,-0.631830914438431,0.527497370530063,0.862703346265712,mogA,ECB_00009,b0009,-1,protein,Exp,Mg_mM_Levels,lowMg,baseMg
10,YP_003043239.1,0.0113090176390844,0.0628731215255621,0.730357504945296,0.0860854048871194,0.93139852576417,NA,yaaH,ECB_00010,b0010,1,protein,Exp,Mg_mM_Levels,lowMg,baseMg
11,YP_003043242.1,0.376358261932115,-0.60090478546252,1.02397554064278,-0.586835096749783,0.557314462925932,NA,yaaI,ECB_00013,b0013,-1,protein,Exp,Mg_mM_Levels,lowMg,baseMg
12,YP_003043243.1,558.054321034305,0.0695446597633173,0.568697140288456,0.122287690295124,0.902671180550811,0.971173980462516,dnaK,ECB_00014,b0014,1,protein,Exp,Mg_mM_Levels,lowMg,baseMg
13,YP_003043244.1,57.2460028449363,-0.108543731762961,0.578041545559083,-0.187778426303212,0.851050348235217,0.961808690255304,dnaJ,ECB_00015,b0015,-1,protein,Exp,Mg_mM_Levels,lowMg,baseMg
14,YP_003043245.1,1.29438702268231,-1.85845618612332,1.04572982322402,-1.77718579393063,0.0755376760027435,0.399592695443085,insL-1,ECB_00016,b0016,-1,protein,Exp,Mg_mM_Levels,lowMg,baseMg
15,YP_003043246.1,0.0623930766676025,-0.0049309815671497,0.799108620818749,-0.00617060239207221,0.995076602864684,NA,mokC,ECB_00017,b0018,-1,protein,Exp,Mg_mM_Levels,lowMg,baseMg
16,YP_003043247.1,0.0127108904031998,0.0609072891197289,0.730358404230287,0.0833936992673044,0.933538498318532,NA,hokC,ECB_04280,b4412,1,protein,Exp,Mg_mM_Levels,lowMg,baseMg
17,YP_003043248.1,0.21055618026587,-0.14940325287526,1.01313160785698,-0.147466776987923,0.882763601126142,NA,nhaA,ECB_00018,b0019,-1,protein,Exp,Mg_mM_Levels,lowMg,baseMg
18,YP_003043249.1,0.910366370777581,-1.70643343621809,1.04077017413095,-1.6395871813323,0.101091030169893,NA,nhaR,ECB_00019,b0020,-1,protein,Exp,Mg_mM_Levels,lowMg,baseMg
19,YP_003043250.1,0.217864858783771,-0.341071951470446,0.987663494075653,-0.345332143504659,0.729844684275975,NA,cirA,ECB_00020,b2155,-1,protein,Exp,Mg_mM_Levels,lowMg,baseMg
20,YP_003043251.1,0.371526725279389,-0.733053374693499,1.03158054649533,-0.710611863692043,0.47732478934688,NA,yehB,ECB_00021,,-1,protein,Exp,Mg_mM_Levels,lowMg,baseMg
21,YP_003043252.1,0.752232782059621,-1.72644533764595,1.04735255030279,-1.64838987325408,0.0992726927451624,NA,yjcF,ECB_00022,,-1,protein,Exp,Mg_mM_Levels,lowMg,baseMg
22,YP_003043253.1,3.79334867155197,-2.01346582363243,1.03895704419586,-1.9379683066597,0.052627089329378,0.354803827788551,insA-1,ECB_00023,b0022,-1,protein,Exp,Mg_mM_Levels,lowMg,baseMg
23,YP_003043254.1,0.560314056449081,-0.952031265452167,1.0290776722452,-0.925130620485684,0.354897966982217,NA,insB-1,ECB_00024,b0021,-1,protein,Exp,Mg_mM_Levels,lowMg,baseMg
24,YP_003043255.1,0.37675923452128,-0.635388706487544,1.01547591730092,-0.62570534235452,0.531508228499502,NA,talA,ECB_00025,,-1,protein,Exp,Mg_mM_Levels,lowMg,baseMg
25,YP_003043256.1,0.418937051511022,-0.367374679770045,1.02452438664024,-0.358580707849024,0.719908781181147,NA,elfG,ECB_00026,,-1,protein,Exp,Mg_mM_Levels,lowMg,baseMg
26,YP_003043257.1,95.3595758280147,0.0299766492133943,0.587445917523077,0.0510287812362177,0.959302586307961,0.984704061493608,rpsT,ECB_00027,b0023,1,protein,Exp,Mg_mM_Levels,lowMg,baseMg
27,YP_003043258.1,0.0832747961588443,-0.0351568731590786,0.8695671576391,-0.0404303139213888,0.967750062986086,NA,yaaY,ECB_00028,b0024,-1,protein,Exp,Mg_mM_Levels,lowMg,baseMg
28,YP_003043259.1,17.8558649947244,-0.585436833850747,0.581734620595666,-1.00636409304863,0.314240459606009,0.710046065831064,ribF,ECB_00029,b0025,-1,protein,Exp,Mg_mM_Levels,lowMg,baseMg
29,YP_003043260.1,195.687064359249,-0.243807230036782,0.529157789320041,-0.460745802022626,0.644980990156111,0.897469447316358,ileS,ECB_00030,b0026,-1,protein,Exp,Mg_mM_Levels,lowMg,baseMg
30,YP_003043261.1,0.131625172334323,-0.144237369690771,0.939218744941686,-0.153571647145657,0.87794749399693,NA,lspA,ECB_00031,b0027,-1,protein,Exp,Mg_mM_Levels,lowMg,baseMg
31,YP_003043262.1,7.51749795979738,-0.136935133273068,0.635647762947126,-0.215426123169506,0.829435104757476,0.958551796189726,fkpB,ECB_00032,b0028,-1,protein,Exp,Mg_mM_Levels,lowMg,baseMg
32,YP_003043263.1,16.7346637432558,-0.419156395466452,0.561732202461672,-0.746185448563548,0.455555397098785,0.823796337581046,ispH,ECB_00033,b0029,-1,protein,Exp,Mg_mM_Levels,lowMg,baseMg
33,YP_003043264.1,3.82427654072715,-2.64360288631068,0.988248088574836,-2.67503971611324,0.00747203978174109,0.193079476244947,rihC,ECB_00034,b0030,-1,protein,Exp,Mg_mM_Levels,lowMg,baseMg
34,YP_003043265.1,44.50532980443,-0.174481195173754,0.472880993341413,-0.368974853357621,0.712146468463419,0.923005536968335,dapB,ECB_00035,b0031,-1,protein,Exp,Mg_mM_Levels,lowMg,baseMg
35,YP_003043266.1,122.536124790818,-0.536028323764554,0.533318470302569,-1.00508111684271,0.314857791927743,0.710793613987925,carA,ECB_00036,b0032,-1,protein,Exp,Mg_mM_Levels,lowMg,baseMg
36,YP_003043267.1,248.148562998404,-0.0903773485119747,0.424196099867683,-0.213055585707095,0.831283606716026,0.958551796189726,carB,ECB_00037,b0033,-1,protein,Exp,Mg_mM_Levels,lowMg,baseMg
37,YP_003043268.1,0.756163479817655,-1.15664966265007,1.04372939743764,-1.10818921598802,0.267780107159522,NA,caiF,ECB_00038,b0034,-1,protein,Exp,Mg_mM_Levels,lowMg,baseMg
38,YP_003043269.1,0.454225022502969,-0.739526163232952,1.0340117489004,-0.71520092882831,0.474484895197199,NA,caiE,ECB_00039,b0035,-1,protein,Exp,Mg_mM_Levels,lowMg,baseMg
39,YP_003043270.1,1.06228703885925,-2.21334521861632,1.04569475432442,-2.11662649110857,0.0342915599887486,0.319155608326376,caiD,ECB_00040,b0036,-1,protein,Exp,Mg_mM_Levels,lowMg,baseMg
40,YP_003043271.1,1.60114634231963,-2.14272972482366,1.02424801762901,-2.09200280395346,0.036438264872283,0.323476285905312,caiC,ECB_00041,b0037,-1,protein,Exp,Mg_mM_Levels,lowMg,baseMg
41,YP_003043272.1,1.3503467556308,-2.05779666119794,1.04798506759331,-1.96357441039085,0.0495794673967025,0.350392104843796,caiA,ECB_00043,b0039,-1,protein,Exp,Mg_mM_Levels,lowMg,baseMg
42,YP_003043273.1,0.159431391864235,0.124225237653186,1.00697173958313,0.12336516782945,0.901817938385287,NA,caiT,ECB_00044,b0040,1,protein,Exp,Mg_mM_Levels,lowMg,baseMg
43,YP_003043274.1,0.7494773775633,-1.16740037255136,1.03864923126665,-1.12396017578302,0.261029920953608,NA,fixA,ECB_00045,b0041,-1,protein,Exp,Mg_mM_Levels,lowMg,baseMg
44,YP_003043275.1,0.839119433673463,-1.18402880450951,1.04360009453618,-1.13456180265655,0.256558965144286,NA,fixB,ECB_00046,b0042,-1,protein,Exp,Mg_mM_Levels,lowMg,baseMg
45,YP_003043276.1,1.14225185089517,-1.57040663060509,1.04681458143825,-1.50017649586756,0.133568689948461,0.487130721915017,fixC,ECB_00047,b0043,-1,protein,Exp,Mg_mM_Levels,lowMg,baseMg
46,YP_003043277.1,0.489663016442822,-0.783895981340071,1.00811911444305,-0.777582698422638,0.436815064039313,NA,fixX,ECB_00048,b0044,-1,protein,Exp,Mg_mM_Levels,lowMg,baseMg
47,YP_003043278.1,0.275403193691578,-0.158874013790662,0.991685191466796,-0.160206096811502,0.872718726868099,NA,yaaU,ECB_00049,b0045,-1,protein,Exp,Mg_mM_Levels,lowMg,baseMg
48,YP_003043279.1,0.243734187260242,-0.280524878939422,1.0330116610369,-0.271560224845712,0.785960186396436,NA,yabF,ECB_00050,b0046,-1,protein,Exp,Mg_mM_Levels,lowMg,baseMg
49,YP_003043280.1,1.64823129526869,-2.57191915156179,1.04157020328555,-2.46927105196452,0.013538862346704,0.23326331584842,kefC,ECB_00051,b0047,-1,protein,Exp,Mg_mM_Levels,lowMg,baseMg
50,YP_003043281.1,9.18729934005604,-0.751905916000729,0.722082913794843,-1.04130135422974,0.297735708404861,0.694772841519069,folA,ECB_00052,b0048,-1,protein,Exp,Mg_mM_Levels,lowMg,baseMg
51,YP_003043282.1,6.20248673907763,-2.64660340003181,0.895606788045671,-2.95509528886783,0.00312572493444258,0.143609695599112,apaH,ECB_00053,b0049,-1,protein,Exp,Mg_mM_Levels,lowMg,baseMg
52,YP_003043283.1,2.56200979625643,-0.4817040288781,0.896998575109515,-0.537017607658171,0.591255451603526,0.884353347562569,apaG,ECB_00054,b0050,-1,protein,Exp,Mg_mM_Levels,lowMg,baseMg
53,YP_003043284.1,12.7463413770524,-0.291426510546127,0.685153960935023,-0.425344560729709,0.670585513966362,0.909895586822624,ksgA,ECB_00055,b0051,-1,protein,Exp,Mg_mM_Levels,lowMg,baseMg
54,YP_003043285.1,14.3632686764386,0.076568659366381,0.609650721436635,0.125594306172472,0.900053070281965,0.970373079618905,pdxA,ECB_00056,b0052,1,protein,Exp,Mg_mM_Levels,lowMg,baseMg
