id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,gene_name,signChange,pick_data,growthPhase,test_for,vs
ECB_00001,71.1373550105433,-0.772099797288264,0.271029143689704,-2.84877038231809,0.00438885430640977,0.0114550473213692,thrL,-1,mrna,Exp,Mg_mM_Levels,baseMglowMg
ECB_00002,686.170866539028,-1.59389687053168,0.350133829230302,-4.55225041817736,5.3075106863146e-06,2.69778648014428e-05,thrA,-1,mrna,Exp,Mg_mM_Levels,baseMglowMg
ECB_00003,285.442588505107,-1.03769415130096,0.316875341637992,-3.2747709112893,0.0010574769059195,0.00322984325703805,thrB,-1,mrna,Exp,Mg_mM_Levels,baseMglowMg
ECB_00004,306.779647964158,-1.1203114917392,0.340941388910865,-3.28593573023805,0.00101644198901098,0.00311823728832181,thrC,-1,mrna,Exp,Mg_mM_Levels,baseMglowMg
ECB_00005,27.3388069091934,-0.902209199408208,0.281539166064988,-3.20456017547466,0.00135269010868674,0.00399946656424921,yaaX,-1,mrna,Exp,Mg_mM_Levels,baseMglowMg
ECB_00006,7.64995226123189,-1.06321781849401,0.33762433089364,-3.14911492213798,0.00163765779904202,0.00475423250865545,yaaA,-1,mrna,Exp,Mg_mM_Levels,baseMglowMg
ECB_00007,1.34128765143159,-0.292803243103123,0.503781058089607,-0.581211298839748,0.561098053520932,0.66567432225923,yaaJ,-1,mrna,Exp,Mg_mM_Levels,baseMglowMg
ECB_00008,406.352880198861,-0.412156265829445,0.146377719783071,-2.81570355406718,0.00486705536688334,0.0125848145915126,talB,-1,mrna,Exp,Mg_mM_Levels,baseMglowMg
ECB_00009,30.1492025768589,0.17617120190061,0.17762286617283,0.991827266930781,0.321281794054336,0.439387683524376,mogA,1,mrna,Exp,Mg_mM_Levels,baseMglowMg
ECB_00010,10.8594091904618,-1.59692232062264,0.291032776919641,-5.48708752850742,4.08614693255993e-08,3.24011993909466e-07,yaaH,-1,mrna,Exp,Mg_mM_Levels,baseMglowMg
