,id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,gene_name,mRNA_ID,b.,signChange,pick_data,growthPhase,test_for,contrast,base
1,YP_003043230.1,0.0469011247692442,0.0381583219629082,0.655932037245793,0.0581742006734905,0.953609870790234,NA,thrL,ECB_00001,b0001,1,protein,Sta,Mg_mM_Levels,highMg,baseMg
2,YP_003043231.1,182.897172239726,-0.0649789507042777,0.472564775550098,-0.137502738388907,0.890633428384031,0.991488341899836,thrA,ECB_00002,b0002,-1,protein,Sta,Mg_mM_Levels,highMg,baseMg
3,YP_003043232.1,41.9593050260877,-0.351481165805728,0.525345079398071,-0.669048173456668,0.503464748551801,0.891050365315198,thrB,ECB_00003,b0003,-1,protein,Sta,Mg_mM_Levels,highMg,baseMg
4,YP_003043233.1,178.93041930323,-0.155182790493671,0.521710581083275,-0.297449958119405,0.766123007523634,0.985661149504763,thrC,ECB_00004,b0004,-1,protein,Sta,Mg_mM_Levels,highMg,baseMg
5,YP_003043234.1,0.150946698062214,-0.126891732789295,0.758109471993269,-0.167379168150562,0.867071715350042,NA,yaaX,ECB_00005,b0005,-1,protein,Sta,Mg_mM_Levels,highMg,baseMg
6,YP_003043235.1,27.0244268920059,-0.178181826342986,0.458208214556882,-0.388866503659914,0.697374901991536,0.973714800299439,yaaA,ECB_00006,b0006,-1,protein,Sta,Mg_mM_Levels,highMg,baseMg
7,YP_003043236.1,0.0983162072795633,-0.0234396082921369,0.673378996127721,-0.0348089388396829,0.972232092789121,NA,yaaJ,ECB_00007,b0007,-1,protein,Sta,Mg_mM_Levels,highMg,baseMg
8,YP_003043237.1,145.393208489599,-0.0704338111371465,0.514653999425143,-0.136856628367446,0.891144121727105,0.991488341899836,talB,ECB_00008,b0008,-1,protein,Sta,Mg_mM_Levels,highMg,baseMg
9,YP_003043238.1,8.86323480291221,-0.357687169493111,0.531366287714812,-0.673146147512248,0.500854317707483,0.890886690645721,mogA,ECB_00009,b0009,-1,protein,Sta,Mg_mM_Levels,highMg,baseMg
10,YP_003043239.1,0.0380004688949245,0,0.655881671020672,0,1,NA,yaaH,ECB_00010,b0010,0,protein,Sta,Mg_mM_Levels,highMg,baseMg
11,YP_003043242.1,0.460573079252133,-0.688665577639675,0.84283524304184,-0.817082084933044,0.413881520194188,NA,yaaI,ECB_00013,b0013,-1,protein,Sta,Mg_mM_Levels,highMg,baseMg
12,YP_003043243.1,564.923448455879,-0.0301150505203037,0.48474936444377,-0.0621249922727789,0.95046329448008,0.991488341899836,dnaK,ECB_00014,b0014,-1,protein,Sta,Mg_mM_Levels,highMg,baseMg
13,YP_003043244.1,54.5181153081385,-0.219916052325505,0.500303405815123,-0.43956537127147,0.660251925859736,0.965084221880843,dnaJ,ECB_00015,b0015,-1,protein,Sta,Mg_mM_Levels,highMg,baseMg
14,YP_003043245.1,1.65261313575521,-1.59756244247946,0.844006747487808,-1.89283136329729,0.0583802992676866,0.33308185293496,insL-1,ECB_00016,b0016,-1,protein,Sta,Mg_mM_Levels,highMg,baseMg
15,YP_003043246.1,0.0844726330241291,-0.0199411408641071,0.655988318308856,-0.0303986219076515,0.97574914390759,NA,mokC,ECB_00017,b0018,-1,protein,Sta,Mg_mM_Levels,highMg,baseMg
16,YP_003043248.1,0.120783174118313,-0.0160364335735877,0.655984031651321,-0.0244463779601752,0.980496555103032,NA,nhaA,ECB_00018,b0019,-1,protein,Sta,Mg_mM_Levels,highMg,baseMg
17,YP_003043249.1,0.940664734489515,-0.682537058505114,0.843800980648588,-0.808883936091756,0.418581909742422,NA,nhaR,ECB_00019,b0020,-1,protein,Sta,Mg_mM_Levels,highMg,baseMg
18,YP_003043250.1,0.43007447455754,-0.103160567241607,0.829446668305601,-0.124372754974523,0.9010201442149,NA,cirA,ECB_00020,b2155,-1,protein,Sta,Mg_mM_Levels,highMg,baseMg
19,YP_003043251.1,0.413005648558549,-0.457300843768563,0.813686510388321,-0.562011091409543,0.574108462259759,NA,yehB,ECB_00021,,-1,protein,Sta,Mg_mM_Levels,highMg,baseMg
20,YP_003043252.1,1.14879639741987,-1.38906712134017,0.831059697725448,-1.6714408425074,0.0946346343540039,NA,yjcF,ECB_00022,,-1,protein,Sta,Mg_mM_Levels,highMg,baseMg
21,YP_003043253.1,1.04267311930018,-1.09370020278561,0.828533057702971,-1.32004413416864,0.186820283161053,NA,insA-1,ECB_00023,b0022,-1,protein,Sta,Mg_mM_Levels,highMg,baseMg
22,YP_003043254.1,0.413417998283813,-0.528434834095161,0.82757116240521,-0.638537032343352,0.52312415560507,NA,insB-1,ECB_00024,b0021,-1,protein,Sta,Mg_mM_Levels,highMg,baseMg
23,YP_003043255.1,0.339488228686362,-0.434467471278921,0.822504963993725,-0.528224740637839,0.597343359605929,NA,talA,ECB_00025,,-1,protein,Sta,Mg_mM_Levels,highMg,baseMg
24,YP_003043256.1,0.566441257842381,-0.792175953231437,0.840620475521586,-0.942370518324467,0.34600297573376,NA,elfG,ECB_00026,,-1,protein,Sta,Mg_mM_Levels,highMg,baseMg
25,YP_003043257.1,58.5889092133763,-0.0407785283701391,0.5104669185265,-0.0798847621464859,0.936328909139888,0.991488341899836,rpsT,ECB_00027,b0023,-1,protein,Sta,Mg_mM_Levels,highMg,baseMg
26,YP_003043258.1,0.0590341309619599,0.010747965398461,0.655957426696482,0.0163851569645148,0.986927121187602,NA,yaaY,ECB_00028,b0024,1,protein,Sta,Mg_mM_Levels,highMg,baseMg
27,YP_003043259.1,14.1610344535987,-0.31052741818732,0.500111252569369,-0.620916679222784,0.534654446295739,0.900587348813495,ribF,ECB_00029,b0025,-1,protein,Sta,Mg_mM_Levels,highMg,baseMg
28,YP_003043260.1,178.486915887706,-0.0413059305097778,0.48038743514217,-0.0859846188473964,0.931478644320079,0.991488341899836,ileS,ECB_00030,b0026,-1,protein,Sta,Mg_mM_Levels,highMg,baseMg
29,YP_003043261.1,0.140302622497222,-0.0929298887524749,0.715046056045877,-0.129963500905615,0.896595303778605,NA,lspA,ECB_00031,b0027,-1,protein,Sta,Mg_mM_Levels,highMg,baseMg
30,YP_003043262.1,7.78527642020038,-0.0318470114192675,0.564518122349419,-0.0564145067420089,0.955011600650892,0.991488341899836,fkpB,ECB_00032,b0028,-1,protein,Sta,Mg_mM_Levels,highMg,baseMg
31,YP_003043263.1,9.93146478575969,-0.410016933924397,0.52325966841918,-0.783582146055896,0.433285335360948,0.844067295029734,ispH,ECB_00033,b0029,-1,protein,Sta,Mg_mM_Levels,highMg,baseMg
32,YP_003043264.1,5.60159281294427,-0.70453875933692,0.656237004933609,-1.07360413088591,0.283000145386429,0.696071435063386,rihC,ECB_00034,b0030,-1,protein,Sta,Mg_mM_Levels,highMg,baseMg
33,YP_003043265.1,39.9101760758008,0.282971607048053,0.445576141465008,0.635069027972798,0.525383395933703,0.900587348813495,dapB,ECB_00035,b0031,1,protein,Sta,Mg_mM_Levels,highMg,baseMg
34,YP_003043266.1,99.6422844946792,-0.12148974059833,0.463051874567646,-0.262367452268205,0.793038163291235,0.991206636608637,carA,ECB_00036,b0032,-1,protein,Sta,Mg_mM_Levels,highMg,baseMg
35,YP_003043267.1,223.482428744855,-0.0459320646350256,0.432911996758532,-0.106100235103084,0.915502824614278,0.991488341899836,carB,ECB_00037,b0033,-1,protein,Sta,Mg_mM_Levels,highMg,baseMg
36,YP_003043268.1,0.685278853401796,-0.72038110933284,0.840239134712373,-0.857352484039484,0.391250110910063,NA,caiF,ECB_00038,b0034,-1,protein,Sta,Mg_mM_Levels,highMg,baseMg
37,YP_003043269.1,0.440163868323554,-0.758828918565709,0.843781476085907,-0.899319243278162,0.368482640313724,NA,caiE,ECB_00039,b0035,-1,protein,Sta,Mg_mM_Levels,highMg,baseMg
38,YP_003043270.1,1.06319284562038,-1.44747037432938,0.820296651772746,-1.76456940449683,0.0776361612956436,NA,caiD,ECB_00040,b0036,-1,protein,Sta,Mg_mM_Levels,highMg,baseMg
39,YP_003043271.1,1.11376685040989,-1.3918042397647,0.841424086346625,-1.65410553649322,0.0981060713801847,NA,caiC,ECB_00041,b0037,-1,protein,Sta,Mg_mM_Levels,highMg,baseMg
40,YP_003043272.1,1.44529468563074,-1.51273143461302,0.842979132158366,-1.7945063844461,0.0727323804989125,0.358478302993526,caiA,ECB_00043,b0039,-1,protein,Sta,Mg_mM_Levels,highMg,baseMg
41,YP_003043273.1,0.221026735395859,-0.29849872219812,0.826316037144165,-0.361240383558043,0.717919755737848,NA,caiT,ECB_00044,b0040,-1,protein,Sta,Mg_mM_Levels,highMg,baseMg
42,YP_003043274.1,0.792497628866226,-1.07509168095762,0.843439010956991,-1.2746525439199,0.202432250792394,NA,fixA,ECB_00045,b0041,-1,protein,Sta,Mg_mM_Levels,highMg,baseMg
43,YP_003043275.1,1.31487101877125,-1.18796245742874,0.809544588574664,-1.46744536890839,0.142254940360476,NA,fixB,ECB_00046,b0042,-1,protein,Sta,Mg_mM_Levels,highMg,baseMg
44,YP_003043276.1,1.11568920648996,-1.72166685145911,0.822985020749064,-2.09197835689899,0.0364404518183708,NA,fixC,ECB_00047,b0043,-1,protein,Sta,Mg_mM_Levels,highMg,baseMg
45,YP_003043277.1,0.798336050856897,-0.965918599554376,0.841817008016363,-1.14742110263422,0.251207623720524,NA,fixX,ECB_00048,b0044,-1,protein,Sta,Mg_mM_Levels,highMg,baseMg
46,YP_003043278.1,0.277476860374354,-0.339477413833898,0.818697363271482,-0.414655560239452,0.678394068925338,NA,yaaU,ECB_00049,b0045,-1,protein,Sta,Mg_mM_Levels,highMg,baseMg
47,YP_003043279.1,0.813201112220413,-0.20557706269632,0.802978094612086,-0.256018270081991,0.79793672986289,NA,yabF,ECB_00050,b0046,-1,protein,Sta,Mg_mM_Levels,highMg,baseMg
48,YP_003043280.1,2.00764633646497,-1.43349518582467,0.782794027662719,-1.83125462786785,0.0670625464215967,0.348749938493038,kefC,ECB_00051,b0047,-1,protein,Sta,Mg_mM_Levels,highMg,baseMg
49,YP_003043281.1,10.909454586206,-1.37281418703799,0.642018003767546,-2.13827989087832,0.0324940336457042,0.260540929195447,folA,ECB_00052,b0048,-1,protein,Sta,Mg_mM_Levels,highMg,baseMg
50,YP_003043282.1,3.83157173846764,-0.527936072453864,0.657607747888344,-0.802813035809157,0.422082806417619,0.831022464948568,apaH,ECB_00053,b0049,-1,protein,Sta,Mg_mM_Levels,highMg,baseMg
51,YP_003043283.1,3.89654759828314,0.239418726692848,0.579292510699248,0.413295049169292,0.679390456688256,0.972503933150783,apaG,ECB_00054,b0050,1,protein,Sta,Mg_mM_Levels,highMg,baseMg
