id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,gene_name,signChange,pick_data,growthPhase,test_for,vs
ECB_00001,16.6453512431797,-0.0887484002170993,0.533784146256155,-0.166262712820456,0.867950208443095,0.952684389701846,thrL,-1,mrna,Sta,carbonSource,glucoseglycerol
ECB_00002,10.3234275098221,0.280819307122823,0.489190223276707,0.574049303851234,0.565934437900439,0.818138823523635,thrA,1,mrna,Sta,carbonSource,glucoseglycerol
ECB_00003,4.42575598704734,0.403123471633321,0.549901260894569,0.733083373872478,0.463507579982226,0.757488036874997,thrB,1,mrna,Sta,carbonSource,glucoseglycerol
ECB_00004,3.00264408787035,0.939173597145157,0.681334519863043,1.3784324289542,0.168069816808009,0.479475771709374,thrC,1,mrna,Sta,carbonSource,glucoseglycerol
ECB_00005,0.718990853057654,0.309690563371431,0.809012779865291,0.382800582486469,0.701867629567849,NA,yaaX,1,mrna,Sta,carbonSource,glucoseglycerol
ECB_00006,0.82679788989553,0.492402775239078,0.821798627826949,0.599176925545763,0.549054908222931,NA,yaaA,1,mrna,Sta,carbonSource,glucoseglycerol
ECB_00007,0.300297698657286,0.351800564679073,0.898495197992912,0.391544179050636,0.695395039652632,NA,yaaJ,1,mrna,Sta,carbonSource,glucoseglycerol
ECB_00008,47.1355735485141,0.352518609892028,0.542234981118754,0.650121482691328,0.515613753607074,0.789282496740965,talB,1,mrna,Sta,carbonSource,glucoseglycerol
ECB_00009,6.47798908585194,-0.868632554358693,0.530868260019725,-1.63624880177696,0.101787526525257,0.364768401025537,mogA,-1,mrna,Sta,carbonSource,glucoseglycerol
ECB_00010,2.53148496748782,-0.773767367803197,0.650233325911982,-1.18998417486208,0.23405261203278,0.55792837633938,yaaH,-1,mrna,Sta,carbonSource,glucoseglycerol
ECB_00011,0.561496457058835,0.00106868526343956,0.868304281085847,0.00123077276793238,0.999017985658536,NA,yaaW,1,mrna,Sta,carbonSource,glucoseglycerol
ECB_00012,0,NA,NA,NA,NA,NA,htgA,NA,mrna,Sta,carbonSource,glucoseglycerol
ECB_00013,0.151848930426288,0.0444730851195348,0.841294856975054,0.0528626613497217,0.957841334704015,NA,yaaI,1,mrna,Sta,carbonSource,glucoseglycerol
ECB_00014,52.192366938377,0.141781323320016,0.540840630381256,0.262149911370509,0.793205868160783,0.92016455794571,dnaK,1,mrna,Sta,carbonSource,glucoseglycerol
ECB_00015,2.13961300433141,0.337972459971825,0.627763239139657,0.538375678759101,0.590317713768368,NA,dnaJ,1,mrna,Sta,carbonSource,glucoseglycerol
ECB_00016,1.48334705677967,-0.120870454158439,0.729070193765439,-0.165787128855423,0.868324475631569,NA,insL-1,-1,mrna,Sta,carbonSource,glucoseglycerol
ECB_00017,0.941796640728649,-0.78112671377174,0.793312177891694,-0.984639761673219,0.324801051432399,NA,mokC,-1,mrna,Sta,carbonSource,glucoseglycerol
ECB_00018,35.9665879628559,0.0500141602080681,0.479198303840293,0.104370486721791,0.916875342927208,0.971784444971319,nhaA,1,mrna,Sta,carbonSource,glucoseglycerol
ECB_00019,1.87366854716435,-0.132945251334899,0.701259263493815,-0.189580741753826,0.849637679375194,NA,nhaR,-1,mrna,Sta,carbonSource,glucoseglycerol
ECB_00020,0.271489980210042,-0.278729858237566,0.895935283504137,-0.31110490162572,0.755720874972236,NA,ECB_00020,-1,mrna,Sta,carbonSource,glucoseglycerol
ECB_00021,0.0448085019457395,-0.161258177922028,0.682424524450548,-0.236301850452787,0.813198451140764,NA,ECB_00021,-1,mrna,Sta,carbonSource,glucoseglycerol
ECB_00022,0.0812340623013422,-0.355761442955707,0.744903681243339,-0.47759388483877,0.632939284166862,NA,ECB_00022,-1,mrna,Sta,carbonSource,glucoseglycerol
ECB_00023,0.0592090285547536,0.047226283554651,0.707557753402811,0.0667454823687943,0.946784325323439,NA,insA-1,1,mrna,Sta,carbonSource,glucoseglycerol
ECB_00024,0.53161847699384,-0.719581413327776,0.867908408168932,-0.829098331753592,0.407048767671153,NA,insB-1,-1,mrna,Sta,carbonSource,glucoseglycerol
ECB_00025,0.170234358867383,1.19747254824449,0.867073355387329,1.38105102734886,0.167263271739914,NA,ECB_00025,1,mrna,Sta,carbonSource,glucoseglycerol
ECB_00026,0.099893314681839,-0.531188380618651,0.796601267643943,-0.666818397351681,0.504888139867574,NA,ECB_00026,-1,mrna,Sta,carbonSource,glucoseglycerol
ECB_00027,13.2867602964651,-0.280815973320165,0.508444757997624,-0.552303802729887,0.580740225668968,0.82254491470191,rpsT,-1,mrna,Sta,carbonSource,glucoseglycerol
ECB_00028,0.202178875857182,0.466974613129837,0.883361402373733,0.528633707421449,0.597059572633674,NA,yaaY,1,mrna,Sta,carbonSource,glucoseglycerol
ECB_00029,2.64804246825132,-0.91006774062291,0.649547154561505,-1.40108032839783,0.161190053388658,0.468149451087277,ribF,-1,mrna,Sta,carbonSource,glucoseglycerol
ECB_00030,9.68285556470745,0.570116680900561,0.581035261714378,0.981208402427073,0.326489981478398,0.655261710488718,ileS,1,mrna,Sta,carbonSource,glucoseglycerol
ECB_00031,1.79923602122922,1.29068629528717,0.750149324742223,1.72057249499051,NA,NA,lspA,1,mrna,Sta,carbonSource,glucoseglycerol
ECB_00032,0.216714240256882,0.479164388551813,0.895336553721412,0.535177958009416,0.592526806622413,NA,fkpB,1,mrna,Sta,carbonSource,glucoseglycerol
ECB_00033,3.2373200092024,-0.904691935988772,0.742042348655641,-1.21919178551979,0.222771409012098,0.544490460738308,ispH,-1,mrna,Sta,carbonSource,glucoseglycerol
ECB_00034,0.334989084535274,1.02647476800551,0.898688375223205,1.14219210607968,0.253374176485398,NA,rihC,1,mrna,Sta,carbonSource,glucoseglycerol
ECB_00035,1.30012175202607,0.0706865412588079,0.747114615176342,0.0946127137964283,0.924622450990676,NA,dapB,1,mrna,Sta,carbonSource,glucoseglycerol
ECB_00036,11.7447509123641,0.693526807938888,0.754205855958455,0.919545774485594,0.357810174632772,0.676365634164116,carA,1,mrna,Sta,carbonSource,glucoseglycerol
ECB_00037,5.31398481998375,0.513678591133491,0.733322706101754,0.700480957236601,0.483626993435606,0.768928688179733,carB,1,mrna,Sta,carbonSource,glucoseglycerol
ECB_00038,2.26021208526418,1.61868276956782,0.694925540412264,2.32928950720035,0.0198437338700664,0.153217394343551,caiF,1,mrna,Sta,carbonSource,glucoseglycerol
ECB_00039,0.268809183669297,0.376600992796981,0.89315955766194,0.421650297045272,0.673280288138174,NA,caiE,1,mrna,Sta,carbonSource,glucoseglycerol
ECB_00040,0.0575811042130842,-0.161258155345297,0.682424525012199,-0.236301817175188,0.813198476961395,NA,caiD,-1,mrna,Sta,carbonSource,glucoseglycerol
ECB_00041,0.290260571338248,-0.143399120684059,0.895582505582053,-0.160118269160318,0.872787910138032,NA,caiC,-1,mrna,Sta,carbonSource,glucoseglycerol
ECB_00042,0.161225488960155,0.36824475156348,0.871355464276593,0.422611398746663,0.672578808676466,NA,caiB,1,mrna,Sta,carbonSource,glucoseglycerol
ECB_00043,16.2279879154072,1.52515717924932,0.655083077732869,2.32818894441241,0.0199020729756384,0.153217394343551,caiA,1,mrna,Sta,carbonSource,glucoseglycerol
ECB_00044,5.30358166103184,-0.420756399358529,0.721432638301887,-0.58322340440392,0.559742917638249,0.814309542929424,caiT,-1,mrna,Sta,carbonSource,glucoseglycerol
ECB_00045,0.318282129254303,1.10942733922513,0.896798244827118,1.23709802692466,0.216050692202233,NA,fixA,1,mrna,Sta,carbonSource,glucoseglycerol
ECB_00046,0.0776857118849833,0.341468410995735,0.739240388716764,0.46191795822802,0.644140155284698,NA,fixB,1,mrna,Sta,carbonSource,glucoseglycerol
ECB_00047,0.0448085019457395,-0.161258177922028,0.682424524450548,-0.236301850452787,0.813198451140764,NA,fixC,-1,mrna,Sta,carbonSource,glucoseglycerol
